,what,company,was,this,the,last,super,bowl,they,would,let,customers,have,an,opportunity,to,get,their,own,commercial,ideas,aired,?
held,0.0974166989326477,0.14776583015918732,0.30231067538261414,0.20280437171459198,0.32185450196266174,0.20021413266658783,0.1602509617805481,0.1913566142320633,0.23297390341758728,0.22652123868465424,0.1333967000246048,0.1523676961660385,0.20183809101581573,0.09179631620645523,0.1804240345954895,0.22177374362945557,0.16894571483135223,0.2292191982269287,0.17434178292751312,0.08800390362739563,0.12902073562145233,0.2802388072013855,0.14103956520557404
its,0.30393704771995544,0.258992999792099,0.3518870174884796,0.43815311789512634,0.559237003326416,0.12596635520458221,0.14685668051242828,0.15285100042819977,0.36212384700775146,0.27556702494621277,0.14415033161640167,0.2546215355396271,0.3852778375148773,0.28139030933380127,0.24861180782318115,0.3691340684890747,0.21364489197731018,0.5367968082427979,0.3757714629173279,0.29945796728134155,0.1992025375366211,0.24988263845443726,0.15103481709957123
``,0.008517155423760414,-0.11237407475709915,-0.012679691426455975,0.09380315989255905,0.029072100296616554,0.05021507292985916,0.012585706077516079,-0.004176590591669083,0.0819322019815445,0.08063928782939911,0.03361740708351135,-0.0774679034948349,0.1022237241268158,0.03770720958709717,-0.02547098696231842,0.06720756739377975,0.035047225654125214,0.05465886741876602,0.0022472564596682787,-0.07633309066295624,0.06564413756132126,-0.037323497235774994,0.0685480609536171
crash,0.20558272302150726,0.21995487809181213,0.24972794950008392,0.1658974140882492,0.22774840891361237,0.1339932233095169,0.2481457144021988,0.10602368414402008,0.19116295874118805,0.18136811256408691,0.18134908378124237,0.19812887907028198,0.17644590139389038,0.1325790286064148,0.16553016006946564,0.18840226531028748,0.16332347691059113,0.10633789002895355,0.15952183306217194,0.2201215624809265,0.1554105281829834,0.18450064957141876,0.10927160084247589
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6274310946464539,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.49925389885902405,0.4133751392364502,0.2692858874797821,0.18648205697536469,0.40389683842658997,0.4207492768764496,0.2641824185848236,0.535392165184021,0.29667025804519653,0.516537070274353,0.334675133228302,0.23051398992538452,0.22381870448589325,0.2525516450405121,0.22068053483963013
super,0.13651713728904724,0.11376534402370453,0.21420986950397491,0.1776810586452484,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.1988932192325592,0.16404198110103607,0.15450942516326904,0.1444542557001114,0.19903038442134857,0.09755856543779373,0.1471809595823288,0.17783479392528534,0.14719554781913757,0.14342328906059265,0.10335887968540192,0.20105868577957153,0.09677053242921829,0.22168377041816711,0.166326642036438
bowl,0.15942467749118805,0.10346642881631851,0.21915455162525177,0.17725728452205658,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.18658970296382904,0.17156143486499786,0.119748055934906,0.1729302555322647,0.19536113739013672,0.13908697664737701,0.13117019832134247,0.16993016004562378,0.17289145290851593,0.1663845032453537,0.05038973689079285,0.16026756167411804,0.0597386434674263,0.1768631637096405,0.21118052303791046
'',0.08143015950918198,0.04412749409675598,0.04456103965640068,0.015337302349507809,0.041273195296525955,-0.004244830925017595,-0.02655862085521221,-0.008809788152575493,-0.006317874416708946,0.02574172429740429,-0.0366491973400116,0.024005956947803497,0.0312618687748909,0.09471100568771362,-0.056604620069265366,-0.009905828163027763,-0.03981677442789078,0.011550518684089184,0.007983271963894367,-0.03676767647266388,0.010352609679102898,-0.001198898651637137,0.018684765323996544
contest,0.23279163241386414,0.18119753897190094,0.22809730470180511,0.22481927275657654,0.25173527002334595,0.12284721434116364,0.16601161658763885,0.20366907119750977,0.14464731514453888,0.24085326492786407,0.1860029250383377,0.19306430220603943,0.14304040372371674,0.15206924080848694,0.2765231430530548,0.20070356130599976,0.17834807932376862,0.18711251020431519,0.22296983003616333,0.1535993218421936,0.2151806503534317,0.23271557688713074,0.18081821501255035
that,0.6297725439071655,0.22723333537578583,0.33670201897621155,0.6909449696540833,0.5473989248275757,0.31652477383613586,0.18258553743362427,0.10987387597560883,0.5710820555686951,0.5895259380340576,0.4170008599758148,0.3066955804824829,0.6182622313499451,0.365763783454895,0.30605313181877136,0.5436353087425232,0.3748580515384674,0.4266771972179413,0.37425005435943604,0.18704216182231903,0.39306163787841797,0.22264628112316132,0.32716336846351624
allowed,0.2693612575531006,0.18670186400413513,0.27499085664749146,0.3355235159397125,0.2985120713710785,0.22123445570468903,0.16178861260414124,0.14780659973621368,0.48281627893447876,0.5465223789215088,0.46721476316452026,0.29718971252441406,0.34924131631851196,0.17103645205497742,0.33995237946510315,0.42967355251312256,0.3077220618724823,0.3752504289150238,0.35455018281936646,0.2167813777923584,0.23937579989433289,0.16792841255664825,0.2309964895248413
viewers,0.29856956005096436,0.17926566302776337,0.1538165658712387,0.24174727499485016,0.24207380414009094,0.16119933128356934,0.23741967976093292,0.2652997076511383,0.24742034077644348,0.26712119579315186,0.22978375852108002,0.40127184987068176,0.21499526500701904,0.13249455392360687,0.24603749811649323,0.2661592364311218,0.22149226069450378,0.2776613235473633,0.20448175072669983,0.24033419787883759,0.26978206634521484,0.40334150195121765,0.2274174839258194
to,0.455847829580307,0.24903783202171326,0.3636345863342285,0.5759071707725525,0.535392165184021,0.30156898498535156,0.17783479392528534,0.16993016004562378,0.5452046394348145,0.5965728163719177,0.4338173568248749,0.3428913950920105,0.4544740617275238,0.3138085603713989,0.376086562871933,1.0,0.4388369917869568,0.44619059562683105,0.35879063606262207,0.2572329044342041,0.31791630387306213,0.18075093626976013,0.29463258385658264
create,0.2962724268436432,0.15054312348365784,0.17767828702926636,0.3550630211830139,0.25265660881996155,0.1681383103132248,0.21969249844551086,0.1438857913017273,0.3212818503379822,0.37296369671821594,0.3533717691898346,0.27078744769096375,0.3937649726867676,0.23360596597194672,0.281981498003006,0.41124165058135986,0.4229896664619446,0.26188212633132935,0.3432551622390747,0.1694200336933136,0.34333959221839905,0.17179131507873535,0.300167441368103
their,0.35142919421195984,0.19651755690574646,0.2396296262741089,0.40095847845077515,0.516537070274353,0.17057138681411743,0.14342328906059265,0.1663845032453537,0.7104025483131409,0.4112042188644409,0.35081741213798523,0.36871853470802307,0.523270845413208,0.19624626636505127,0.3333882689476013,0.44619059562683105,0.3513234853744507,1.0,0.5763392448425293,0.23722012341022491,0.2895340025424957,0.18560785055160522,0.1898253709077835
own,0.35062843561172485,0.26400935649871826,0.19632458686828613,0.3482317626476288,0.334675133228302,0.1781841367483139,0.10335887968540192,0.05038973689079285,0.40454912185668945,0.3645094633102417,0.2513134777545929,0.37440958619117737,0.3685062825679779,0.1993594467639923,0.28426727652549744,0.35879063606262207,0.2926033139228821,0.5763392448425293,1.0,0.2640080153942108,0.37368348240852356,0.1200462281703949,0.1937696635723114
doritos,0.23697175085544586,0.1841714084148407,0.24263055622577667,0.19314970076084137,0.2968476712703705,0.25931504368782043,0.21040309965610504,0.15428942441940308,0.25349026918411255,0.1754126101732254,0.20068147778511047,0.2914428412914276,0.22043874859809875,0.12191528081893921,0.19272491335868835,0.22078846395015717,0.15359976887702942,0.20420221984386444,0.23570461571216583,0.24089697003364563,0.20891548693180084,0.28314295411109924,0.2596014738082886
ads,0.2199193388223648,0.28840792179107666,0.1467672735452652,0.20538488030433655,0.18265272676944733,0.1293683797121048,0.13339225947856903,0.1365683674812317,0.2868421673774719,0.2619149684906006,0.2065282016992569,0.3942200243473053,0.22247065603733063,0.11775484681129456,0.21840596199035645,0.18482619524002075,0.2727992534637451,0.2697022259235382,0.26570507884025574,0.2917666733264923,0.12298199534416199,0.27651500701904297,0.24816089868545532
for,0.3017193675041199,0.25874319672584534,0.3863949179649353,0.5082864165306091,0.4739971458911896,0.3043119013309479,0.22938419878482819,0.24430087208747864,0.3466525673866272,0.39877474308013916,0.28541097044944763,0.2525489628314972,0.41175219416618347,0.3236706852912903,0.30034998059272766,0.4451248347759247,0.342695415019989,0.3406745493412018,0.30703625082969666,0.25690725445747375,0.2671806216239929,0.14468124508857727,0.264628142118454
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.5422310829162598,0.5829201340675354,0.2864423990249634,0.26005712151527405,0.19533146917819977,0.3528250455856323,0.398599237203598,0.24970728158950806,0.2641109228134155,0.338716596364975,0.44552403688430786,0.2521498501300812,0.45503583550453186,0.27948489785194397,0.29698723554611206,0.3093770742416382,0.2696971893310547,0.2439810186624527,0.1767585724592209,0.23916715383529663
chance,0.3029831349849701,0.16676080226898193,0.19678395986557007,0.31326717138290405,0.26683303713798523,0.22319333255290985,0.12130912393331528,0.1688411682844162,0.3139159679412842,0.4656984210014343,0.4121348261833191,0.2699342370033264,0.3650003671646118,0.25520652532577515,0.5130161643028259,0.3269282877445221,0.3670288324356079,0.3138500452041626,0.2404363602399826,0.17977838218212128,0.2823165953159332,0.17813356220722198,0.274066299200058
to,0.455847829580307,0.24903783202171326,0.3636345863342285,0.5759071707725525,0.535392165184021,0.30156898498535156,0.17783479392528534,0.16993016004562378,0.5452046394348145,0.5965728163719177,0.4338173568248749,0.3428913950920105,0.4544740617275238,0.3138085603713989,0.376086562871933,1.0,0.4388369917869568,0.44619059562683105,0.35879063606262207,0.2572329044342041,0.31791630387306213,0.18075093626976013,0.29463258385658264
have,0.39808809757232666,0.15616212785243988,0.2863433063030243,0.4660032093524933,0.40389683842658997,0.27193668484687805,0.19903038442134857,0.19536113739013672,0.6542890071868896,0.484149694442749,0.35627326369285583,0.3221038579940796,0.9999999403953552,0.22897054255008698,0.28337252140045166,0.4544740617275238,0.5343971252441406,0.523270845413208,0.3685062825679779,0.1735086292028427,0.283674955368042,0.16423636674880981,0.32991164922714233
it,0.45803478360176086,0.3082790970802307,0.4577186405658722,0.6107783317565918,0.6251175999641418,0.23236626386642456,0.19638319313526154,0.1748591959476471,0.44394949078559875,0.36398744583129883,0.2730162739753723,0.2198726236820221,0.40974161028862,0.39472338557243347,0.19256480038166046,0.513711154460907,0.2993776202201843,0.3067983090877533,0.2588726878166199,0.2612326145172119,0.27018237113952637,0.28247150778770447,0.25732165575027466
aired,0.1692323386669159,0.1785302758216858,0.27861282229423523,0.21145914494991302,0.2525516450405121,0.23622624576091766,0.22168377041816711,0.1768631637096405,0.17300516366958618,0.1522560715675354,0.1486121565103531,0.16444164514541626,0.16423636674880981,0.15461860597133636,0.10069811344146729,0.18075093626976013,0.16493858397006989,0.18560785055160522,0.1200462281703949,0.2026880383491516,0.08976458758115768,1.0000001192092896,0.22283338010311127
during,0.24137552082538605,0.12950238585472107,0.4470829963684082,0.34351885318756104,0.4838213622570038,0.3807850182056427,0.16951335966587067,0.22041946649551392,0.31528279185295105,0.25707411766052246,0.1543515920639038,0.13634565472602844,0.27574852108955383,0.21076080203056335,0.23195621371269226,0.2828781306743622,0.20769929885864258,0.3022443354129791,0.20755766332149506,0.13566018640995026,0.21399831771850586,0.2747999131679535,0.1325719803571701
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6274310946464539,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.49925389885902405,0.4133751392364502,0.2692858874797821,0.18648205697536469,0.40389683842658997,0.4207492768764496,0.2641824185848236,0.535392165184021,0.29667025804519653,0.516537070274353,0.334675133228302,0.23051398992538452,0.22381870448589325,0.2525516450405121,0.22068053483963013
game,0.2246788740158081,0.19029217958450317,0.2568269371986389,0.22182756662368774,0.285271555185318,0.15705397725105286,0.3480181396007538,0.2413962334394455,0.2399950921535492,0.20549730956554413,0.24367673695087433,0.20146805047988892,0.2211744487285614,0.16604416072368622,0.15916456282138824,0.2540906071662903,0.19948551058769226,0.2491205334663391,0.19526849687099457,0.20594170689582825,0.1971178650856018,0.3074551820755005,0.1829071193933487
.,0.3567904531955719,0.266353577375412,0.40146201848983765,0.500583827495575,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.4510921239852905,0.35067233443260193,0.371050089597702,0.1883411705493927,0.41614407300949097,0.3581749200820923,0.17315204441547394,0.4645031690597534,0.39392393827438354,0.34427863359451294,0.3061371147632599,0.2460125982761383,0.27593380212783813,0.2278250902891159,0.4130953550338745
