,how,long,was,the,longest,doctor,who,christmas,special,?
format,0.21092310547828674,0.1390557587146759,0.1396103948354721,0.21678368747234344,0.04445740208029747,0.05393149331212044,0.03323619067668915,0.1833503395318985,0.15448489785194397,0.2222042977809906
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.3456730246543884,0.18429194390773773,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.207723930478096,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
45-minute,0.26190540194511414,0.3769696056842804,0.22736530005931854,0.249179407954216,0.2242060750722885,0.2654983103275299,0.23017555475234985,0.2133423537015915,0.20790767669677734,0.16811853647232056
episodes,0.16633862257003784,0.22244980931282043,0.157072052359581,0.1889590173959732,0.2362373173236847,0.2920081615447998,0.20461446046829224,0.27025192975997925,0.17448042333126068,0.21740183234214783
(,0.1676948219537735,0.2487790733575821,0.2980341613292694,0.33289089798927307,0.16613268852233887,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1810780167579651,0.40561532974243164
for,0.3308170735836029,0.2547193765640259,0.3863949179649353,0.4739971458911896,0.23358364403247833,0.1556548923254013,0.37110671401023865,0.14492979645729065,0.311454176902771,0.264628142118454
resurrection,0.18069767951965332,0.1265089511871338,0.2445775270462036,0.27781257033348083,0.08738978207111359,0.2800465524196625,0.2159234881401062,0.2818264365196228,0.1743091195821762,0.16188794374465942
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.32879963517189026,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.27998968958854675,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.36807993054389954,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.3027077615261078,0.22068053483963013
daleks,0.21742945909500122,0.1598484367132187,0.24493366479873657,0.3154934346675873,0.16114792227745056,0.3440004587173462,0.3263576030731201,0.15385664999485016,0.126678466796875,0.13693755865097046
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.3027363419532776,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2897285223007202,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.36807993054389954,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.3027077615261078,0.22068053483963013
1984,-0.13373258709907532,0.07489996403455734,0.06351601332426071,-0.007670710328966379,0.13842742145061493,-0.0013938586926087737,-0.04009602591395378,0.13897410035133362,-0.04888180270791054,0.07765956968069077
series,0.17967022955417633,0.16544155776500702,0.2261398285627365,0.31376904249191284,0.2067839801311493,0.2712797522544861,0.21484537422657013,0.18122392892837524,0.25486889481544495,0.1709602326154709
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
a,0.29312583804130554,0.3795371353626251,0.4508470594882965,0.5829201340675354,0.2599286735057831,0.22883038222789764,0.36608949303627014,0.18815474212169647,0.31333932280540466,0.23916715383529663
single,0.19500847160816193,0.23311494290828705,0.22785933315753937,0.29338565468788147,0.22353048622608185,0.08707979321479797,0.15813320875167847,0.19739653170108795,0.18745847046375275,0.2151121199131012
season,0.13036081194877625,0.1557786762714386,0.24797968566417694,0.2507155239582062,0.24915312230587006,0.16388003528118134,0.13809308409690857,0.20110444724559784,0.10945218056440353,0.16793298721313477
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.3027363419532776,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2897285223007202,0.20430970191955566
1985,0.0524597242474556,0.05688606575131416,0.010012023150920868,0.02310241386294365,0.024826698005199432,0.11446860432624817,0.09514728933572769,0.02530478686094284,-0.025087697431445122,-0.03005216084420681
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.22352655231952667,0.20544172823429108
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.36807993054389954,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.3027077615261078,0.22068053483963013
revival,0.09671590477228165,0.16032129526138306,0.3003317415714264,0.30452626943588257,0.15324777364730835,0.13733609020709991,0.1408388912677765,0.19124801456928253,0.15381939709186554,0.09967152029275894
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.3456730246543884,0.18429194390773773,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.207723930478096,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
two,0.2499001920223236,0.277059406042099,0.27166637778282166,0.43858039379119873,0.27903860807418823,0.12698069214820862,0.2791741192340851,0.14475414156913757,0.25693705677986145,0.19645625352859497
feature-length,0.27319765090942383,0.37547844648361206,0.22216331958770752,0.33669623732566833,0.32874777913093567,0.18441776931285858,0.1576603800058365,0.14700163900852203,0.2361365407705307,0.2911895215511322
productions,0.21838009357452393,0.15999090671539307,0.24518412351608276,0.2695383131504059,0.13585859537124634,0.1531556099653244,0.1643865406513214,0.2543436884880066,0.15973211824893951,0.22681239247322083
(,0.1676948219537735,0.2487790733575821,0.2980341613292694,0.33289089798927307,0.16613268852233887,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1810780167579651,0.40561532974243164
1983,-0.010435260832309723,-0.003599277464672923,-0.05299026519060135,-0.019107989966869354,0.0003050584637094289,-0.017927996814250946,-0.046419866383075714,-0.015393014997243881,-0.0032942963298410177,0.09926492720842361
's,-0.026164190843701363,-0.021484635770320892,0.008974763564765453,-0.01540423184633255,0.0136581901460886,0.031664930284023285,0.05599616840481758,0.03567468002438545,-0.03405539691448212,-0.023395681753754616
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.36807993054389954,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.3027077615261078,0.22068053483963013
five,0.20553050935268402,0.2357739955186844,0.310379296541214,0.41977158188819885,0.2759096026420593,0.11301461607217789,0.22190363705158234,0.1427670270204544,0.17902345955371857,0.18342848122119904
doctors,0.3169460594654083,0.13370588421821594,0.1506645530462265,0.24499839544296265,0.09446699917316437,0.6945362687110901,0.34335678815841675,0.12272250652313232,0.2336871474981308,0.19305896759033203
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.22352655231952667,0.20544172823429108
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.36807993054389954,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.3027077615261078,0.22068053483963013
1996,0.11204922944307327,-0.040057480335235596,0.16684161126613617,0.10029517859220505,0.0015598383033648133,0.09654296189546585,0.23735210299491882,0.028938692063093185,-0.03527901694178581,0.18022380769252777
television,0.20427560806274414,0.16718794405460358,0.2516675293445587,0.24569597840309143,0.22588631510734558,0.31410008668899536,0.2515988349914551,0.26987674832344055,0.2078455537557602,0.16825827956199646
film,0.1829524040222168,0.18590147793293,0.25235438346862793,0.2824619710445404,0.11357571929693222,0.20001187920570374,0.16308167576789856,0.15280897915363312,0.12357233464717865,0.16369038820266724
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.3456730246543884,0.18429194390773773,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.207723930478096,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
eight,0.222213014960289,0.2646406590938568,0.2945409417152405,0.34254369139671326,0.28166645765304565,0.07293140143156052,0.20418307185173035,0.13693375885486603,0.23658116161823273,0.11634626984596252
christmas,0.2125333994626999,0.1449844390153885,0.16941027343273163,0.2044597715139389,0.09765166789293289,0.1539488285779953,0.19243934750556946,1.0,0.3012330234050751,0.23817040026187897
specials,0.24659700691699982,0.17915558815002441,0.22435860335826874,0.2759421467781067,0.16620376706123352,0.23998045921325684,0.2836933434009552,0.3211151957511902,0.6538421511650085,0.2582153379917145
(,0.1676948219537735,0.2487790733575821,0.2980341613292694,0.33289089798927307,0.16613268852233887,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1810780167579651,0.40561532974243164
most,0.311336874961853,0.26111042499542236,0.29933857917785645,0.47635307908058167,0.3751823902130127,0.17011499404907227,0.35393568873405457,0.11837593466043472,0.1966545283794403,0.2107497900724411
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.32879963517189026,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.27998968958854675,0.1826142966747284
60,0.12259688228368759,-0.0006507569341920316,-0.003859133692458272,0.04635925963521004,-0.034091465175151825,-0.020087122917175293,0.041363123804330826,-0.039832569658756256,-0.13619855046272278,0.06999651342630386
minutes,0.2050236165523529,0.3457551598548889,0.18689095973968506,0.20313966274261475,0.2329282909631729,0.16872528195381165,0.153090700507164,0.16128169000148773,0.1971796751022339,0.14419560134410858
',0.18823795020580292,0.24293960630893707,0.33675912022590637,0.474788099527359,0.18113163113594055,0.2026606649160385,0.22534559667110443,0.2352709174156189,0.2120349407196045,0.330942302942276
duration,0.3230358958244324,0.34670597314834595,0.15019038319587708,0.31192225217819214,0.2505503296852112,0.14568836987018585,0.12819021940231323,0.22585424780845642,0.19548584520816803,0.24553591012954712
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
one,0.3213292360305786,0.3024393320083618,0.3752199709415436,0.5514441132545471,0.40612950921058655,0.17397142946720123,0.40083858370780945,0.15366797149181366,0.214766263961792,0.2673267424106598
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.32879963517189026,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.27998968958854675,0.1826142966747284
72,0.04387342929840088,-0.024982845410704613,-0.03183433786034584,-0.0644901916384697,-0.16849097609519958,-0.06165334954857826,-0.005057917442172766,0.02544873207807541,-0.10936219245195389,0.019383765757083893
minutes,0.2050236165523529,0.3457551598548889,0.18689095973968506,0.20313966274261475,0.2329282909631729,0.16872528195381165,0.153090700507164,0.16128169000148773,0.1971796751022339,0.14419560134410858
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.3456730246543884,0.18429194390773773,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.207723930478096,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.22352655231952667,0.20544172823429108
four,0.1955733299255371,0.21566087007522583,0.2866098880767822,0.40344667434692383,0.258366197347641,0.08153758198022842,0.1980169266462326,0.13900655508041382,0.20817528665065765,0.14532537758350372
additional,0.22369614243507385,0.14793963730335236,0.10680072009563446,0.2539002597332001,0.09813228994607925,0.11912983655929565,0.19588695466518402,0.21911749243736267,0.34430190920829773,0.24309562146663666
specials,0.24659700691699982,0.17915558815002441,0.22435860335826874,0.2759421467781067,0.16620376706123352,0.23998045921325684,0.2836933434009552,0.3211151957511902,0.6538421511650085,0.2582153379917145
ranging,0.1890265941619873,0.31822219491004944,0.15409442782402039,0.23484160006046295,0.171207457780838,0.05589593946933746,0.10510164499282837,0.19282634556293488,0.17080490291118622,0.09338733553886414
from,0.22939439117908478,0.3109167516231537,0.31171464920043945,0.40150508284568787,0.2605563998222351,0.15658842027187347,0.27839982509613037,0.15571251511573792,0.17036697268486023,0.19969791173934937
60,0.12259688228368759,-0.0006507569341920316,-0.003859133692458272,0.04635925963521004,-0.034091465175151825,-0.020087122917175293,0.041363123804330826,-0.039832569658756256,-0.13619855046272278,0.06999651342630386
to,0.44169697165489197,0.30218687653541565,0.3636345863342285,0.535392165184021,0.18168066442012787,0.22950075566768646,0.42656609416007996,0.17153602838516235,0.28623831272125244,0.29463258385658264
75,-0.06230953708291054,-0.02270698919892311,0.07531944662332535,0.06040945649147034,0.07412658631801605,-0.06400221586227417,-0.06506567448377609,-0.0016425482463091612,0.003229935187846422,0.017522118985652924
minutes,0.2050236165523529,0.3457551598548889,0.18689095973968506,0.20313966274261475,0.2329282909631729,0.16872528195381165,0.153090700507164,0.16128169000148773,0.1971796751022339,0.14419560134410858
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.3027363419532776,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2897285223007202,0.20430970191955566
2009,-0.20996622741222382,-0.2125600427389145,-0.17510849237442017,-0.23935742676258087,-0.14587190747261047,-0.08192629367113113,-0.22352436184883118,-0.007632635533809662,-0.12665538489818573,-0.2287932187318802
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.21878951787948608,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.23880577087402344,0.31091248989105225
2010,0.17927342653274536,0.10279156267642975,0.23825319111347198,0.31722962856292725,0.04262972250580788,0.06750862300395966,0.30279624462127686,0.11616573482751846,0.13148009777069092,0.21232788264751434
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.2112683802843094,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.22352655231952667,0.20544172823429108
2013,-0.3374192416667938,-0.3317430019378662,-0.16685336828231812,-0.38509321212768555,-0.1879970133304596,0.0035236324183642864,-0.16540901362895966,-0.23079676926136017,-0.2518657147884369,-0.2969330847263336
.,0.3287222981452942,0.3247973620891571,0.40146201848983765,0.5934505462646484,0.2187548726797104,0.22361043095588684,0.3541337847709656,0.22314779460430145,0.26337340474128723,0.4130953550338745
