,what,is,another,term,for,x-ray,imaging,?
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3080509603023529,0.44038116931915283,0.2616620659828186,0.2354508936405182,0.23916715383529663
high,0.20466077327728271,0.2383800595998764,0.18663102388381958,0.16842742264270782,0.1925620585680008,0.23212583363056183,0.14329008758068085,0.11137914657592773
energy,0.190252885222435,0.2171693742275238,0.22707857191562653,0.18560664355754852,0.21083484590053558,0.1790667176246643,0.3374972641468048,0.14860127866268158
single,0.24458327889442444,0.27151715755462646,0.33314090967178345,0.21546964347362518,0.247688427567482,0.1582215130329132,0.14943312108516693,0.2151121199131012
terminal,0.14734655618667603,0.20009557902812958,0.2318379431962967,0.22125323116779327,0.19782215356826782,0.1998012661933899,0.245479017496109,0.10327429324388504
vacuum,0.1845402866601944,0.1606457680463791,0.18246088922023773,0.12638190388679504,0.14371360838413239,0.23041778802871704,0.3311982750892639,0.10335687547922134
tube,0.19240084290504456,0.21959887444972992,0.243676096200943,0.15029966831207275,0.13691988587379456,0.21711234748363495,0.1725306659936905,0.13631722331047058
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.26047757267951965,0.4185989499092102,0.19506630301475525,0.2478860467672348,0.1826142966747284
his,0.26976513862609863,0.24372583627700806,0.349472314119339,0.1899632215499878,0.39312878251075745,0.17810890078544617,0.1682628095149994,0.18075084686279297
own,0.35062843561172485,0.2145606279373169,0.3790215253829956,0.07638253271579742,0.30703625082969666,0.15563112497329712,0.12000628560781479,0.1937696635723114
design,0.23893405497074127,0.18976035714149475,0.2255091667175293,0.11572715640068054,0.2477298229932785,0.12338826805353165,0.3159000873565674,0.16351860761642456
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.2833994925022125,0.4137635827064514,0.2786754369735718,0.27852389216423035,0.32716336846351624
had,0.23849567770957947,0.2932159900665283,0.34508684277534485,0.16051872074604034,0.3270139992237091,0.18470464646816254,0.12808549404144287,0.20728366076946259
no,0.339326947927475,0.19581134617328644,0.29495254158973694,0.2276323139667511,0.306581974029541,0.14844664931297302,0.14242340624332428,0.32165053486824036
target,0.22247901558876038,0.1898431032896042,0.28113308548927307,0.1861715316772461,0.21645283699035645,0.12734125554561615,0.15303678810596466,0.24974246323108673
electrode,0.21695631742477417,0.21381638944149017,0.23631542921066284,0.21811695396900177,0.14345654845237732,0.2531535029411316,0.36150452494621277,0.1471586525440216
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.27761489152908325,0.2447846680879593,0.20544172823429108
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.2833994925022125,0.4137635827064514,0.2786754369735718,0.27852389216423035,0.32716336846351624
worked,0.168898344039917,0.15615446865558624,0.20889690518379211,0.1184593066573143,0.3048533797264099,0.10549537092447281,0.20942473411560059,0.0901828184723854
from,0.2737620174884796,0.27355384826660156,0.31349602341651917,0.25269290804862976,0.314039945602417,0.11980848759412766,0.14398638904094696,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.256484717130661,0.19243761897087097,0.22068053483963013
output,0.25545787811279297,0.2423316091299057,0.21775326132774353,0.10303808748722076,0.23403237760066986,0.2016146034002304,0.27510711550712585,0.16760045289993286
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.26047757267951965,0.4185989499092102,0.19506630301475525,0.2478860467672348,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.256484717130661,0.19243761897087097,0.22068053483963013
tesla,0.23221199214458466,0.14061255753040314,0.1668986827135086,0.13398443162441254,0.13983871042728424,0.07060568034648895,0.29163673520088196,0.10250775516033173
coil,0.16011781990528107,0.22770899534225464,0.21736757457256317,0.2547774612903595,0.13546879589557648,0.16858847439289093,0.3271554708480835,0.07395657896995544
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.16755855083465576,0.3357032239437103,0.24844886362552643,0.1157996729016304,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.256484717130661,0.19243761897087097,0.22068053483963013
modern,0.2655639946460724,0.24170172214508057,0.17396774888038635,0.256985604763031,0.22431503236293793,0.10009393095970154,0.20182442665100098,0.12475407868623734
term,0.25282326340675354,0.270183801651001,0.20691193640232086,1.0,0.2766548991203308,0.16592730581760406,0.21279579401016235,0.1901002675294876
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.2766548991203308,0.9999999403953552,0.2114228457212448,0.23348510265350342,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.256484717130661,0.19243761897087097,0.22068053483963013
phenomenon,0.2867237627506256,0.25003448128700256,0.2451837807893753,0.32509174942970276,0.20391574501991272,0.11125435680150986,0.399946004152298,0.19394198060035706
produced,0.1393624097108841,0.25678005814552307,0.1583087295293808,0.1250150203704834,0.16180217266082764,0.058864761143922806,0.19934023916721344,0.1623450517654419
by,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.1564474254846573,0.3248702883720398,0.12908144295215607,0.1603715717792511,0.17966607213020325
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.3113332986831665,0.5082864165306091,0.19852958619594574,0.20788981020450592,0.3155723512172699
device,0.2484142780303955,0.2402733862400055,0.272527813911438,0.2146434783935547,0.2140035331249237,0.19700269401073456,0.4058854579925537,0.09819377958774567
is,0.28837618231773376,1.0,0.41278526186943054,0.270183801651001,0.43268078565597534,0.21356084942817688,0.21047765016555786,0.22961433231830597
bremsstrahlung,0.28160330653190613,0.347792387008667,0.2965819537639618,0.21995316445827484,0.2800863981246948,0.21373134851455688,0.2879570722579956,0.26713091135025024
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.34949591755867004,0.4111599624156952,0.2443162053823471,0.2875167727470398,0.32389625906944275
braking,0.2420857846736908,0.16585461795330048,0.27312925457954407,0.16924931108951569,0.26328223943710327,0.2192572057247162,0.39876338839530945,0.1723463088274002
radiation,0.2664667069911957,0.17039641737937927,0.19009998440742493,0.22703461349010468,0.19907429814338684,0.19571711122989655,0.42137616872787476,0.1720895618200302
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.14937621355056763,0.3639558255672455,0.23654557764530182,0.12324066460132599,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.18456575274467468,0.4726039469242096,0.22259056568145752,0.1650768369436264,0.4130953550338745
