,according,to,agreement,between,iroquois,and,british,",",where,was,a,strong,house,to,be,built,?
iroquois,0.22522565722465515,0.17115506529808044,0.26877620816230774,0.16016721725463867,1.0,0.16835255920886993,0.2279016226530075,0.22774100303649902,0.21375933289527893,0.1695740669965744,0.19057819247245789,0.14286117255687714,0.19062107801437378,0.17115506529808044,0.09874191135168076,0.2402263581752777,0.0784907415509224
representative,0.22580121457576752,0.1958741992712021,0.22761571407318115,0.12939630448818207,0.23451322317123413,0.19891779124736786,0.1530301719903946,0.28145894408226013,0.192990243434906,0.2563413679599762,0.260164737701416,0.10488865524530411,0.5097156167030334,0.1958741992712021,0.13065563142299652,0.13721249997615814,0.13044437766075134
",",0.3107093870639801,0.44245919585227966,0.23435252904891968,0.27714940905570984,0.22774100303649902,0.6633074283599854,0.25734075903892517,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.427140474319458,0.3008308410644531,0.28236111998558044,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.31091248989105225
agreed,0.3104740381240845,0.35596710443496704,0.6330705285072327,0.22704288363456726,0.1889474242925644,0.2597125470638275,0.18892551958560944,0.27350708842277527,0.1455102413892746,0.2848299443721771,0.17516115307807922,0.229916512966156,0.20480014383792877,0.35596710443496704,0.2181471586227417,0.1851194053888321,0.21258382499217987
to,0.28520727157592773,1.0,0.2757699489593506,0.3639189600944519,0.17115506529808044,0.48971283435821533,0.22690963745117188,0.44245919585227966,0.47735077142715454,0.3636345863342285,0.45503583550453186,0.2913058400154114,0.23688754439353943,1.0,0.4972836375236511,0.2183011770248413,0.29463258385658264
terms,0.1688501238822937,0.356818288564682,0.3546818494796753,0.2733614444732666,0.1553780436515808,0.26477551460266113,0.12736670672893524,0.26854002475738525,0.2043696790933609,0.22082383930683136,0.2931654751300812,0.14885514974594116,0.19000813364982605,0.356818288564682,0.34031033515930176,0.08986124396324158,0.23466452956199646
that,0.29146862030029297,0.5436353087425232,0.3057451844215393,0.299440860748291,0.25113949179649353,0.4731321930885315,0.19530552625656128,0.4137537479400635,0.4876193106174469,0.33670201897621155,0.47537946701049805,0.3756062090396881,0.1695767343044281,0.5436353087425232,0.6036020517349243,0.2532336115837097,0.32716336846351624
included,0.31374555826187134,0.2322428971529007,0.12264401465654373,0.2334321141242981,0.12815725803375244,0.3643590211868286,0.22127242386341095,0.3679811954498291,0.18757428228855133,0.3148443400859833,0.23032639920711517,0.12705904245376587,0.1801309585571289,0.2322428971529007,0.24444355070590973,0.17819994688034058,0.14385655522346497
permission,0.11146949231624603,0.39300405979156494,0.3664917051792145,0.11881568282842636,0.0988846868276596,0.23462046682834625,0.14029039442539215,0.2866009473800659,0.26743173599243164,0.21083104610443115,0.2638487219810486,0.15842702984809875,0.15780985355377197,0.39300405979156494,0.28439927101135254,0.17403261363506317,0.2520243525505066
to,0.28520727157592773,1.0,0.2757699489593506,0.3639189600944519,0.17115506529808044,0.48971283435821533,0.22690963745117188,0.44245919585227966,0.47735077142715454,0.3636345863342285,0.45503583550453186,0.2913058400154114,0.23688754439353943,1.0,0.4972836375236511,0.2183011770248413,0.29463258385658264
build,0.20980216562747955,0.38783395290374756,0.24619129300117493,0.24143725633621216,0.18872599303722382,0.27539998292922974,0.14362351596355438,0.22204548120498657,0.26917290687561035,0.20898228883743286,0.26229962706565857,0.26003798842430115,0.13495048880577087,0.38783395290374756,0.2621593475341797,0.5833544731140137,0.1704305112361908
a,0.239227756857872,0.45503583550453186,0.203191339969635,0.29385313391685486,0.19057819247245789,0.3739250600337982,0.1984395682811737,0.427140474319458,0.40997210144996643,0.4508470594882965,1.0,0.3321513831615448,0.26758551597595215,0.45503583550453186,0.39883795380592346,0.23064446449279785,0.23916715383529663
``,0.008405309170484543,0.06720756739377975,0.1097528263926506,0.08136986941099167,0.060207799077034,0.036644238978624344,0.01002498995512724,0.09681109338998795,0.020612511783838272,-0.012679691426455975,0.07272057235240936,0.054558463394641876,-0.06780067831277847,0.06720756739377975,0.07670000940561295,-0.08544228971004486,0.0685480609536171
strong,0.1058201938867569,0.2913058400154114,0.21224531531333923,0.2682177722454071,0.14286117255687714,0.3578340411186218,0.1276329904794693,0.3008308410644531,0.19353118538856506,0.21312883496284485,0.3321513831615448,1.0,0.10723327845335007,0.2913058400154114,0.2805107831954956,0.19806288182735443,0.11990999430418015
house,0.15720443427562714,0.23688754439353943,0.10465572774410248,0.1417616307735443,0.19062107801437378,0.2552875876426697,0.21850289404392242,0.28236111998558044,0.20542475581169128,0.28759756684303284,0.26758551597595215,0.10723327845335007,0.9999998807907104,0.23688754439353943,0.19108030200004578,0.19757618010044098,0.13736455142498016
'',0.06436512619256973,-0.009905828163027763,0.05314817652106285,0.060806289315223694,-0.07274112850427628,0.021612688899040222,0.042234957218170166,-0.037358131259679794,0.016034942120313644,0.04456103965640068,0.04890415817499161,-0.007613490801304579,0.03461001440882683,-0.009905828163027763,0.08835477381944656,0.015334987081587315,0.018684765323996544
at,0.25376394391059875,0.36524343490600586,0.16210845112800598,0.3328663110733032,0.11821958422660828,0.3571503460407257,0.21751968562602997,0.38314947485923767,0.4402937591075897,0.36707764863967896,0.3095070421695709,0.09668504446744919,0.23401996493339539,0.36524343490600586,0.30379733443260193,0.2754790186882019,0.21978627145290375
the,0.3202974498271942,0.535392165184021,0.2490699142217636,0.39067012071609497,0.2624127268791199,0.5171257257461548,0.28973397612571716,0.4933079481124878,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.22482411563396454,0.2847244441509247,0.535392165184021,0.4248143136501312,0.2950156033039093,0.22068053483963013
mouth,0.09969649463891983,0.23971806466579437,0.10216505825519562,0.10317078232765198,0.14950601756572723,0.2073371261358261,0.10516854375600815,0.24378812313079834,0.2391524761915207,0.15302841365337372,0.22701963782310486,0.1969078779220581,0.13334369659423828,0.23971806466579437,0.1504157930612564,0.15018460154533386,0.21761061251163483
of,0.3307822346687317,0.41548454761505127,0.21259461343288422,0.3737983703613281,0.1605978161096573,0.5116966962814331,0.23701532185077667,0.4946078956127167,0.38066378235816956,0.4069072902202606,0.5052502155303955,0.2524286210536957,0.285114049911499,0.41548454761505127,0.33904364705085754,0.23442776501178741,0.1826142966747284
the,0.3202974498271942,0.535392165184021,0.2490699142217636,0.39067012071609497,0.2624127268791199,0.5171257257461548,0.28973397612571716,0.4933079481124878,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.22482411563396454,0.2847244441509247,0.535392165184021,0.4248143136501312,0.2950156033039093,0.22068053483963013
monongahela,0.13364404439926147,0.2439979463815689,0.24005262553691864,0.23558220267295837,0.3838001489639282,0.28315454721450806,0.2644035518169403,0.3468966782093048,0.2274959832429886,0.3059898018836975,0.21570251882076263,0.18667396903038025,0.2496931254863739,0.2439979463815689,0.1407414823770523,0.29471445083618164,0.12590807676315308
river,0.1262339949607849,0.13636653125286102,0.15360181033611298,0.11233054101467133,0.3410077691078186,0.19898422062397003,0.1332394778728485,0.26637205481529236,0.1886204034090042,0.15785206854343414,0.20514865219593048,0.026046156883239746,0.15888923406600952,0.13636653125286102,0.10146314650774002,0.21850727498531342,0.15390869975090027
(,0.19962136447429657,0.30882009863853455,0.18767637014389038,0.23924681544303894,0.07010555267333984,0.4862271547317505,0.18040098249912262,0.6363511681556702,0.1970011591911316,0.2980341613292694,0.3206180930137634,0.22604826092720032,0.16532687842845917,0.30882009863853455,0.2349044382572174,0.16360275447368622,0.40561532974243164
the,0.3202974498271942,0.535392165184021,0.2490699142217636,0.39067012071609497,0.2624127268791199,0.5171257257461548,0.28973397612571716,0.4933079481124878,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.22482411563396454,0.2847244441509247,0.535392165184021,0.4248143136501312,0.2950156033039093,0.22068053483963013
site,0.22658634185791016,0.2310456782579422,0.13353249430656433,0.13470818102359772,0.14700038731098175,0.19108152389526367,0.12511931359767914,0.2036259025335312,0.24231134355068207,0.24460934102535248,0.21085289120674133,0.10624439269304276,0.19717395305633545,0.2310456782579422,0.1729765087366104,0.3421936631202698,0.2014765441417694
of,0.3307822346687317,0.41548454761505127,0.21259461343288422,0.3737983703613281,0.1605978161096573,0.5116966962814331,0.23701532185077667,0.4946078956127167,0.38066378235816956,0.4069072902202606,0.5052502155303955,0.2524286210536957,0.285114049911499,0.41548454761505127,0.33904364705085754,0.23442776501178741,0.1826142966747284
present-day,0.30721861124038696,0.2947346866130829,0.16876652836799622,0.16318751871585846,0.19390815496444702,0.3305446207523346,0.2749471962451935,0.3622061312198639,0.21362127363681793,0.2928279638290405,0.28938913345336914,0.11819534748792648,0.3379322588443756,0.2947346866130829,0.24147996306419373,0.21590453386306763,0.24972984194755554
pittsburgh,0.08848535269498825,0.16627483069896698,0.12083619832992554,0.04461655020713806,0.22761373221874237,0.17732641100883484,0.18365339934825897,0.2340477555990219,0.14164462685585022,0.24069096148014069,0.18535149097442627,0.09615068137645721,0.1471284031867981,0.16627483069896698,0.15726707875728607,0.14727339148521423,0.17622371017932892
",",0.3107093870639801,0.44245919585227966,0.23435252904891968,0.27714940905570984,0.22774100303649902,0.6633074283599854,0.25734075903892517,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.427140474319458,0.3008308410644531,0.28236111998558044,0.44245919585227966,0.39254459738731384,0.22658206522464752,0.31091248989105225
pennsylvania,0.09026052802801132,0.15052372217178345,0.07501448690891266,0.11615830659866333,0.2622508704662323,0.24723541736602783,0.22916100919246674,0.21959826350212097,0.19022543728351593,0.24771486222743988,0.19290561974048615,0.09715400636196136,0.21975435316562653,0.15052372217178345,0.1369437873363495,0.14083963632583618,0.14032292366027832
),0.19621314108371735,0.31236231327056885,0.19151224195957184,0.2502231299877167,0.07155101001262665,0.4961937665939331,0.19181592762470245,0.63033527135849,0.20711064338684082,0.3267642855644226,0.3640355169773102,0.21563869714736938,0.19536921381950378,0.31236231327056885,0.24578070640563965,0.159846693277359,0.42300865054130554
.,0.29052162170410156,0.4645031690597534,0.20123955607414246,0.30295518040657043,0.2072010040283203,0.588965117931366,0.23159366846084595,0.6812511086463928,0.41390106081962585,0.40146201848983765,0.50484299659729,0.2886887490749359,0.2607949376106262,0.4645031690597534,0.4383580684661865,0.2374027520418167,0.4130953550338745
