,what,can,block,a,legislation,?
essence,0.33384495973587036,0.20070002973079681,0.19862286746501923,0.2372014820575714,0.17956425249576569,0.18491655588150024
is,0.28837618231773376,0.44256699085235596,0.2306692898273468,0.658733606338501,0.17952819168567657,0.22961433231830597
there,0.35085538029670715,0.36423051357269287,0.18995437026023865,0.4214206337928772,0.24014751613140106,0.29405656456947327
are,0.29724663496017456,0.5408529043197632,0.1773747056722641,0.265255331993103,0.18590028584003448,0.24591213464736938
three,0.24888746440410614,0.21489545702934265,0.1686868965625763,0.3025658130645752,0.20939116179943085,0.20928427577018738
readings,0.2730479836463928,0.2872886061668396,0.18427005410194397,0.22842153906822205,0.2307252287864685,0.21498538553714752
",",0.3087472915649414,0.3139454126358032,0.24290941655635834,0.427140474319458,0.221862331032753,0.31091248989105225
starting,0.25271084904670715,0.19378900527954102,0.2358735054731369,0.3460865914821625,0.19009827077388763,0.19133803248405457
with,0.2464839518070221,0.3572797477245331,0.17197369039058685,0.3783375024795532,0.1655588001012802,0.2433311939239502
a,0.3320399522781372,0.3915780484676361,0.2515272796154022,1.0,0.23395681381225586,0.23916715383529663
commission,0.22273972630500793,0.1267329305410385,0.13343706727027893,0.18981990218162537,0.4362846910953522,0.16231559216976166
proposal,0.3435455560684204,0.2198653668165207,0.30729350447654724,0.2847301959991455,0.4136975109577179,0.362845778465271
",",0.3087472915649414,0.3139454126358032,0.24290941655635834,0.427140474319458,0.221862331032753,0.31091248989105225
where,0.4457937180995941,0.3773181736469269,0.21938268840312958,0.40997210144996643,0.16533328592777252,0.24793872237205505
the,0.42745697498321533,0.312528520822525,0.20056472718715668,0.5829201340675354,0.2839483618736267,0.22068053483963013
parliament,0.21650300920009613,0.1599172055721283,0.18661954998970032,0.22951169312000275,0.5930427312850952,0.1586504578590393
must,0.30362528562545776,0.6161077618598938,0.21230827271938324,0.3016769587993622,0.2007487267255783,0.23707495629787445
vote,0.30723845958709717,0.20820198953151703,0.249851793050766,0.21813347935676575,0.4404451549053192,0.2888886630535126
by,0.2455483376979828,0.29642900824546814,0.13997070491313934,0.32094135880470276,0.17084915935993195,0.17966607213020325
a,0.3320399522781372,0.3915780484676361,0.2515272796154022,1.0,0.23395681381225586,0.23916715383529663
majority,0.25967487692832947,0.24783922731876373,0.1543341875076294,0.227370023727417,0.34311336278915405,0.220119908452034
of,0.33290785551071167,0.2603091299533844,0.1477721929550171,0.5052502155303955,0.3114430606365204,0.1826142966747284
all,0.41981086134910583,0.3574998378753662,0.20975913107395172,0.2696802616119385,0.24509257078170776,0.29575422406196594
meps,0.20121853053569794,0.2775680720806122,0.1683369278907776,0.30780935287475586,0.36164265871047974,0.19381771981716156
(,0.2411840260028839,0.22726960480213165,0.19340020418167114,0.3206180930137634,0.17509348690509796,0.40561532974243164
not,0.5449194312095642,0.49270012974739075,0.31055739521980286,0.3791346549987793,0.28637030720710754,0.41942933201789856
just,0.5854880809783936,0.41454872488975525,0.3760973811149597,0.47693389654159546,0.2119288444519043,0.4144178032875061
those,0.44466671347618103,0.4185016453266144,0.24018432199954987,0.24251152575016022,0.280277281999588,0.3328189253807068
present,0.30940163135528564,0.09349969774484634,0.1724320501089096,0.14277903735637665,0.10711263120174408,0.21759982407093048
),0.26259949803352356,0.23216170072555542,0.20438170433044434,0.3640355169773102,0.1712029129266739,0.42300865054130554
to,0.455847829580307,0.4979398250579834,0.30297139286994934,0.45503583550453186,0.25758448243141174,0.29463258385658264
block,0.33229514956474304,0.30871737003326416,1.0,0.2515272796154022,0.2061028778553009,0.27211859822273254
or,0.33867141604423523,0.5614996552467346,0.24549584090709686,0.48853766918182373,0.23326462507247925,0.32389625906944275
suggest,0.39558762311935425,0.37343552708625793,0.29958412051200867,0.26818621158599854,0.26197123527526855,0.39672672748565674
changes,0.2740466892719269,0.3265712559223175,0.2847854793071747,0.26482418179512024,0.22457586228847504,0.21264225244522095
",",0.3087472915649414,0.3139454126358032,0.24290941655635834,0.427140474319458,0.221862331032753,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.19999995827674866,0.3739250600337982,0.2457927167415619,0.20544172823429108
the,0.42745697498321533,0.312528520822525,0.20056472718715668,0.5829201340675354,0.2839483618736267,0.22068053483963013
council,0.16933071613311768,0.12142665684223175,0.19174253940582275,0.16385574638843536,0.391418993473053,0.1160062924027443
must,0.30362528562545776,0.6161077618598938,0.21230827271938324,0.3016769587993622,0.2007487267255783,0.23707495629787445
vote,0.30723845958709717,0.20820198953151703,0.249851793050766,0.21813347935676575,0.4404451549053192,0.2888886630535126
by,0.2455483376979828,0.29642900824546814,0.13997070491313934,0.32094135880470276,0.17084915935993195,0.17966607213020325
qualified,0.19747373461723328,0.2143571823835373,0.13068798184394836,0.22264724969863892,0.16709044575691223,0.1370558738708496
majority,0.25967487692832947,0.24783922731876373,0.1543341875076294,0.227370023727417,0.34311336278915405,0.220119908452034
to,0.455847829580307,0.4979398250579834,0.30297139286994934,0.45503583550453186,0.25758448243141174,0.29463258385658264
approve,0.3271811008453369,0.24616004526615143,0.23765720427036285,0.28816404938697815,0.5083993077278137,0.30642789602279663
changes,0.2740466892719269,0.3265712559223175,0.2847854793071747,0.26482418179512024,0.22457586228847504,0.21264225244522095
",",0.3087472915649414,0.3139454126358032,0.24290941655635834,0.427140474319458,0.221862331032753,0.31091248989105225
but,0.5029441118240356,0.4161612093448639,0.25370872020721436,0.44750767946243286,0.24933534860610962,0.27921953797340393
by,0.2455483376979828,0.29642900824546814,0.13997070491313934,0.32094135880470276,0.17084915935993195,0.17966607213020325
unanimity,0.3229718506336212,0.2406308948993683,0.25792551040649414,0.20584051311016083,0.4424768388271332,0.20240479707717896
to,0.455847829580307,0.4979398250579834,0.30297139286994934,0.45503583550453186,0.25758448243141174,0.29463258385658264
block,0.33229514956474304,0.30871737003326416,1.0,0.2515272796154022,0.2061028778553009,0.27211859822273254
commission,0.22273972630500793,0.1267329305410385,0.13343706727027893,0.18981990218162537,0.4362846910953522,0.16231559216976166
amendment,0.20758824050426483,0.15412871539592743,0.21271294355392456,0.18196852505207062,0.5815715193748474,0.24295969307422638
.,0.3567904531955719,0.35783761739730835,0.24829226732254028,0.50484299659729,0.23787342011928558,0.4130953550338745
