,when,did,the,bantu,expansion,reach,the,area,from,west-central,africa,?
part,0.35435768961906433,0.23558001220226288,0.527681291103363,0.20403829216957092,0.2386484295129776,0.15179331600666046,0.527681291103363,0.42262494564056396,0.31841611862182617,0.39169490337371826,0.19415293633937836,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23584654927253723,0.24185356497764587,0.20552729070186615,0.733189046382904,0.3409860134124756,0.4249346852302551,0.3905806243419647,0.2694264054298401,0.1826142966747284
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20856545865535736,0.15777990221977234,0.2441277652978897,0.4933079481124878,0.2664283812046051,0.39760664105415344,0.34070685505867004,0.2545008063316345,0.31091248989105225
has,0.34538573026657104,0.2124989777803421,0.4177538752555847,0.14698262512683868,0.21348832547664642,0.17757542431354523,0.4177538752555847,0.3084876537322998,0.2621968984603882,0.21024662256240845,0.17411938309669495,0.15994466841220856
been,0.3339833617210388,0.2835664749145508,0.3563927710056305,0.10330330580472946,0.22574672102928162,0.17116376757621765,0.3563927710056305,0.25130510330200195,0.27624839544296265,0.16940170526504517,0.21515285968780518,0.24354910850524902
inhabited,0.15313026309013367,0.1007642075419426,0.2579440772533417,0.30885744094848633,0.19360464811325073,0.17178434133529663,0.2579440772533417,0.46879640221595764,0.16373088955879211,0.2621716856956482,0.19946187734603882,0.12792479991912842
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.13459095358848572,0.1673589050769806,0.11937917768955231,0.4408751428127289,0.22557134926319122,0.3373257517814636,0.22144053876399994,0.19697435200214386,0.17966607213020325
humans,0.2667867839336395,0.20203380286693573,0.29565489292144775,0.3127358555793762,0.19061651825904846,0.25704699754714966,0.29565489292144775,0.23347929120063782,0.15765094757080078,0.2581321895122528,0.3318401873111725,0.20141740143299103
since,0.42774689197540283,0.27613121271133423,0.4054957628250122,0.10421566665172577,0.2129572331905365,0.18469224870204926,0.4054957628250122,0.19454237818717957,0.34118619561195374,0.21179133653640747,0.18054614961147308,0.2876587212085724
the,0.5091903209686279,0.34736719727516174,1.0,0.23456738889217377,0.31353142857551575,0.31808504462242126,1.0,0.37834644317626953,0.40150508284568787,0.4039836823940277,0.2903064787387848,0.22068053483963013
lower,0.19194231927394867,0.1054062619805336,0.3463275134563446,0.09585437923669815,0.1894012689590454,0.1887064427137375,0.3463275134563446,0.1799037754535675,0.2286408692598343,0.30085521936416626,0.13950873911380768,0.08471795171499252
paleolithic,0.1966065913438797,0.14312826097011566,0.2643760144710541,0.3523491322994232,0.2401362806558609,0.14830993115901947,0.2643760144710541,0.20254532992839813,0.19605404138565063,0.26487284898757935,0.24281622469425201,0.20101572573184967
period,0.3356073200702667,0.1760309934616089,0.3125074505805969,0.15782682597637177,0.28461378812789917,0.1579941213130951,0.3125074505805969,0.23262085020542145,0.2558770775794983,0.21266986429691315,0.18004636466503143,0.18706195056438446
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2332776039838791,0.18406090140342712,0.2684406638145447,0.5934505462646484,0.2760866582393646,0.41536515951156616,0.36490482091903687,0.25634920597076416,0.4130953550338745
,when,did,the,bantu,expansion,reach,the,area,from,west-central,africa,?
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.13459095358848572,0.1673589050769806,0.11937917768955231,0.4408751428127289,0.22557134926319122,0.3373257517814636,0.22144053876399994,0.19697435200214386,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,1.0,0.23456738889217377,0.31353142857551575,0.31808504462242126,1.0,0.37834644317626953,0.40150508284568787,0.4039836823940277,0.2903064787387848,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.15927381813526154,0.17754904925823212,0.2759714126586914,0.49448907375335693,0.19156944751739502,0.23348960280418396,0.2367522120475769,0.24551890790462494,0.18701928853988647
millennium,0.14778997004032135,0.14802773296833038,0.3144892454147339,0.27809494733810425,0.2871801555156708,0.21923722326755524,0.3144892454147339,0.23275849223136902,0.15498889982700348,0.2504204511642456,0.2158888429403305,0.13189996778964996
ad,0.18574100732803345,0.13482767343521118,0.24233382940292358,0.1697758585214615,0.18267329037189484,0.14281637966632843,0.24233382940292358,0.1621246188879013,0.18310925364494324,0.18748034536838531,0.1950063407421112,0.20824462175369263
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20856545865535736,0.15777990221977234,0.2441277652978897,0.4933079481124878,0.2664283812046051,0.39760664105415344,0.34070685505867004,0.2545008063316345,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.23456738889217377,0.31353142857551575,0.31808504462242126,1.0,0.37834644317626953,0.40150508284568787,0.4039836823940277,0.2903064787387848,0.22068053483963013
bantu,0.1451570689678192,0.14548777043819427,0.23456738889217377,1.0000001192092896,0.1646239161491394,0.12851567566394806,0.23456738889217377,0.2554795742034912,0.14632783830165863,0.3558964133262634,0.49774953722953796,0.17719916999340057
expansion,0.21312285959720612,0.1645428091287613,0.31353142857551575,0.1646239161491394,1.0,0.22638335824012756,0.31353142857551575,0.26015225052833557,0.1329236477613449,0.20957255363464355,0.1506933867931366,0.18286365270614624
had,0.37526828050613403,0.540525496006012,0.3875846862792969,0.17553547024726868,0.21240060031414032,0.21661508083343506,0.3875846862792969,0.24870362877845764,0.3075238764286041,0.23568981885910034,0.1767851859331131,0.20728366076946259
reached,0.22692134976387024,0.24863581359386444,0.29860952496528625,0.09832876920700073,0.1807643473148346,0.6885289549827576,0.29860952496528625,0.17413604259490967,0.18426786363124847,0.20221658051013947,0.17171581089496613,0.1518019139766693
the,0.5091903209686279,0.34736719727516174,1.0,0.23456738889217377,0.31353142857551575,0.31808504462242126,1.0,0.37834644317626953,0.40150508284568787,0.4039836823940277,0.2903064787387848,0.22068053483963013
area,0.29334506392478943,0.14067986607551575,0.37834644317626953,0.2554795742034912,0.26015225052833557,0.1709551364183426,0.37834644317626953,1.0,0.24361829459667206,0.39312684535980225,0.19285570085048676,0.12640461325645447
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.14632783830165863,0.1329236477613449,0.19722355902194977,0.40150508284568787,0.24361829459667206,1.0,0.29256391525268555,0.18330752849578857,0.19969791173934937
west-central,0.21695543825626373,0.1920362263917923,0.4039836823940277,0.3558964133262634,0.20957255363464355,0.23444810509681702,0.4039836823940277,0.39312684535980225,0.29256391525268555,1.0000001192092896,0.3267490863800049,0.21255618333816528
africa,0.18735390901565552,0.1931072473526001,0.2903064787387848,0.49774953722953796,0.1506933867931366,0.2105313390493393,0.2903064787387848,0.19285570085048676,0.18330752849578857,0.3267490863800049,0.9999999403953552,0.12926554679870605
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2332776039838791,0.18406090140342712,0.2684406638145447,0.5934505462646484,0.2760866582393646,0.41536515951156616,0.36490482091903687,0.25634920597076416,0.4130953550338745
