,why,does,a,lower,level,of,economic,growth,occur,due,to,high-end,consumption,?
health,0.1950768232345581,0.2216196060180664,0.21166443824768066,0.2023916244506836,0.20988638699054718,0.28076469898223877,0.40872663259506226,0.3380087614059448,0.16744552552700043,0.2442629188299179,0.29985085129737854,0.17973865568637848,0.4162810444831848,0.16094304621219635
and,0.27806392312049866,0.3461615741252899,0.3739250600337982,0.2802542746067047,0.29463574290275574,0.5116966962814331,0.2707010805606842,0.2731747627258301,0.2570546269416809,0.3082410395145416,0.48971283435821533,0.4006495177745819,0.2576488256454468,0.20544172823429108
social,0.20344845950603485,0.19126898050308228,0.2286769598722458,0.242025226354599,0.1669364720582962,0.2605111300945282,0.4703100919723511,0.23748290538787842,0.16019271314144135,0.18462958931922913,0.19684761762619019,0.1977330595254898,0.2313462644815445,0.1615191102027893
problems,0.34515291452407837,0.24798686802387238,0.21523453295230865,0.1928171068429947,0.21638402342796326,0.2450421154499054,0.24677926301956177,0.26396623253822327,0.3032565116882324,0.3107058107852936,0.28989166021347046,0.18474611639976501,0.2666108310222626,0.2638136148452759
",",0.2827242314815521,0.28617382049560547,0.427140474319458,0.236776202917099,0.23317520320415497,0.4946078956127167,0.2340485155582428,0.2218456119298935,0.28566715121269226,0.3106630742549896,0.44245919585227966,0.4539940357208252,0.24534741044044495,0.31091248989105225
and,0.27806392312049866,0.3461615741252899,0.3739250600337982,0.2802542746067047,0.29463574290275574,0.5116966962814331,0.2707010805606842,0.2731747627258301,0.2570546269416809,0.3082410395145416,0.48971283435821533,0.4006495177745819,0.2576488256454468,0.20544172823429108
lower,0.12838831543922424,0.19989411532878876,0.2221667766571045,1.0,0.3845921456813812,0.31757521629333496,0.14096929132938385,0.2161698192358017,0.2057747095823288,0.1563260853290558,0.233318492770195,0.3271472156047821,0.15542714297771454,0.08471795171499252
rates,0.19132044911384583,0.27952635288238525,0.24341748654842377,0.33435893058776855,0.3301304876804352,0.2585311233997345,0.26850640773773193,0.4353044331073761,0.31494036316871643,0.3233972489833832,0.25232431292533875,0.3261355757713318,0.4589041471481323,0.13808594644069672
of,0.28464117646217346,0.3119818866252899,0.5052502155303955,0.31757521629333496,0.23504668474197388,1.0,0.3030148148536682,0.2679378092288971,0.24223870038986206,0.2533245384693146,0.41548454761505127,0.3288215100765228,0.249590665102005,0.1826142966747284
social,0.20344845950603485,0.19126898050308228,0.2286769598722458,0.242025226354599,0.1669364720582962,0.2605111300945282,0.4703100919723511,0.23748290538787842,0.16019271314144135,0.18462958931922913,0.19684761762619019,0.1977330595254898,0.2313462644815445,0.1615191102027893
goods,0.14259256422519684,0.17742642760276794,0.22076524794101715,0.2004191279411316,0.13833658397197723,0.18927626311779022,0.3476458191871643,0.2883111834526062,0.1774975210428238,0.1613517552614212,0.25561127066612244,0.21009576320648193,0.49601393938064575,0.12034571915864944
",",0.2827242314815521,0.28617382049560547,0.427140474319458,0.236776202917099,0.23317520320415497,0.4946078956127167,0.2340485155582428,0.2218456119298935,0.28566715121269226,0.3106630742549896,0.44245919585227966,0.4539940357208252,0.24534741044044495,0.31091248989105225
a,0.2667238116264343,0.38201746344566345,1.0,0.2221667766571045,0.21346178650856018,0.5052502155303955,0.2234611213207245,0.21544985473155975,0.18892104923725128,0.2190696746110916,0.45503583550453186,0.29562321305274963,0.2690817713737488,0.23916715383529663
lower,0.12838831543922424,0.19989411532878876,0.2221667766571045,1.0,0.3845921456813812,0.31757521629333496,0.14096929132938385,0.2161698192358017,0.2057747095823288,0.1563260853290558,0.233318492770195,0.3271472156047821,0.15542714297771454,0.08471795171499252
level,0.22420457005500793,0.25751394033432007,0.21346178650856018,0.3845921456813812,0.9999998807907104,0.23504668474197388,0.19942738115787506,0.22654172778129578,0.2095513492822647,0.15504610538482666,0.2976585030555725,0.3453763723373413,0.20651912689208984,0.20528386533260345
of,0.28464117646217346,0.3119818866252899,0.5052502155303955,0.31757521629333496,0.23504668474197388,1.0,0.3030148148536682,0.2679378092288971,0.24223870038986206,0.2533245384693146,0.41548454761505127,0.3288215100765228,0.249590665102005,0.1826142966747284
economic,0.19009041786193848,0.14175917208194733,0.2234611213207245,0.14096929132938385,0.19942738115787506,0.3030148148536682,0.9999999403953552,0.4732155203819275,0.10973438620567322,0.22949878871440887,0.26856908202171326,0.19810569286346436,0.3946583867073059,0.1206481084227562
utility,0.18468016386032104,0.1966036856174469,0.25070878863334656,0.14606527984142303,0.23461440205574036,0.2311905026435852,0.23220713436603546,0.23234638571739197,0.16363447904586792,0.20639240741729736,0.19861730933189392,0.2919791042804718,0.38483917713165283,0.18713216483592987
in,0.23227278888225555,0.214483380317688,0.539380669593811,0.27455443143844604,0.279204785823822,0.5696388483047485,0.22027181088924408,0.2819603681564331,0.26916563510894775,0.2516716718673706,0.45010748505592346,0.3503304719924927,0.2341442108154297,0.20430970191955566
society,0.20084908604621887,0.1520092785358429,0.22652459144592285,0.17072713375091553,0.17533010244369507,0.23646748065948486,0.300777405500412,0.185512974858284,0.1450151801109314,0.13437288999557495,0.20199917256832123,0.23315243422985077,0.20430809259414673,0.1373005360364914
from,0.2592364251613617,0.1777622550725937,0.322764128446579,0.2286408692598343,0.20225347578525543,0.4249346852302551,0.14037707448005676,0.18550442159175873,0.19627679884433746,0.2898779809474945,0.4069952368736267,0.30716395378112793,0.18628373742103577,0.19969791173934937
resources,0.2218014895915985,0.2953348159790039,0.19164273142814636,0.08750545233488083,0.21623241901397705,0.2746381163597107,0.3710305690765381,0.2875794768333435,0.2252229005098343,0.20091035962104797,0.3263809382915497,0.23439672589302063,0.41441991925239563,0.26047492027282715
devoted,0.2195659726858139,0.17018872499465942,0.20091499388217926,0.0016845662612468004,0.06527665257453918,0.2848767340183258,0.1886882334947586,0.2548769414424896,0.11033742129802704,0.1928280144929886,0.20871585607528687,0.23286660015583038,0.18685080111026764,0.15015941858291626
on,0.2698206305503845,0.2568802833557129,0.3848365545272827,0.16919521987438202,0.2125781625509262,0.3966929316520691,0.20757777988910675,0.11376523971557617,0.21015475690364838,0.3553527891635895,0.41031414270401,0.32228749990463257,0.2087312489748001,0.2714994251728058
high-end,0.23874379694461823,0.2778024971485138,0.29562321305274963,0.3271472156047821,0.3453763723373413,0.3288215100765228,0.19810569286346436,0.2936413884162903,0.25660911202430725,0.28816962242126465,0.3923618495464325,1.0000001192092896,0.23427914083003998,0.30902910232543945
consumption,0.15559022128582,0.23251685500144958,0.2690817713737488,0.15542714297771454,0.20651912689208984,0.249590665102005,0.3946583867073059,0.4073072075843811,0.2594103515148163,0.2809469401836395,0.3022409975528717,0.23427914083003998,1.0,0.1937485784292221
",",0.2827242314815521,0.28617382049560547,0.427140474319458,0.236776202917099,0.23317520320415497,0.4946078956127167,0.2340485155582428,0.2218456119298935,0.28566715121269226,0.3106630742549896,0.44245919585227966,0.4539940357208252,0.24534741044044495,0.31091248989105225
and,0.27806392312049866,0.3461615741252899,0.3739250600337982,0.2802542746067047,0.29463574290275574,0.5116966962814331,0.2707010805606842,0.2731747627258301,0.2570546269416809,0.3082410395145416,0.48971283435821533,0.4006495177745819,0.2576488256454468,0.20544172823429108
even,0.5221582055091858,0.4671286940574646,0.3278432786464691,0.2069632112979889,0.1827225238084793,0.34735506772994995,0.1778172105550766,0.2876793444156647,0.3407469093799591,0.3221457600593567,0.46467068791389465,0.3096274137496948,0.2528865337371826,0.30082517862319946
a,0.2667238116264343,0.38201746344566345,1.0,0.2221667766571045,0.21346178650856018,0.5052502155303955,0.2234611213207245,0.21544985473155975,0.18892104923725128,0.2190696746110916,0.45503583550453186,0.29562321305274963,0.2690817713737488,0.23916715383529663
lower,0.12838831543922424,0.19989411532878876,0.2221667766571045,1.0,0.3845921456813812,0.31757521629333496,0.14096929132938385,0.2161698192358017,0.2057747095823288,0.1563260853290558,0.233318492770195,0.3271472156047821,0.15542714297771454,0.08471795171499252
level,0.22420457005500793,0.25751394033432007,0.21346178650856018,0.3845921456813812,0.9999998807907104,0.23504668474197388,0.19942738115787506,0.22654172778129578,0.2095513492822647,0.15504610538482666,0.2976585030555725,0.3453763723373413,0.20651912689208984,0.20528386533260345
of,0.28464117646217346,0.3119818866252899,0.5052502155303955,0.31757521629333496,0.23504668474197388,1.0,0.3030148148536682,0.2679378092288971,0.24223870038986206,0.2533245384693146,0.41548454761505127,0.3288215100765228,0.249590665102005,0.1826142966747284
economic,0.19009041786193848,0.14175917208194733,0.2234611213207245,0.14096929132938385,0.19942738115787506,0.3030148148536682,0.9999999403953552,0.4732155203819275,0.10973438620567322,0.22949878871440887,0.26856908202171326,0.19810569286346436,0.3946583867073059,0.1206481084227562
growth,0.13360150158405304,0.18474416434764862,0.21544985473155975,0.2161698192358017,0.22654172778129578,0.2679378092288971,0.4732155203819275,1.0000001192092896,0.27887216210365295,0.21227633953094482,0.2701800763607025,0.2936413884162903,0.4073072075843811,0.07547862827777863
when,0.46319615840911865,0.3380102217197418,0.44397395849227905,0.19194231927394867,0.2500830292701721,0.3757161796092987,0.16004443168640137,0.2527426779270172,0.2505786716938019,0.27254438400268555,0.5423505902290344,0.30064964294433594,0.192897766828537,0.22841128706932068
human,0.20736297965049744,0.23807655274868011,0.2368878275156021,0.18781141936779022,0.16214919090270996,0.3083189129829407,0.3288063406944275,0.2942061126232147,0.26626139879226685,0.17894065380096436,0.25612473487854004,0.14581631124019623,0.3033919036388397,0.19748784601688385
capital,0.08617016673088074,0.08225840330123901,0.16007359325885773,0.21545884013175964,0.11339516192674637,0.30823585391044617,0.3077714443206787,0.2704012095928192,0.09194067120552063,0.11148549616336823,0.1844596415758133,0.23816807568073273,0.1541406363248825,0.0907452180981636
is,0.26410171389579773,0.4403602182865143,0.658733606338501,0.20806168019771576,0.24803997576236725,0.4854315221309662,0.21102669835090637,0.2256266176700592,0.24761207401752472,0.24065633118152618,0.42745086550712585,0.325263649225235,0.2964645028114319,0.22961433231830597
neglected,0.24806465208530426,0.18214960396289825,0.19718053936958313,0.12489450722932816,0.1378200501203537,0.29622748494148254,0.2691324055194855,0.30370384454727173,0.25550052523612976,0.28160643577575684,0.24997612833976746,0.25422757863998413,0.3179294168949127,0.0992412269115448
for,0.3869043290615082,0.35159170627593994,0.44038116931915283,0.15945355594158173,0.23426367342472076,0.4185989499092102,0.24368955194950104,0.24965375661849976,0.17766660451889038,0.2363993525505066,0.4451248347759247,0.2950991988182068,0.2733233571052551,0.264628142118454
high-end,0.23874379694461823,0.2778024971485138,0.29562321305274963,0.3271472156047821,0.3453763723373413,0.3288215100765228,0.19810569286346436,0.2936413884162903,0.25660911202430725,0.28816962242126465,0.3923618495464325,1.0000001192092896,0.23427914083003998,0.30902910232543945
consumption,0.15559022128582,0.23251685500144958,0.2690817713737488,0.15542714297771454,0.20651912689208984,0.249590665102005,0.3946583867073059,0.4073072075843811,0.2594103515148163,0.2809469401836395,0.3022409975528717,0.23427914083003998,1.0,0.1937485784292221
.,0.32909876108169556,0.3022993505001068,0.50484299659729,0.24347278475761414,0.26056769490242004,0.5352458953857422,0.22435031831264496,0.2825547754764557,0.21290622651576996,0.19861014187335968,0.4645031690597534,0.4071374833583832,0.24098418653011322,0.4130953550338745
