,what,position,does,jerricho,cotchery,play,?
44,0.1607796847820282,0.06710284948348999,0.058967381715774536,0.1259857416152954,0.2103247046470642,0.26104050874710083,0.03696782514452934
passes,0.21615341305732727,0.13335710763931274,0.26493188738822937,0.14487694203853607,0.1542375236749649,0.11461707204580307,0.09716983139514923
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
739,0.08700548857450485,0.17236530780792236,0.11626528948545456,0.22397272288799286,-0.028574420139193535,0.06528795510530472,0.08962814509868622
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
10,0.11840458959341049,0.11110079288482666,0.1194268986582756,-0.006547893863171339,0.1796240210533142,0.056809909641742706,0.022911956533789635
touchdowns,0.15067923069000244,0.23205097019672394,0.15000702440738678,0.34718057513237,0.32029518485069275,0.286289244890213,0.1509619653224945
;,0.10986888408660889,0.004627429414540529,0.0650511160492897,0.006532820872962475,0.04645076394081116,0.08712074160575867,0.10349778085947037
ginn,0.16056986153125763,0.04379850998520851,0.11360583454370499,0.34109771251678467,0.34366855025291443,0.1093672588467598,0.1626676321029663
also,0.42747777700424194,0.23027603328227997,0.4118025600910187,0.2730185091495514,0.31540486216545105,0.28485944867134094,0.21848613023757935
rushed,0.20875130593776703,0.2021646499633789,0.14226846396923065,0.23493386805057526,0.27472585439682007,0.17810401320457458,0.10077773034572601
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
60,0.07328611612319946,-0.024771014228463173,-0.014436322264373302,-0.06002632528543472,-0.011323552578687668,0.007597125135362148,0.06999651342630386
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
returned,0.15085899829864502,0.222451314330101,0.12911356985569,0.29861754179000854,0.18628861010074615,0.24889160692691803,0.07695316523313522
27,0.07395181059837341,0.12233760952949524,0.07308319956064224,0.08713440597057343,0.05996575951576233,0.05995291471481323,0.036716945469379425
punts,0.21862637996673584,0.16419818997383118,0.21539199352264404,0.3247896134853363,0.2904283106327057,0.25818362832069397,0.19397130608558655
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
277,0.014834869652986526,0.17847244441509247,-0.07731466740369797,-0.02037304826080799,-0.0037000305019319057,0.07748537510633469,-0.05163668841123581
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.33089563250541687,0.22517237067222595,0.25552695989608765,0.4130953550338745
,what,position,does,jerricho,cotchery,play,?
other,0.341873437166214,0.2188711017370224,0.2947014272212982,0.2476346492767334,0.2548593282699585,0.20327143371105194,0.24682199954986572
key,0.2270265817642212,0.1885763555765152,0.1933029145002365,0.1341594159603119,0.0825556069612503,0.20416395366191864,0.18782930076122284
receivers,0.17180560529232025,0.2670903205871582,0.2605198919773102,0.2997710406780243,0.1983480304479599,0.2857995629310608,0.11676301807165146
included,0.2288810908794403,0.07126499712467194,0.19952289760112762,0.19640861451625824,0.21996288001537323,0.19709432125091553,0.14385655522346497
veteran,0.12123548984527588,0.15382160246372223,0.08759959042072296,0.3137988746166229,0.1984752118587494,0.15450969338417053,0.15891358256340027
jerricho,0.22025078535079956,0.17412354052066803,0.188047394156456,1.0,0.27761802077293396,0.22485250234603882,0.21562010049819946
cotchery,0.23657956719398499,0.16853509843349457,0.18444927036762238,0.27761802077293396,1.0000001192092896,0.2793700397014618,0.124369315803051
(,0.2411840260028839,0.2345474362373352,0.2728188931941986,0.33319246768951416,0.15087231993675232,0.14077092707157135,0.40561532974243164
39,0.05873653665184975,0.05113307759165764,0.00603918731212616,0.10563406348228455,0.04536327347159386,0.0439380444586277,0.04514012485742569
receptions,0.15346844494342804,0.18409642577171326,0.1848953813314438,0.23548321425914764,0.21297533810138702,0.13240009546279907,0.12913717329502106
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
485,0.025235114619135857,-0.04706212878227234,-0.07367049157619476,0.00381013797596097,-0.14445611834526062,-0.12158471345901489,-0.017874136567115784
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
),0.26259949803352356,0.26386576890945435,0.2575884759426117,0.3310358226299286,0.18027472496032715,0.149582639336586,0.42300865054130554
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
rookie,0.119657002389431,0.25182121992111206,0.10486525297164917,0.38245949149131775,0.2742108404636383,0.32962092757225037,0.14955708384513855
devin,0.2142816185951233,0.15433768928050995,0.15030741691589355,0.4176459014415741,0.2536843717098236,0.2832361161708832,0.16963998973369598
funchess,0.21768979728221893,0.24455901980400085,0.21897143125534058,0.2861948609352112,0.24478213489055634,0.2361387014389038,0.20353761315345764
(,0.2411840260028839,0.2345474362373352,0.2728188931941986,0.33319246768951416,0.15087231993675232,0.14077092707157135,0.40561532974243164
31,0.04987277463078499,-0.020686520263552666,0.09575816243886948,-0.15625415742397308,0.12575405836105347,-0.048632435500621796,-0.017570214346051216
receptions,0.15346844494342804,0.18409642577171326,0.1848953813314438,0.23548321425914764,0.21297533810138702,0.13240009546279907,0.12913717329502106
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
473,-0.08946283906698227,0.001274772104807198,-0.09061228483915329,-0.09002478420734406,-0.08303387463092804,-0.15713098645210266,-0.04556781053543091
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
five,0.18688078224658966,0.18336988985538483,0.14718510210514069,0.2132786512374878,0.15384931862354279,0.24797487258911133,0.18342848122119904
touchdowns,0.15067923069000244,0.23205097019672394,0.15000702440738678,0.34718057513237,0.32029518485069275,0.286289244890213,0.1509619653224945
),0.26259949803352356,0.26386576890945435,0.2575884759426117,0.3310358226299286,0.18027472496032715,0.149582639336586,0.42300865054130554
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3537760078907013,0.31863659620285034,0.2231253683567047,0.31091248989105225
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.37535470724105835,0.29357481002807617,0.25634777545928955,0.20544172823429108
second-year,0.25352710485458374,0.27626746892929077,0.23989337682724,0.40742477774620056,0.2565929889678955,0.2603689134120941,0.3649672269821167
receiver,0.17021551728248596,0.27198052406311035,0.25325995683670044,0.2903132140636444,0.16182826459407806,0.27691423892974854,0.11587938666343689
corey,0.22615092992782593,0.13038693368434906,0.10564076900482178,0.41720908880233765,0.27211159467697144,0.22162403166294098,0.21531954407691956
brown,0.14282190799713135,0.1032983660697937,0.12236645817756653,0.33217257261276245,0.3031291663646698,0.12261037528514862,0.18920691311359406
(,0.2411840260028839,0.2345474362373352,0.2728188931941986,0.33319246768951416,0.15087231993675232,0.14077092707157135,0.40561532974243164
31,0.04987277463078499,-0.020686520263552666,0.09575816243886948,-0.15625415742397308,0.12575405836105347,-0.048632435500621796,-0.017570214346051216
receptions,0.15346844494342804,0.18409642577171326,0.1848953813314438,0.23548321425914764,0.21297533810138702,0.13240009546279907,0.12913717329502106
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.24728792905807495,0.23706835508346558,0.27811455726623535,0.264628142118454
447,0.03646140918135643,0.07454437762498856,0.06210849806666374,-0.03128626570105553,0.04744477570056915,0.030237818136811256,-0.04019666835665703
yards,0.1304803043603897,0.2653997242450714,0.0783734992146492,0.2612444758415222,0.3057251572608948,0.14562425017356873,0.12453813850879669
),0.26259949803352356,0.26386576890945435,0.2575884759426117,0.3310358226299286,0.18027472496032715,0.149582639336586,0.42300865054130554
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.33089563250541687,0.22517237067222595,0.25552695989608765,0.4130953550338745
