,to,reduce,the,chances,of,combustion,___,is,required,for,safely,handeling,pure,o,.
gaseous,0.25169700384140015,0.3271327316761017,0.28062355518341064,0.2539321482181549,0.31292828917503357,0.5880709290504456,0.2165808379650116,0.2596348226070404,0.3011980950832367,0.23019017279148102,0.23509900271892548,0.2768132984638214,0.39169439673423767,0.1300966590642929,0.21727100014686584
and,0.48971283435821533,0.2456025630235672,0.5171257257461548,0.31288644671440125,0.5116966962814331,0.21818570792675018,0.27950772643089294,0.3859752118587494,0.25104308128356934,0.5064792633056641,0.27500662207603455,0.2706626355648041,0.2798963785171509,0.2051020711660385,0.588965117931366
liquid,0.24009785056114197,0.27501845359802246,0.25047987699508667,0.19368521869182587,0.2296105921268463,0.4964000880718231,0.19425824284553528,0.2801579535007477,0.22238901257514954,0.1839100569486618,0.3029303550720215,0.24235735833644867,0.3662025034427643,0.11546910554170609,0.2470431923866272
oxygen,0.24193501472473145,0.2932544946670532,0.20428593456745148,0.2765173017978668,0.16848602890968323,0.4784593880176544,0.15132299065589905,0.21825239062309265,0.2515673339366913,0.22718772292137146,0.31901732087135315,0.1929498016834259,0.3194023668766022,0.2476140707731247,0.2554275095462799
will,0.5091033577919006,0.3313305079936981,0.3635469079017639,0.4393943250179291,0.2473582625389099,0.25834333896636963,0.3896276354789734,0.3723262846469879,0.4581238031387329,0.3647450804710388,0.31040865182876587,0.2454749345779419,0.18704859912395477,0.18392929434776306,0.33682769536972046
act,0.24833928048610687,0.27244237065315247,0.28682878613471985,0.2522529363632202,0.2802577316761017,0.1983497142791748,0.18445494771003723,0.18206438422203064,0.2910161018371582,0.22890116274356842,0.11836860328912735,0.33079835772514343,0.15122705698013306,0.12283142656087875,0.2025400698184967
as,0.42092081904411316,0.23089662194252014,0.48381632566452026,0.290375292301178,0.3886612355709076,0.20783719420433044,0.2215372622013092,0.43216490745544434,0.23791028559207916,0.44774648547172546,0.22092753648757935,0.22246916592121124,0.2306712418794632,0.19234566390514374,0.515582263469696
a,0.45503583550453186,0.22714994847774506,0.5829201340675354,0.3262191414833069,0.5052502155303955,0.3238258957862854,0.24965733289718628,0.658733606338501,0.2891559302806854,0.44038116931915283,0.1712409108877182,0.2582230567932129,0.2732713520526886,0.18840523064136505,0.50484299659729
fuel,0.20716820657253265,0.36312994360923767,0.18534968793392181,0.22707238793373108,0.18857792019844055,0.6050742268562317,0.1636166274547577,0.1733948439359665,0.22468064725399017,0.19778265058994293,0.21682427823543549,0.1338685303926468,0.27429792284965515,0.09329453855752945,0.17959722876548767
;,0.0979827418923378,-0.0639241486787796,0.09152708947658539,-0.08970847725868225,0.054534342139959335,-0.016691407188773155,0.06680706888437271,0.05324986204504967,0.1335560828447342,0.0293948445469141,-0.004443206824362278,0.06387253850698471,0.027767706662416458,0.05225325748324394,0.09254473447799683
and,0.48971283435821533,0.2456025630235672,0.5171257257461548,0.31288644671440125,0.5116966962814331,0.21818570792675018,0.27950772643089294,0.3859752118587494,0.25104308128356934,0.5064792633056641,0.27500662207603455,0.2706626355648041,0.2798963785171509,0.2051020711660385,0.588965117931366
therefore,0.49267399311065674,0.396452397108078,0.4141571819782257,0.4732174277305603,0.4106575846672058,0.30199071764945984,0.32871684432029724,0.36838728189468384,0.4133991003036499,0.3777256906032562,0.30287206172943115,0.2715413570404053,0.3138783574104309,0.13995905220508575,0.35935643315315247
the,0.535392165184021,0.2735816240310669,1.0,0.29721006751060486,0.733189046382904,0.2447446882724762,0.18618085980415344,0.5823672413825989,0.27848219871520996,0.4739971458911896,0.2783729135990143,0.2549983859062195,0.20113824307918549,0.19071193039417267,0.5934505462646484
design,0.26415011286735535,0.2854277789592743,0.27913451194763184,0.17807208001613617,0.2522938847541809,0.356283575296402,0.23767021298408508,0.18976035714149475,0.22300003468990326,0.2477298229932785,0.13844043016433716,0.2557465434074402,0.1416235864162445,0.11578905582427979,0.24995818734169006
and,0.48971283435821533,0.2456025630235672,0.5171257257461548,0.31288644671440125,0.5116966962814331,0.21818570792675018,0.27950772643089294,0.3859752118587494,0.25104308128356934,0.5064792633056641,0.27500662207603455,0.2706626355648041,0.2798963785171509,0.2051020711660385,0.588965117931366
manufacture,0.2542741894721985,0.24898162484169006,0.23205524682998657,0.17236295342445374,0.21154309809207916,0.42224812507629395,0.15821361541748047,0.24409087002277374,0.25023889541625977,0.23462171852588654,0.18741202354431152,0.22567245364189148,0.24872329831123352,0.08123092353343964,0.22608236968517303
of,0.41548454761505127,0.26028934121131897,0.733189046382904,0.23473498225212097,1.0,0.25126782059669495,0.17982326447963715,0.4854315221309662,0.26183071732521057,0.4185989499092102,0.17903819680213928,0.27316001057624817,0.2222386747598648,0.16054381430149078,0.5352458953857422
o,0.1644444614648819,0.1183314397931099,0.19071193039417267,0.10880295932292938,0.16054381430149078,0.14689047634601593,0.19094908237457275,0.18684464693069458,0.14993712306022644,0.140855610370636,0.08684344589710236,0.1432330310344696,0.1038551777601242,1.0,0.26146236062049866
2,-0.0836251974105835,0.02332896552979946,-0.019434669986367226,-0.012448467314243317,-0.013777675107121468,0.06008529290556908,-0.07529117912054062,-0.07940074801445007,0.04874546825885773,-0.09542696177959442,0.05805265158414841,-0.06561839580535889,0.0011005158303305507,0.024906225502490997,-0.037111926823854446
systems,0.2514978349208832,0.24194103479385376,0.28089964389801025,0.20022830367088318,0.277031809091568,0.3352794945240021,0.2432926744222641,0.23126937448978424,0.31898730993270874,0.25885844230651855,0.18581677973270416,0.194930300116539,0.1635424643754959,0.06274998188018799,0.2403000146150589
requires,0.2967781126499176,0.30700066685676575,0.2693159878253937,0.28759586811065674,0.29617026448249817,0.29885509610176086,0.270494669675827,0.3339230418205261,0.776898205280304,0.3619304895401001,0.18896044790744781,0.24877414107322693,0.19537663459777832,0.09245486557483673,0.22641335427761078
special,0.28623831272125244,0.21696650981903076,0.3027077615261078,0.1536044478416443,0.27998968958854675,0.18575382232666016,0.12807874381542206,0.24467575550079346,0.27705127000808716,0.311454176902771,0.16688434779644012,0.2822171747684479,0.10949257761240005,0.15940077602863312,0.26337340474128723
training,0.2564074397087097,0.24456971883773804,0.22380973398685455,0.24556130170822144,0.20511698722839355,0.21261538565158844,0.07080572843551636,0.16467677056789398,0.30688661336898804,0.36461034417152405,0.23412734270095825,0.24180518090724945,0.1603786200284958,0.11144748330116272,0.22760693728923798
to,1.0,0.35182690620422363,0.535392165184021,0.3493832051753998,0.41548454761505127,0.21775685250759125,0.28368300199508667,0.42745086550712585,0.3613971471786499,0.4451248347759247,0.40653085708618164,0.27512964606285095,0.2610398232936859,0.1644444614648819,0.4645031690597534
ensure,0.3696618974208832,0.36736223101615906,0.2955571711063385,0.3358452618122101,0.20923924446105957,0.29695698618888855,0.28843945264816284,0.23937878012657166,0.4596857726573944,0.3660449683666229,0.37435182929039,0.2266892045736313,0.1912490278482437,0.04204929620027542,0.19039876759052277
that,0.5436353087425232,0.2985290288925171,0.5473989248275757,0.39837315678596497,0.41498205065727234,0.30958232283592224,0.3288256525993347,0.3995479643344879,0.37379229068756104,0.4137635827064514,0.3271855413913727,0.30261799693107605,0.2945389747619629,0.14885690808296204,0.4460422694683075
ignition,0.2636983394622803,0.2975659668445587,0.24005205929279327,0.26070040464401245,0.16859804093837738,0.5514559745788574,0.19593726098537445,0.194061741232872,0.260087788105011,0.25081494450569153,0.30241790413856506,0.22533594071865082,0.28773021697998047,0.1530541628599167,0.24304911494255066
sources,0.29232558608055115,0.183233842253685,0.27209216356277466,0.23974955081939697,0.20696839690208435,0.2775018811225891,0.20413269102573395,0.2594712972640991,0.23239311575889587,0.2483232617378235,0.2473556101322174,0.15058061480522156,0.2057916671037674,0.08785546571016312,0.25805729627609253
are,0.3504326641559601,0.24856437742710114,0.40399202704429626,0.2579191327095032,0.39081433415412903,0.25038084387779236,0.1828700751066208,0.5330929756164551,0.30105841159820557,0.3895993232727051,0.18979546427726746,0.23999546468257904,0.18473069369792938,0.10547653585672379,0.3452940285205841
minimized,0.2752465307712555,0.5329071283340454,0.2327231615781784,0.34616798162460327,0.26640793681144714,0.40129292011260986,0.15410418808460236,0.19512371718883514,0.4338409900665283,0.29243215918540955,0.29635390639305115,0.31164854764938354,0.1942160427570343,0.0421207919716835,0.17428654432296753
.,0.4645031690597534,0.2184620201587677,0.5934505462646484,0.27365782856941223,0.5352458953857422,0.2124136984348297,0.30368533730506897,0.4569662809371948,0.2724599838256836,0.4726039469242096,0.29144707322120667,0.2628558874130249,0.21052415668964386,0.26146236062049866,1.0000001192092896
