,how,much,money,did,dillon,",",read,&,co,offer,mark,woods,for,nbc,blue,?
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.34736719727516174,0.2308695912361145,0.4933079481124878,0.25299927592277527,0.14992168545722961,0.19341111183166504,0.21118608117103577,0.2235521525144577,0.25063925981521606,0.4739971458911896,0.20618264377117157,0.2734997570514679,0.22068053483963013
swiss,0.11224500834941864,0.10282311588525772,0.1387135535478592,0.1255268007516861,0.16221006214618683,0.22296437621116638,0.12684205174446106,0.07182280719280243,0.06456796824932098,0.06535275280475616,0.08182807266712189,0.1104167178273201,0.14113305509090424,0.0646502822637558,0.11062120646238327,0.11023817211389542
bank,0.06587482243776321,0.10998473316431046,0.43850114941596985,0.15858957171440125,0.260475218296051,0.2756500244140625,0.1429964303970337,0.10897552222013474,0.09837318956851959,0.20276275277137756,0.12385468184947968,0.1753162294626236,0.22765114903450012,0.1450291872024536,0.11384329199790955,0.09656643867492676
corporation,0.1971280723810196,0.16921326518058777,0.2643316686153412,0.10538096725940704,0.24156895279884338,0.23622389137744904,0.14062795042991638,0.19548861682415009,0.27448204159736633,0.22945497930049896,0.16784490644931793,0.08332165330648422,0.24735866487026215,0.27782195806503296,0.13908442854881287,0.13731837272644043
in,0.2601168751716614,0.2725222110748291,0.2393328845500946,0.2593238651752472,0.17324323952198029,0.5201468467712402,0.19694635272026062,0.1358654648065567,0.14873084425926208,0.1875079721212387,0.2269105464220047,0.21960093080997467,0.4322226941585541,0.19303210079669952,0.22384510934352875,0.20430970191955566
1997,0.09151957184076309,-0.037383608520030975,0.05804142728447914,0.106808140873909,0.008490072563290596,-0.004601470194756985,0.10182277858257294,-0.03416509926319122,-0.11786670237779617,0.10022421181201935,-0.08095013350248337,-0.05911989137530327,-0.016797013580799103,-0.13788969814777374,-0.08176799863576889,0.03663474693894386
),0.17939934134483337,0.22256317734718323,0.16383083164691925,0.18584993481636047,0.27743396162986755,0.63033527135849,0.200436532497406,0.1975884586572647,0.21051523089408875,0.18990080058574677,0.2439788430929184,0.1558525264263153,0.3639558255672455,0.17523308098316193,0.236105278134346,0.42300865054130554
offered,0.17280827462673187,0.22444508969783783,0.3272644281387329,0.40334975719451904,0.22361992299556732,0.2527843713760376,0.26394718885421753,0.1711655557155609,0.1949239820241928,0.7171011567115784,0.14531920850276947,0.11542656272649765,0.3913280963897705,0.2069573700428009,0.10423795878887177,0.22244536876678467
$,0.18718640506267548,0.205519899725914,0.49513715505599976,0.23203131556510925,0.17965762317180634,0.21166811883449554,0.15971165895462036,0.070684053003788,0.1137978732585907,0.2800801694393158,0.16966068744659424,0.11572329699993134,0.22711659967899323,0.23939248919487,0.14746397733688354,0.2786129117012024
7.5,0.3218421936035156,0.3116394281387329,0.12668737769126892,0.25321656465530396,0.08319438993930817,0.2954563498497009,0.30827414989471436,-0.04693888872861862,0.021536996588110924,0.10991569608449936,0.155827596783638,0.058361977338790894,0.2691674828529358,-0.03695907071232796,0.1392960250377655,0.3666565418243408
million,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.1815238744020462,0.1166277676820755,0.24451690912246704,0.12403484433889389,0.13577571511268616,0.11615277081727982,0.2352895438671112,0.11369156837463379,0.062329377979040146,0.18660776317119598,0.22369924187660217,0.11789842694997787,0.23092924058437347
to,0.44169697165489197,0.40610215067863464,0.3124290704727173,0.4452643394470215,0.20794858038425446,0.44245919585227966,0.3265438377857208,0.1254875510931015,0.1567053198814392,0.34615713357925415,0.2008102536201477,0.22002160549163818,0.4451248347759247,0.14568616449832916,0.2423304319381714,0.29463258385658264
purchase,0.1528017371892929,0.21499411761760712,0.41589078307151794,0.22546830773353577,0.22159042954444885,0.220005065202713,0.20546498894691467,0.06250321120023727,0.1173783615231514,0.33926960825920105,0.10120489448308945,0.21564261615276337,0.2267349809408188,0.20804260671138763,0.14811526238918304,0.07106894254684448
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.34736719727516174,0.2308695912361145,0.4933079481124878,0.25299927592277527,0.14992168545722961,0.19341111183166504,0.21118608117103577,0.2235521525144577,0.25063925981521606,0.4739971458911896,0.20618264377117157,0.2734997570514679,0.22068053483963013
network,0.22464405000209808,0.1864682137966156,0.16282407939434052,0.08572790026664734,0.1319727599620819,0.1932937651872635,0.16041360795497894,0.16179810464382172,0.2273874580860138,0.18383778631687164,0.0779964029788971,0.11647576838731766,0.253274142742157,0.4656192362308502,0.16397789120674133,0.17853789031505585
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.29365456104278564,1.0000001192092896,0.26081135869026184,0.2516871392726898,0.22721807658672333,0.2830800712108612,0.2642361521720886,0.2992924749851227,0.4464869201183319,0.17508727312088013,0.23822021484375,0.31091248989105225
but,0.43101516366004944,0.5130084753036499,0.30705881118774414,0.49033689498901367,0.19332174956798553,0.48126736283302307,0.3377437889575958,0.12256074696779251,0.12494461238384247,0.3446742594242096,0.13857606053352356,0.24277657270431519,0.45162561535835266,0.15420563519001007,0.1764247864484787,0.27921953797340393
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.34736719727516174,0.2308695912361145,0.4933079481124878,0.25299927592277527,0.14992168545722961,0.19341111183166504,0.21118608117103577,0.2235521525144577,0.25063925981521606,0.4739971458911896,0.20618264377117157,0.2734997570514679,0.22068053483963013
offer,0.21602605283260345,0.2631280720233917,0.29337427020072937,0.30979153513908386,0.2384635955095291,0.2830800712108612,0.32795387506484985,0.1427270770072937,0.16159965097904205,0.9999998807907104,0.10326080024242401,0.12273330241441727,0.35623615980148315,0.1448250412940979,0.15039284527301788,0.1774262934923172
was,0.16678167879581451,0.2580166161060333,0.26597723364830017,0.41399896144866943,0.28835245966911316,0.45456063747406006,0.20066320896148682,0.12134000658988953,0.20617061853408813,0.1559375524520874,0.19058461487293243,0.2265947014093399,0.3863949179649353,0.251334547996521,0.15539668500423431,0.18412111699581146
rejected,0.19414262473583221,0.18370981514453888,0.18934288620948792,0.3544847071170807,0.17111466825008392,0.2369922697544098,0.18505527079105377,0.10971128940582275,0.18905366957187653,0.2837459444999695,0.09428847581148148,0.05511268228292465,0.2673434913158417,0.1676427572965622,0.10589165985584259,0.20434792339801788
by,0.34370526671409607,0.24959969520568848,0.2333964854478836,0.18574509024620056,0.19573450088500977,0.3680937886238098,0.20275580883026123,0.17475149035453796,0.2048637568950653,0.15273679792881012,0.26215243339538574,0.19302546977996826,0.3248702883720398,0.16605262458324432,0.18874850869178772,0.17966607213020325
woods,0.17771784961223602,0.18674705922603607,0.1955653876066208,0.09587925672531128,0.26886042952537537,0.2992924749851227,0.17057180404663086,0.08140351623296738,0.2165214866399765,0.12273330241441727,0.1709199845790863,0.9999998807907104,0.17381079494953156,0.12052035331726074,0.1331098973751068,0.09811560064554214
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.34479495882987976,0.2434048056602478,0.6633074283599854,0.23960065841674805,0.34093084931373596,0.2607000172138214,0.3224562108516693,0.21048615872859955,0.28619274497032166,0.5064792633056641,0.1969573199748993,0.2053237110376358,0.20544172823429108
rca,0.15497906506061554,0.12810656428337097,0.16975641250610352,0.15430530905723572,0.22317731380462646,0.19369250535964966,0.16266538202762604,0.2053338587284088,0.22833411395549774,0.19904457032680511,0.2241024672985077,0.1012028232216835,0.1414126753807068,0.28461092710494995,0.20522606372833252,0.07305777072906494
president,0.1342112123966217,0.1096889078617096,0.21422897279262543,0.1801012009382248,0.1598386913537979,0.26552814245224,0.17770631611347198,0.13791412115097046,0.11116298288106918,0.14585360884666443,0.0949171856045723,0.11440311372280121,0.17469504475593567,0.22150157392024994,0.07644283771514893,0.14148259162902832
david,0.14805477857589722,0.10081708431243896,0.12427350878715515,0.15711668133735657,0.22718004882335663,0.2523728609085083,0.13550545275211334,0.14487789571285248,0.1590014100074768,0.09620552510023117,0.30229783058166504,0.1831110119819641,0.20388762652873993,0.22270961105823517,0.1730937957763672,0.04158485680818558
sarnoff,0.14565101265907288,0.1359129697084427,0.2569691836833954,0.18493346869945526,0.4090612530708313,0.42152681946754456,0.17696191370487213,0.24968811869621277,0.1985063999891281,0.17762452363967896,0.21833759546279907,0.27133047580718994,0.24208702147006989,0.31387031078338623,0.1885063201189041,0.12831296026706696
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.35288307070732117,0.2726348042488098,0.6812511086463928,0.28855186700820923,0.16452857851982117,0.23391558229923248,0.23210087418556213,0.21911589801311493,0.2466553896665573,0.4726039469242096,0.23586274683475494,0.2285863310098648,0.4130953550338745
