,what,was,thoreau,'s,punishment,for,not,paying,his,taxes,?
to,0.455847829580307,0.3636345863342285,0.3212342858314514,0.03782717138528824,0.208286851644516,0.4451248347759247,0.5149973034858704,0.271638423204422,0.3715193271636963,0.2727338671684265,0.29463258385658264
pay,0.2870062291622162,0.19225089251995087,0.22320832312107086,0.11794386804103851,0.3390895426273346,0.24382255971431732,0.2751597762107849,0.6235212087631226,0.21614401042461395,0.5265017747879028,0.19821009039878845
",",0.3087472915649414,0.45456063747406006,0.3388298749923706,-0.0016132977325469255,0.2216428816318512,0.4464869201183319,0.3769696354866028,0.19851309061050415,0.3378419280052185,0.2147572934627533,0.31091248989105225
thoreau,0.3263375163078308,0.263746052980423,1.0,0.09148705005645752,0.23526616394519806,0.21023771166801453,0.29043129086494446,0.16627804934978485,0.3740163743495941,0.2823079228401184,0.1922200322151184
had,0.23849567770957947,0.5927209258079529,0.24402360618114471,-0.004401352722197771,0.22191086411476135,0.3270139992237091,0.3714721202850342,0.31311213970184326,0.4401516616344452,0.2313413769006729,0.20728366076946259
advised,0.26456019282341003,0.25910621881484985,0.2289998084306717,-0.10456548631191254,0.18322859704494476,0.2914423644542694,0.3612572252750397,0.24245403707027435,0.30547720193862915,0.18241393566131592,0.18871766328811646
",",0.3087472915649414,0.45456063747406006,0.3388298749923706,-0.0016132977325469255,0.2216428816318512,0.4464869201183319,0.3769696354866028,0.19851309061050415,0.3378419280052185,0.2147572934627533,0.31091248989105225
“,-0.009074612520635128,0.0583195686340332,-0.01266002468764782,-0.07081892341375351,-0.08969743549823761,-0.13923639059066772,-0.056117717176675797,0.028410252183675766,-0.08431754261255264,-0.03537609800696373,-0.043535903096199036
resign.,0.20501631498336792,0.2817298471927643,0.1970016211271286,-0.010753987357020378,0.19305208325386047,0.1964438110589981,0.16912773251533508,0.21578621864318848,0.3469454050064087,0.24299705028533936,0.14793944358825684
”,-0.08669018000364304,0.038636818528175354,-0.08410758525133133,-0.026802171021699905,-0.011987154372036457,0.010910828597843647,-0.0727757140994072,0.05917547270655632,0.017483782023191452,0.1362229287624359,0.014230710454285145
if,0.5277165174484253,0.16164100170135498,0.16117951273918152,-0.0015437148977071047,0.29907169938087463,0.3609124422073364,0.6100378632545471,0.29851019382476807,0.19270896911621094,0.2627299129962921,0.4441644251346588
a,0.3320399522781372,0.4508470594882965,0.25918325781822205,0.04866964742541313,0.1934642344713211,0.44038116931915283,0.3791346549987793,0.21821339428424835,0.3497250974178314,0.19554322957992554,0.23916715383529663
man,0.21916821599006653,0.3030987083911896,0.28048256039619446,-0.04544515535235405,0.2348979264497757,0.22439523041248322,0.2755829691886902,0.15012148022651672,0.3181658685207367,0.12413876503705978,0.2528940737247467
chose,0.2544066309928894,0.37049561738967896,0.21415011584758759,0.023580007255077362,0.15704932808876038,0.25166723132133484,0.2762312591075897,0.250430703163147,0.31178221106529236,0.18636289238929749,0.2465825378894806
to,0.455847829580307,0.3636345863342285,0.3212342858314514,0.03782717138528824,0.208286851644516,0.4451248347759247,0.5149973034858704,0.271638423204422,0.3715193271636963,0.2727338671684265,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.24511386454105377,0.025217169895768166,0.3186786472797394,0.3801851272583008,0.5788898468017578,0.23576614260673523,0.21738691627979279,0.25439491868019104,0.3324260413646698
an,0.2821882665157318,0.3694365322589874,0.22687667608261108,0.025255560874938965,0.1557532101869583,0.3236706852912903,0.3722182512283325,0.1364971250295639,0.24025635421276093,0.09877585619688034,0.19793890416622162
agent,0.1053810864686966,0.19250954687595367,0.15750916302204132,0.03308698907494545,0.10041087120771408,0.21425770223140717,0.19213423132896423,0.16967009007930756,0.18237602710723877,0.15088482201099396,0.13699154555797577
of,0.33290785551071167,0.4069072902202606,0.27008235454559326,-0.03817026689648628,0.2056395560503006,0.4185989499092102,0.3307090103626251,0.21543680131435394,0.38364991545677185,0.24622385203838348,0.1826142966747284
injustice,0.33713334798812866,0.24401631951332092,0.3509259521961212,0.018889503553509712,0.45349976420402527,0.2257256805896759,0.25757092237472534,0.23308643698692322,0.3113346993923187,0.33927518129348755,0.24520209431648254
",",0.3087472915649414,0.45456063747406006,0.3388298749923706,-0.0016132977325469255,0.2216428816318512,0.4464869201183319,0.3769696354866028,0.19851309061050415,0.3378419280052185,0.2147572934627533,0.31091248989105225
then,0.4072686731815338,0.27044644951820374,0.1530727595090866,0.010921895503997803,0.1908707171678543,0.3392637073993683,0.4044761657714844,0.2298722118139267,0.3531579375267029,0.1915716826915741,0.2884598970413208
thoreau,0.3263375163078308,0.263746052980423,1.0,0.09148705005645752,0.23526616394519806,0.21023771166801453,0.29043129086494446,0.16627804934978485,0.3740163743495941,0.2823079228401184,0.1922200322151184
insisted,0.3362210988998413,0.3803028464317322,0.3431038558483124,-0.00888766534626484,0.2830478549003601,0.258402943611145,0.3819350004196167,0.41648611426353455,0.40896326303482056,0.3246046304702759,0.20097918808460236
on,0.34226128458976746,0.3909217119216919,0.25229042768478394,0.0026888418942689896,0.21107521653175354,0.36199691891670227,0.3516409695148468,0.17353077232837677,0.32064297795295715,0.16564342379570007,0.2714994251728058
confronting,0.28949445486068726,0.13347050547599792,0.24719911813735962,-0.009600352495908737,0.3298037052154541,0.22076231241226196,0.2728041708469391,0.3235539495944977,0.3238760828971863,0.2210320681333542,0.19677139818668365
him,0.34912991523742676,0.3675798773765564,0.3592554032802582,0.004161491058766842,0.3106415569782257,0.34431272745132446,0.35652121901512146,0.29651761054992676,0.6629161238670349,0.2489415556192398,0.23943768441677094
with,0.2464839518070221,0.27411898970603943,0.23979006707668304,-0.04624466598033905,0.14433805644512177,0.39140474796295166,0.3409014642238617,0.2710898816585541,0.33836179971694946,0.15128809213638306,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.30504027009010315,-0.01540423184633255,0.2503047287464142,0.4739971458911896,0.4310511648654938,0.21152552962303162,0.4394008219242096,0.23899468779563904,0.22068053483963013
fact,0.4454877972602844,0.24826835095882416,0.2622029185295105,0.05436427891254425,0.22304540872573853,0.2685041129589081,0.48444613814353943,0.29886630177497864,0.2526119649410248,0.22421355545520782,0.2798655927181244
that,0.6297725439071655,0.33670201897621155,0.3305809795856476,0.04397977516055107,0.35341644287109375,0.4137635827064514,0.6600887179374695,0.320208340883255,0.3173833191394806,0.2905259430408478,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.31285810470581055,0.024063590914011,0.26366961002349854,0.4540175199508667,0.29440581798553467,0.2431614100933075,0.7171558737754822,0.22356554865837097,0.2089974731206894
was,0.22111038863658905,1.0000001192092896,0.263746052980423,0.008974763564765453,0.2287234514951706,0.3863949179649353,0.2888734042644501,0.2340831756591797,0.4405253231525421,0.20412179827690125,0.18412111699581146
making,0.30777570605278015,0.28285154700279236,0.17659173905849457,0.043641600757837296,0.19230106472969055,0.4092673361301422,0.35901206731796265,0.37267228960990906,0.27794650197029114,0.22914141416549683,0.2539324164390564
a,0.3320399522781372,0.4508470594882965,0.25918325781822205,0.04866964742541313,0.1934642344713211,0.44038116931915283,0.3791346549987793,0.21821339428424835,0.3497250974178314,0.19554322957992554,0.23916715383529663
choice,0.29363784193992615,0.21082301437854767,0.17327575385570526,-0.035296179354190826,0.1692064255475998,0.3722393810749054,0.28612956404685974,0.1961527168750763,0.27761760354042053,0.17577055096626282,0.28709158301353455
.,0.3567904531955719,0.40146201848983765,0.2866504490375519,-0.003708066651597619,0.24320337176322937,0.4726039469242096,0.4824007451534271,0.20282593369483948,0.3119256794452667,0.21144090592861176,0.4130953550338745
