,which,season,of,doctor,who,won,an,award,for,best,writing,in,a,children,'s,serial,?
writers,0.21567367017269135,0.14955748617649078,0.23530523478984833,0.19808468222618103,0.29712221026420593,0.20252379775047302,0.15631210803985596,0.22252985835075378,0.23274162411689758,0.2438870370388031,0.42949098348617554,0.22500865161418915,0.24229104816913605,0.25839120149612427,0.05780700221657753,0.19704554975032806,0.1693820208311081
',0.32852497696876526,0.1687038391828537,0.39136970043182373,0.2026606649160385,0.22534559667110443,0.2405553013086319,0.36139753460884094,0.21834291517734528,0.31184524297714233,0.33204957842826843,0.20612549781799316,0.4158826768398285,0.48837921023368835,0.23606204986572266,0.07651367038488388,0.18019360303878784,0.330942302942276
guild,0.20491339266300201,0.2013588696718216,0.21460817754268646,0.2313910871744156,0.25417599081993103,0.3062870502471924,0.15915286540985107,0.4903596043586731,0.305280864238739,0.35310670733451843,0.2980417311191559,0.20659096539020538,0.19748850166797638,0.17788158357143402,0.04585855454206467,0.2142724096775055,0.11466185003519058
of,0.5011631846427917,0.1598338931798935,1.0,0.16895952820777893,0.2827862501144409,0.20832067728042603,0.32280945777893066,0.19404402375221252,0.4185989499092102,0.23660683631896973,0.25490155816078186,0.5696388483047485,0.5052502155303955,0.1978350728750229,-0.03817026689648628,0.17792607843875885,0.1826142966747284
great,0.2356490194797516,0.06476353853940964,0.3168134391307831,0.10191948711872101,0.24061277508735657,0.14363329112529755,0.13215811550617218,0.13265156745910645,0.19302397966384888,0.19290956854820251,0.15653254091739655,0.23348836600780487,0.21836373209953308,0.17235812544822693,-0.014279589988291264,0.014576374553143978,0.13135133683681488
britain,0.25284263491630554,0.15739846229553223,0.28899943828582764,0.13749557733535767,0.2346068173646927,0.17723119258880615,0.15375836193561554,0.15017259120941162,0.22167551517486572,0.1979956179857254,0.17377912998199463,0.26246872544288635,0.18575294315814972,0.15641306340694427,0.04469253867864609,0.05137769877910614,0.1268460750579834
award,0.1813640147447586,0.21058213710784912,0.19404402375221252,0.14153583347797394,0.20553933084011078,0.5295910239219666,0.13912445306777954,1.0,0.33284175395965576,0.5186157822608948,0.23400677740573883,0.23376452922821045,0.20049746334552765,0.20299577713012695,-0.01696835085749626,0.15842501819133759,0.18240714073181152
for,0.44095608592033386,0.24490800499916077,0.4185989499092102,0.1556548923254013,0.37110671401023865,0.3782569169998169,0.3236706852912903,0.33284175395965576,0.9999999403953552,0.45128104090690613,0.36352667212486267,0.4322226941585541,0.44038116931915283,0.19934585690498352,-0.07241261005401611,0.1848485916852951,0.264628142118454
best,0.21743349730968475,0.20042479038238525,0.23660683631896973,0.1909310668706894,0.266329824924469,0.42620420455932617,0.22843749821186066,0.5186157822608948,0.45128104090690613,0.9999999403953552,0.30162131786346436,0.2813531160354614,0.2547774314880371,0.1889851987361908,0.06545830518007278,0.10163040459156036,0.2799045741558075
writing,0.2868798077106476,0.13661037385463715,0.25490155816078186,0.19084347784519196,0.2598465085029602,0.19368785619735718,0.23486337065696716,0.23400677740573883,0.36352667212486267,0.30162131786346436,1.0,0.26213181018829346,0.3032566010951996,0.28517279028892517,0.04026207700371742,0.2270156741142273,0.21497225761413574
in,0.4840516746044159,0.2184021919965744,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.3280489146709442,0.2605783939361572,0.23376452922821045,0.4322226941585541,0.2813531160354614,0.26213181018829346,1.0,0.539380669593811,0.2065156251192093,-0.037580832839012146,0.20157626271247864,0.20430970191955566
a,0.56894451379776,0.1855505406856537,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.22534137964248657,0.44552403688430786,0.20049746334552765,0.44038116931915283,0.2547774314880371,0.3032566010951996,0.539380669593811,1.0,0.12013130635023117,0.04866964742541313,0.23481066524982452,0.23916715383529663
children,0.1595885455608368,0.1516442745923996,0.1978350728750229,0.2198420912027359,0.344171404838562,0.20002105832099915,0.0938095897436142,0.20299577713012695,0.19934585690498352,0.1889851987361908,0.28517279028892517,0.2065156251192093,0.12013130635023117,1.0,0.0160713829100132,0.20653972029685974,0.21788206696510315
's,0.03856118768453598,0.06624794006347656,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.07419146597385406,0.025255560874938965,-0.01696835085749626,-0.07241261005401611,0.06545830518007278,0.04026207700371742,-0.037580832839012146,0.04866964742541313,0.0160713829100132,0.9999999403953552,-0.024394268169999123,-0.023395681753754616
serial,0.20594874024391174,0.19397206604480743,0.17792607843875885,0.2744404375553131,0.1957370638847351,0.09937356412410736,0.19017787277698517,0.15842501819133759,0.1848485916852951,0.10163040459156036,0.2270156741142273,0.20157626271247864,0.23481066524982452,0.20653972029685974,-0.024394268169999123,0.9999999403953552,0.15233060717582703
.,0.45942068099975586,0.24674734473228455,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.3011801838874817,0.3581749200820923,0.21118880808353424,0.4726039469242096,0.31068575382232666,0.2785428464412689,0.5591574311256409,0.50484299659729,0.26089367270469666,-0.003708066651597619,0.2543811500072479,0.4130953550338745
