,how,many,saturn,v,rockets,were,produced,by,nasa,during,the,apollo,project,?
of,0.2480744868516922,0.37253960967063904,0.19011574983596802,0.1655031144618988,0.15385086834430695,0.34038281440734863,0.18961067497730255,0.3646814823150635,0.17935146391391754,0.3869180977344513,0.733189046382904,0.1786269098520279,0.17578177154064178,0.1826142966747284
15,-0.005761355627328157,-0.02712528221309185,0.06500809639692307,-0.04241057485342026,0.01767045445740223,0.10336721688508987,0.091364286839962,0.07654113322496414,-0.050100188702344894,0.06340177357196808,-0.011810222640633583,0.008580160327255726,0.004577506799250841,-0.010706285014748573
saturn,0.1258738934993744,0.1221894845366478,1.0,0.22139346599578857,0.3142842650413513,0.17961199581623077,0.19108600914478302,0.21302473545074463,0.3775089681148529,0.08670444041490555,0.24189656972885132,0.391809344291687,0.12074430286884308,0.1619711071252823
v,0.15972670912742615,0.09144165366888046,0.22139346599578857,1.0,0.2583833336830139,0.1089601069688797,0.15133357048034668,0.11988817155361176,0.11336114257574081,0.1080201268196106,0.18580520153045654,0.21478798985481262,0.18323135375976562,0.28677162528038025
rockets,0.2338699847459793,0.2810017168521881,0.3142842650413513,0.2583833336830139,1.0,0.21822600066661835,0.24051639437675476,0.19727113842964172,0.36113494634628296,0.24123308062553406,0.2335384339094162,0.32749131321907043,0.1838478296995163,0.14457112550735474
",",0.22659391164779663,0.40610817074775696,0.22104106843471527,0.22053663432598114,0.23994240164756775,0.36755475401878357,0.22260788083076477,0.3680937886238098,0.18665438890457153,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.31091248989105225
16,0.028703972697257996,0.06954623758792877,-0.052110422402620316,-0.00814299751073122,0.044729460030794144,0.05623408406972885,0.0723973736166954,0.04803045094013214,0.09608637541532516,0.09167065471410751,0.0058518932200968266,0.0015541869215667248,0.029046766459941864,0.08446579426527023
command/service,0.2590689957141876,0.22073209285736084,0.302096962928772,0.25175878405570984,0.34424734115600586,0.19761601090431213,0.1370396912097931,0.287434846162796,0.4272586703300476,0.28269991278648376,0.3123408555984497,0.43106749653816223,0.32697421312332153,0.2988196015357971
modules,0.29804176092147827,0.24950802326202393,0.274424284696579,0.1282631754875183,0.2987593412399292,0.16369013488292694,0.15065735578536987,0.16471759974956512,0.25762978196144104,0.06525076925754547,0.18172919750213623,0.2745383083820343,0.29698267579078674,0.2365492284297943
",",0.22659391164779663,0.40610817074775696,0.22104106843471527,0.22053663432598114,0.23994240164756775,0.36755475401878357,0.22260788083076477,0.3680937886238098,0.18665438890457153,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.31091248989105225
12,0.10959922522306442,0.1780882626771927,0.12859946489334106,0.06531091779470444,0.05389571189880371,0.1640433669090271,0.059982240200042725,0.1047397255897522,-0.02457800880074501,0.12063150107860565,0.28907760977745056,0.05396931245923042,0.0027943821623921394,0.10021790862083435
lunar,0.21081319451332092,0.1407979428768158,0.40841978788375854,0.1455918252468109,0.2865462601184845,0.19600282609462738,0.1570059210062027,0.19343101978302002,0.4626382291316986,0.24792304635047913,0.23309995234012604,0.48109763860702515,0.25115966796875,0.1628302037715912
modules,0.29804176092147827,0.24950802326202393,0.274424284696579,0.1282631754875183,0.2987593412399292,0.16369013488292694,0.15065735578536987,0.16471759974956512,0.25762978196144104,0.06525076925754547,0.18172919750213623,0.2745383083820343,0.29698267579078674,0.2365492284297943
",",0.22659391164779663,0.40610817074775696,0.22104106843471527,0.22053663432598114,0.23994240164756775,0.36755475401878357,0.22260788083076477,0.3680937886238098,0.18665438890457153,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.31091248989105225
plus,0.12272078543901443,0.19409812986850739,0.1263960301876068,0.09151295572519302,0.13238868117332458,0.16602718830108643,0.08053136616945267,0.11129125952720642,0.1284465789794922,0.13042743504047394,0.2724461257457733,0.1030578762292862,0.10354272276163101,0.143734410405159
program,0.29295584559440613,0.23491419851779938,0.21621471643447876,0.14083793759346008,0.2534494996070862,0.10356976836919785,0.17649751901626587,0.19954828917980194,0.3442091643810272,0.22609592974185944,0.22986935079097748,0.3344622850418091,0.361106812953949,0.1440187245607376
support,0.28316521644592285,0.25043240189552307,0.11982214450836182,0.1678365021944046,0.11812606453895569,0.2020559310913086,0.04870868846774101,0.16184203326702118,0.16129307448863983,0.19474700093269348,0.22984638810157776,0.12172175198793411,0.28431957960128784,0.22626608610153198
and,0.33647966384887695,0.5296266674995422,0.18160289525985718,0.19040757417678833,0.2638039290904999,0.42175528407096863,0.24455034732818604,0.4289871156215668,0.12810774147510529,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.23249590396881104,0.20544172823429108
management,0.18813544511795044,0.21184980869293213,0.08123039454221725,0.08917662501335144,0.14967972040176392,0.11321756988763809,0.17939156293869019,0.22688612341880798,0.20896269381046295,0.17291675508022308,0.26673808693885803,0.20002010464668274,0.35612934827804565,0.15866325795650482
costs,0.28816989064216614,0.29496294260025024,0.10867587476968765,0.14906692504882812,0.2400723397731781,0.21330046653747559,0.20908018946647644,0.1958591490983963,0.16653411090373993,0.28969916701316833,0.2180386483669281,0.16310636699199677,0.2864971160888672,0.19150719046592712
;,0.07230665534734726,0.11763367056846619,0.04782959446310997,-0.03098202869296074,0.0876283273100853,0.14040996134281158,-0.001334897126071155,0.10469875484704971,0.12415304034948349,0.04684014990925789,0.09152708947658539,0.03165381774306297,0.028092388063669205,0.10349778085947037
construction,0.16225795447826385,0.19303908944129944,0.05059438198804855,0.1456211805343628,0.1538783609867096,0.2176082581281662,0.1989503800868988,0.1921110898256302,0.1746179759502411,0.22676429152488708,0.2671978175640106,0.20173239707946777,0.39453527331352234,0.13494056463241577
expenses,0.257051944732666,0.3032139837741852,0.14967089891433716,0.14728164672851562,0.20919249951839447,0.26153966784477234,0.21961405873298645,0.2323594093322754,0.14544576406478882,0.24216413497924805,0.2648921608924866,0.12318327277898788,0.21966128051280975,0.1254362016916275
for,0.3308170735836029,0.40972793102264404,0.30204665660858154,0.13933385908603668,0.26787906885147095,0.33592689037323,0.16180217266082764,0.3248702883720398,0.17481353878974915,0.3448435664176941,0.4739971458911896,0.18462510406970978,0.2228124439716339,0.264628142118454
facilities,0.11303163319826126,0.3272108733654022,0.11670000106096268,0.07431475073099136,0.33749380707740784,0.19082576036453247,0.17698469758033752,0.14982828497886658,0.22083403170108795,0.2446942925453186,0.19172798097133636,0.1371820718050003,0.2501915991306305,0.10624271631240845
and,0.33647966384887695,0.5296266674995422,0.18160289525985718,0.19040757417678833,0.2638039290904999,0.42175528407096863,0.24455034732818604,0.4289871156215668,0.12810774147510529,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.23249590396881104,0.20544172823429108
their,0.3316696584224701,0.4574248492717743,0.1309719681739807,0.12335491925477982,0.2445143461227417,0.43277356028556824,0.16197408735752106,0.3242124021053314,0.15060406923294067,0.3022443354129791,0.516537070274353,0.1484338790178299,0.16536840796470642,0.1898253709077835
upgrading,0.21167723834514618,0.25392162799835205,0.16134268045425415,0.17192138731479645,0.25406646728515625,0.2159149944782257,0.1306009590625763,0.15914030373096466,0.21017219126224518,0.17926891148090363,0.26137202978134155,0.08619050681591034,0.3170609474182129,0.21045736968517303
",",0.22659391164779663,0.40610817074775696,0.22104106843471527,0.22053663432598114,0.23994240164756775,0.36755475401878357,0.22260788083076477,0.3680937886238098,0.18665438890457153,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.24875426292419434,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.18160289525985718,0.19040757417678833,0.2638039290904999,0.42175528407096863,0.24455034732818604,0.4289871156215668,0.12810774147510529,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.23249590396881104,0.20544172823429108
costs,0.28816989064216614,0.29496294260025024,0.10867587476968765,0.14906692504882812,0.2400723397731781,0.21330046653747559,0.20908018946647644,0.1958591490983963,0.16653411090373993,0.28969916701316833,0.2180386483669281,0.16310636699199677,0.2864971160888672,0.19150719046592712
for,0.3308170735836029,0.40972793102264404,0.30204665660858154,0.13933385908603668,0.26787906885147095,0.33592689037323,0.16180217266082764,0.3248702883720398,0.17481353878974915,0.3448435664176941,0.4739971458911896,0.18462510406970978,0.2228124439716339,0.264628142118454
flight,0.14079724252223969,0.15306435525417328,0.20594844222068787,0.12459995597600937,0.2949172556400299,0.1577250212430954,0.12515901029109955,0.0877089574933052,0.33427855372428894,0.22988100349903107,0.2498224973678589,0.31322264671325684,0.149009108543396,0.20568472146987915
operations,0.16596093773841858,0.20400042831897736,0.079964280128479,0.09218734502792358,0.24613137543201447,0.19154588878154755,0.07484319061040878,0.13570164144039154,0.22522158920764923,0.3035644590854645,0.2928410470485687,0.131212055683136,0.2323136180639267,0.13622350990772247
.,0.3287222981452942,0.3974229395389557,0.23308148980140686,0.2973858416080475,0.2519492208957672,0.3378238379955292,0.2634154260158539,0.3936232924461365,0.22033250331878662,0.3485563397407532,0.5934505462646484,0.22384987771511078,0.23938670754432678,0.4130953550338745
