,who,is,seen,as,the,ultimate,climate,change,authority,?
that,0.45444270968437195,0.3995479643344879,0.3623615801334381,0.4735107421875,0.5473989248275757,0.24695861339569092,0.22277899086475372,0.3988441526889801,0.29481130838394165,0.32716336846351624
change,0.2305750846862793,0.33028605580329895,0.27352648973464966,0.37273192405700684,0.3641999065876007,0.17543353140354156,0.3181478679180145,0.9999998807907104,0.16591055691242218,0.24115969240665436
our,0.2539852559566498,0.21384528279304504,0.30776527523994446,0.2448216825723648,0.34956011176109314,0.2434999644756317,0.17009297013282776,0.26918482780456543,0.1533524990081787,0.2894428074359894
understanding,0.31609630584716797,0.2874155342578888,0.3177943229675293,0.3173309564590454,0.3089916408061981,0.30062276124954224,0.24521012604236603,0.3450820744037628,0.23122793436050415,0.3107462525367737
of,0.2827862501144409,0.4854315221309662,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2729271948337555,0.25840428471565247,0.2569013833999634,0.28063252568244934,0.1826142966747284
climate,0.09277761727571487,0.26601269841194153,0.15375006198883057,0.2189137190580368,0.2693597674369812,0.22237977385520935,1.0000001192092896,0.3181478679180145,0.1680026799440384,0.19998492300510406
science,0.19709691405296326,0.2747138440608978,0.16810891032218933,0.2104831486940384,0.24037593603134155,0.22966834902763367,0.2623327076435089,0.18903490900993347,0.16822399199008942,0.17974960803985596
between,0.20718061923980713,0.26809602975845337,0.21163398027420044,0.22009976208209991,0.39067012071609497,0.2273104041814804,0.27078375220298767,0.2062893956899643,0.1711065024137497,0.12887074053287506
this,0.3345087468624115,0.480927973985672,0.3374632000923157,0.43993282318115234,0.6274310946464539,0.24575607478618622,0.2539234161376953,0.4215611219406128,0.21339759230613708,0.3155723512172699
deadline,0.1725623905658722,0.16965816915035248,0.17588363587856293,0.24166925251483917,0.2730764150619507,0.2683117091655731,0.1804317682981491,0.2545827627182007,0.2542684078216553,0.3758934438228607
and,0.41279885172843933,0.3859752118587494,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.15833131968975067,0.2292918860912323,0.2438346892595291,0.22905389964580536,0.20544172823429108
publication,0.10561572015285492,0.16370609402656555,0.2029520869255066,0.2570248544216156,0.24080322682857513,0.14655615389347076,0.21335703134536743,0.18055306375026703,0.2815454304218292,0.2191428393125534
of,0.2827862501144409,0.4854315221309662,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2729271948337555,0.25840428471565247,0.2569013833999634,0.28063252568244934,0.1826142966747284
an,0.2848317325115204,0.4654068350791931,0.21776726841926575,0.37218472361564636,0.4207492768764496,0.18276254832744598,0.16302025318145752,0.3122991919517517,0.23001794517040253,0.19793890416622162
ipcc,0.21932992339134216,0.15563958883285522,0.1359085589647293,0.17363275587558746,0.24925659596920013,0.2443755865097046,0.5031722187995911,0.34827950596809387,0.21500681340694427,0.22295254468917847
report,0.17796188592910767,0.16818487644195557,0.19616252183914185,0.26206639409065247,0.2556745111942291,0.13073189556598663,0.26226359605789185,0.24036449193954468,0.31602275371551514,0.3138936758041382
can,0.2602734863758087,0.44256699085235596,0.3486579656600952,0.3245031237602234,0.312528520822525,0.1771840751171112,0.1739921271800995,0.38303205370903015,0.1509893387556076,0.3226337134838104
not,0.369414746761322,0.3776007890701294,0.32236090302467346,0.5105602741241455,0.4310511648654938,0.1758567839860916,0.19016848504543304,0.44423985481262207,0.29407691955566406,0.41942933201789856
be,0.3371641933917999,0.4819129705429077,0.37386253476142883,0.5230465531349182,0.4248143136501312,0.18939176201820374,0.17534734308719635,0.4429277777671814,0.2007540911436081,0.3324260413646698
included,0.19250646233558655,0.23363345861434937,0.2517772614955902,0.34162476658821106,0.3825419843196869,0.19013984501361847,0.11640488356351852,0.1740860790014267,0.1329677402973175,0.14385655522346497
.,0.3541337847709656,0.4569662809371948,0.30320122838020325,0.515582263469696,0.5934505462646484,0.1793738454580307,0.22208234667778015,0.3244723975658417,0.19641262292861938,0.4130953550338745
,who,is,seen,as,the,ultimate,climate,change,authority,?
since,0.27765995264053345,0.3567592203617096,0.29103121161460876,0.36245352029800415,0.4054957628250122,0.17531004548072815,0.24783146381378174,0.23135223984718323,0.17128422856330872,0.2876587212085724
the,0.3733934462070465,0.5823672413825989,0.3442007005214691,0.48381632566452026,1.0,0.293570339679718,0.2693597674369812,0.3641999065876007,0.2645063102245331,0.22068053483963013
ipcc,0.21932992339134216,0.15563958883285522,0.1359085589647293,0.17363275587558746,0.24925659596920013,0.2443755865097046,0.5031722187995911,0.34827950596809387,0.21500681340694427,0.22295254468917847
does,0.25013914704322815,0.4403602182865143,0.19941650331020355,0.31202155351638794,0.35928019881248474,0.24671104550361633,0.22213737666606903,0.3352322578430176,0.24361401796340942,0.338003009557724
not,0.369414746761322,0.3776007890701294,0.32236090302467346,0.5105602741241455,0.4310511648654938,0.1758567839860916,0.19016848504543304,0.44423985481262207,0.29407691955566406,0.41942933201789856
carry,0.20254260301589966,0.1959557831287384,0.24127691984176636,0.21199582517147064,0.26752355694770813,0.1095772236585617,0.06818405538797379,0.25055214762687683,0.1479490101337433,0.17171701788902283
out,0.3129808306694031,0.2817855477333069,0.22704845666885376,0.3124499022960663,0.39404502511024475,0.23582999408245087,0.11076339334249496,0.2723105251789093,0.15958546102046967,0.22020699083805084
its,0.1326070874929428,0.4447362422943115,0.2199482023715973,0.31874480843544006,0.559237003326416,0.17219123244285583,0.25045743584632874,0.2739183306694031,0.21036051213741302,0.15103481709957123
own,0.31838667392730713,0.2145606279373169,0.16613619029521942,0.26007014513015747,0.334675133228302,0.17537958920001984,0.06910363584756851,0.28082212805747986,0.2720350921154022,0.1937696635723114
research,0.17335498332977295,0.23478153347969055,0.15295933187007904,0.27755290269851685,0.24391183257102966,0.09158135205507278,0.2112196981906891,0.19810134172439575,0.21094726026058197,0.13481977581977844
",",0.3365725874900818,0.4691906273365021,0.28642043471336365,0.48816442489624023,0.4933079481124878,0.17938943207263947,0.224740669131279,0.2752361297607422,0.22133024036884308,0.31091248989105225
it,0.2868398427963257,0.6328473687171936,0.2688419222831726,0.4461488723754883,0.6251175999641418,0.16309970617294312,0.2797223627567291,0.38176456093788147,0.21199873089790344,0.25732165575027466
operates,0.15109378099441528,0.29712775349617004,0.18369992077350616,0.1830490231513977,0.2663705050945282,0.11309710890054703,0.1405908763408661,0.19568908214569092,0.30440452694892883,0.12270797789096832
on,0.2340552806854248,0.3635730445384979,0.27378544211387634,0.36047765612602234,0.5107308030128479,0.21629178524017334,0.23228000104427338,0.3118341565132141,0.17171882092952728,0.2714994251728058
the,0.3733934462070465,0.5823672413825989,0.3442007005214691,0.48381632566452026,1.0,0.293570339679718,0.2693597674369812,0.3641999065876007,0.2645063102245331,0.22068053483963013
basis,0.24115082621574402,0.2811574637889862,0.20474177598953247,0.3141365945339203,0.2758672833442688,0.2080027312040329,0.19060321152210236,0.2964015305042267,0.2869967222213745,0.14255106449127197
of,0.2827862501144409,0.4854315221309662,0.28639769554138184,0.3886612355709076,0.733189046382904,0.2729271948337555,0.25840428471565247,0.2569013833999634,0.28063252568244934,0.1826142966747284
scientific,0.18213701248168945,0.24722182750701904,0.1416315883398056,0.20548667013645172,0.24748262763023376,0.1477850079536438,0.2649158537387848,0.20196890830993652,0.24135896563529968,0.16215236485004425
papers,0.1748751401901245,0.13012847304344177,0.10913372039794922,0.20654168725013733,0.15848612785339355,0.03721129894256592,0.10648699104785919,0.1413155198097229,0.16354192793369293,0.12157123535871506
and,0.41279885172843933,0.3859752118587494,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.15833131968975067,0.2292918860912323,0.2438346892595291,0.22905389964580536,0.20544172823429108
independently,0.2816416323184967,0.21306341886520386,0.20050682127475739,0.30097952485084534,0.2874889671802521,0.16606362164020538,0.1369415521621704,0.23778115212917328,0.2248728722333908,0.1474725753068924
documented,0.18395178020000458,0.22435715794563293,0.24122077226638794,0.2685796022415161,0.33553433418273926,0.1372918039560318,0.25017836689949036,0.16873764991760254,0.19556376338005066,0.21683016419410706
results,0.18289725482463837,0.20523308217525482,0.22592566907405853,0.19246900081634521,0.2863679826259613,0.24270492792129517,0.15104548633098602,0.25559794902801514,0.11937674134969711,0.21797199547290802
from,0.27839982509613037,0.27355384826660156,0.24460692703723907,0.3251767158508301,0.40150508284568787,0.1865682750940323,0.21669475734233856,0.17817987501621246,0.15314611792564392,0.19969791173934937
other,0.3612329661846161,0.25895947217941284,0.31666553020477295,0.42805421352386475,0.44152235984802246,0.14857129752635956,0.19015616178512573,0.3061826229095459,0.17613668739795685,0.24682199954986572
scientific,0.18213701248168945,0.24722182750701904,0.1416315883398056,0.20548667013645172,0.24748262763023376,0.1477850079536438,0.2649158537387848,0.20196890830993652,0.24135896563529968,0.16215236485004425
bodies,0.24009382724761963,0.22389735281467438,0.2129266858100891,0.24729733169078827,0.2745959758758545,0.14054463803768158,0.1780376434326172,0.21193353831768036,0.2185002863407135,0.18285469710826874
",",0.3365725874900818,0.4691906273365021,0.28642043471336365,0.48816442489624023,0.4933079481124878,0.17938943207263947,0.224740669131279,0.2752361297607422,0.22133024036884308,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.2522655725479126,0.49487000703811646,0.5171257257461548,0.15833131968975067,0.2292918860912323,0.2438346892595291,0.22905389964580536,0.20544172823429108
its,0.1326070874929428,0.4447362422943115,0.2199482023715973,0.31874480843544006,0.559237003326416,0.17219123244285583,0.25045743584632874,0.2739183306694031,0.21036051213741302,0.15103481709957123
schedule,0.16836145520210266,0.15946443378925323,0.16145071387290955,0.2233881950378418,0.21986375749111176,0.16667328774929047,0.2204241156578064,0.2607235312461853,0.19038933515548706,0.16743622720241547
for,0.37110671401023865,0.43268078565597534,0.24296747148036957,0.44774648547172546,0.4739971458911896,0.15234506130218506,0.17355333268642426,0.28146812319755554,0.17207419872283936,0.264628142118454
producing,0.06580538302659988,0.27046653628349304,0.16511310636997223,0.27350014448165894,0.28730374574661255,0.11916495114564896,0.20240731537342072,0.16893716156482697,-0.034260015934705734,0.1406429558992386
reports,0.20120549201965332,0.1442791074514389,0.20967452228069305,0.2208838164806366,0.2622474431991577,0.12415621429681778,0.19698955118656158,0.1545485407114029,0.29941731691360474,0.23746368288993835
requires,0.1012532189488411,0.3339230418205261,0.1877090483903885,0.21517610549926758,0.2693159878253937,0.2654089331626892,0.1205952987074852,0.2673870325088501,0.2946974039077759,0.26020103693008423
a,0.36608949303627014,0.658733606338501,0.26090866327285767,0.39550232887268066,0.5829201340675354,0.2379191368818283,0.1805623322725296,0.3047741651535034,0.21713398396968842,0.23916715383529663
deadline,0.1725623905658722,0.16965816915035248,0.17588363587856293,0.24166925251483917,0.2730764150619507,0.2683117091655731,0.1804317682981491,0.2545827627182007,0.2542684078216553,0.3758934438228607
for,0.37110671401023865,0.43268078565597534,0.24296747148036957,0.44774648547172546,0.4739971458911896,0.15234506130218506,0.17355333268642426,0.28146812319755554,0.17207419872283936,0.264628142118454
submissions,0.2622966468334198,0.18481747806072235,0.2159578800201416,0.22844679653644562,0.28000614047050476,0.32539281249046326,0.1903044879436493,0.1648898869752884,0.2774927616119385,0.2561819553375244
prior,0.21688687801361084,0.14228065311908722,0.17347799241542816,0.2475208342075348,0.33782097697257996,0.20037777721881866,0.15818385779857635,0.1681823879480362,0.2107004076242447,0.16978254914283752
to,0.42656609416007996,0.42745086550712585,0.2634880542755127,0.42092081904411316,0.535392165184021,0.25435683131217957,0.3023298978805542,0.3581787943840027,0.2155669927597046,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,0.3442007005214691,0.48381632566452026,1.0,0.293570339679718,0.2693597674369812,0.3641999065876007,0.2645063102245331,0.22068053483963013
report,0.17796188592910767,0.16818487644195557,0.19616252183914185,0.26206639409065247,0.2556745111942291,0.13073189556598663,0.26226359605789185,0.24036449193954468,0.31602275371551514,0.3138936758041382
's,0.05599616840481758,0.02396530658006668,-0.00155794492457062,-0.05775856226682663,-0.01540423184633255,-0.00885791052132845,0.04239832982420921,-0.030620932579040527,0.019309991970658302,-0.023395681753754616
final,0.16870783269405365,0.1859603077173233,0.10028768330812454,0.18874843418598175,0.3543182611465454,0.2988985478878021,0.12493818253278732,0.1815173476934433,0.1135302409529686,0.17315025627613068
release,0.10399705171585083,0.18082810938358307,0.10871515423059464,0.21629741787910461,0.2814774513244629,0.20228777825832367,0.13814976811408997,0.27546119689941406,0.09882471710443497,0.14489315450191498
.,0.3541337847709656,0.4569662809371948,0.30320122838020325,0.515582263469696,0.5934505462646484,0.1793738454580307,0.22208234667778015,0.3244723975658417,0.19641262292861938,0.4130953550338745
