,in,what,year,was,nikola,tesla,born,?
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.19991572201251984,0.16455206274986267,0.388632208108902,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.19119060039520264,0.2211925983428955,0.22920024394989014,0.23916715383529663
serbian,0.15489621460437775,0.17299731075763702,0.09635969251394272,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.1910347044467926,0.11544056981801987
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.19627158343791962,0.12191694229841232,0.4582231342792511,0.18877598643302917
inventor,0.18350328505039215,0.1433403640985489,0.12867265939712524,0.24424013495445251,0.29834407567977905,0.3558236360549927,0.2755243182182312,0.1474177986383438
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
electrical,0.2146623730659485,0.19961315393447876,0.1168355718255043,0.2032313495874405,0.26995140314102173,0.45727142691612244,0.1547912210226059,0.10923371464014053
engineer,0.18560759723186493,0.1520753651857376,0.11436649411916733,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.31845611333847046,0.12995383143424988
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
mechanical,0.22276797890663147,0.22318285703659058,0.12598463892936707,0.21271365880966187,0.20336803793907166,0.399202823638916,0.11822988092899323,0.10079140216112137
engineer,0.18560759723186493,0.1520753651857376,0.11436649411916733,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.31845611333847046,0.12995383143424988
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
physicist,0.1694481074810028,0.19407397508621216,0.09029527008533478,0.26190704107284546,0.3450374901294708,0.3627440333366394,0.40180477499961853,0.1378137767314911
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.1761501580476761,0.19560420513153076,0.25002726912498474,0.20544172823429108
futurist,0.1585160195827484,0.16798117756843567,0.18965499103069305,0.3273523449897766,0.19954945147037506,0.2549110949039459,0.3319488763809204,0.17667490243911743
best,0.2813531160354614,0.3036847710609436,0.2702539265155792,0.2817839980125427,0.1064782440662384,0.08007288724184036,0.2605787515640259,0.2799045741558075
known,0.32641831040382385,0.20381177961826324,0.20408862829208374,0.35203275084495544,0.11320668458938599,0.09137910604476929,0.3922918140888214,0.18314571678638458
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.16655883193016052,0.13983871042728424,0.23335127532482147,0.264628142118454
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.4405253231525421,0.15682895481586456,0.1580733060836792,0.3081984519958496,0.18075084686279297
contributions,0.2112797647714615,0.33326417207717896,0.21932977437973022,0.22438742220401764,0.1258872151374817,0.24851170182228088,0.12340517342090607,0.3201877772808075
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.09627079218626022,0.17548894882202148,0.13695985078811646,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.1146918535232544,0.1324402391910553,0.19202874600887299,0.22068053483963013
design,0.21856798231601715,0.23893405497074127,0.14728954434394836,0.2780803442001343,0.1746370941400528,0.27540352940559387,0.09829665720462799,0.16351860761642456
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.15320609509944916,0.18837453424930573,0.19769194722175598,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.1146918535232544,0.1324402391910553,0.19202874600887299,0.22068053483963013
modern,0.29808807373046875,0.2655639946460724,0.11147798597812653,0.23571695387363434,0.15097416937351227,0.2237553745508194,0.1715320497751236,0.12475407868623734
alternating,0.24697254598140717,0.10095972567796707,0.18891800940036774,0.15524277091026306,0.09700167924165726,0.20965251326560974,0.06572951376438141,0.13878576457500458
current,0.1955713927745819,0.18294453620910645,0.1603107899427414,0.20140352845191956,0.1475788652896881,0.19374153017997742,0.14499947428703308,0.12074550241231918
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.33313798904418945,0.40561532974243164
ac,0.09242649376392365,0.12080251425504684,0.0834597572684288,0.16263911128044128,0.2033471018075943,0.31766265630722046,0.16205301880836487,0.19071458280086517
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.3665171265602112,0.42300865054130554
electricity,0.2437814176082611,0.20851419866085052,0.1737988293170929,0.19055983424186707,0.2159145474433899,0.37243616580963135,0.14141805469989777,0.17856204509735107
supply,0.21402505040168762,0.20549191534519196,0.17902933061122894,0.1807863563299179,0.07019296288490295,0.13021747767925262,0.11609083414077759,0.14298182725906372
system,0.21978288888931274,0.23557309806346893,0.15319517254829407,0.2147521674633026,0.15108703076839447,0.18243813514709473,0.05484052374958992,0.15556083619594574
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.16399122774600983,0.17949827015399933,0.2350279539823532,0.4130953550338745
