,what,has,presented,problems,to,the,us,economy,more,than,other,nations,?
the,0.42745697498321533,0.4177538752555847,0.3251480758190155,0.2659202516078949,0.535392165184021,1.0,0.25727739930152893,0.24644890427589417,0.39758381247520447,0.3227543234825134,0.44152235984802246,0.3506215214729309,0.22068053483963013
decline,0.2257683128118515,0.2097615897655487,0.12520566582679749,0.2339990735054016,0.2630763649940491,0.2774365544319153,0.1382918655872345,0.375750333070755,0.2303747534751892,0.20394369959831238,0.2280794084072113,0.17253459990024567,0.131937175989151
of,0.33290785551071167,0.3909035325050354,0.30231305956840515,0.2450421154499054,0.41548454761505127,0.733189046382904,0.23568789660930634,0.2583308815956116,0.30478984117507935,0.33036211133003235,0.38583824038505554,0.27521562576293945,0.1826142966747284
organized,0.19144229590892792,0.104322649538517,0.2815473675727844,0.17211513221263885,0.2154233157634735,0.28001853823661804,0.16471590101718903,0.21813265979290009,0.22195997834205627,0.18552620708942413,0.22569163143634796,0.3213653564453125,0.10524328798055649
labor,0.1943984031677246,0.07829708606004715,0.15992645919322968,0.24895112216472626,0.21037620306015015,0.21506793797016144,0.2111590951681137,0.3418976366519928,0.20751836895942688,0.18187271058559418,0.16463498771190643,0.26833251118659973,0.19386747479438782
in,0.30808621644973755,0.4173259735107422,0.3047972023487091,0.21061907708644867,0.45010748505592346,0.6662389636039734,0.19746538996696472,0.2588731348514557,0.32563260197639465,0.3270052373409271,0.39989137649536133,0.259304404258728,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,0.3251480758190155,0.2659202516078949,0.535392165184021,1.0,0.25727739930152893,0.24644890427589417,0.39758381247520447,0.3227543234825134,0.44152235984802246,0.3506215214729309,0.22068053483963013
united,0.20036718249320984,0.17934498190879822,0.2790318727493286,0.15701356530189514,0.2715383470058441,0.34367692470550537,0.4374046325683594,0.1988813877105713,0.1760239452123642,0.20593391358852386,0.2444620579481125,0.4378493130207062,0.17266890406608582
states,0.21526020765304565,0.1958659142255783,0.26255980134010315,0.178767591714859,0.2828785181045532,0.3463578522205353,0.4605454206466675,0.2084074169397354,0.22187471389770508,0.24014748632907867,0.28788650035858154,0.4257693290710449,0.16272737085819244
has,0.20338068902492523,1.0,0.20780032873153687,0.20163418352603912,0.3619994819164276,0.4177538752555847,0.16496556997299194,0.22682175040245056,0.3442428410053253,0.32792407274246216,0.3162766396999359,0.1980651617050171,0.15994466841220856
played,0.14831039309501648,0.28873568773269653,0.29058346152305603,0.08936256170272827,0.14824016392230988,0.2603478729724884,0.1291903406381607,0.14528463780879974,0.1431397795677185,0.1250305324792862,0.14976413547992706,0.19583721458911896,0.14096300303936005
a,0.3320399522781372,0.4670248031616211,0.24034897983074188,0.21523453295230865,0.45503583550453186,0.5829201340675354,0.1862444281578064,0.24415728449821472,0.3452818691730499,0.3126874566078186,0.2806335389614105,0.1973731815814972,0.23916715383529663
more,0.3484537899494171,0.3442428410053253,0.17128197848796844,0.3108620345592499,0.47084665298461914,0.39758381247520447,0.2442309558391571,0.2642498016357422,1.0,0.726518988609314,0.49628373980522156,0.20731844007968903,0.27894994616508484
significant,0.24268144369125366,0.30761855840682983,0.23975485563278198,0.2139190286397934,0.27648770809173584,0.35524800419807434,0.18304209411144257,0.23591020703315735,0.3174363672733307,0.31598639488220215,0.3648657202720642,0.259317547082901,0.18679562211036682
role,0.22614215314388275,0.17958451807498932,0.2395372986793518,0.17069536447525024,0.17841029167175293,0.26607486605644226,0.08625541627407074,0.22817310690879822,0.1629766970872879,0.14310166239738464,0.1534264087677002,0.13831236958503723,0.18676944077014923
in,0.30808621644973755,0.4173259735107422,0.3047972023487091,0.21061907708644867,0.45010748505592346,0.6662389636039734,0.19746538996696472,0.2588731348514557,0.32563260197639465,0.3270052373409271,0.39989137649536133,0.259304404258728,0.20430970191955566
expanding,0.34628334641456604,0.32467445731163025,0.19642452895641327,0.3014698624610901,0.36449867486953735,0.3361387550830841,0.1831958144903183,0.29879245162010193,0.34146741032600403,0.30371564626693726,0.284188836812973,0.2745437026023865,0.23633244633674622
the,0.42745697498321533,0.4177538752555847,0.3251480758190155,0.2659202516078949,0.535392165184021,1.0,0.25727739930152893,0.24644890427589417,0.39758381247520447,0.3227543234825134,0.44152235984802246,0.3506215214729309,0.22068053483963013
income,0.21837803721427917,0.20378613471984863,0.18325428664684296,0.21276745200157166,0.27188464999198914,0.23699946701526642,0.208731010556221,0.4612882733345032,0.2241504192352295,0.22589486837387085,0.23439402878284454,0.22440767288208008,0.14935168623924255
gap,0.17691411077976227,0.1519012600183487,0.062941774725914,0.22829651832580566,0.22861579060554504,0.27986636757850647,0.16522429883480072,0.13014161586761475,0.15857937932014465,0.14848047494888306,0.2026313990354538,0.18827395141124725,0.09251954406499863
than,0.29388150572776794,0.32792407274246216,0.16651909053325653,0.2463805377483368,0.3192550539970398,0.3227543234825134,0.22856514155864716,0.24018609523773193,0.726518988609314,1.0,0.5105555653572083,0.16992251574993134,0.24917294085025787
technological,0.22749881446361542,0.19947804510593414,0.1830829381942749,0.2641444206237793,0.2818835973739624,0.27225103974342346,0.2159881293773651,0.34110867977142334,0.31785181164741516,0.2706294357776642,0.26188069581985474,0.32395851612091064,0.1312418282032013
changes,0.2740466892719269,0.2700992822647095,0.12435314804315567,0.35176458954811096,0.32918253540992737,0.3427845537662506,0.16480346024036407,0.21736817061901093,0.454862117767334,0.2752169370651245,0.2861965298652649,0.17640723288059235,0.21264225244522095
and,0.31309178471565247,0.43716782331466675,0.26139622926712036,0.285793662071228,0.48971283435821533,0.5171257257461548,0.25715014338493347,0.26484790444374084,0.39880692958831787,0.39361441135406494,0.5504306554794312,0.2505394220352173,0.20544172823429108
globalization,0.23963014781475067,0.21307532489299774,0.13639380037784576,0.32805749773979187,0.20034322142601013,0.2319410741329193,0.24361315369606018,0.48875871300697327,0.25077223777770996,0.2297465056180954,0.2756595015525818,0.4252678453922272,0.2572137415409088
",",0.3087472915649414,0.3734780251979828,0.28443270921707153,0.2596952021121979,0.44245919585227966,0.4933079481124878,0.3120202422142029,0.2521176040172577,0.3696524500846863,0.3371901512145996,0.4446498453617096,0.24394330382347107,0.31091248989105225
which,0.5261979103088379,0.4350704550743103,0.2723793089389801,0.3054017126560211,0.5345056653022766,0.6521818041801453,0.24368898570537567,0.2461519092321396,0.4639437198638916,0.3974681496620178,0.50507652759552,0.2513706684112549,0.25814583897590637
were,0.22298263013362885,0.2784052789211273,0.24217233061790466,0.2077484428882599,0.31913647055625916,0.3906462490558624,0.16323788464069366,0.2038474828004837,0.33779072761535645,0.2885614037513733,0.4041554927825928,0.21524956822395325,0.17890112102031708
also,0.42747777700424194,0.505894660949707,0.262395977973938,0.33973366022109985,0.5348826050758362,0.6021018624305725,0.20712785422801971,0.26266559958457947,0.40204599499702454,0.3524617850780487,0.5326101183891296,0.27863073348999023,0.21848613023757935
experienced,0.37686559557914734,0.2546442449092865,0.16427505016326904,0.357659250497818,0.28612127900123596,0.26857760548591614,0.21906930208206177,0.28452929854393005,0.3845520615577698,0.32984262704849243,0.2801188826560974,0.21041633188724518,0.23420310020446777
by,0.2455483376979828,0.3254803419113159,0.3042648136615753,0.20223401486873627,0.33534231781959534,0.4408751428127289,0.1641579419374466,0.1388312578201294,0.2627272307872772,0.2015816867351532,0.3321913778781891,0.18318814039230347,0.17966607213020325
other,0.341873437166214,0.3162766396999359,0.19186250865459442,0.2678011357784271,0.4193183183670044,0.44152235984802246,0.2157169133424759,0.19991272687911987,0.49628373980522156,0.5105555653572083,0.9999999403953552,0.32382234930992126,0.24682199954986572
industrialized,0.1756548136472702,0.24386869370937347,0.16914285719394684,0.23073582351207733,0.21251460909843445,0.30628761649131775,0.15756337344646454,0.49747779965400696,0.2701387107372284,0.2227376252412796,0.24748273193836212,0.2869352102279663,0.07084181904792786
nations,0.19211222231388092,0.1980651617050171,0.2618776559829712,0.28516003489494324,0.26476410031318665,0.3506215214729309,0.20724640786647797,0.2667993903160095,0.20731844007968903,0.16992251574993134,0.32382234930992126,0.9999998807907104,0.20999202132225037
that,0.6297725439071655,0.41272613406181335,0.30667775869369507,0.3758413791656494,0.5436353087425232,0.5473989248275757,0.282404363155365,0.24719975888729095,0.4813884496688843,0.4891277849674225,0.5570666193962097,0.23122698068618774,0.32716336846351624
did,0.4259131848812103,0.2124989777803421,0.24108581244945526,0.2553269863128662,0.4452643394470215,0.34736719727516174,0.23250600695610046,0.19088180363178253,0.2803135812282562,0.24820660054683685,0.31707024574279785,0.22762395441532135,0.3023456633090973
n't,-0.07036374509334564,-0.0160528514534235,0.09122605621814728,-0.013515708968043327,-0.14541994035243988,-0.11449059844017029,-0.03617217764258385,0.013061955571174622,-0.07450203597545624,-0.058843038976192474,-0.13205568492412567,-0.008293747901916504,0.07068326324224472
experience,0.3894727826118469,0.21613524854183197,0.15424509346485138,0.33975812792778015,0.25535836815834045,0.21682339906692505,0.24361594021320343,0.23288649320602417,0.3516314625740051,0.30541229248046875,0.2569684386253357,0.18283574283123016,0.25203612446784973
steep,0.16902941465377808,0.22811056673526764,0.10371038317680359,0.1797306090593338,0.2543365955352783,0.23276886343955994,0.1301453709602356,0.27003782987594604,0.21881447732448578,0.18273256719112396,0.1805378943681717,0.1599111258983612,0.08240659534931183
surges,0.2037314474582672,0.18651174008846283,0.11685173213481903,0.2938522398471832,0.31364333629608154,0.33724135160446167,0.18337485194206238,0.25480398535728455,0.1720460057258606,0.1305856704711914,0.13013812899589539,0.15512019395828247,0.07646527886390686
in,0.30808621644973755,0.4173259735107422,0.3047972023487091,0.21061907708644867,0.45010748505592346,0.6662389636039734,0.19746538996696472,0.2588731348514557,0.32563260197639465,0.3270052373409271,0.39989137649536133,0.259304404258728,0.20430970191955566
inequality,0.30072227120399475,0.16442200541496277,0.221409872174263,0.4065331220626831,0.24361056089401245,0.23508106172084808,0.2170293778181076,0.41350439190864563,0.2623436152935028,0.24634315073490143,0.23700791597366333,0.3608638346195221,0.23619021475315094
.,0.3567904531955719,0.4105546176433563,0.2494649887084961,0.2602308988571167,0.4645031690597534,0.5934505462646484,0.3162994682788849,0.2477293759584427,0.4070230722427368,0.3594527542591095,0.41511186957359314,0.2933122515678406,0.4130953550338745
