,boycotting,",",refusing,to,pay,taxes,",",sit,ins,",",and,draft,dodging,all,make,what,harder,?
make,0.27812954783439636,0.324553906917572,0.313999742269516,0.497876912355423,0.2876473069190979,0.2899722158908844,0.324553906917572,0.24841025471687317,0.11176442354917526,0.324553906917572,0.4160483181476593,0.2416033148765564,0.2895045280456543,0.37725141644477844,1.0000001192092896,0.3792211413383484,0.459943562746048,0.28314751386642456
it,0.23930726945400238,0.48329564929008484,0.22643262147903442,0.513711154460907,0.15468546748161316,0.1890125572681427,0.48329564929008484,0.1840430200099945,0.14053797721862793,0.48329564929008484,0.40957894921302795,0.15761983394622803,0.284110426902771,0.36125609278678894,0.40787607431411743,0.45803478360176086,0.2786152958869934,0.25732165575027466
more,0.2283388376235962,0.3696524500846863,0.27715712785720825,0.47084665298461914,0.2310299277305603,0.2251618355512619,0.3696524500846863,0.2213132679462433,0.17546284198760986,0.3696524500846863,0.39880692958831787,0.12476252764463425,0.32425639033317566,0.39087146520614624,0.455809086561203,0.3484537899494171,0.49941015243530273,0.27894994616508484
difficult,0.17043136060237885,0.24675612151622772,0.3371194899082184,0.4417358338832855,0.22982299327850342,0.2183527797460556,0.24675612151622772,0.15573133528232574,0.13558714091777802,0.24675612151622772,0.28586524724960327,0.17454580962657928,0.2613719701766968,0.2881457805633545,0.3735513687133789,0.37928828597068787,0.578593909740448,0.20408590137958527
for,0.3114314079284668,0.4464869201183319,0.27583178877830505,0.4451248347759247,0.24382255971431732,0.25136372447013855,0.4464869201183319,0.17377308011054993,0.20373469591140747,0.4464869201183319,0.5064792633056641,0.28584563732147217,0.34677058458328247,0.41144001483917236,0.386745423078537,0.3017193675041199,0.26836904883384705,0.264628142118454
a,0.20168721675872803,0.427140474319458,0.2814353406429291,0.45503583550453186,0.1940600425004959,0.19554322957992554,0.427140474319458,0.17888593673706055,0.18358924984931946,0.427140474319458,0.3739250600337982,0.14911261200904846,0.33118894696235657,0.2696802616119385,0.34303420782089233,0.3320399522781372,0.25577613711357117,0.23916715383529663
system,0.21822135150432587,0.18439900875091553,0.17796188592910767,0.26662686467170715,0.16707871854305267,0.21434693038463593,0.18439900875091553,0.15266434848308563,0.1741684377193451,0.18439900875091553,0.231138214468956,0.15876345336437225,0.2429775446653366,0.23592321574687958,0.22797423601150513,0.23557309806346893,0.21554596722126007,0.15556083619594574
to,0.26218560338020325,0.44245919585227966,0.4428732693195343,1.0,0.26723966002464294,0.2727338671684265,0.44245919585227966,0.21244771778583527,0.2029130458831787,0.44245919585227966,0.48971283435821533,0.20236501097679138,0.3756600618362427,0.42520734667778015,0.497876912355423,0.455847829580307,0.3694044053554535,0.29463258385658264
function,0.11802107840776443,0.18487244844436646,0.1328098326921463,0.2079751342535019,0.12523669004440308,0.2204785943031311,0.18487244844436646,0.13622675836086273,0.11882853507995605,0.18487244844436646,0.22180378437042236,0.09294302761554718,0.26567208766937256,0.22396279871463776,0.1747913360595703,0.22155974805355072,0.12154501676559448,0.20672395825386047
.,0.289752334356308,0.6812511086463928,0.24345967173576355,0.4645031690597534,0.17372290790081024,0.21144090592861176,0.6812511086463928,0.21094650030136108,0.20916147530078888,0.6812511086463928,0.588965117931366,0.22211715579032898,0.3131788372993469,0.43406882882118225,0.3547073304653168,0.3567904531955719,0.27393993735313416,0.4130953550338745
