,who,studies,the,expected,monetary,flow,over,the,life,of,the,project,and,to,monitor,the,payouts,throughout,the,process,?
relatively,0.2161729335784912,0.28715604543685913,0.33481109142303467,0.3740028142929077,0.2059124857187271,0.2949962615966797,0.2852526903152466,0.33481109142303467,0.18038806319236755,0.2916591167449951,0.33481109142303467,0.20684018731117249,0.39721420407295227,0.3473149538040161,0.26876676082611084,0.33481109142303467,0.23968252539634705,0.36027270555496216,0.33481109142303467,0.295354962348938,0.1281091868877411
small,0.23894593119621277,0.18955285847187042,0.39655908942222595,0.20664456486701965,0.1699371039867401,0.2005431056022644,0.2413855940103531,0.39655908942222595,0.163564071059227,0.353353351354599,0.39655908942222595,0.19760499894618988,0.35207539796829224,0.3054737150669098,0.31045496463775635,0.39655908942222595,0.20340685546398163,0.21006393432617188,0.39655908942222595,0.16421081125736237,0.13914890587329865
projects,0.2510550618171692,0.26245513558387756,0.23802334070205688,0.2923656105995178,0.3055920898914337,0.21987511217594147,0.2816891372203827,0.23802334070205688,0.1935199648141861,0.21610960364341736,0.23802334070205688,0.7827755212783813,0.3284114897251129,0.3065624237060547,0.30092209577560425,0.23802334070205688,0.3073972761631012,0.224135622382164,0.23802334070205688,0.2625781297683716,0.3193145990371704
since,0.27765995264053345,0.11472364515066147,0.4054957628250122,0.26136514544487,0.23175933957099915,0.12514856457710266,0.33239448070526123,0.4054957628250122,0.19007231295108795,0.35513219237327576,0.4054957628250122,0.2724359631538391,0.3515571057796478,0.3733763098716736,0.21206505596637726,0.4054957628250122,0.20025156438350677,0.3317762315273285,0.4054957628250122,0.23980604112148285,0.2876587212085724
the,0.3733934462070465,0.22738903760910034,1.0,0.3108554780483246,0.25381726026535034,0.314039409160614,0.39856547117233276,1.0,0.23528170585632324,0.733189046382904,1.0,0.2027820199728012,0.5171257257461548,0.535392165184021,0.21356156468391418,1.0,0.2260202020406723,0.4158564507961273,1.0,0.264274537563324,0.22068053483963013
owner,0.2990386188030243,0.06586048752069473,0.22181597352027893,0.0333731435239315,0.16255612671375275,0.08453436940908432,0.17788417637348175,0.22181597352027893,0.11342654377222061,0.1597081422805786,0.22181597352027893,0.1479983627796173,0.24161721765995026,0.203524649143219,0.13421781361103058,0.22181597352027893,0.29871252179145813,0.13054600358009338,0.22181597352027893,0.1280558556318283,0.1461835652589798
's,0.05599616840481758,-0.04059765115380287,-0.01540423184633255,-0.030776740983128548,0.008611030876636505,0.006226116791367531,0.016215575858950615,-0.01540423184633255,0.03983813151717186,-0.03817026689648628,-0.01540423184633255,0.07063660025596619,0.06895173341035843,0.03782717138528824,0.1309094876050949,-0.01540423184633255,0.133771151304245,0.002080083591863513,-0.01540423184633255,-0.12054654210805893,-0.023395681753754616
equity,0.1354588270187378,0.1709287166595459,0.16617879271507263,0.23165319859981537,0.5203787684440613,0.14154797792434692,0.16937920451164246,0.16617879271507263,0.18876685202121735,0.22209182381629944,0.16617879271507263,0.17408320307731628,0.21313202381134033,0.15870395302772522,0.12159144133329391,0.16617879271507263,0.38821864128112793,0.20153380930423737,0.16617879271507263,0.16290923953056335,0.17184023559093475
in,0.2792111933231354,0.30442532896995544,0.6662389636039734,0.2959997057914734,0.17339298129081726,0.22435857355594635,0.3605569899082184,0.6662389636039734,0.27054134011268616,0.5696388483047485,0.6662389636039734,0.16277937591075897,0.4954058527946472,0.45010748505592346,0.10966344177722931,0.6662389636039734,0.22640280425548553,0.46596065163612366,0.6662389636039734,0.19851736724376678,0.20430970191955566
the,0.3733934462070465,0.22738903760910034,1.0,0.3108554780483246,0.25381726026535034,0.314039409160614,0.39856547117233276,1.0,0.23528170585632324,0.733189046382904,1.0,0.2027820199728012,0.5171257257461548,0.535392165184021,0.21356156468391418,1.0,0.2260202020406723,0.4158564507961273,1.0,0.264274537563324,0.22068053483963013
property,0.17305545508861542,0.16141390800476074,0.2061677873134613,0.21613870561122894,0.28970131278038025,0.14986954629421234,0.20384521782398224,0.2061677873134613,0.20125581324100494,0.2299845814704895,0.2061677873134613,0.18169322609901428,0.26201775670051575,0.26292115449905396,0.12763601541519165,0.2061677873134613,0.3113793730735779,0.14051705598831177,0.2061677873134613,0.18485039472579956,0.16865147650241852
is,0.24293622374534607,0.2583865225315094,0.5823672413825989,0.20087631046772003,0.16264118254184723,0.26788079738616943,0.2159561663866043,0.5823672413825989,0.2110576033592224,0.4854315221309662,0.5823672413825989,0.1924840211868286,0.3859752118587494,0.42745086550712585,0.20835259556770325,0.5823672413825989,0.18344485759735107,0.2639545500278473,0.5823672413825989,0.21762968599796295,0.22961433231830597
the,0.3733934462070465,0.22738903760910034,1.0,0.3108554780483246,0.25381726026535034,0.314039409160614,0.39856547117233276,1.0,0.23528170585632324,0.733189046382904,1.0,0.2027820199728012,0.5171257257461548,0.535392165184021,0.21356156468391418,1.0,0.2260202020406723,0.4158564507961273,1.0,0.264274537563324,0.22068053483963013
most,0.35393568873405457,0.2177911251783371,0.47635307908058167,0.295771062374115,0.18799376487731934,0.15076173841953278,0.366985023021698,0.47635307908058167,0.27878934144973755,0.4178851246833801,0.47635307908058167,0.13941191136837006,0.4309377074241638,0.321603000164032,0.19660483300685883,0.47635307908058167,0.26269879937171936,0.47078680992126465,0.47635307908058167,0.16820742189884186,0.2107497900724411
obvious,0.2045353502035141,0.2070133239030838,0.30144795775413513,0.28511103987693787,0.2175547331571579,0.2084059864282608,0.18466277420520782,0.30144795775413513,0.15002048015594482,0.2695575952529907,0.30144795775413513,0.15613317489624023,0.27570733428001404,0.33432015776634216,0.1971951723098755,0.30144795775413513,0.24873580038547516,0.17232400178909302,0.30144795775413513,0.30723440647125244,0.34152713418006897
source,0.09713317453861237,0.1926993578672409,0.30258262157440186,0.14513534307479858,0.12648259103298187,0.3361537754535675,0.13050277531147003,0.30258262157440186,0.16139855980873108,0.18598204851150513,0.30258262157440186,0.2782391607761383,0.24024291336536407,0.2501981854438782,0.13743874430656433,0.30258262157440186,0.15200291574001312,0.16149258613586426,0.30258262157440186,0.1856788992881775,0.2462312877178192
of,0.2827862501144409,0.26975658535957336,0.733189046382904,0.26944905519485474,0.24208438396453857,0.2407451719045639,0.36136594414711,0.733189046382904,0.2788603901863098,1.0,0.733189046382904,0.17578177154064178,0.5116966962814331,0.41548454761505127,0.15312890708446503,0.733189046382904,0.1513962596654892,0.35374847054481506,0.733189046382904,0.23962904512882233,0.1826142966747284
funding,0.26179713010787964,0.3069605827331543,0.3006567358970642,0.40375998616218567,0.4748498797416687,0.22779694199562073,0.2983126938343048,0.3006567358970642,0.14966623485088348,0.27515512704849243,0.3006567358970642,0.42845040559768677,0.30138206481933594,0.3602164685726166,0.226491317152977,0.3006567358970642,0.3761484622955322,0.268228679895401,0.3006567358970642,0.3144579529762268,0.1842934638261795
for,0.37110671401023865,0.15209509432315826,0.4739971458911896,0.29493558406829834,0.2445308417081833,0.1708725541830063,0.3419422209262848,0.4739971458911896,0.244698166847229,0.4185989499092102,0.4739971458911896,0.2228124439716339,0.5064792633056641,0.4451248347759247,0.20012032985687256,0.4739971458911896,0.33335554599761963,0.31491008400917053,0.4739971458911896,0.3253439664840698,0.264628142118454
a,0.36608949303627014,0.24775946140289307,0.5829201340675354,0.309760719537735,0.18932966887950897,0.21422207355499268,0.32199642062187195,0.5829201340675354,0.27076753973960876,0.5052502155303955,0.5829201340675354,0.2328382134437561,0.3739250600337982,0.45503583550453186,0.2592337429523468,0.5829201340675354,0.2605474591255188,0.2578590512275696,0.5829201340675354,0.2601566016674042,0.23916715383529663
building,0.19264253973960876,0.22571545839309692,0.3159640431404114,0.15536750853061676,0.20905646681785583,0.13053664565086365,0.18289154767990112,0.3159640431404114,0.1994786262512207,0.26200541853904724,0.3159640431404114,0.2786315977573395,0.2593274712562561,0.2658686637878418,0.11809701472520828,0.3159640431404114,0.21027840673923492,0.15445537865161896,0.3159640431404114,0.21353070437908173,0.13549931347370148
project,0.2255522608757019,0.24517278373241425,0.2027820199728012,0.2524809241294861,0.25629401206970215,0.20846761763095856,0.2180674970149994,0.2027820199728012,0.24970756471157074,0.17578177154064178,0.2027820199728012,1.0,0.23249590396881104,0.28750085830688477,0.2793165445327759,0.2027820199728012,0.174819216132164,0.11558083444833755,0.2027820199728012,0.24648171663284302,0.30569031834602356
.,0.3541337847709656,0.22173671424388885,0.5934505462646484,0.27163344621658325,0.16326145827770233,0.191733717918396,0.37877383828163147,0.5934505462646484,0.3029138445854187,0.5352458953857422,0.5934505462646484,0.23938670754432678,0.588965117931366,0.4645031690597534,0.2258184403181076,0.5934505462646484,0.2002979964017868,0.29375210404396057,0.5934505462646484,0.23766504228115082,0.4130953550338745
