,when,was,the,drainage,basin,of,the,amazon,believed,to,have,split,in,the,middle,of,south,america,?
basin,0.14190278947353363,0.1841808706521988,0.24553915858268738,0.6340781450271606,1.0,0.2557278275489807,0.24553915858268738,0.41143864393234253,0.20235739648342133,0.1498844176530838,0.18816214799880981,0.10522393137216568,0.22316701710224152,0.24553915858268738,0.20068888366222382,0.2557278275489807,0.35698384046554565,0.2118578851222992,0.14685653150081635
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2812975347042084,0.2557278275489807,1.0,0.733189046382904,0.20143137872219086,0.2945859134197235,0.41548454761505127,0.3802283704280853,0.2359420210123062,0.5696388483047485,0.733189046382904,0.2799445688724518,1.0,0.33382371068000793,0.28803038597106934,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.324635773897171,0.535392165184021,0.40389683842658997,0.2967630624771118,0.6662389636039734,1.0,0.3405749201774597,0.733189046382904,0.3129390776157379,0.37090015411376953,0.22068053483963013
amazon,0.1287272423505783,0.14616160094738007,0.260541707277298,0.35996633768081665,0.41143864393234253,0.20143137872219086,0.260541707277298,1.0000001192092896,0.16641747951507568,0.17033490538597107,0.20372521877288818,0.022433342412114143,0.12227833271026611,0.260541707277298,0.13513457775115967,0.20143137872219086,0.23864558339118958,0.37370234727859497,0.18144656717777252
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.1710943579673767,0.1841808706521988,0.4069072902202606,0.48711544275283813,0.14616160094738007,0.3758357763290405,0.3636345863342285,0.2863433063030243,0.17593012750148773,0.45514053106307983,0.48711544275283813,0.21038298308849335,0.4069072902202606,0.2792486846446991,0.2850865423679352,0.18412111699581146
split,0.22709082067012787,0.17593012750148773,0.2967630624771118,0.11054781824350357,0.10522393137216568,0.2359420210123062,0.2967630624771118,0.022433342412114143,0.08082016557455063,0.17915946245193481,0.234889954328537,1.0,0.24171817302703857,0.2967630624771118,0.23364047706127167,0.2359420210123062,0.13980644941329956,0.09235118329524994,0.16133880615234375
along,0.3277623653411865,0.24175575375556946,0.39495137333869934,0.2822628319263458,0.17943032085895538,0.34889817237854004,0.39495137333869934,0.19534365832805634,0.1748400330543518,0.2976071536540985,0.2685122489929199,0.19774951040744781,0.3603311777114868,0.39495137333869934,0.23043686151504517,0.34889817237854004,0.29224321246147156,0.17035698890686035,0.17134909331798553
the,0.5091903209686279,0.48711544275283813,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.324635773897171,0.535392165184021,0.40389683842658997,0.2967630624771118,0.6662389636039734,1.0,0.3405749201774597,0.733189046382904,0.3129390776157379,0.37090015411376953,0.22068053483963013
middle,0.25323590636253357,0.21038298308849335,0.3405749201774597,0.16470839083194733,0.20068888366222382,0.2799445688724518,0.3405749201774597,0.13513457775115967,0.17448307573795319,0.2015334814786911,0.2068544626235962,0.23364047706127167,0.26767921447753906,0.3405749201774597,0.9999998807907104,0.2799445688724518,0.2656954228878021,0.23746083676815033,0.13139553368091583
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2812975347042084,0.2557278275489807,1.0,0.733189046382904,0.20143137872219086,0.2945859134197235,0.41548454761505127,0.3802283704280853,0.2359420210123062,0.5696388483047485,0.733189046382904,0.2799445688724518,1.0,0.33382371068000793,0.28803038597106934,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.324635773897171,0.535392165184021,0.40389683842658997,0.2967630624771118,0.6662389636039734,1.0,0.3405749201774597,0.733189046382904,0.3129390776157379,0.37090015411376953,0.22068053483963013
continent,0.21343471109867096,0.19089169800281525,0.3139871060848236,0.2530270218849182,0.34918317198753357,0.2647381126880646,0.3139871060848236,0.24172286689281464,0.17825856804847717,0.21310271322727203,0.24655956029891968,0.22300207614898682,0.29258909821510315,0.3139871060848236,0.2563141882419586,0.2647381126880646,0.3711594343185425,0.4555659592151642,0.17592057585716248
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.18968628346920013,0.19840280711650848,0.3646814823150635,0.4408751428127289,0.16320857405662537,0.3129139244556427,0.33534231781959534,0.3359639644622803,0.21557176113128662,0.370934396982193,0.4408751428127289,0.18733404576778412,0.3646814823150635,0.23838843405246735,0.20156630873680115,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.2736852467060089,0.24553915858268738,0.733189046382904,1.0,0.260541707277298,0.324635773897171,0.535392165184021,0.40389683842658997,0.2967630624771118,0.6662389636039734,1.0,0.3405749201774597,0.733189046382904,0.3129390776157379,0.37090015411376953,0.22068053483963013
purus,0.028929905965924263,0.08903300762176514,0.12622052431106567,0.29164692759513855,0.3173162639141083,0.16428261995315552,0.12622052431106567,0.31015291810035706,0.21106097102165222,0.07718842476606369,0.12698841094970703,0.10620585829019547,0.11681485921144485,0.12622052431106567,0.17009587585926056,0.16428261995315552,0.1689441204071045,0.28989657759666443,0.10452352464199066
arch,0.12607482075691223,0.25308018922805786,0.26320189237594604,0.25521665811538696,0.13928711414337158,0.2235732227563858,0.26320189237594604,0.10991878062486649,0.08564765751361847,0.20862767100334167,0.14945876598358154,0.13369645178318024,0.16666603088378906,0.26320189237594604,0.2783750295639038,0.2235732227563858,0.1815507858991623,0.1350792795419693,0.12708529829978943
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.18976770341396332,0.20696322619915009,0.5352458953857422,0.5934505462646484,0.262887567281723,0.26106974482536316,0.4645031690597534,0.41614407300949097,0.26228174567222595,0.5591574311256409,0.5934505462646484,0.2989427447319031,0.5352458953857422,0.2798699140548706,0.29180291295051575,0.4130953550338745
