,on,what,street,was,the,theatre,royal,'s,replacement,built,?
opened,0.2514764964580536,0.14500318467617035,0.3323839604854584,0.31916534900665283,0.28544309735298157,0.35501691699028015,0.18340325355529785,-0.006441329140216112,0.18799743056297302,0.4568287432193756,0.1934700310230255
on,0.9999999403953552,0.34226128458976746,0.20150774717330933,0.3909217119216919,0.5107308030128479,0.20269522070884705,0.17692488431930542,0.0026888418942689896,0.2629721164703369,0.1758279800415039,0.2714994251728058
21,-0.02347504533827305,-0.09070611000061035,-0.05644843354821205,0.03990492597222328,-0.05849577113986015,0.04080822318792343,0.012674311175942421,0.07130758464336395,-0.10320421308279037,0.04254485294222832,-0.01186173316091299
january,0.3576357066631317,0.19257698953151703,0.07276798039674759,0.3933098316192627,0.2467057853937149,0.15356746315956116,0.11136401444673538,-0.08409902453422546,0.11789582669734955,0.13148368895053864,0.28608936071395874
1788,0.04243459925055504,0.0740138441324234,0.05561358481645584,0.028817273676395416,0.0961972028017044,0.08666601032018661,0.07973895967006683,-0.0439741387963295,0.05103807523846626,0.14436228573322296,0.10552866011857986
and,0.4077630043029785,0.31309178471565247,0.30381542444229126,0.3740963041782379,0.5171257257461548,0.2638216018676758,0.24934640526771545,0.06895173341035843,0.24508042633533478,0.2814858853816986,0.20544172823429108
was,0.3909217119216919,0.22111038863658905,0.21281053125858307,1.0000001192092896,0.48711544275283813,0.2824205458164215,0.2874114215373993,0.008974763564765453,0.24185067415237427,0.3424932360649109,0.18412111699581146
located,0.22447186708450317,0.2034616470336914,0.2203429490327835,0.20133289694786072,0.407527357339859,0.18840843439102173,0.2000206857919693,-0.031078986823558807,0.08428401499986649,0.4264238178730011,0.08983194828033447
on,0.9999999403953552,0.34226128458976746,0.20150774717330933,0.3909217119216919,0.5107308030128479,0.20269522070884705,0.17692488431930542,0.0026888418942689896,0.2629721164703369,0.1758279800415039,0.2714994251728058
mosley,0.24819126725196838,0.16875243186950684,0.1831943839788437,0.27815255522727966,0.2157961130142212,0.15771867334842682,0.23025691509246826,0.07666244357824326,0.189225435256958,0.11412083357572556,0.2007741928100586
street,0.20150774717330933,0.14271703362464905,1.0000001192092896,0.21281053125858307,0.20947860181331635,0.32172900438308716,0.16869406402111053,0.06000900641083717,0.15438801050186157,0.25730544328689575,0.07315441966056824
.,0.49257001280784607,0.3567904531955719,0.2408841997385025,0.40146201848983765,0.5934505462646484,0.2394188642501831,0.19540183246135712,-0.003708066651597619,0.26630303263664246,0.2374027520418167,0.4130953550338745
