,how,much,money,was,to,go,to,dumont,television,network,under,goldenson,'s,merger,plan,?
on,0.32655060291290283,0.2834896147251129,0.20461611449718475,0.3909217119216919,0.41031414270401,0.23738256096839905,0.41031414270401,0.23366472125053406,0.2825660705566406,0.30190837383270264,0.3075410723686218,0.2385363131761551,0.0026888418942689896,0.15951916575431824,0.21909739077091217,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.48711544275283813,0.535392165184021,0.29801803827285767,0.535392165184021,0.2146940976381302,0.24569597840309143,0.27187061309814453,0.3348022699356079,0.28907305002212524,-0.01540423184633255,0.2557354271411896,0.2852855324745178,0.22068053483963013
schedule,0.2394934892654419,0.18988186120986938,0.21435722708702087,0.21744026243686676,0.2847902476787567,0.1924445778131485,0.2847902476787567,0.15096837282180786,0.19867990911006927,0.282244473695755,0.1399950385093689,0.1537315845489502,0.019238965585827827,0.03194738179445267,0.2307075411081314,0.16743622720241547
for,0.3308170735836029,0.2994346022605896,0.3105318546295166,0.3863949179649353,0.4451248347759247,0.2588973641395569,0.4451248347759247,0.22395318746566772,0.27045196294784546,0.253274142742157,0.2930702269077301,0.2793877124786377,-0.07241261005401611,0.17767630517482758,0.22760893404483795,0.264628142118454
existing,0.2671617865562439,0.2619359791278839,0.16796573996543884,0.19214795529842377,0.36717307567596436,0.21666020154953003,0.36717307567596436,0.15030619502067566,0.20098453760147095,0.279498428106308,0.2421320080757141,0.1584293097257614,0.021734749898314476,0.31615597009658813,0.2546249330043793,0.31003472208976746
dumont,0.11979851126670837,0.08899971842765808,0.22954681515693665,0.26621323823928833,0.20185938477516174,0.14316874742507935,0.20185938477516174,1.0000001192092896,0.35438209772109985,0.2999393939971924,0.10902838408946991,0.30818021297454834,0.10887061059474945,0.24475815892219543,0.13088038563728333,0.1635250747203827
programming,0.26022371649742126,0.18904410302639008,0.18761767446994781,0.15892314910888672,0.1961597204208374,0.0814228281378746,0.1961597204208374,0.24395906925201416,0.34514227509498596,0.38232916593551636,0.12009362131357193,0.20921871066093445,0.011488005518913269,0.12236926704645157,0.20994073152542114,0.22249025106430054
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.3221358060836792,0.27995240688323975,0.1932937651872635,0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3740963041782379,0.48971283435821533,0.35260969400405884,0.48971283435821533,0.28118643164634705,0.29514092206954956,0.27591994404792786,0.3005301356315613,0.2949160933494568,0.06895173341035843,0.16802267730236053,0.26844465732574463,0.20544172823429108
guaranteed,0.2717660665512085,0.25961756706237793,0.3928185701370239,0.2072758823633194,0.30226296186447144,0.17784824967384338,0.30226296186447144,0.14590953290462494,0.18749521672725677,0.23516304790973663,0.30826008319854736,0.1539059281349182,-0.012898467481136322,0.15660519897937775,0.24515652656555176,0.22782903909683228
advertising,0.17877766489982605,0.2643781304359436,0.3351835012435913,0.23598504066467285,0.23670101165771484,0.1618170440196991,0.23670101165771484,0.16614662110805511,0.2895004153251648,0.23388250172138214,0.16696134209632874,0.209889218211174,0.06015890836715698,0.23015837371349335,0.1921197772026062,0.23602379858493805
time,0.35346719622612,0.3794040381908417,0.36622095108032227,0.3641340136528015,0.3679993152618408,0.24853284657001495,0.3679993152618408,0.16936422884464264,0.22630026936531067,0.21207119524478912,0.22838614881038666,0.2348010540008545,0.01301188487559557,0.17721468210220337,0.20648135244846344,0.27391523122787476
for,0.3308170735836029,0.2994346022605896,0.3105318546295166,0.3863949179649353,0.4451248347759247,0.2588973641395569,0.4451248347759247,0.22395318746566772,0.27045196294784546,0.253274142742157,0.2930702269077301,0.2793877124786377,-0.07241261005401611,0.17767630517482758,0.22760893404483795,0.264628142118454
dumont,0.11979851126670837,0.08899971842765808,0.22954681515693665,0.26621323823928833,0.20185938477516174,0.14316874742507935,0.20185938477516174,1.0000001192092896,0.35438209772109985,0.2999393939971924,0.10902838408946991,0.30818021297454834,0.10887061059474945,0.24475815892219543,0.13088038563728333,0.1635250747203827
laboratories,0.217352956533432,0.19478313624858856,0.21880188584327698,0.1906750351190567,0.20270155370235443,0.1656060367822647,0.20270155370235443,0.16994048655033112,0.17839285731315613,0.21781490743160248,0.1156679317355156,0.2439269721508026,0.011026575230062008,0.24576278030872345,0.21988807618618011,0.10633955150842667
receivers,0.19961702823638916,0.19438539445400238,0.21215792000293732,0.2130018174648285,0.28962570428848267,0.2303057760000229,0.28962570428848267,0.22970372438430786,0.25989365577697754,0.3374480903148651,0.12646634876728058,0.22483769059181213,-0.0327695831656456,0.1549399197101593,0.17481771111488342,0.11676301807165146
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.40146201848983765,0.4645031690597534,0.3313661813735962,0.4645031690597534,0.2935217022895813,0.2806251645088196,0.23909442126750946,0.2901604175567627,0.2818927466869354,-0.003708066651597619,0.23265978693962097,0.2966235876083374,0.4130953550338745
