,what,types,of,responsibilities,might,a,pharmacy,technician,have,?
to,0.455847829580307,0.20054484903812408,0.41548454761505127,0.2899641990661621,0.5153919458389282,0.45503583550453186,0.1824638396501541,0.20189866423606873,0.4544740617275238,0.29463258385658264
specialise,0.2543797791004181,0.3790530562400818,0.24921457469463348,0.3319159150123596,0.3325924873352051,0.28011560440063477,0.34485146403312683,0.3314923346042633,0.37774574756622314,0.22647929191589355
in,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.18130142986774445,0.26443570852279663,0.539380669593811,0.22082467377185822,0.19130711257457733,0.36843645572662354,0.20430970191955566
their,0.35142919421195984,0.29275110363960266,0.4329940676689148,0.3418694734573364,0.3404811918735504,0.29698723554611206,0.15922963619232178,0.14075618982315063,0.523270845413208,0.1898253709077835
expert,0.3606319725513458,0.23595310747623444,0.1692837029695511,0.2884594798088074,0.28914180397987366,0.2280166745185852,0.19329312443733215,0.4012085199356079,0.27690741419792175,0.1580924242734909
field,0.1825202852487564,0.18015509843826294,0.20410659909248352,0.1666896939277649,0.21090315282344818,0.2030690312385559,0.1884184330701828,0.1646445393562317,0.1908785104751587,0.11279727518558502
as,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.29933053255081177,0.3630484640598297,0.39550232887268066,0.16661235690116882,0.22040168941020966,0.37788212299346924,0.27043893933296204
medication,0.28847256302833557,0.26913273334503174,0.2616158723831177,0.25428107380867004,0.3422517478466034,0.30508431792259216,0.46071192622184753,0.3070136308670044,0.3323940634727478,0.2275196760892868
consultants,0.190655916929245,0.1734776496887207,0.21608836948871613,0.4417763650417328,0.2570408880710602,0.17617590725421906,0.2938706576824188,0.43234091997146606,0.2014443278312683,0.13330747187137604
spending,0.31686943769454956,0.19992198050022125,0.3114427626132965,0.34028416872024536,0.3189823627471924,0.26904135942459106,0.24337881803512573,0.13386446237564087,0.3190878629684448,0.21198494732379913
more,0.3484537899494171,0.31706979870796204,0.30478984117507935,0.24421444535255432,0.4014604389667511,0.3452818691730499,0.1321602463722229,0.1449032425880432,0.49033403396606445,0.27894994616508484
time,0.36319252848625183,0.20990289747714996,0.35127586126327515,0.2520768642425537,0.29128819704055786,0.3292340338230133,0.2017434537410736,0.1951950341463089,0.3659670352935791,0.27391523122787476
working,0.2846863269805908,0.16724957525730133,0.19986772537231445,0.23103466629981995,0.27759498357772827,0.2998538911342621,0.23586854338645935,0.29900166392326355,0.27710407972335815,0.17154020071029663
with,0.2464839518070221,0.2505682706832886,0.41827285289764404,0.24097897112369537,0.28227806091308594,0.3783375024795532,0.17199546098709106,0.1643812358379364,0.48046383261680603,0.2433311939239502
patients,0.28700166940689087,0.30271950364112854,0.1887446492910385,0.37527504563331604,0.32173222303390503,0.21911826729774475,0.27920523285865784,0.25890734791755676,0.3512502908706665,0.17145128548145294
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.3244750499725342,0.31685465574264526,0.3739250600337982,0.21655313670635223,0.17816412448883057,0.4711785912513733,0.20544172823429108
in,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.18130142986774445,0.26443570852279663,0.539380669593811,0.22082467377185822,0.19130711257457733,0.36843645572662354,0.20430970191955566
research,0.237140491604805,0.19049063324928284,0.22573977708816528,0.30019906163215637,0.2353348582983017,0.1935642808675766,0.3163686692714691,0.2844088077545166,0.29737016558647156,0.13481977581977844
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.22679820656776428,0.27493223547935486,0.50484299659729,0.23916830122470856,0.1586877554655075,0.41614407300949097,0.4130953550338745
