,where,was,the,space,task,group,located,?
research,0.17676883935928345,0.21417704224586487,0.24391183257102966,0.26022669672966003,0.2657344937324524,0.24814368784427643,0.2287106215953827,0.13481977581977844
center,0.2405661791563034,0.19517986476421356,0.29064592719078064,0.23497143387794495,0.17475560307502747,0.1989663690328598,0.33815571665763855,0.12538520991802216
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2385488897562027,0.24691280722618103,0.27268800139427185,0.28226932883262634,0.4130953550338745
,where,was,the,space,task,group,located,?
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.20296213030815125,0.22586117684841156,0.2594761848449707,0.2605401277542114,0.23916715383529663
site,0.24231134355068207,0.24460934102535248,0.288954496383667,0.1434081345796585,0.2124563753604889,0.14676836133003235,0.3760833442211151,0.2014765441417694
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.14677780866622925,0.17517952620983124,0.1789962202310562,0.20133289694786072,0.18412111699581146
chosen,0.20096638798713684,0.258492648601532,0.32853078842163086,0.12996917963027954,0.20102332532405853,0.17552964389324188,0.21688096225261688,0.18667186796665192
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.17648501694202423,0.1762852966785431,0.2304753065109253,0.35149815678596497,0.20430970191955566
houston,0.20381973683834076,0.31953680515289307,0.24086737632751465,0.2153998762369156,0.10601126402616501,0.1573776751756668,0.16028526425361633,0.14217448234558105
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2285580337047577,0.21093271672725677,0.2809832692146301,0.2678719460964203,0.31091248989105225
texas,0.1868513971567154,0.23293380439281464,0.2597190737724304,0.19722436368465424,0.08441780507564545,0.1628497689962387,0.18969902396202087,0.13821813464164734
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2285580337047577,0.21093271672725677,0.2809832692146301,0.2678719460964203,0.31091248989105225
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.15890881419181824,0.22084368765354156,0.22796137630939484,0.22447186708450317,0.2714994251728058
land,0.21639515459537506,0.23751215636730194,0.28587454557418823,0.14283239841461182,0.1792442798614502,0.21334169805049896,0.2490224391222,0.1432059109210968
donated,0.16139833629131317,0.2994552254676819,0.24606364965438843,0.1481744796037674,0.1397356539964676,0.14045041799545288,0.2564224898815155,0.10052662342786789
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.16067887842655182,0.19308115541934967,0.2915726900100708,0.18208515644073486,0.17966607213020325
rice,0.1594204604625702,0.22836677730083466,0.2547391355037689,0.17407795786857605,0.02293635904788971,0.12226129323244095,0.09431181102991104,0.16898907721042633
university,0.26550742983818054,0.290752112865448,0.263973206281662,0.12256880849599838,0.15007975697517395,0.1525231897830963,0.2719898521900177,0.11887256056070328
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2285580337047577,0.21093271672725677,0.2809832692146301,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.22901733219623566,0.23869574069976807,0.3510662019252777,0.24183952808380127,0.20544172823429108
administrator,0.15085022151470184,0.26034414768218994,0.23136885464191437,0.21730218827724457,0.25740161538124084,0.1092882826924324,0.2544878125190735,0.2915230691432953
webb,0.13360506296157837,0.2562257945537567,0.2468639612197876,0.27763932943344116,0.18783152103424072,0.19033309817314148,0.09713292121887207,0.11173157393932343
announced,0.0855778381228447,0.34205326437950134,0.2277132272720337,0.14271333813667297,0.17828409373760223,0.15211288630962372,0.10447415709495544,0.17416009306907654
the,0.5003893971443176,0.48711544275283813,1.0,0.24495907127857208,0.22566188871860504,0.30795547366142273,0.407527357339859,0.22068053483963013
conversion,0.22398877143859863,0.12238868325948715,0.2308437079191208,0.20630384981632233,0.16359584033489227,0.16058801114559174,0.13685674965381622,0.1924358606338501
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.15890881419181824,0.22084368765354156,0.22796137630939484,0.22447186708450317,0.2714994251728058
september,0.1636122465133667,0.4425655007362366,0.2516939043998718,0.1576419472694397,0.1613103300333023,0.09737478941679001,0.16617615520954132,0.2665146589279175
19,-0.1145915612578392,-0.16212789714336395,-0.17766842246055603,0.08908963948488235,-0.0008029614691622555,-0.036795493215322495,-0.21559295058250427,0.008002291433513165
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2285580337047577,0.21093271672725677,0.2809832692146301,0.2678719460964203,0.31091248989105225
1961,-0.0026569324545562267,0.09389110654592514,0.0738944262266159,0.027759423479437828,0.021822938695549965,0.0169083159416914,0.04062379524111748,0.009729373268783092
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2385488897562027,0.24691280722618103,0.27268800139427185,0.28226932883262634,0.4130953550338745
