,who,organized,the,britain,can,make,it,exhibition,?
council,0.19620807468891144,0.1792854219675064,0.2829204201698303,0.17172330617904663,0.12142665684223175,0.15858744084835052,0.21568971872329712,0.15816861391067505,0.1160062924027443
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.28899943828582764,0.2603091299533844,0.2912110388278961,0.38761502504348755,0.20735959708690643,0.1826142966747284
industrial,0.13330994546413422,0.21198716759681702,0.30435431003570557,0.20427727699279785,0.1515394002199173,0.25658875703811646,0.2930006682872772,0.26704123616218567,0.08039500564336777
design,0.12787467241287231,0.1587640643119812,0.27913451194763184,0.13237452507019043,0.18683739006519318,0.2669095993041992,0.27284783124923706,0.27683931589126587,0.16351860761642456
established,0.20118318498134613,0.3710842728614807,0.33092597126960754,0.15049131214618683,0.08207929134368896,0.1550769954919815,0.27238577604293823,0.22594042122364044,0.15917523205280304
by,0.39727845788002014,0.2424151748418808,0.4408751428127289,0.20873384177684784,0.29642900824546814,0.2695997655391693,0.40926623344421387,0.16569796204566956,0.17966607213020325
the,0.3733934462070465,0.28001853823661804,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.22068053483963013
british,0.2666113078594208,0.16237768530845642,0.28973397612571716,0.4846838712692261,0.14472031593322754,0.17258261144161224,0.18971234560012817,0.1341078281402588,0.09711728990077972
government,0.27194860577583313,0.2732524871826172,0.31798112392425537,0.3072136342525482,0.15589569509029388,0.20428502559661865,0.28037968277931213,0.1808217614889145,0.18851417303085327
in,0.2792111933231354,0.3264932334423065,0.6662389636039734,0.26246872544288635,0.26527702808380127,0.268858402967453,0.5130809545516968,0.28266429901123047,0.20430970191955566
1944,0.15944549441337585,0.09987204521894455,0.12787654995918274,0.1404474824666977,0.18516254425048828,0.16577881574630737,0.1516667753458023,0.11115583032369614,0.21799609065055847
``,0.02397952415049076,0.02695436030626297,0.029072100296616554,0.06588143110275269,0.12428006529808044,-0.00563934538513422,0.035206809639930725,-0.06502063572406769,0.0685480609536171
to,0.42656609416007996,0.2154233157634735,0.535392165184021,0.25324371457099915,0.4979398250579834,0.497876912355423,0.513711154460907,0.17194919288158417,0.29463258385658264
promote,0.1860489696264267,0.229238361120224,0.2408624291419983,0.22266638278961182,0.2084050327539444,0.36372140049934387,0.2620626389980316,0.19744263589382172,0.23677967488765717
by,0.39727845788002014,0.2424151748418808,0.4408751428127289,0.20873384177684784,0.29642900824546814,0.2695997655391693,0.40926623344421387,0.16569796204566956,0.17966607213020325
all,0.3698336184024811,0.20321901142597198,0.4860881567001343,0.2559790015220642,0.3574998378753662,0.37725141644477844,0.36125609278678894,0.21866467595100403,0.29575422406196594
practicable,0.2218865007162094,0.122337207198143,0.30731549859046936,0.25730252265930176,0.324383944272995,0.27231770753860474,0.3005068004131317,0.13830958306789398,0.2746719419956207
means,0.22125157713890076,0.11233785003423691,0.32225894927978516,0.12118104845285416,0.40289559960365295,0.3175700902938843,0.28055405616760254,0.1251949965953827,0.21233566105365753
the,0.3733934462070465,0.28001853823661804,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.22068053483963013
improvement,0.1683027446269989,0.1870308816432953,0.2938322424888611,0.19911770522594452,0.2996699810028076,0.2980150580406189,0.32812806963920593,0.21181893348693848,0.29089033603668213
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.28899943828582764,0.2603091299533844,0.2912110388278961,0.38761502504348755,0.20735959708690643,0.1826142966747284
design,0.12787467241287231,0.1587640643119812,0.27913451194763184,0.13237452507019043,0.18683739006519318,0.2669095993041992,0.27284783124923706,0.27683931589126587,0.16351860761642456
in,0.2792111933231354,0.3264932334423065,0.6662389636039734,0.26246872544288635,0.26527702808380127,0.268858402967453,0.5130809545516968,0.28266429901123047,0.20430970191955566
the,0.3733934462070465,0.28001853823661804,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.22068053483963013
products,0.13852916657924652,0.1654478758573532,0.2547704577445984,0.17282895743846893,0.34650301933288574,0.3456607460975647,0.28965866565704346,0.18606677651405334,0.20429900288581848
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.28899943828582764,0.2603091299533844,0.2912110388278961,0.38761502504348755,0.20735959708690643,0.1826142966747284
british,0.2666113078594208,0.16237768530845642,0.28973397612571716,0.4846838712692261,0.14472031593322754,0.17258261144161224,0.18971234560012817,0.1341078281402588,0.09711728990077972
industry,0.1234421357512474,0.1768411248922348,0.26942890882492065,0.20701254904270172,0.19829262793064117,0.29280585050582886,0.30692151188850403,0.23107066750526428,0.11813290417194366
'',0.024401003494858742,-0.023398736491799355,0.041273195296525955,0.0028148393612354994,0.008988718502223492,-0.02632441557943821,-0.016964951530098915,0.08171174675226212,0.018684765323996544
.,0.3541337847709656,0.2294844090938568,0.5934505462646484,0.25750598311424255,0.35783761739730835,0.3547073304653168,0.5593622326850891,0.16661708056926727,0.4130953550338745
