,in,local,alemannic,dialect,",",what,is,the,the,singular,form,of,the,names,of,the,islands,formed,by,the,rhine,?
``,0.04765888676047325,0.0925687924027443,0.1886577606201172,0.1286095678806305,0.09681109338998795,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029072100296616554,0.30707982182502747,0.11812715977430344,0.06780257821083069,0.029072100296616554,0.16139712929725647,0.06780257821083069,0.029072100296616554,0.11553576588630676,0.04518236219882965,-0.030704375356435776,0.029072100296616554,0.031863048672676086,0.0685480609536171
isel,0.23252582550048828,0.08946847915649414,0.2870173156261444,0.19908210635185242,0.2804592251777649,0.1875467151403427,0.19271071255207062,0.26559481024742126,0.26559481024742126,0.20284110307693481,0.24231448769569397,0.20296832919120789,0.26559481024742126,0.1543901115655899,0.20296832919120789,0.26559481024742126,0.21733205020427704,0.20021621882915497,0.2255132496356964,0.26559481024742126,0.34662163257598877,0.17985066771507263
'',0.07432962208986282,0.04436459019780159,-0.0074527510441839695,0.04709256812930107,-0.037358131259679794,0.08143015950918198,0.0793738141655922,0.041273195296525955,0.041273195296525955,0.07404083013534546,-0.04621269181370735,0.13035868108272552,0.041273195296525955,0.027237260714173317,0.13035868108272552,0.041273195296525955,0.009309993125498295,-0.08816906809806824,-0.010275691747665405,0.041273195296525955,-0.003653771709650755,0.018684765323996544
and,0.4954058527946472,0.2468787580728531,0.18593145906925201,0.15799005329608917,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.5171257257461548,0.22026881575584412,0.30469027161598206,0.5116966962814331,0.5171257257461548,0.22828514873981476,0.5116966962814331,0.5171257257461548,0.2816464602947235,0.27619341015815735,0.4289871156215668,0.5171257257461548,0.22029656171798706,0.20544172823429108
this,0.45205554366111755,0.2281547635793686,0.2996051013469696,0.17269624769687653,0.4316047728061676,0.5489566326141357,0.480927973985672,0.6274310946464539,0.6274310946464539,0.276402086019516,0.28080853819847107,0.45148900151252747,0.6274310946464539,0.2493334263563156,0.45148900151252747,0.6274310946464539,0.1938164383172989,0.20024752616882324,0.38438332080841064,0.6274310946464539,0.16867555677890778,0.3155723512172699
is,0.5394441485404968,0.13173899054527283,0.25289711356163025,0.19101184606552124,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.5823672413825989,0.23253826797008514,0.3218395411968231,0.4854315221309662,0.5823672413825989,0.21354545652866364,0.4854315221309662,0.5823672413825989,0.18837878108024597,0.22319979965686798,0.3899846076965332,0.5823672413825989,0.15617261826992035,0.22961433231830597
also,0.5073733329772949,0.3284290134906769,0.2330670803785324,0.226133793592453,0.4717654287815094,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.6021018624305725,0.2339898645877838,0.27514979243278503,0.4924938678741455,0.6021018624305725,0.2941804528236389,0.4924938678741455,0.6021018624305725,0.22565384209156036,0.20181037485599518,0.3824189305305481,0.6021018624305725,0.1230347603559494,0.21848613023757935
the,0.6662389636039734,0.2130540907382965,0.2998456358909607,0.18307873606681824,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,1.0,0.2641136050224304,0.29286009073257446,0.733189046382904,1.0,0.27965226769447327,0.733189046382904,1.0,0.27959951758384705,0.28813210129737854,0.4408751428127289,1.0,0.30735138058662415,0.22068053483963013
local,0.2223825752735138,1.0,0.26145219802856445,0.25070467591285706,0.20673875510692596,0.18981902301311493,0.13173899054527283,0.2130540907382965,0.2130540907382965,0.22857682406902313,0.11148111522197723,0.20668989419937134,0.2130540907382965,0.18172046542167664,0.20668989419937134,0.2130540907382965,0.1932269185781479,0.20755881071090698,0.17162570357322693,0.2130540907382965,0.14312678575515747,0.15022775530815125
pronunciation,0.15624402463436127,0.196822389960289,0.38708674907684326,0.5102095603942871,0.265546053647995,0.24994006752967834,0.2547442615032196,0.21106497943401337,0.21106497943401337,0.2899441421031952,0.200216144323349,0.1811414361000061,0.21106497943401337,0.3400190472602844,0.1811414361000061,0.21106497943401337,0.15679001808166504,0.11306902021169662,0.09647742658853531,0.21106497943401337,0.1075398251414299,0.25199246406555176
of,0.5696388483047485,0.20668989419937134,0.26005497574806213,0.17277581989765167,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.733189046382904,0.25296831130981445,0.29600051045417786,1.0,0.733189046382904,0.2515542805194855,1.0,0.733189046382904,0.277767539024353,0.2871689796447754,0.3646814823150635,0.733189046382904,0.2548927664756775,0.1826142966747284
esel,0.25608840584754944,0.10688721388578415,0.33035358786582947,0.2276393622159958,0.2848782241344452,0.1782623827457428,0.16055721044540405,0.22050167620182037,0.22050167620182037,0.15284180641174316,0.1375034600496292,0.18307551741600037,0.22050167620182037,0.09108366072177887,0.18307551741600037,0.22050167620182037,0.20150335133075714,0.12179376929998398,0.21301767230033875,0.22050167620182037,0.3137606084346771,0.20646122097969055
(,0.3087427020072937,0.18996672332286835,0.2179761826992035,0.09290363639593124,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.33289089798927307,0.25453314185142517,0.1860738843679428,0.35032153129577637,0.33289089798927307,0.23255114257335663,0.35032153129577637,0.33289089798927307,0.19888485968112946,0.18508760631084442,0.20696312189102173,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.04765888676047325,0.0925687924027443,0.1886577606201172,0.1286095678806305,0.09681109338998795,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029072100296616554,0.30707982182502747,0.11812715977430344,0.06780257821083069,0.029072100296616554,0.16139712929725647,0.06780257821083069,0.029072100296616554,0.11553576588630676,0.04518236219882965,-0.030704375356435776,0.029072100296616554,0.031863048672676086,0.0685480609536171
donkey,0.09798416495323181,0.15257133543491364,0.11824709922075272,0.12606383860111237,0.18133878707885742,0.2209588587284088,0.18586201965808868,0.20772913098335266,0.20772913098335266,0.23388826847076416,0.14854924380779266,0.16351334750652313,0.20772913098335266,0.1429561972618103,0.16351334750652313,0.20772913098335266,0.17653284966945648,0.09255921840667725,0.16845852136611938,0.20772913098335266,0.1806097775697708,0.22401800751686096
'',0.07432962208986282,0.04436459019780159,-0.0074527510441839695,0.04709256812930107,-0.037358131259679794,0.08143015950918198,0.0793738141655922,0.041273195296525955,0.041273195296525955,0.07404083013534546,-0.04621269181370735,0.13035868108272552,0.041273195296525955,0.027237260714173317,0.13035868108272552,0.041273195296525955,0.009309993125498295,-0.08816906809806824,-0.010275691747665405,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.3326910734176636,0.18753306567668915,0.2267850637435913,0.10867013037204742,0.63033527135849,0.26259949803352356,0.37732169032096863,0.3456730246543884,0.3456730246543884,0.26279979944229126,0.20926380157470703,0.3680361211299896,0.3456730246543884,0.21014085412025452,0.3680361211299896,0.3456730246543884,0.18302622437477112,0.22280143201351166,0.2151763141155243,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.5591574311256409,0.26217252016067505,0.28684455156326294,0.15386012196540833,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.5934505462646484,0.18008968234062195,0.28317511081695557,0.5352458953857422,0.5934505462646484,0.18628843128681183,0.5352458953857422,0.5934505462646484,0.26146334409713745,0.2737641930580139,0.3936232924461365,0.5934505462646484,0.2089352011680603,0.4130953550338745
