,why,was,wesley,compelled,to,break,with,standard,practice,and,ordain,two,of,his,lay,preachers,as,presbyters,?
presbyters,0.13833913207054138,0.2585779130458832,0.3526515066623688,0.140450119972229,0.30197346210479736,0.16025039553642273,0.17926271259784698,0.17383913695812225,0.2674168646335602,0.2564232647418976,0.4292964041233063,0.18635541200637817,0.26839208602905273,0.2249937802553177,0.24407914280891418,0.49062231183052063,0.16884495317935944,1.0,0.1415187120437622
",",0.2827242314815521,0.45456063747406006,0.262672483921051,0.24078017473220825,0.44245919585227966,0.25781646370887756,0.4120737314224243,0.2593318521976471,0.2838936448097229,0.6633074283599854,0.2306559681892395,0.35859420895576477,0.4946078956127167,0.3378419280052185,0.2087278813123703,0.2536037862300873,0.48816442489624023,0.2976883053779602,0.31091248989105225
thomas,0.19667376577854156,0.26629963517189026,0.3525221645832062,0.12492677569389343,0.1928519904613495,0.11613286286592484,0.1763175129890442,0.0898093581199646,0.13034825026988983,0.20946627855300903,0.28454771637916565,0.1530531942844391,0.18699592351913452,0.20028819143772125,0.1693219393491745,0.25424090027809143,0.19479404389858246,0.28161007165908813,0.16133050620555878
vasey,0.15319250524044037,0.2587910294532776,0.3064998388290405,0.1222398430109024,0.19306345283985138,0.11993586272001266,0.19675526022911072,0.12151184678077698,0.17488504946231842,0.29190778732299805,0.2246386855840683,0.19650690257549286,0.23431764543056488,0.2910764217376709,0.16497758030891418,0.19131973385810852,0.21292708814144135,0.24060221016407013,0.16413545608520508
and,0.27806392312049866,0.3740963041782379,0.19792525470256805,0.18005211651325226,0.48971283435821533,0.2812328040599823,0.5477725267410278,0.24117660522460938,0.2791718542575836,1.0,0.16141174733638763,0.4671151638031006,0.5116966962814331,0.4234102666378021,0.244028240442276,0.2792433202266693,0.49487000703811646,0.2564232647418976,0.20544172823429108
richard,0.17812664806842804,0.26966050267219543,0.330524206161499,0.21988947689533234,0.213526651263237,0.1563130021095276,0.16466177999973297,0.1441131979227066,0.16131390631198883,0.22443673014640808,0.19880154728889465,0.1575128436088562,0.2227524220943451,0.2745850384235382,0.1212313249707222,0.17605440318584442,0.17324641346931458,0.15710468590259552,0.15003317594528198
whatcoat,0.36721619963645935,0.19684261083602905,0.22789813578128815,0.2323359102010727,0.33629944920539856,0.2613804340362549,0.29988738894462585,0.24534790217876434,0.2900274097919464,0.34639111161231995,0.22327138483524323,0.22008903324604034,0.335848867893219,0.22791260480880737,0.2427327185869217,0.2847978174686432,0.30310893058776855,0.2892203629016876,0.34705108404159546
.,0.32909876108169556,0.40146201848983765,0.20399101078510284,0.15385909378528595,0.4645031690597534,0.2548918128013611,0.4446153938770294,0.2521037757396698,0.2513175904750824,0.588965117931366,0.20144733786582947,0.3524959683418274,0.5352458953857422,0.3119256794452667,0.22114886343479156,0.21793022751808167,0.515582263469696,0.30234473943710327,0.4130953550338745
,why,was,wesley,compelled,to,break,with,standard,practice,and,ordain,two,of,his,lay,preachers,as,presbyters,?
some,0.429519385099411,0.21528802812099457,0.20323710143566132,0.2605849504470825,0.4636894166469574,0.31536081433296204,0.3924338221549988,0.2818346619606018,0.2881247103214264,0.5337774157524109,0.19438424706459045,0.47025808691978455,0.4300730526447296,0.3033970892429352,0.2120870053768158,0.31326383352279663,0.4293700158596039,0.2443382889032364,0.2562315762042999
argue,0.3787708282470703,0.11208320409059525,0.15062804520130157,0.32330194115638733,0.27746978402137756,0.2617579996585846,0.23957526683807373,0.19893966615200043,0.2847248315811157,0.27943217754364014,0.1540772020816803,0.1678040474653244,0.19617585837841034,0.20546014606952667,0.13663886487483978,0.23350770771503448,0.2226516455411911,0.17281955480575562,0.32235559821128845
that,0.5601457357406616,0.33670201897621155,0.13005481660366058,0.3809116780757904,0.5436353087425232,0.33623597025871277,0.4154358208179474,0.294244647026062,0.3368259370326996,0.4731321930885315,0.15311305224895477,0.3858162462711334,0.41498205065727234,0.3173833191394806,0.21268123388290405,0.2111021876335144,0.4735107421875,0.18490402400493622,0.32716336846351624
the,0.30742117762565613,0.48711544275283813,0.1425647884607315,0.27291247248649597,0.535392165184021,0.28229501843452454,0.4223487675189972,0.29008856415748596,0.27333036065101624,0.5171257257461548,0.18942506611347198,0.43858039379119873,0.733189046382904,0.4394008219242096,0.22321242094039917,0.2553023397922516,0.48381632566452026,0.21018612384796143,0.22068053483963013
united,0.14904677867889404,0.31727492809295654,0.25690677762031555,0.1563366800546646,0.2715383470058441,0.1567019820213318,0.19869105517864227,0.1998797059059143,0.171990767121315,0.28213179111480713,0.2526194453239441,0.23953400552272797,0.3187655806541443,0.22127725183963776,0.06435544788837433,0.1477815955877304,0.27979812026023865,0.29194194078445435,0.17266890406608582
methodist,0.14812171459197998,0.2711138129234314,0.4355824887752533,0.12192516773939133,0.21503986418247223,0.15804889798164368,0.17456914484500885,0.10022240877151489,0.31467175483703613,0.2376793771982193,0.4582173526287079,0.13993379473686218,0.28458893299102783,0.22592562437057495,0.19171500205993652,0.4617846608161926,0.22391098737716675,0.6528031826019287,0.1436992734670639
church,0.20738767087459564,0.24960921704769135,0.30849578976631165,0.13637839257717133,0.24439501762390137,0.14640770852565765,0.17961077392101288,0.1337025761604309,0.21066440641880035,0.1976170688867569,0.5033324956893921,0.14373718202114105,0.3079429268836975,0.20669284462928772,0.25351858139038086,0.4228482246398926,0.211966410279274,0.6164039969444275,0.18081501126289368
can,0.38329222798347473,0.23099195957183838,0.13984926044940948,0.1922416090965271,0.4979398250579834,0.315816730260849,0.3572797477245331,0.2528626322746277,0.21967129409313202,0.3675691485404968,0.08803793042898178,0.282000333070755,0.2603091299533844,0.13348791003227234,0.18771126866340637,0.15027238428592682,0.3245031237602234,0.1730852872133255,0.3226337134838104
lay,0.18653565645217896,0.1557055562734604,0.11660580337047577,0.23110844194889069,0.21070170402526855,0.17436788976192474,0.1646386981010437,0.08692026883363724,0.16515035927295685,0.244028240442276,0.1938881129026413,0.15954171121120453,0.24545599520206451,0.1969456970691681,1.0,0.2589651644229889,0.1565297544002533,0.24407914280891418,0.19041578471660614
a,0.2667238116264343,0.4508470594882965,0.21911776065826416,0.29106801748275757,0.45503583550453186,0.26504021883010864,0.3783375024795532,0.2876655161380768,0.27658340334892273,0.3739250600337982,0.18444013595581055,0.3289857804775238,0.5052502155303955,0.3497250974178314,0.19378824532032013,0.20959411561489105,0.39550232887268066,0.20757059752941132,0.23916715383529663
claim,0.3258991539478302,0.15881295502185822,0.13157610595226288,0.3245268166065216,0.324158638715744,0.12756884098052979,0.16929714381694794,0.16330520808696747,0.2294912338256836,0.22851447761058807,0.20271161198616028,0.16941779851913452,0.2833690047264099,0.24642159044742584,0.20084063708782196,0.25324350595474243,0.24246928095817566,0.21464838087558746,0.2665664851665497
on,0.2698206305503845,0.3909217119216919,0.15175378322601318,0.1791316121816635,0.41031414270401,0.22276534140110016,0.40749499201774597,0.22459714114665985,0.21696773171424866,0.4077630043029785,0.14963288605213165,0.3205535411834717,0.3966929316520691,0.32064297795295715,0.1632128655910492,0.2264067828655243,0.36047765612602234,0.19873954355716705,0.2714994251728058
apostolic,0.18417508900165558,0.17247042059898376,0.24669085443019867,0.1618385761976242,0.22298774123191833,0.10425251722335815,0.1318947970867157,0.10982293635606766,0.2026415914297104,0.17901884019374847,0.5542254447937012,0.15026883780956268,0.33721205592155457,0.19449035823345184,0.21177040040493011,0.3827296495437622,0.20238995552062988,0.47154077887535095,0.20827335119247437
succession,0.13494476675987244,0.2223631888628006,0.12941117584705353,0.21888330578804016,0.243332639336586,0.17890112102031708,0.19093501567840576,0.17286594212055206,0.2788512408733368,0.2330181747674942,0.2454310655593872,0.25069111585617065,0.3265681266784668,0.2873096764087677,0.1627119481563568,0.21296566724777222,0.22103853523731232,0.17826560139656067,0.13082198798656464
",",0.2827242314815521,0.45456063747406006,0.262672483921051,0.24078017473220825,0.44245919585227966,0.25781646370887756,0.4120737314224243,0.2593318521976471,0.2838936448097229,0.6633074283599854,0.2306559681892395,0.35859420895576477,0.4946078956127167,0.3378419280052185,0.2087278813123703,0.2536037862300873,0.48816442489624023,0.2976883053779602,0.31091248989105225
as,0.3103298544883728,0.3677520453929901,0.1965806782245636,0.22849535942077637,0.42092081904411316,0.22824549674987793,0.40387406945228577,0.22084009647369385,0.22643209993839264,0.49487000703811646,0.20738409459590912,0.3029302954673767,0.3886612355709076,0.3146366477012634,0.1565297544002533,0.23403526842594147,1.0,0.16884495317935944,0.27043893933296204
understood,0.41954588890075684,0.26713287830352783,0.1326625794172287,0.3218787610530853,0.30868464708328247,0.23923814296722412,0.20794138312339783,0.2511119246482849,0.2582952678203583,0.2717077434062958,0.13456040620803833,0.20141176879405975,0.2838643789291382,0.21867336332798004,0.20586484670639038,0.21644850075244904,0.37101879715919495,0.17402838170528412,0.27308014035224915
in,0.23227278888225555,0.45514053106307983,0.14970102906227112,0.20503534376621246,0.45010748505592346,0.17133235931396484,0.4080928862094879,0.24721406400203705,0.24572531878948212,0.4954058527946472,0.2210543006658554,0.36463531851768494,0.5696388483047485,0.3598145842552185,0.15272527933120728,0.17906790971755981,0.3887844979763031,0.251817524433136,0.20430970191955566
the,0.30742117762565613,0.48711544275283813,0.1425647884607315,0.27291247248649597,0.535392165184021,0.28229501843452454,0.4223487675189972,0.29008856415748596,0.27333036065101624,0.5171257257461548,0.18942506611347198,0.43858039379119873,0.733189046382904,0.4394008219242096,0.22321242094039917,0.2553023397922516,0.48381632566452026,0.21018612384796143,0.22068053483963013
traditional,0.0935516506433487,0.1784529834985733,0.16390138864517212,0.08189702033996582,0.2509959638118744,0.062019407749176025,0.230756476521492,0.30175966024398804,0.38679254055023193,0.30483514070510864,0.2542326748371124,0.19404542446136475,0.32287317514419556,0.2661146819591522,0.11047354340553284,0.2002808153629303,0.24974563717842102,0.2525852620601654,0.1327509582042694
sense,0.3112296462059021,0.11603791266679764,0.1573466807603836,0.2664492726325989,0.29030367732048035,0.17302614450454712,0.2295229434967041,0.18653857707977295,0.2815256118774414,0.2834228277206421,0.17431217432022095,0.18015074729919434,0.19666431844234467,0.19159705936908722,0.14862112700939178,0.18836073577404022,0.25426197052001953,0.1265658140182495,0.25268280506134033
.,0.32909876108169556,0.40146201848983765,0.20399101078510284,0.15385909378528595,0.4645031690597534,0.2548918128013611,0.4446153938770294,0.2521037757396698,0.2513175904750824,0.588965117931366,0.20144733786582947,0.3524959683418274,0.5352458953857422,0.3119256794452667,0.22114886343479156,0.21793022751808167,0.515582263469696,0.30234473943710327,0.4130953550338745
