,when,did,the,herald,tribune,publish,its,tesla,article,?
particle,0.2776729464530945,0.15412317216396332,0.2507205605506897,0.08832431584596634,0.13184083998203278,0.16079461574554443,0.20097768306732178,0.34292855858802795,0.41876453161239624,0.22597293555736542
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.18474282324314117,0.2368279993534088,0.22959905862808228,0.27556702494621277,0.14290116727352142,0.40502163767814636,0.37178951501846313
break,0.36291980743408203,0.26556721329689026,0.28229501843452454,0.015390305779874325,0.10802853107452393,0.202429860830307,0.2304377555847168,0.07342249155044556,0.16472281515598297,0.19753244519233704
off,0.29600462317466736,0.17696987092494965,0.2773582935333252,0.1736322045326233,0.06696925312280655,0.04300835356116295,0.17108440399169922,0.06122659519314766,0.13886094093322754,0.12937544286251068
the,0.5091903209686279,0.34736719727516174,1.0,0.265569806098938,0.236148402094841,0.1611112356185913,0.559237003326416,0.1324402391910553,0.3329811692237854,0.22068053483963013
cathode,0.325693279504776,0.11713635921478271,0.22136104106903076,0.16563686728477478,0.18258890509605408,0.1549832671880722,0.19871975481510162,0.39901694655418396,0.18972161412239075,0.13886967301368713
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.27830228209495544,0.25235486030578613,0.25024911761283875,0.33157986402511597,0.20599327981472015,0.28605279326438904,0.31091248989105225
pass,0.20427322387695312,0.1339150071144104,0.25961899757385254,0.09863168746232986,0.09660236537456512,0.17404931783676147,0.1385810822248459,0.18259622156620026,0.1466633677482605,0.09478675574064255
out,0.45263928174972534,0.28413498401641846,0.39404502511024475,0.1296234130859375,0.1737895905971527,0.168619766831398,0.2466478794813156,0.2017683982849121,0.23191849887371063,0.22020699083805084
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.27138185501098633,0.15976272523403168,0.12460750341415405,0.48690423369407654,0.18837453424930573,0.25720444321632385,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.265569806098938,0.236148402094841,0.1611112356185913,0.559237003326416,0.1324402391910553,0.3329811692237854,0.22068053483963013
tube,0.2324366718530655,0.1256694346666336,0.222691148519516,0.006978520657867193,-0.00647807028144598,0.13289150595664978,0.1622767448425293,0.2242102175951004,0.15444634854793549,0.13631722331047058
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.27830228209495544,0.25235486030578613,0.25024911761283875,0.33157986402511597,0.20599327981472015,0.28605279326438904,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.17897236347198486,0.14485636353492737,0.23082147538661957,0.3841775357723236,0.19560420513153076,0.23647621273994446,0.20544172823429108
physically,0.36445319652557373,0.2421232908964157,0.24411144852638245,0.15240007638931274,0.10728279501199722,0.12579619884490967,0.15476208925247192,0.1369609534740448,0.20590245723724365,0.10199815034866333
strike,0.24256987869739532,0.1902741938829422,0.2324564903974533,0.15367954969406128,0.18169154226779938,0.16739912331104279,0.19780229032039642,0.13948728144168854,0.19254882633686066,0.20633886754512787
him,0.4087010324001312,0.4290095865726471,0.39213326573371887,0.2461836040019989,0.24343986809253693,0.2936517298221588,0.19251649081707,0.14682093262672424,0.25489160418510437,0.23943768441677094
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.21601350605487823,0.21027225255966187,0.19971393048763275,0.3566088080406189,0.17949827015399933,0.30669885873794556,0.4130953550338745
