,what,was,report,p-2626
report,0.2868559956550598,0.19926786422729492,0.9999998807907104,0.08719907701015472
p-2626,0.2793515920639038,0.08724398165941238,0.08719907701015472,0.9999999403953552
in,0.30808621644973755,0.45514053106307983,0.204250767827034,0.05470483750104904
1962,-0.001027831924147904,-0.03281155601143837,-0.09434070438146591,0.03998573496937752
",",0.3087472915649414,0.45456063747406006,0.250803142786026,0.07282454520463943
and,0.31309178471565247,0.3740963041782379,0.20391902327537537,0.025189992040395737
finally,0.33623361587524414,0.3442646861076355,0.1601651906967163,0.12031155079603195
in,0.30808621644973755,0.45514053106307983,0.204250767827034,0.05470483750104904
report,0.2868559956550598,0.19926786422729492,0.9999998807907104,0.08719907701015472
rm,0.23775295913219452,0.1591407060623169,0.25460386276245117,0.06633784621953964
3420,0.05645347014069557,-0.017228301614522934,-0.004643951077014208,0.1564100682735443
in,0.30808621644973755,0.45514053106307983,0.204250767827034,0.05470483750104904
1964,-0.0811573788523674,-0.10244843363761902,-0.05165095254778862,0.007795572280883789
.,0.3567904531955719,0.40146201848983765,0.277835488319397,0.01927107945084572
