,about,how,many,cubic,meters,of,make-up,water,is,used,by,a,700-megawatt,coal-fired,power,plant,for,evaporative,cooling,hourly,?
or,0.3335071802139282,0.3378981947898865,0.36905089020729065,0.2314058095216751,0.2212946116924286,0.3792596757411957,0.31309258937835693,0.3301985263824463,0.41870999336242676,0.4951852560043335,0.30274316668510437,0.48853766918182373,0.24652361869812012,0.25264596939086914,0.23362433910369873,0.31485456228256226,0.4111599624156952,0.3639790117740631,0.3277656137943268,0.2949405014514923,0.32389625906944275
lake,0.169065922498703,0.10057038813829422,0.1804330199956894,0.2337886542081833,0.2503487169742584,0.23993153870105743,0.1289670169353485,0.40283486247062683,0.22300897538661957,0.10695714503526688,0.17407365143299103,0.20924630761146545,0.2642897069454193,0.187171071767807,0.11678124964237213,0.17347365617752075,0.1457349956035614,0.3258739411830902,0.20840929448604584,0.13720597326755524,0.07226386666297913
water,0.24728088080883026,0.19594718515872955,0.2702730894088745,0.3699619174003601,0.29645732045173645,0.2741255462169647,0.19908909499645233,0.9999998807907104,0.2879090905189514,0.2721066176891327,0.22562243044376373,0.2979097068309784,0.38410478830337524,0.37644535303115845,0.2890745997428894,0.3316476047039032,0.189085453748703,0.632208526134491,0.4451141655445099,0.249022975564003,0.14731885492801666
;,0.06296145915985107,0.07230665534734726,0.11763367056846619,-0.031065676361322403,-0.0020413484890013933,0.054534342139959335,0.06713026016950607,0.007055493537336588,0.05324986204504967,0.11651374399662018,0.10469875484704971,-0.02122584730386734,0.03472697734832764,0.023888440802693367,0.013952549546957016,0.07976967096328735,0.0293948445469141,0.019965171813964844,-0.04636509716510773,0.013438181020319462,0.10349778085947037
a,0.34171196818351746,0.29312583804130554,0.2872205972671509,0.2663540840148926,0.2567996084690094,0.5052502155303955,0.3180156350135803,0.2979097068309784,0.658733606338501,0.3864384889602661,0.32094135880470276,1.0,0.2805471420288086,0.2801344096660614,0.21580491960048676,0.2010895311832428,0.44038116931915283,0.24660974740982056,0.253410667181015,0.29184824228286743,0.23916715383529663
700,0.041173260658979416,0.10865619033575058,0.05419022589921951,0.021677695214748383,-0.07185155153274536,0.012074376456439495,0.11421912908554077,-0.006506023928523064,-0.048697639256715775,0.04374608024954796,0.028663093224167824,-0.041940078139305115,0.08850377053022385,0.07553195208311081,0.05153816565871239,0.043576713651418686,0.11527794599533081,0.06594022363424301,0.11240310966968536,0.2465357631444931,0.1795072853565216
megawatt,0.19183655083179474,0.1584736853837967,0.1682581603527069,0.4032074511051178,0.38362228870391846,0.28754299879074097,0.26633915305137634,0.373569518327713,0.25405120849609375,0.19294603168964386,0.13903769850730896,0.2724158763885498,0.9788739681243896,0.39636296033859253,0.4778715670108795,0.4066254198551178,0.2264123409986496,0.3753777742385864,0.3889869451522827,0.28149062395095825,0.2425171136856079
coal-fired,0.1846211850643158,0.241560697555542,0.24627666175365448,0.22945043444633484,0.2511155903339386,0.261091023683548,0.2433546781539917,0.37644535303115845,0.19923172891139984,0.36216863989830017,0.313244491815567,0.2801344096660614,0.3923695683479309,1.0,0.33986303210258484,0.33984193205833435,0.24878807365894318,0.40401944518089294,0.421007364988327,0.332467645406723,0.21273165941238403
power,0.21299073100090027,0.23785550892353058,0.22982899844646454,0.15609677135944366,0.17870287597179413,0.25273123383522034,0.1841331124305725,0.2890745997428894,0.15234114229679108,0.21249571442604065,0.21582826972007751,0.21580491960048676,0.47095179557800293,0.33986303210258484,1.0000001192092896,0.3517554700374603,0.15072456002235413,0.22129546105861664,0.317924439907074,0.15312419831752777,0.15304024517536163
plant,0.2611754834651947,0.24431802332401276,0.2707696259021759,0.19232986867427826,0.2308112233877182,0.26645857095718384,0.25658953189849854,0.3316476047039032,0.2497083991765976,0.2594970166683197,0.20213352143764496,0.2010895311832428,0.40659162402153015,0.33984193205833435,0.3517554700374603,1.0,0.18604038655757904,0.3615984320640564,0.29942840337753296,0.20265266299247742,0.16613075137138367
may,0.2019033581018448,0.22490409016609192,0.29758191108703613,0.139040008187294,0.15710803866386414,0.26447007060050964,0.17360348999500275,0.16756772994995117,0.322792649269104,0.29261529445648193,0.1970296949148178,0.29255667328834534,0.15339741110801697,0.26592329144477844,0.10121020674705505,0.17341649532318115,0.29255861043930054,0.20588842034339905,0.14486752450466156,0.2216375470161438,0.2768254578113556
use,0.2576371729373932,0.39296725392341614,0.3544585704803467,0.23353691399097443,0.21314091980457306,0.2750902473926544,0.2933894097805023,0.2288510650396347,0.3357410430908203,0.7127541303634644,0.21048003435134888,0.30793872475624084,0.2528267502784729,0.2774815261363983,0.23791898787021637,0.22639167308807373,0.47655582427978516,0.295929491519928,0.30894720554351807,0.27948686480522156,0.32795652747154236
about,1.0,0.44264400005340576,0.3800397515296936,0.29662537574768066,0.29568615555763245,0.40939709544181824,0.23832370340824127,0.24728088080883026,0.3532065451145172,0.2304701954126358,0.30091190338134766,0.34171196818351746,0.1698935329914093,0.1846211850643158,0.21299073100090027,0.2611754834651947,0.3312419354915619,0.15107452869415283,0.16853730380535126,0.27307796478271484,0.302409827709198
3600,-0.07694417983293533,-0.20872706174850464,-0.1281328797340393,-0.12864802777767181,-0.041716620326042175,-0.09182735532522202,-0.12404024600982666,0.001170352566987276,-0.02825881354510784,-0.11396726965904236,-0.18053770065307617,-0.14357338845729828,-0.03710298612713814,-0.1112121120095253,-0.14191460609436035,-0.061242830008268356,-0.17647293210029602,-0.11295709758996964,-0.08021479845046997,-0.05696571618318558,-0.2606937289237976
cubic,0.29662537574768066,0.2165861576795578,0.17181307077407837,0.9999999403953552,0.4419451653957367,0.2502745985984802,0.18385952711105347,0.3699619174003601,0.27930498123168945,0.20732414722442627,0.17070280015468597,0.2663540840148926,0.3833305835723877,0.22945043444633484,0.15609677135944366,0.19232986867427826,0.18108433485031128,0.3679445683956146,0.290475070476532,0.22802570462226868,0.2355787307024002
metres,0.3015221655368805,0.13677051663398743,0.19020788371562958,0.48684054613113403,0.7951938509941101,0.21713921427726746,0.12069356441497803,0.3256356120109558,0.2701532244682312,0.19588419795036316,0.1593509316444397,0.25680530071258545,0.31911855936050415,0.24836446344852448,0.14677147567272186,0.1938917338848114,0.19852766394615173,0.2871607542037964,0.23788094520568848,0.18346640467643738,0.11151815950870514
of,0.40939709544181824,0.2480744868516922,0.37253960967063904,0.2502745985984802,0.21603436768054962,1.0,0.2228212207555771,0.2741255462169647,0.4854315221309662,0.3075267970561981,0.3646814823150635,0.5052502155303955,0.2932470440864563,0.261091023683548,0.25273123383522034,0.26645857095718384,0.4185989499092102,0.23131199181079865,0.2464919537305832,0.18256273865699768,0.1826142966747284
make-up,0.23832370340824127,0.24321207404136658,0.20219500362873077,0.18385952711105347,0.09287603199481964,0.2228212207555771,1.0,0.19908909499645233,0.329416960477829,0.2180119752883911,0.18243449926376343,0.3180156350135803,0.29978448152542114,0.2433546781539917,0.1841331124305725,0.25658953189849854,0.23328815400600433,0.2865811586380005,0.2106180191040039,0.21887905895709991,0.26768964529037476
water,0.24728088080883026,0.19594718515872955,0.2702730894088745,0.3699619174003601,0.29645732045173645,0.2741255462169647,0.19908909499645233,0.9999998807907104,0.2879090905189514,0.2721066176891327,0.22562243044376373,0.2979097068309784,0.38410478830337524,0.37644535303115845,0.2890745997428894,0.3316476047039032,0.189085453748703,0.632208526134491,0.4451141655445099,0.249022975564003,0.14731885492801666
every,0.31516337394714355,0.31805798411369324,0.3416140377521515,0.29432767629623413,0.22194987535476685,0.3414052724838257,0.17240296304225922,0.22493945062160492,0.3428492546081543,0.23298116028308868,0.2466849684715271,0.43930745124816895,0.2251192033290863,0.1657201498746872,0.16823655366897583,0.14663374423980713,0.35918429493904114,0.20159810781478882,0.16629406809806824,0.3793744146823883,0.24066033959388733
hour,0.3485011160373688,0.18705321848392487,0.14866091310977936,0.28858354687690735,0.2811456024646759,0.18765881657600403,0.17183110117912292,0.2486855834722519,0.1663486212491989,0.1786116659641266,0.1953791081905365,0.231695756316185,0.2980270981788635,0.3144301772117615,0.22867991030216217,0.18124760687351227,0.23131200671195984,0.22784295678138733,0.18722236156463623,0.664486289024353,0.18463996052742004
for,0.3312419354915619,0.3308170735836029,0.40972793102264404,0.18108433485031128,0.1923324316740036,0.4185989499092102,0.23328815400600433,0.189085453748703,0.43268078565597534,0.4236139953136444,0.3248702883720398,0.44038116931915283,0.22611261904239655,0.24878807365894318,0.15072456002235413,0.18604038655757904,0.9999999403953552,0.209011048078537,0.21203839778900146,0.3357258439064026,0.264628142118454
evaporative,0.15107452869415283,0.2083929181098938,0.20303671061992645,0.3679445683956146,0.2983093559741974,0.23131199181079865,0.2865811586380005,0.632208526134491,0.3083042800426483,0.30364254117012024,0.15102031826972961,0.24660974740982056,0.3723117411136627,0.40401944518089294,0.22129546105861664,0.3615984320640564,0.209011048078537,1.0000001192092896,0.5483213067054749,0.2511717975139618,0.1687430739402771
cooling,0.16853730380535126,0.2554044723510742,0.23378388583660126,0.290475070476532,0.25377437472343445,0.2464919537305832,0.2106180191040039,0.4451141655445099,0.19721323251724243,0.2434728592634201,0.16985099017620087,0.253410667181015,0.38560935854911804,0.421007364988327,0.317924439907074,0.29942840337753296,0.21203839778900146,0.5483213067054749,1.0000001192092896,0.21927876770496368,0.19326604902744293
",",0.3877100944519043,0.22659391164779663,0.40610817074775696,0.20282235741615295,0.2442789524793625,0.4946078956127167,0.31575822830200195,0.26706066727638245,0.4691906273365021,0.3120402991771698,0.3680937886238098,0.427140474319458,0.22655333578586578,0.23391327261924744,0.2231994867324829,0.25194862484931946,0.4464869201183319,0.20298521220684052,0.19767683744430542,0.24675974249839783,0.31091248989105225
but,0.4257524609565735,0.43101516366004944,0.46599987149238586,0.19534017145633698,0.2272873967885971,0.39942997694015503,0.22345061600208282,0.26752299070358276,0.4106791317462921,0.3391169309616089,0.3159136474132538,0.44750767946243286,0.16379113495349884,0.2868831753730774,0.2529909312725067,0.23993328213691711,0.45162561535835266,0.2766399085521698,0.2544744610786438,0.2871134579181671,0.27921953797340393
would,0.2849528193473816,0.43239715695381165,0.33440667390823364,0.22357019782066345,0.17334182560443878,0.3353942930698395,0.2337469458580017,0.22416557371616364,0.33626067638397217,0.35597336292266846,0.28394925594329834,0.398599237203598,0.20513927936553955,0.3549642562866211,0.23216183483600616,0.1720612496137619,0.39877474308013916,0.19533248245716095,0.23624952137470245,0.30308228731155396,0.37178951501846313
need,0.2940417528152466,0.49246230721473694,0.3260347247123718,0.22299931943416595,0.1556876003742218,0.24285943806171417,0.2173590511083603,0.2950000464916229,0.25332385301589966,0.4084407389163971,0.18746642768383026,0.30329999327659607,0.21174854040145874,0.2526041865348816,0.22750256955623627,0.23354320228099823,0.3668079972267151,0.3189305067062378,0.316079318523407,0.32205870747566223,0.40413710474967957
about,1.0,0.44264400005340576,0.3800397515296936,0.29662537574768066,0.29568615555763245,0.40939709544181824,0.23832370340824127,0.24728088080883026,0.3532065451145172,0.2304701954126358,0.30091190338134766,0.34171196818351746,0.1698935329914093,0.1846211850643158,0.21299073100090027,0.2611754834651947,0.3312419354915619,0.15107452869415283,0.16853730380535126,0.27307796478271484,0.302409827709198
twenty,0.2983139753341675,0.1693236380815506,0.28773149847984314,0.2501262128353119,0.2898941934108734,0.30003079771995544,0.04597768932580948,0.1653970330953598,0.18595504760742188,0.15291395783424377,0.24179141223430634,0.20340114831924438,0.21037828922271729,0.2020660638809204,0.11350195854902267,0.09784970432519913,0.2504822909832001,0.13441751897335052,0.09963130205869675,0.2988811135292053,0.10617497563362122
times,0.2546567916870117,0.2685738503932953,0.303416907787323,0.13610124588012695,0.24626825749874115,0.24352745711803436,0.054280318319797516,0.17641599476337433,0.21773184835910797,0.20525412261486053,0.18494531512260437,0.2745400369167328,0.1440550535917282,0.23393699526786804,0.1713876575231552,0.12691549956798553,0.2999500632286072,0.17689579725265503,0.12182747572660446,0.297686904668808,0.18880689144134521
as,0.2989700436592102,0.33782753348350525,0.4070141911506653,0.2033914178609848,0.18891996145248413,0.3886612355709076,0.2474658191204071,0.21305090188980103,0.43216490745544434,0.35160550475120544,0.3815547823905945,0.39550232887268066,0.1830502599477768,0.26558488607406616,0.20748355984687805,0.22260165214538574,0.44774648547172546,0.13738740980625153,0.2078063189983368,0.30024099349975586,0.27043893933296204
much,0.42681634426116943,0.46556615829467773,0.4752063453197479,0.24865691363811493,0.19790273904800415,0.2671096920967102,0.2730415165424347,0.2890187203884125,0.3156087100505829,0.3209210932254791,0.24959969520568848,0.2958075702190399,0.24937330186367035,0.2872583270072937,0.289607435464859,0.24820221960544586,0.2994346022605896,0.29155755043029785,0.2732827067375183,0.30857011675834656,0.23442231118679047
if,0.30191555619239807,0.4917012155056,0.2803558111190796,0.2519764304161072,0.2153400182723999,0.2557544410228729,0.33530429005622864,0.2533992528915405,0.30927813053131104,0.27293628454208374,0.2429230511188507,0.41272827982902527,0.24016903340816498,0.2539680302143097,0.22563044726848602,0.21846534311771393,0.3609124422073364,0.30207186937332153,0.25035741925239563,0.3416561484336853,0.4441644251346588
cooled,0.15864646434783936,0.2147669643163681,0.19705986976623535,0.32505372166633606,0.22787392139434814,0.19355247914791107,0.21970386803150177,0.4562179446220398,0.23219330608844757,0.239468052983284,0.19744561612606049,0.2943320572376251,0.26856255531311035,0.5081343650817871,0.21687084436416626,0.22515563666820526,0.12391802668571472,0.5503851771354675,0.6713497042655945,0.1901112049818039,0.18649987876415253
by,0.30091190338134766,0.34370526671409607,0.3409687578678131,0.17070280015468597,0.15965574979782104,0.3646814823150635,0.18243449926376343,0.22562243044376373,0.3899846076965332,0.27705541253089905,1.0000001192092896,0.32094135880470276,0.14267820119857788,0.313244491815567,0.21582826972007751,0.20213352143764496,0.3248702883720398,0.15102031826972961,0.16985099017620087,0.23691216111183167,0.17966607213020325
river,0.16182227432727814,0.09142279624938965,0.12832623720169067,0.32736435532569885,0.23633918166160583,0.19903257489204407,0.18755562603473663,0.40245044231414795,0.20670881867408752,0.08789447695016861,0.11889402568340302,0.20514865219593048,0.34535571932792664,0.19386182725429535,0.13200804591178894,0.15485277771949768,0.12789757549762726,0.2962442636489868,0.12275930494070053,0.13173434138298035,0.15390869975090027
water,0.24728088080883026,0.19594718515872955,0.2702730894088745,0.3699619174003601,0.29645732045173645,0.2741255462169647,0.19908909499645233,0.9999998807907104,0.2879090905189514,0.2721066176891327,0.22562243044376373,0.2979097068309784,0.38410478830337524,0.37644535303115845,0.2890745997428894,0.3316476047039032,0.189085453748703,0.632208526134491,0.4451141655445099,0.249022975564003,0.14731885492801666
.,0.42038556933403015,0.3287222981452942,0.3974229395389557,0.2537633180618286,0.2345401495695114,0.5352458953857422,0.2878917455673218,0.26634910702705383,0.4569662809371948,0.33111312985420227,0.3936232924461365,0.50484299659729,0.29961875081062317,0.2856251895427704,0.2141435295343399,0.25658002495765686,0.4726039469242096,0.20931899547576904,0.26918044686317444,0.26310643553733826,0.4130953550338745
