,to,what,is,50,kilopascals,equal,?
(,0.30882009863853455,0.2411840260028839,0.35393038392066956,0.03192463144659996,0.2652095854282379,0.20419003069400787,0.40561532974243164
kpa,0.20735129714012146,0.17692479491233826,0.19405466318130493,-0.05964996665716171,0.3345275819301605,0.3344678282737732,0.2370387464761734
),0.31236231327056885,0.26259949803352356,0.37732169032096863,-0.0024984623305499554,0.2628318667411804,0.2060772031545639,0.42300865054130554
",",0.44245919585227966,0.3087472915649414,0.4691906273365021,-0.025195008143782616,0.37014275789260864,0.2120320051908493,0.31091248989105225
equal,0.28325995802879333,0.2397335022687912,0.20287640392780304,0.023096732795238495,0.34272274374961853,0.9999999403953552,0.15421567857265472
to,1.0,0.455847829580307,0.42745086550712585,-0.024239253252744675,0.26242515444755554,0.28325995802879333,0.29463258385658264
about,0.391953706741333,0.47976887226104736,0.3532065451145172,-0.03524140641093254,0.3524601459503174,0.20458774268627167,0.302409827709198
50,-0.024239253252744675,-0.04124141484498978,0.0017694636480882764,0.9999999403953552,-0.08214300125837326,0.023096732795238495,0.030512850731611252
%,0.18513022363185883,0.20738190412521362,0.18672586977481842,-0.11084900051355362,0.17678432166576385,0.24640820920467377,0.21441808342933655
oxygen,0.24193501472473145,0.16781960427761078,0.21825239062309265,-0.03149377182126045,0.22352629899978638,0.17493391036987305,0.16786395013332367
composition,0.22475668787956238,0.2385338991880417,0.21339751780033112,0.033434852957725525,0.20425821840763092,0.2297295331954956,0.12543568015098572
at,0.36524343490600586,0.2838611304759979,0.25906258821487427,-0.018447641283273697,0.27598097920417786,0.17292043566703796,0.21978627145290375
standard,0.1969985067844391,0.22809998691082,0.23514990508556366,-0.0022090363781899214,0.27570608258247375,0.27976182103157043,0.17029257118701935
pressure,0.30812981724739075,0.2625555694103241,0.19239991903305054,-0.12413490563631058,0.32872647047042847,0.26319995522499084,0.142023503780365
or,0.38921234011650085,0.33867141604423523,0.41870999336242676,0.01486697606742382,0.2976188063621521,0.31536635756492615,0.32389625906944275
2.5,-0.21053564548492432,-0.1488470584154129,-0.1598525047302246,0.013970828615128994,-0.01900346763432026,0.01834091544151306,0.058774158358573914
times,0.32875269651412964,0.21414996683597565,0.21773184835910797,0.01790006086230278,0.3125494420528412,0.25759679079055786,0.18880689144134521
the,0.535392165184021,0.42745697498321533,0.5823672413825989,0.03602437674999237,0.30302712321281433,0.21154357492923737,0.22068053483963013
normal,0.32997602224349976,0.32813265919685364,0.2731911838054657,0.03167261555790901,0.2012341320514679,0.34862902760505676,0.19617988169193268
sea-level,0.2907949388027191,0.23725837469100952,0.26011231541633606,-0.0464637354016304,0.2849842607975006,0.179469496011734,0.2430570423603058
o,0.1644444614648819,0.1489914506673813,0.18684464693069458,-0.032012805342674255,0.2038998156785965,0.13879910111427307,0.23868927359580994
2,-0.0836251974105835,-0.049862053245306015,-0.07940074801445007,-0.029662666842341423,-0.09773479402065277,-0.044362250715494156,0.001977203879505396
partial,0.19141130149364471,0.24140220880508423,0.23120467364788055,0.07554307579994202,0.18854466080665588,0.2333209067583084,0.16151700913906097
pressure,0.30812981724739075,0.2625555694103241,0.19239991903305054,-0.12413490563631058,0.32872647047042847,0.26319995522499084,0.142023503780365
of,0.41548454761505127,0.33290785551071167,0.4854315221309662,0.006577443331480026,0.2646131217479706,0.2787107825279236,0.1826142966747284
about,0.391953706741333,0.47976887226104736,0.3532065451145172,-0.03524140641093254,0.3524601459503174,0.20458774268627167,0.302409827709198
21,-0.14846622943878174,-0.09070611000061035,0.014479056932032108,0.026449495926499367,0.04673541337251663,-0.05483677238225937,-0.01186173316091299
kpa,0.20735129714012146,0.17692479491233826,0.19405466318130493,-0.05964996665716171,0.3345275819301605,0.3344678282737732,0.2370387464761734
.,0.4645031690597534,0.3567904531955719,0.4569662809371948,0.04325474053621292,0.34129226207733154,0.25790271162986755,0.4130953550338745
