,what,process,down,the,line,does,rubisco,'s,flaw,interfere,with,?
of,0.33290785551071167,0.23962904512882233,0.23279321193695068,0.733189046382904,0.23765452206134796,0.3119818866252899,0.23561188578605652,-0.03817026689648628,0.20361581444740295,0.19167709350585938,0.41827285289764404,0.1826142966747284
photosynthesis,0.261831134557724,0.4415677785873413,0.21664491295814514,0.27159422636032104,0.1576840728521347,0.2656877040863037,0.45943254232406616,-0.02767784707248211,0.19770464301109314,0.299637109041214,0.19305676221847534,0.1871609091758728
",",0.3087472915649414,0.2061346471309662,0.23362469673156738,0.4933079481124878,0.22637072205543518,0.28617382049560547,0.22536292672157288,-0.0016132977325469255,0.215308278799057,0.22249235212802887,0.4120737314224243,0.31091248989105225
causing,0.24770919978618622,0.23085682094097137,0.3283707797527313,0.2816545367240906,0.1816800981760025,0.30753469467163086,0.2536507546901703,-0.13326315581798553,0.2851889431476593,0.3015003502368927,0.34201884269714355,0.1852436512708664
issues,0.33279702067375183,0.3301037549972534,0.21096397936344147,0.2638932764530182,0.1641613245010376,0.2924714684486389,0.09684855490922928,-0.05637482926249504,0.29992878437042236,0.2962398827075958,0.251447856426239,0.320565789937973
down,0.26226112246513367,0.22283798456192017,1.0,0.3325848877429962,0.21069194376468658,0.24776698648929596,0.21841488778591156,-0.0948290154337883,0.13412754237651825,0.14135964214801788,0.2706494629383087,0.13836295902729034
the,0.42745697498321533,0.264274537563324,0.3325848877429962,1.0,0.29789501428604126,0.35928019881248474,0.27236315608024597,-0.01540423184633255,0.2224152833223343,0.2552265524864197,0.4223487675189972,0.22068053483963013
line,0.2245367169380188,0.164119154214859,0.21069194376468658,0.29789501428604126,1.0000001192092896,0.13757026195526123,0.10579825192689896,-0.06894499808549881,0.14059500396251678,0.1552601456642151,0.18698516488075256,0.16271452605724335
in,0.30808621644973755,0.19851736724376678,0.2321847528219223,0.6662389636039734,0.2258777767419815,0.214483380317688,0.2248697280883789,-0.037580832839012146,0.21587520837783813,0.1947883516550064,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.264274537563324,0.3325848877429962,1.0,0.29789501428604126,0.35928019881248474,0.27236315608024597,-0.01540423184633255,0.2224152833223343,0.2552265524864197,0.4223487675189972,0.22068053483963013
calvin,0.2447197437286377,0.2005436271429062,0.09446975588798523,0.1621416211128235,0.06257357448339462,0.20613723993301392,0.1092502698302269,0.017779262736439705,0.14505627751350403,0.17786991596221924,0.174408420920372,0.2228267937898636
cycle,0.17920038104057312,0.38962501287460327,0.18331047892570496,0.2701641917228699,0.06387010216712952,0.186013326048851,0.2256743162870407,-0.005367895122617483,0.13250119984149933,0.15071356296539307,0.1380273401737213,0.07156776636838913
which,0.5261979103088379,0.3943749964237213,0.36159706115722656,0.6521818041801453,0.2508549988269806,0.39111801981925964,0.3759165108203888,0.03856118768453598,0.27636614441871643,0.33224642276763916,0.46403205394744873,0.25814583897590637
uses,0.1933930367231369,0.21736378967761993,0.1595664918422699,0.2830192744731903,0.17222361266613007,0.45398131012916565,0.23854446411132812,-0.009076601825654507,0.23722124099731445,0.18979160487651825,0.2903013229370117,0.18407079577445984
rubisco,0.18222950398921967,0.35159265995025635,0.21841488778591156,0.27236315608024597,0.10579825192689896,0.19357295334339142,1.0,-0.031817175447940826,0.17689566314220428,0.16613979637622833,0.2618594467639923,0.14757676422595978
.,0.3567904531955719,0.23766504228115082,0.2362249493598938,0.5934505462646484,0.25851553678512573,0.3022993505001068,0.2983836829662323,-0.003708066651597619,0.2151615172624588,0.16051700711250305,0.4446153938770294,0.4130953550338745
