,what,do,isolated,",",spaced,out,graves,of,plague,victims,indicate,?
a,0.3320399522781372,0.26237669587135315,0.24857649207115173,0.427140474319458,0.22280487418174744,0.34264278411865234,0.20031367242336273,0.5052502155303955,0.22077761590480804,0.22410079836845398,0.32298797369003296,0.23916715383529663
burial,0.18476168811321259,0.06583623588085175,0.1457635909318924,0.2167155146598816,0.06934315711259842,0.18170426785945892,0.5382872819900513,0.22971592843532562,0.23971439898014069,0.28774526715278625,0.20275698602199554,0.15331946313381195
pit,0.17791949212551117,0.14078941941261292,0.07066535204648972,0.15678656101226807,0.1983846127986908,0.2603428363800049,0.13948698341846466,0.12475192546844482,0.17898914217948914,0.16774828732013702,0.12728263437747955,0.12017262727022171
in,0.30808621644973755,0.23402775824069977,0.2690384089946747,0.5201468467712402,0.17162339389324188,0.3576207756996155,0.2839863896369934,0.5696388483047485,0.2488756626844406,0.1911110132932663,0.21759656071662903,0.20430970191955566
central,0.17723965644836426,0.17118939757347107,0.20460394024848938,0.2587154507637024,0.11079944670200348,0.12761200964450836,0.16070152819156647,0.3415789008140564,0.12262218445539474,0.17761409282684326,0.13864170014858246,0.14787602424621582
london,0.15188734233379364,0.10302329808473587,0.09636174887418747,0.2571207880973816,0.138860821723938,0.13666942715644836,0.17213192582130432,0.2159106284379959,0.30044928193092346,0.17554797232151031,0.09503176808357239,0.11278104782104492
found,0.1796332150697708,0.19611693918704987,0.2801652252674103,0.27385151386260986,0.1976277232170105,0.22100472450256348,0.26971909403800964,0.2982911467552185,0.22043973207473755,0.17568843066692352,0.2565164268016815,0.16790300607681274
well-preserved,0.2264416515827179,0.4109242856502533,0.2707803249359131,0.25426220893859863,0.19051681458950043,0.16491739451885223,0.20435383915901184,0.282853364944458,0.13142508268356323,0.19896981120109558,0.260058730840683,0.18767483532428741
individuals,0.25709760189056396,0.27612102031707764,0.28501594066619873,0.18873384594917297,0.26103541254997253,0.20215125381946564,0.179653137922287,0.27365922927856445,0.11908790469169617,0.3023782968521118,0.29914939403533936,0.20243582129478455
to,0.455847829580307,0.38876664638519287,0.21428942680358887,0.44245919585227966,0.19996711611747742,0.42386990785598755,0.21795877814292908,0.41548454761505127,0.21845681965351105,0.2319965660572052,0.28129613399505615,0.29463258385658264
be,0.3929833769798279,0.36575672030448914,0.2562582194805145,0.39254459738731384,0.2854403853416443,0.3626708686351776,0.15928219258785248,0.33904364705085754,0.15983276069164276,0.22052477300167084,0.3533998727798462,0.3324260413646698
buried,0.1688523143529892,0.11125370115041733,0.18274140357971191,0.2683870196342468,0.08997592329978943,0.18582767248153687,0.5015345811843872,0.2682875096797943,0.3282872140407562,0.26220113039016724,0.14279329776763916,0.18487362563610077
in,0.30808621644973755,0.23402775824069977,0.2690384089946747,0.5201468467712402,0.17162339389324188,0.3576207756996155,0.2839863896369934,0.5696388483047485,0.2488756626844406,0.1911110132932663,0.21759656071662903,0.20430970191955566
isolated,0.18175481259822845,0.18797802925109863,1.0,0.19693833589553833,0.20697902143001556,0.18344593048095703,0.12318181991577148,0.233377605676651,0.16449828445911407,0.15402407944202423,0.15320560336112976,0.06718844920396805
",",0.3087472915649414,0.3283645510673523,0.19693833589553833,1.0000001192092896,0.22425691783428192,0.3161109685897827,0.25781551003456116,0.4946078956127167,0.2630122900009155,0.1933097541332245,0.21923933923244476,0.31091248989105225
evenly,0.24592803418636322,0.19255007803440094,0.2738107144832611,0.2134273648262024,0.3792373836040497,0.34842967987060547,0.14867638051509857,0.2536168694496155,0.20369604229927063,0.11974266916513443,0.23997187614440918,0.10661140084266663
spaced,0.20288701355457306,0.1915404200553894,0.20697902143001556,0.22425691783428192,1.0000001192092896,0.22431780397891998,0.1415703445672989,0.1785961240530014,0.0781269371509552,0.01534836832433939,0.31463998556137085,0.19201503694057465
graves,0.1975894272327423,0.08726734668016434,0.12318181991577148,0.25781551003456116,0.1415703445672989,0.15752214193344116,1.0,0.26505351066589355,0.29343998432159424,0.43581634759902954,0.10913720726966858,0.1868567168712616
",",0.3087472915649414,0.3283645510673523,0.19693833589553833,1.0000001192092896,0.22425691783428192,0.3161109685897827,0.25781551003456116,0.4946078956127167,0.2630122900009155,0.1933097541332245,0.21923933923244476,0.31091248989105225
suggesting,0.41655999422073364,0.3271312415599823,0.2567504346370697,0.3110730051994324,0.27101078629493713,0.3350432217121124,0.19140633940696716,0.296364426612854,0.16574756801128387,0.16332297027111053,0.34792008996009827,0.3712358772754669
at,0.2838611304759979,0.1511090099811554,0.21364858746528625,0.38314947485923767,0.13254806399345398,0.2881071865558624,0.27559393644332886,0.42558613419532776,0.14142930507659912,0.18728584051132202,0.21031661331653595,0.21978627145290375
least,0.3337163031101227,0.2657918632030487,0.22443130612373352,0.28584957122802734,0.22490862011909485,0.25487110018730164,0.14747576415538788,0.32696738839149475,0.27108481526374817,0.23960232734680176,0.25420722365379333,0.28866854310035706
some,0.4491020441055298,0.4725562036037445,0.2685147821903229,0.42400437593460083,0.25108277797698975,0.4002910256385803,0.23477379977703094,0.4300730526447296,0.2697436809539795,0.23524737358093262,0.29787516593933105,0.2562315762042999
pre-planning,0.32360655069351196,0.29943421483039856,0.17433148622512817,0.3328779935836792,0.22315184772014618,0.3233765661716461,0.19122765958309174,0.3564113676548004,0.19434787333011627,0.2451915442943573,0.1476578265428543,0.2460513710975647
and,0.31309178471565247,0.276123583316803,0.2341340333223343,0.6633074283599854,0.2790592908859253,0.3881998062133789,0.2695764899253845,0.5116966962814331,0.2229994833469391,0.21658702194690704,0.22519426047801971,0.20544172823429108
christian,0.17849333584308624,0.1530228853225708,0.04852762073278427,0.23595517873764038,0.0661565288901329,0.185440793633461,0.1293388456106186,0.23494116961956024,0.19280780851840973,0.1273975968360901,0.08309957385063171,0.1508396863937378
burials,0.18138498067855835,0.09388365596532822,0.1384146511554718,0.2415686547756195,0.08732949197292328,0.1317530870437622,0.5409793853759766,0.23512975871562958,0.2509850561618805,0.31897005438804626,0.16775281727313995,0.15873229503631592
at,0.2838611304759979,0.1511090099811554,0.21364858746528625,0.38314947485923767,0.13254806399345398,0.2881071865558624,0.27559393644332886,0.42558613419532776,0.14142930507659912,0.18728584051132202,0.21031661331653595,0.21978627145290375
this,0.5489566326141357,0.34963881969451904,0.24782711267471313,0.4316047728061676,0.270737886428833,0.34908437728881836,0.16943752765655518,0.45148900151252747,0.2352575808763504,0.22869737446308136,0.3262137770652771,0.3155723512172699
time,0.36319252848625183,0.27283716201782227,0.14344888925552368,0.3029961884021759,0.2270456999540329,0.25965559482574463,0.20939697325229645,0.35127586126327515,0.21858999133110046,0.13864737749099731,0.2558176815509796,0.27391523122787476
.,0.3567904531955719,0.3613996207714081,0.22219684720039368,0.6812511086463928,0.2193194478750229,0.34234723448753357,0.26804935932159424,0.5352458953857422,0.2547653317451477,0.2188129425048828,0.2048257440328598,0.4130953550338745
