,what,did,wiesner,shout,out,in,front,of,the,press,during,a,presentation,by,von,braun,?
'',0.08143015950918198,0.01978493109345436,0.04517137259244919,-0.005189601797610521,0.019159367308020592,0.07432962208986282,-0.024836095049977303,0.13035868108272552,0.041273195296525955,-0.07301908731460571,-0.08359146863222122,0.04890415817499161,-0.03549039736390114,-0.010275691747665405,-0.042250361293554306,-0.02864217385649681,0.018684765323996544
in,0.30808621644973755,0.2593238651752472,0.2684754431247711,0.22076089680194855,0.3576207756996155,1.0,0.22647713124752045,0.5696388483047485,0.6662389636039734,0.17076928913593292,0.4627237319946289,0.539380669593811,0.19460372626781464,0.370934396982193,0.20116294920444489,0.22284942865371704,0.20430970191955566
front,0.19401875138282776,0.16284920275211334,0.15035180747509003,0.24161410331726074,0.2490314543247223,0.22647713124752045,1.0,0.2804802656173706,0.3733479380607605,0.14721021056175232,0.17290957272052765,0.3073227107524872,0.1867029368877411,0.15058107674121857,0.03735772520303726,0.10245528072118759,0.16351862251758575
of,0.33290785551071167,0.2513895630836487,0.2243858128786087,0.13635756075382233,0.34176841378211975,0.5696388483047485,0.2804802656173706,1.0,0.733189046382904,0.2328261137008667,0.3869180977344513,0.5052502155303955,0.2509410083293915,0.3646814823150635,0.19899946451187134,0.16651400923728943,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.27002912759780884,0.22337037324905396,0.39404502511024475,0.6662389636039734,0.3733479380607605,0.733189046382904,1.0,0.2519533634185791,0.4838213622570038,0.5829201340675354,0.27664121985435486,0.4408751428127289,0.21817399561405182,0.18706366419792175,0.22068053483963013
press,0.183354914188385,0.17585355043411255,0.24122276902198792,0.17388801276683807,0.16942083835601807,0.17076928913593292,0.14721021056175232,0.2328261137008667,0.2519533634185791,1.0000001192092896,0.22469991445541382,0.1550007462501526,0.31337791681289673,0.16423705220222473,0.1195719763636589,0.1916729211807251,0.14048311114311218
",",0.3087472915649414,0.3015086054801941,0.37364280223846436,0.2573191821575165,0.3161109685897827,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.4933079481124878,0.27518972754478455,0.3225448727607727,0.427140474319458,0.21531207859516144,0.3680937886238098,0.1878369003534317,0.30214038491249084,0.31091248989105225
during,0.24137552082538605,0.30679523944854736,0.14065852761268616,0.18619687855243683,0.2754679322242737,0.4627237319946289,0.17290957272052765,0.3869180977344513,0.4838213622570038,0.22469991445541382,1.0,0.30341604351997375,0.13984763622283936,0.3220438063144684,0.17498056590557098,0.17893825471401215,0.1325719803571701
a,0.3320399522781372,0.2552328109741211,0.2337254136800766,0.2059304416179657,0.34264278411865234,0.539380669593811,0.3073227107524872,0.5052502155303955,0.5829201340675354,0.1550007462501526,0.30341604351997375,1.0,0.2832745611667633,0.32094135880470276,0.18142175674438477,0.22307884693145752,0.23916715383529663
presentation,0.28562942147254944,0.17648817598819733,0.26875436305999756,0.17560599744319916,0.16521750390529633,0.19460372626781464,0.1867029368877411,0.2509410083293915,0.27664121985435486,0.31337791681289673,0.13984763622283936,0.2832745611667633,1.0,0.22787491977214813,0.19268770515918732,0.13004715740680695,0.17073048651218414
by,0.2455483376979828,0.18574509024620056,0.20859763026237488,0.17046156525611877,0.29497629404067993,0.370934396982193,0.15058107674121857,0.3646814823150635,0.4408751428127289,0.16423705220222473,0.3220438063144684,0.32094135880470276,0.22787491977214813,1.0000001192092896,0.2298409640789032,0.14587123692035675,0.17966607213020325
von,0.18003655970096588,0.22224590182304382,0.5044733881950378,0.208964541554451,0.07438871264457703,0.20116294920444489,0.03735772520303726,0.19899946451187134,0.21817399561405182,0.1195719763636589,0.17498056590557098,0.18142175674438477,0.19268770515918732,0.2298409640789032,1.0,0.5030989646911621,0.13907472789287567
braun,0.14971667528152466,0.22982431948184967,0.5603924989700317,0.15069562196731567,0.09904490411281586,0.22284942865371704,0.10245528072118759,0.16651400923728943,0.18706366419792175,0.1916729211807251,0.17893825471401215,0.22307884693145752,0.13004715740680695,0.14587123692035675,0.5030989646911621,1.0000001192092896,0.2169470489025116
.,0.3567904531955719,0.35288307070732117,0.3238852620124817,0.22220097482204437,0.34234723448753357,0.5591574311256409,0.28043535351753235,0.5352458953857422,0.5934505462646484,0.22295179963111877,0.3485563397407532,0.50484299659729,0.21112069487571716,0.3936232924461365,0.20990465581417084,0.27233871817588806,0.4130953550338745
