,what,symbol,was,employed,until,early,in,the,20th,century,?
which,0.5261979103088379,0.23319460451602936,0.2830964922904968,0.20291191339492798,0.2778668999671936,0.29240089654922485,0.4840516746044159,0.6521818041801453,0.23899522423744202,0.23552611470222473,0.25814583897590637
is,0.28837618231773376,0.24105875194072723,0.5810302495956421,0.1857081949710846,0.23065046966075897,0.18880519270896912,0.5394441485404968,0.5823672413825989,0.2814297676086426,0.20648397505283356,0.22961433231830597
often,0.3849453330039978,0.23218637704849243,0.2700076997280121,0.3318055272102356,0.15963540971279144,0.2987518906593323,0.3380797803401947,0.38004449009895325,0.16746355593204498,0.2701166272163391,0.23748154938220978
written,0.25412634015083313,0.19077228009700775,0.25575822591781616,0.18336811661720276,0.1324564814567566,0.19035513699054718,0.20878943800926208,0.2582438886165619,0.22585855424404144,0.2733071446418762,0.21451954543590546
as,0.31749409437179565,0.23925897479057312,0.3677520453929901,0.289048969745636,0.3237951695919037,0.2809016704559326,0.3887844979763031,0.48381632566452026,0.19359804689884186,0.24608509242534637,0.27043893933296204
``,0.008517155423760414,0.1682797074317932,-0.012679691426455975,0.017454467713832855,0.05368559807538986,0.010582253336906433,0.04765888676047325,0.029072100296616554,0.07129501551389694,0.02234543487429619,0.0685480609536171
rx,0.12489038705825806,0.2159399390220642,0.11046355217695236,0.14472319185733795,0.053027134388685226,0.05460837110877037,0.06150302663445473,0.07458938658237457,0.2150193601846695,0.056996092200279236,0.29442188143730164
'',0.08143015950918198,0.023898368701338768,0.04456103965640068,-0.014261467382311821,-0.12006485462188721,0.022178616374731064,0.07432962208986282,0.041273195296525955,-0.019667156040668488,0.09057682752609253,0.018684765323996544
in,0.30808621644973755,0.1552523821592331,0.45514053106307983,0.2670619785785675,0.38338494300842285,0.34672921895980835,1.0,0.6662389636039734,0.20743919909000397,0.3174034655094147,0.20430970191955566
typed,0.38183286786079407,0.27092263102531433,0.23522822558879852,0.20918577909469604,0.14767920970916748,0.2493642121553421,0.16461609303951263,0.22443455457687378,0.22798039019107819,0.13088712096214294,0.3252226710319519
text,0.2818579077720642,0.12667512893676758,0.13834922015666962,0.08711456507444382,0.1399107128381729,0.14313937723636627,0.12410706281661987,0.23968088626861572,0.22460739314556122,0.1567871868610382,0.263901948928833
.,0.3567904531955719,0.20942500233650208,0.40146201848983765,0.22713787853717804,0.36876651644706726,0.3224305212497711,0.5591574311256409,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
,what,symbol,was,employed,until,early,in,the,20th,century,?
the,0.42745697498321533,0.22023849189281464,0.48711544275283813,0.2112865000963211,0.37191009521484375,0.34442198276519775,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
show,0.29653704166412354,0.24644987285137177,0.20142383873462677,0.18357840180397034,0.23996400833129883,0.23138250410556793,0.27595704793930054,0.319829523563385,0.24894770979881287,0.1606844961643219,0.2520138621330261
globe,0.18803414702415466,0.12044120579957962,0.20021694898605347,0.12162839621305466,0.16852174699306488,0.1348421275615692,0.2465379238128662,0.23490066826343536,0.08137670904397964,0.15807442367076874,0.2011069655418396
was,0.22111038863658905,0.17736507952213287,1.0000001192092896,0.23432216048240662,0.43126991391181946,0.4148794412612915,0.45514053106307983,0.48711544275283813,0.258506178855896,0.3521432876586914,0.18412111699581146
also,0.42747777700424194,0.261477530002594,0.4032125174999237,0.3058798313140869,0.32785749435424805,0.3118421137332916,0.5073733329772949,0.6021018624305725,0.24755780398845673,0.24239669740200043,0.21848613023757935
used,0.27546408772468567,0.3190079927444458,0.23679393529891968,0.4061715006828308,0.15791192650794983,0.24876713752746582,0.3090210556983948,0.3718377649784088,0.18839044868946075,0.29442450404167175,0.22430120408535004
until,0.2693650424480438,0.08532625436782837,0.43126991391181946,0.2001350373029709,1.0,0.36689868569374084,0.38338494300842285,0.37191009521484375,0.1847054660320282,0.3046443462371826,0.20304496586322784
the,0.42745697498321533,0.22023849189281464,0.48711544275283813,0.2112865000963211,0.37191009521484375,0.34442198276519775,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
early,0.2454567849636078,0.12009014934301376,0.4148794412612915,0.18353091180324554,0.36689868569374084,1.0000001192092896,0.34672921895980835,0.34442198276519775,0.17268848419189453,0.4336492121219635,0.15272949635982513
20th,0.1850772649049759,0.2281734198331833,0.258506178855896,0.08367359638214111,0.1847054660320282,0.17268848419189453,0.20743919909000397,0.3097512125968933,1.0,0.2968566119670868,0.14985637366771698
century,0.20422613620758057,0.14721691608428955,0.3521432876586914,0.1781633496284485,0.3046443462371826,0.4336492121219635,0.3174034655094147,0.3617299497127533,0.2968566119670868,1.0,0.1026201918721199
.,0.3567904531955719,0.20942500233650208,0.40146201848983765,0.22713787853717804,0.36876651644706726,0.3224305212497711,0.5591574311256409,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
