,in,which,case,was,a,dutch,national,not,entitled,to,continue,receiving,benefits,when,he,moved,to,belgium,?
dutch,0.17559829354286194,0.12961752712726593,0.07627259194850922,0.2182149887084961,0.1946597695350647,0.9999999403953552,0.13032087683677673,0.17166748642921448,0.056263163685798645,0.1383991241455078,0.09864163398742676,0.14528635144233704,0.14569582045078278,0.13281308114528656,0.2025880664587021,0.08901067823171616,0.1383991241455078,0.4445931911468506,0.1081366017460823
national,0.28915393352508545,0.28337109088897705,0.08690790086984634,0.2433898150920868,0.27889734506607056,0.13032087683677673,1.0000001192092896,0.18304212391376495,0.09394007921218872,0.21067756414413452,0.1043459102511406,0.16365967690944672,0.17455634474754333,0.1649656444787979,0.3107358515262604,0.16445301473140717,0.21067756414413452,0.18618959188461304,0.15643028914928436
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,1.0000001192092896,0.4508470594882965,0.2182149887084961,0.2433898150920868,0.2888734042644501,0.2241649031639099,0.3636345863342285,0.19536785781383514,0.1930893063545227,0.09684896469116211,0.37326499819755554,0.5410010814666748,0.3804442584514618,0.3636345863342285,0.21451419591903687,0.18412111699581146
not,0.3403114080429077,0.46766895055770874,0.3788454234600067,0.2888734042644501,0.3791346549987793,0.17166748642921448,0.18304212391376495,0.9999999403953552,0.2864508330821991,0.5149973034858704,0.41700583696365356,0.20565930008888245,0.34545135498046875,0.4799930453300476,0.29440581798553467,0.1703801304101944,0.5149973034858704,0.1571064442396164,0.41942933201789856
entitled,0.2123948633670807,0.26463383436203003,0.2648524343967438,0.2241649031639099,0.266441285610199,0.056263163685798645,0.09394007921218872,0.2864508330821991,1.0,0.2588021159172058,0.3219774663448334,0.15776289999485016,0.1701941341161728,0.16421282291412354,0.15494225919246674,0.1548667550086975,0.2588021159172058,0.14274999499320984,0.2216128408908844
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.3636345863342285,0.45503583550453186,0.1383991241455078,0.21067756414413452,0.5149973034858704,0.2588021159172058,1.0,0.4441169500350952,0.26238158345222473,0.29057374596595764,0.5423505902290344,0.385390967130661,0.2918468713760376,1.0,0.18273715674877167,0.29463258385658264
continue,0.249076247215271,0.2816554009914398,0.17376498878002167,0.19536785781383514,0.21998350322246552,0.09864163398742676,0.1043459102511406,0.41700583696365356,0.3219774663448334,0.4441169500350952,0.9999999403953552,0.18766120076179504,0.3073572516441345,0.3227532207965851,0.24520494043827057,0.2638598382472992,0.4441169500350952,0.12541355192661285,0.23903685808181763
receiving,0.24162860214710236,0.2786473035812378,0.1919979304075241,0.1930893063545227,0.2866498827934265,0.14528635144233704,0.16365967690944672,0.20565930008888245,0.15776289999485016,0.26238158345222473,0.18766120076179504,1.0,0.27660247683525085,0.30933678150177,0.24101722240447998,0.12813380360603333,0.26238158345222473,0.11989288032054901,0.11734168976545334
incapacity,0.17434507608413696,0.2759457528591156,0.1777345836162567,0.16490738093852997,0.2110910415649414,0.1310204416513443,0.1915208250284195,0.3434333801269531,0.19671809673309326,0.29845812916755676,0.25288599729537964,0.2298678755760193,0.3330291211605072,0.19238050282001495,0.2393595576286316,0.10805922746658325,0.29845812916755676,0.11057595163583755,0.21922603249549866
benefits,0.14132487773895264,0.31010621786117554,0.31164708733558655,0.09684896469116211,0.22249166667461395,0.14569582045078278,0.17455634474754333,0.34545135498046875,0.1701941341161728,0.29057374596595764,0.3073572516441345,0.27660247683525085,1.0,0.1823955923318863,0.13932275772094727,0.03901365399360657,0.29057374596595764,0.10972197353839874,0.25678688287734985
when,0.4431333839893341,0.572554349899292,0.3450794816017151,0.37326499819755554,0.44397395849227905,0.13281308114528656,0.1649656444787979,0.4799930453300476,0.16421282291412354,0.5423505902290344,0.3227532207965851,0.30933678150177,0.1823955923318863,0.9999999403953552,0.39115971326828003,0.33581581711769104,0.5423505902290344,0.1639212965965271,0.22841128706932068
he,0.41690486669540405,0.3415409028530121,0.16707688570022583,0.5410010814666748,0.4393508732318878,0.2025880664587021,0.3107358515262604,0.29440581798553467,0.15494225919246674,0.385390967130661,0.24520494043827057,0.24101722240447998,0.13932275772094727,0.39115971326828003,1.0000001192092896,0.2954341471195221,0.385390967130661,0.1978529691696167,0.2089974731206894
moved,0.3323737680912018,0.18368463218212128,0.14845886826515198,0.3804442584514618,0.22416134178638458,0.08901067823171616,0.16445301473140717,0.1703801304101944,0.1548667550086975,0.2918468713760376,0.2638598382472992,0.12813380360603333,0.03901365399360657,0.33581581711769104,0.2954341471195221,1.0000001192092896,0.2918468713760376,0.18700267374515533,0.15112607181072235
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.3636345863342285,0.45503583550453186,0.1383991241455078,0.21067756414413452,0.5149973034858704,0.2588021159172058,1.0,0.4441169500350952,0.26238158345222473,0.29057374596595764,0.5423505902290344,0.385390967130661,0.2918468713760376,1.0,0.18273715674877167,0.29463258385658264
belgium,0.2803505063056946,0.14005181193351746,0.17539848387241364,0.21451419591903687,0.17649415135383606,0.4445931911468506,0.18618959188461304,0.1571064442396164,0.14274999499320984,0.18273715674877167,0.12541355192661285,0.11989288032054901,0.10972197353839874,0.1639212965965271,0.1978529691696167,0.18700267374515533,0.18273715674877167,1.0,0.1067093089222908
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.45456063747406006,0.427140474319458,0.23674406111240387,0.23933029174804688,0.3769696354866028,0.2173006385564804,0.44245919585227966,0.3163892924785614,0.2561630308628082,0.19544656574726105,0.36674630641937256,0.40251094102859497,0.30661246180534363,0.44245919585227966,0.23520174622535706,0.31091248989105225
because,0.37423941493034363,0.5717213749885559,0.35077354311943054,0.3841400742530823,0.42230045795440674,0.2007678598165512,0.19070009887218475,0.6040527820587158,0.21655653417110443,0.5166091918945312,0.347260057926178,0.22785897552967072,0.3886282444000244,0.6114379167556763,0.3656739592552185,0.23677410185337067,0.5166091918945312,0.15608881413936615,0.2528740465641022
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.5829201340675354,0.1705695390701294,0.32739606499671936,0.4310511648654938,0.2671615183353424,0.535392165184021,0.28966447710990906,0.3056924641132355,0.20434671640396118,0.5091903209686279,0.4571082592010498,0.32031023502349854,0.535392165184021,0.24047598242759705,0.22068053483963013
benefit,0.17319905757904053,0.32965072989463806,0.3068617880344391,0.15674254298210144,0.23359325528144836,0.1305546760559082,0.1980717033147812,0.39115750789642334,0.16375936567783356,0.29776766896247864,0.35672512650489807,0.23030099272727966,0.8205881714820862,0.2032705545425415,0.18668995797634125,0.11567594110965729,0.29776766896247864,0.09968633949756622,0.31136202812194824
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,1.0000001192092896,0.4508470594882965,0.2182149887084961,0.2433898150920868,0.2888734042644501,0.2241649031639099,0.3636345863342285,0.19536785781383514,0.1930893063545227,0.09684896469116211,0.37326499819755554,0.5410010814666748,0.3804442584514618,0.3636345863342285,0.21451419591903687,0.18412111699581146
``,0.04765888676047325,0.05178012326359749,0.15698134899139404,-0.012679691426455975,0.07272057235240936,0.04838523641228676,0.0037908339872956276,0.09406080842018127,-0.10594924539327621,0.06720756739377975,0.029074611142277718,0.06319744139909744,0.04943598434329033,0.07174111902713776,0.05585138872265816,-0.027146652340888977,0.06720756739377975,0.136299267411232,0.0685480609536171
closely,0.2138943076133728,0.33799082040786743,0.1880813091993332,0.20436210930347443,0.18793180584907532,0.09073498100042343,0.14889918267726898,0.25779932737350464,0.08725875616073608,0.34768539667129517,0.2389320433139801,0.06354732811450958,0.21639320254325867,0.2098981738090515,0.1568928211927414,0.19555988907814026,0.34768539667129517,0.07742094993591309,0.08341413736343384
linked,0.21849478781223297,0.35208654403686523,0.24912838637828827,0.16907820105552673,0.2052881270647049,0.11192663013935089,0.12041427940130234,0.3072676956653595,0.22658829391002655,0.25303661823272705,0.21991737186908722,0.11705641448497772,0.24038532376289368,0.2096724510192871,0.13813897967338562,0.21385706961154938,0.25303661823272705,0.11588019877672195,0.22991526126861572
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.3636345863342285,0.45503583550453186,0.1383991241455078,0.21067756414413452,0.5149973034858704,0.2588021159172058,1.0,0.4441169500350952,0.26238158345222473,0.29057374596595764,0.5423505902290344,0.385390967130661,0.2918468713760376,1.0,0.18273715674877167,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.5829201340675354,0.1705695390701294,0.32739606499671936,0.4310511648654938,0.2671615183353424,0.535392165184021,0.28966447710990906,0.3056924641132355,0.20434671640396118,0.5091903209686279,0.4571082592010498,0.32031023502349854,0.535392165184021,0.24047598242759705,0.22068053483963013
socio-economic,0.2333565652370453,0.2532214820384979,0.23724816739559174,0.2159825563430786,0.25944697856903076,0.07630409300327301,0.24513985216617584,0.20094582438468933,0.22679388523101807,0.2599520981311798,0.22411391139030457,0.12987226247787476,0.3979155421257019,0.17277391254901886,0.1988997459411621,0.1479269415140152,0.2599520981311798,0.16909480094909668,0.19112977385520935
situation,0.2606582045555115,0.33094364404678345,0.38342398405075073,0.22571983933448792,0.2909733057022095,0.14943502843379974,0.1298619508743286,0.3623059391975403,0.24418102204799652,0.3826505243778229,0.27655893564224243,0.19371473789215088,0.34859275817871094,0.35674718022346497,0.24277585744857788,0.17311851680278778,0.3826505243778229,0.15944164991378784,0.2714049518108368
'',0.07432962208986282,-0.03332270681858063,-0.030417632311582565,0.04456103965640068,0.04890415817499161,-0.0020182228181511164,0.012035216204822063,0.04262445494532585,-0.004340342711657286,-0.009905828163027763,-0.10451452434062958,-0.07744016498327255,-0.0028061349876224995,-0.07688097655773163,0.039060186594724655,0.02362472005188465,-0.009905828163027763,-0.05093461275100708,0.018684765323996544
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.4069072902202606,0.5052502155303955,0.14408773183822632,0.3314673602581024,0.3307090103626251,0.2524459660053253,0.41548454761505127,0.19578875601291656,0.2806481420993805,0.1838720440864563,0.3757161796092987,0.38706058263778687,0.22242598235607147,0.41548454761505127,0.2526414394378662,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.5829201340675354,0.1705695390701294,0.32739606499671936,0.4310511648654938,0.2671615183353424,0.535392165184021,0.28966447710990906,0.3056924641132355,0.20434671640396118,0.5091903209686279,0.4571082592010498,0.32031023502349854,0.535392165184021,0.24047598242759705,0.22068053483963013
netherlands,0.28237903118133545,0.20309802889823914,0.17546753585338593,0.2328115999698639,0.22332750260829926,0.6723145842552185,0.24691219627857208,0.17315733432769775,0.11559579521417618,0.18099384009838104,0.08763158321380615,0.157034233212471,0.17431962490081787,0.19556021690368652,0.20538878440856934,0.15509063005447388,0.18099384009838104,0.6624670624732971,0.09310898929834366
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.40146201848983765,0.50484299659729,0.2196396291255951,0.29436907172203064,0.4824007451534271,0.19482605159282684,0.4645031690597534,0.2855175733566284,0.277229905128479,0.21302923560142517,0.475719153881073,0.38061028718948364,0.3228634297847748,0.4645031690597534,0.23652605712413788,0.4130953550338745
