,by,199,how,many,universities,were,connected
universities,0.1998378038406372,0.22434595227241516,0.13380388915538788,0.296996146440506,0.9999999403953552,0.18248139321804047,0.20243345201015472
and,0.4289871156215668,0.03946424275636673,0.33647966384887695,0.5296266674995422,0.3038506805896759,0.42175528407096863,0.2646467387676239
research,0.1734425127506256,0.060698118060827255,0.22275793552398682,0.24523742496967316,0.43150097131729126,0.16198860108852386,0.14974606037139893
and,0.4289871156215668,0.03946424275636673,0.33647966384887695,0.5296266674995422,0.3038506805896759,0.42175528407096863,0.2646467387676239
engineering,0.18994241952896118,0.04872850328683853,0.20084184408187866,0.26118040084838867,0.369843453168869,0.18269868195056915,0.21035052835941315
institutions,0.1569143533706665,0.2369372397661209,0.2266826033592224,0.3441540002822876,0.5808476805686951,0.2120121717453003,0.20663979649543762
via,0.284832626581192,0.04409356787800789,0.13460594415664673,0.1894320696592331,0.16118383407592773,0.11589916050434113,0.2814539670944214
12,0.1047397255897522,0.07698508352041245,0.10959922522306442,0.1780882626771927,0.06886741518974304,0.1640433669090271,0.16591784358024597
national,0.19307640194892883,0.20287103950977325,0.13248363137245178,0.21160955727100372,0.30095192790031433,0.13822269439697266,0.10498207062482834
points,0.19753165543079376,0.029545117169618607,0.22446410357952118,0.17477619647979736,0.21495476365089417,0.18511919677257538,0.2139572650194168
of,0.3646814823150635,0.08659318834543228,0.2480744868516922,0.37253960967063904,0.29948264360427856,0.34038281440734863,0.2951911687850952
presence,0.2038949877023697,0.006730584427714348,0.18854846060276031,0.2838108241558075,0.15196502208709717,0.2110743224620819,0.2072065770626068
with,0.39731505513191223,0.0013148681027814746,0.3525622487068176,0.35744401812553406,0.178697869181633,0.3179011940956116,0.28264787793159485
ds-3,0.17874683439731598,-0.03807157650589943,0.07161498069763184,0.05703810229897499,0.1126462072134018,0.11528351157903671,0.13975955545902252
(,0.20696312189102173,0.10008218139410019,0.1676948219537735,0.1455259770154953,0.18685288727283478,0.14743882417678833,0.17766018211841583
45,0.004561985842883587,-0.03695463761687279,-0.032615967094898224,0.02003762125968933,0.041759099811315536,0.005363432224839926,-0.06598275154829025
mbit/s,0.1462659239768982,0.03210048750042915,0.2423531711101532,0.16138967871665955,0.218510702252388,0.09125857055187225,0.32812613248825073
),0.2151763141155243,0.11894912272691727,0.17939934134483337,0.16602720320224762,0.19644148647785187,0.1566188633441925,0.19700931012630463
",",0.3680937886238098,0.16871021687984467,0.22659391164779663,0.40610817074775696,0.2774002254009247,0.36755475401878357,0.2201492041349411
oc-3c,0.01531931385397911,0.03979473561048508,-0.01883344165980816,0.03926354646682739,0.10397176444530487,0.01668613590300083,0.06628298759460449
(,0.20696312189102173,0.10008218139410019,0.1676948219537735,0.1455259770154953,0.18685288727283478,0.14743882417678833,0.17766018211841583
155,0.028605004772543907,-0.1156323254108429,0.00834349263459444,0.01141009759157896,0.009121102280914783,0.029271814972162247,0.1974262297153473
mbit/s,0.1462659239768982,0.03210048750042915,0.2423531711101532,0.16138967871665955,0.218510702252388,0.09125857055187225,0.32812613248825073
),0.2151763141155243,0.11894912272691727,0.17939934134483337,0.16602720320224762,0.19644148647785187,0.1566188633441925,0.19700931012630463
",",0.3680937886238098,0.16871021687984467,0.22659391164779663,0.40610817074775696,0.2774002254009247,0.36755475401878357,0.2201492041349411
and,0.4289871156215668,0.03946424275636673,0.33647966384887695,0.5296266674995422,0.3038506805896759,0.42175528407096863,0.2646467387676239
oc-12c,0.15479706227779388,0.08833574503660202,0.11724288761615753,0.09255146980285645,0.17612706124782562,0.05022691935300827,0.10550783574581146
(,0.20696312189102173,0.10008218139410019,0.1676948219537735,0.1455259770154953,0.18685288727283478,0.14743882417678833,0.17766018211841583
622,-0.022447407245635986,0.310331791639328,-0.07545766234397888,-0.0902673676609993,-0.050827644765377045,0.03652685135602951,-0.04904911667108536
mbit/s,0.1462659239768982,0.03210048750042915,0.2423531711101532,0.16138967871665955,0.218510702252388,0.09125857055187225,0.32812613248825073
),0.2151763141155243,0.11894912272691727,0.17939934134483337,0.16602720320224762,0.19644148647785187,0.1566188633441925,0.19700931012630463
links,0.17572447657585144,0.11921846121549606,0.28953492641448975,0.29037967324256897,0.17472334206104279,0.18301637470722198,0.2859880328178406
on,0.33887791633605957,0.03921946510672569,0.32655060291290283,0.32520127296447754,0.18397578597068787,0.2774328887462616,0.2489919811487198
an,0.2719563841819763,0.025369595736265182,0.2520636022090912,0.2465583086013794,0.17611955106258392,0.08893381804227829,0.14289559423923492
all,0.2944089472293854,0.09984759986400604,0.3725806474685669,0.5443700551986694,0.26912349462509155,0.4387909770011902,0.22835172712802887
oc-12c,0.15479706227779388,0.08833574503660202,0.11724288761615753,0.09255146980285645,0.17612706124782562,0.05022691935300827,0.10550783574581146
backbone,0.1783527433872223,-0.05658794566988945,0.1912868618965149,0.28277698159217834,0.16729439795017242,0.11607558280229568,0.3777904212474823
",",0.3680937886238098,0.16871021687984467,0.22659391164779663,0.40610817074775696,0.2774002254009247,0.36755475401878357,0.2201492041349411
a,0.32094135880470276,0.023409485816955566,0.29312583804130554,0.2872205972671509,0.21368376910686493,0.17203083634376526,0.24938417971134186
substantial,0.21658311784267426,0.08531700074672699,0.2740956246852875,0.33162087202072144,0.18731042742729187,0.2671002447605133,0.1630679816007614
engineering,0.18994241952896118,0.04872850328683853,0.20084184408187866,0.26118040084838867,0.369843453168869,0.18269868195056915,0.21035052835941315
feat,0.09348209202289581,-0.018781790509819984,0.1629800945520401,0.09199833124876022,0.03986094146966934,0.15089163184165955,0.015778010711073875
for,0.3248702883720398,0.07552508264780045,0.3308170735836029,0.40972793102264404,0.2253284901380539,0.33592689037323,0.11114766448736191
that,0.37496164441108704,0.042952850461006165,0.557814359664917,0.5391656160354614,0.19889220595359802,0.35517072677612305,0.29687508940696716
time,0.26502725481987,0.07850544154644012,0.35346719622612,0.3523001968860626,0.21804486215114594,0.3104150593280792,0.15903685986995697
.,0.3936232924461365,0.08854688704013824,0.3287222981452942,0.3974229395389557,0.2545505464076996,0.3378238379955292,0.2379520833492279
