,how,was,sadat,rewarded,by,the,islamists,for,his,attempts,to,bring,egypt,into,modern,times,and,civilization,?
gentlemen,0.2137478142976761,0.19386355578899384,0.17187395691871643,0.24739529192447662,0.1423480063676834,0.18846170604228973,0.19316977262496948,0.27211833000183105,0.23038019239902496,0.061497051268815994,0.2518925964832306,0.2021087110042572,0.17084583640098572,0.11750669777393341,0.14287395775318146,0.191221222281456,0.27658799290657043,0.13052155077457428,0.18206772208213806
's,-0.026164190843701363,0.008974763564765453,-0.013392134569585323,0.006338473875075579,-0.010884488001465797,-0.01540423184633255,0.018581682816147804,-0.07241261005401611,0.047556519508361816,0.0594070665538311,0.03782717138528824,0.03623991087079048,0.068876713514328,0.00961404386907816,0.03816800191998482,-0.048017483204603195,0.06895173341035843,0.04152505099773407,-0.023395681753754616
agreement,0.21985773742198944,0.23975293338298798,0.23787879943847656,0.20798105001449585,0.19332832098007202,0.2490699142217636,0.2417900115251541,0.20913051068782806,0.1892467588186264,0.21460363268852234,0.2757699489593506,0.20804719626903534,0.17604604363441467,0.14065083861351013,0.08563017100095749,0.12251339852809906,0.22375741600990295,0.15583273768424988,0.15830197930335999
'',-0.0029843549709767103,0.04456103965640068,0.00660477951169014,0.02323286607861519,-0.010275691747665405,0.041273195296525955,-0.03431199491024017,-0.04479556903243065,0.016508836299180984,-0.051512669771909714,-0.009905828163027763,-0.038330309092998505,-0.069515660405159,-0.043979667127132416,0.0925660952925682,-0.032459624111652374,0.021612688899040222,0.0004908173577859998,0.018684765323996544
between,0.2747800648212433,0.24048170447349548,0.12740693986415863,0.1033235564827919,0.28115302324295044,0.39067012071609497,0.1637163609266281,0.24671313166618347,0.15603972971439362,0.18775208294391632,0.3639189600944519,0.1903868317604065,0.13891057670116425,0.30393290519714355,0.1578367054462433,0.2427930384874344,0.40645647048950195,0.1892412304878235,0.12887074053287506
sadat,0.15242356061935425,0.25343289971351624,0.9999999403953552,0.220039963722229,0.20625722408294678,0.274522602558136,0.4798591136932373,0.24794068932533264,0.29460886120796204,0.18925517797470093,0.16968092322349548,0.16368815302848816,0.50239098072052,0.08466566354036331,0.16139256954193115,0.1538204699754715,0.2117219865322113,0.24328409135341644,0.2286619395017624
and,0.33647966384887695,0.3740963041782379,0.2117219865322113,0.2048105150461197,0.4289871156215668,0.5171257257461548,0.24194714426994324,0.5064792633056641,0.4234102666378021,0.2632209062576294,0.48971283435821533,0.33058565855026245,0.25949424505233765,0.36597734689712524,0.3277876079082489,0.2611900568008423,1.0,0.25433996319770813,0.20544172823429108
islamists,0.22976233065128326,0.20672175288200378,0.4798591136932373,0.19957435131072998,0.2683607339859009,0.2982981204986572,1.0000001192092896,0.1905992031097412,0.1916450709104538,0.31189700961112976,0.28735893964767456,0.25144439935684204,0.41131311655044556,0.1839437186717987,0.22458021342754364,0.16799846291542053,0.24194714426994324,0.2381228804588318,0.17165705561637878
broke,0.1662852168083191,0.40025556087493896,0.16719688475131989,0.1785980612039566,0.22788217663764954,0.3315005600452423,0.2182645946741104,0.20526406168937683,0.31755274534225464,0.21893738210201263,0.19813083112239838,0.33575376868247986,0.1315397322177887,0.2672217786312103,0.1267191767692566,0.18501651287078857,0.28792622685432434,0.14040598273277283,0.11610469967126846
down,0.26204726099967957,0.19277216494083405,0.12970168888568878,0.14706669747829437,0.27259311079978943,0.3325848877429962,0.23661071062088013,0.22538931667804718,0.21882498264312744,0.18832093477249146,0.33130598068237305,0.27104702591896057,0.1719960868358612,0.3880231976509094,0.1258498877286911,0.22300732135772705,0.2760816216468811,0.13988983631134033,0.13836295902729034
in,0.2601168751716614,0.45514053106307983,0.21590189635753632,0.21160532534122467,0.370934396982193,0.6662389636039734,0.19650150835514069,0.4322226941585541,0.3598145842552185,0.17033050954341888,0.45010748505592346,0.2299850881099701,0.21889975666999817,0.38021373748779297,0.29808807373046875,0.2427823841571808,0.4954058527946472,0.2539329528808594,0.20430970191955566
1975,0.21426372230052948,0.25630512833595276,0.12011927366256714,0.19337581098079681,0.21665683388710022,0.3418796956539154,0.06829755008220673,0.19673505425453186,0.2657386362552643,0.07723427563905716,0.285717248916626,0.2185508757829666,0.10424603521823883,0.3002672493457794,0.05525762215256691,0.21468713879585266,0.3077165186405182,0.1032465398311615,0.19593262672424316
but,0.43101516366004944,0.36023372411727905,0.18356503546237946,0.28081873059272766,0.3159136474132538,0.4859698414802551,0.29694437980651855,0.45162561535835266,0.38552024960517883,0.2655360698699951,0.5542377829551697,0.3581617772579193,0.19861428439617157,0.34283459186553955,0.24492846429347992,0.32389870285987854,0.5762497186660767,0.2283303588628769,0.27921953797340393
not,0.4869767427444458,0.2888734042644501,0.19879235327243805,0.26229387521743774,0.291808545589447,0.4310511648654938,0.3051680028438568,0.39280617237091064,0.2710725963115692,0.23930291831493378,0.5149973034858704,0.3038146197795868,0.21127046644687653,0.2764923572540283,0.20307135581970215,0.22012482583522797,0.39099299907684326,0.18969576060771942,0.41942933201789856
before,0.33293965458869934,0.38607707619667053,0.27985626459121704,0.19093233346939087,0.37709173560142517,0.45900648832321167,0.21529291570186615,0.44347289204597473,0.358011394739151,0.24356424808502197,0.4190867841243744,0.2181665599346161,0.1885400265455246,0.3528679311275482,0.2096414566040039,0.3115774989128113,0.3518902659416199,0.2532635033130646,0.2507109045982361
islamists,0.22976233065128326,0.20672175288200378,0.4798591136932373,0.19957435131072998,0.2683607339859009,0.2982981204986572,1.0000001192092896,0.1905992031097412,0.1916450709104538,0.31189700961112976,0.28735893964767456,0.25144439935684204,0.41131311655044556,0.1839437186717987,0.22458021342754364,0.16799846291542053,0.24194714426994324,0.2381228804588318,0.17165705561637878
came,0.24875548481941223,0.4994563162326813,0.1570926010608673,0.18765223026275635,0.17827941477298737,0.39390382170677185,0.24308986961841583,0.2774851322174072,0.3519517481327057,0.19519542157649994,0.3111628592014313,0.39807042479515076,0.18804287910461426,0.2940423786640167,0.2527238130569458,0.2307429015636444,0.3049735128879547,0.24782364070415497,0.1739392727613449
to,0.44169697165489197,0.3636345863342285,0.16968092322349548,0.2792680859565735,0.33534231781959534,0.535392165184021,0.28735893964767456,0.4451248347759247,0.3715193271636963,0.42883816361427307,1.0,0.4213464558124542,0.2233564704656601,0.38810545206069946,0.193939670920372,0.32875269651412964,0.48971283435821533,0.2131376415491104,0.29463258385658264
completely,0.3241038918495178,0.26666659116744995,0.08837556093931198,0.11153684556484222,0.30940836668014526,0.342624306678772,0.21342751383781433,0.24227316677570343,0.24606558680534363,0.23449017107486725,0.3738563656806946,0.18187248706817627,0.08155398070812225,0.3118775486946106,0.1544872373342514,0.13495615124702454,0.3380265533924103,0.22301416099071503,0.17155995965003967
dominate,0.19172081351280212,0.16571126878261566,0.07307808846235275,0.14425444602966309,0.22817941009998322,0.3102695643901825,0.26761093735694885,0.1787804216146469,0.1505437195301056,0.1915997564792633,0.276837021112442,0.323379784822464,0.1540842205286026,0.2005872279405594,0.2263338416814804,0.1729615032672882,0.29325994849205017,0.27789703011512756,0.11002932488918304
university,0.12992997467517853,0.290752112865448,0.19007843732833862,0.14301936328411102,0.1929011344909668,0.263973206281662,0.183798149228096,0.18573740124702454,0.22286750376224518,0.16461029648780823,0.20192374289035797,0.10706034302711487,0.19120143353939056,0.12447744607925415,0.1981702744960785,0.12796874344348907,0.2665814459323883,0.2099217176437378,0.11887256056070328
student,0.22541755437850952,0.26442357897758484,0.24381238222122192,0.2021484076976776,0.170615091919899,0.21259291470050812,0.2223542481660843,0.20500831305980682,0.2919376790523529,0.17916558682918549,0.21220189332962036,0.1410590559244156,0.15436890721321106,0.1238897368311882,0.11764070391654968,0.12601238489151,0.2391568422317505,0.14579525589942932,0.13282090425491333
unions,0.21095287799835205,0.14937478303909302,0.22163331508636475,0.23843079805374146,0.16607818007469177,0.2158300280570984,0.42154020071029663,0.22900688648223877,0.15341176092624664,0.18980394303798676,0.22561654448509216,0.16860364377498627,0.1797804832458496,0.23396603763103485,0.15553872287273407,0.18579037487506866,0.3006387948989868,0.15704339742660522,0.1424994021654129
.,0.3287222981452942,0.40146201848983765,0.2527462840080261,0.23058851063251495,0.3936232924461365,0.5934505462646484,0.22075964510440826,0.4726039469242096,0.3119256794452667,0.1988128274679184,0.4645031690597534,0.2875753343105316,0.2821582555770874,0.26250120997428894,0.22790057957172394,0.2891986668109894,0.588965117931366,0.23833215236663818,0.4130953550338745
