,how,were,enemy,prisoners,used,tactically,by,mongol,armies,?
for,0.3308170735836029,0.33592689037323,0.2007458657026291,0.2967468500137329,0.4236139953136444,0.2640935480594635,0.3248702883720398,0.1556200236082077,0.1835252195596695,0.264628142118454
cities,0.10434838384389877,0.2273229956626892,0.08903004229068756,0.1954379379749298,0.1753334403038025,0.08503785729408264,0.14042139053344727,0.19590207934379578,0.2288758009672165,0.13339310884475708
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
towns,0.049285225570201874,0.27066606283187866,0.08072564005851746,0.22744201123714447,0.1362784206867218,0.14793390035629272,0.13610881567001343,0.10809022933244705,0.23495592176914215,0.1348545402288437
by,0.34370526671409607,0.4406847059726715,0.27620482444763184,0.24220897257328033,0.27705541253089905,0.34069597721099854,1.0000001192092896,0.1995033621788025,0.2393488734960556,0.17966607213020325
diverting,0.18482257425785065,0.19083629548549652,0.3406482934951782,0.22346018254756927,0.2643955647945404,0.31641915440559387,0.21444284915924072,0.18835324048995972,0.17642691731452942,0.1468629091978073
certain,0.47261449694633484,0.2825849652290344,0.16517460346221924,0.24378539621829987,0.43159982562065125,0.2744109332561493,0.28917592763900757,0.18406303226947784,0.17350487411022186,0.2516106069087982
rivers,0.09591802209615707,0.1827416718006134,0.12872210144996643,0.16567111015319824,0.11557766795158386,0.05195856839418411,0.17008231580257416,0.20323389768600464,0.2669053077697754,0.15866327285766602
",",0.22659391164779663,0.36755475401878357,0.18225997686386108,0.255770206451416,0.3120402991771698,0.17001980543136597,0.3680937886238098,0.2229510098695755,0.2557220757007599,0.31091248989105225
taking,0.23024597764015198,0.18896862864494324,0.22887612879276276,0.25253498554229736,0.2416805624961853,0.25754398107528687,0.19618463516235352,0.19820794463157654,0.2159952074289322,0.19960761070251465
enemy,0.1915125995874405,0.22314204275608063,1.0,0.350864052772522,0.17016437649726868,0.4310314953327179,0.27620482444763184,0.24240630865097046,0.41547465324401855,0.09557300060987473
prisoners,0.20491479337215424,0.3973233699798584,0.350864052772522,1.0000001192092896,0.25309982895851135,0.2020394504070282,0.24220897257328033,0.12605738639831543,0.3758377134799957,0.15790729224681854
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
driving,0.20579536259174347,0.18524359166622162,0.2577146887779236,0.2273837774991989,0.20850183069705963,0.20544591546058655,0.17958737909793854,0.11419109255075455,0.18230998516082764,0.0902169942855835
them,0.5142028331756592,0.4602346122264862,0.3261013925075531,0.37039390206336975,0.35850977897644043,0.3338044583797455,0.35830166935920715,0.2579866647720337,0.3567352890968323,0.35435691475868225
in,0.2601168751716614,0.3815755248069763,0.17286726832389832,0.2508719265460968,0.3090210556983948,0.20094230771064758,0.370934396982193,0.16958336532115936,0.23347583413124084,0.20430970191955566
front,0.13870811462402344,0.17649376392364502,0.2758867144584656,0.23220263421535492,0.19189001619815826,0.17643658816814423,0.15058107674121857,0.16095870733261108,0.27560439705848694,0.16351862251758575
of,0.2480744868516922,0.34038281440734863,0.2035287618637085,0.24830745160579681,0.3075267970561981,0.18670961260795593,0.3646814823150635,0.22712039947509766,0.251925528049469,0.1826142966747284
the,0.33890387415885925,0.3906462490558624,0.2552780210971832,0.2337981015443802,0.3718377649784088,0.3009285628795624,0.4408751428127289,0.2924198508262634,0.33505764603614807,0.22068053483963013
army,0.13502483069896698,0.2540908753871918,0.41409245133399963,0.35212525725364685,0.14117006957530975,0.3202780485153198,0.2323688417673111,0.27053940296173096,0.6871604323387146,0.180583193898201
",",0.22659391164779663,0.36755475401878357,0.18225997686386108,0.255770206451416,0.3120402991771698,0.17001980543136597,0.3680937886238098,0.2229510098695755,0.2557220757007599,0.31091248989105225
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
adopting,0.23638546466827393,0.20771948993206024,0.14184658229351044,0.16761553287506104,0.22305238246917725,0.1786927580833435,0.1983257234096527,0.2088821679353714,0.21326906979084015,0.21285787224769592
new,0.20832711458206177,0.21711495518684387,0.14919081330299377,0.12473984062671661,0.154256209731102,0.11354570090770721,0.25394493341445923,0.14177319407463074,0.16034503281116486,0.14782847464084625
ideas,0.41118893027305603,0.26104360818862915,0.19192713499069214,0.21435940265655518,0.23973575234413147,0.14911746978759766,0.2588382065296173,0.18448598682880402,0.2220013588666916,0.2857283353805542
",",0.22659391164779663,0.36755475401878357,0.18225997686386108,0.255770206451416,0.3120402991771698,0.17001980543136597,0.3680937886238098,0.2229510098695755,0.2557220757007599,0.31091248989105225
techniques,0.30078184604644775,0.19044029712677002,0.20802229642868042,0.2259453684091568,0.4199719727039337,0.29055601358413696,0.2220638394355774,0.14079231023788452,0.127865269780159,0.1533757448196411
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
tools,0.364521324634552,0.22015118598937988,0.19315554201602936,0.21835532784461975,0.34525635838508606,0.21696510910987854,0.08353353291749954,0.1357872039079666,0.17014142870903015,0.30193743109703064
from,0.22939439117908478,0.29991888999938965,0.1659003347158432,0.240474134683609,0.25821518898010254,0.09455204755067825,0.3373257517814636,0.2123146951198578,0.13947497308254242,0.19969791173934937
the,0.33890387415885925,0.3906462490558624,0.2552780210971832,0.2337981015443802,0.3718377649784088,0.3009285628795624,0.4408751428127289,0.2924198508262634,0.33505764603614807,0.22068053483963013
people,0.2932034730911255,0.35862088203430176,0.1271398961544037,0.40561768412590027,0.2769155204296112,0.13701824843883514,0.20350977778434753,0.1850784718990326,0.22195647656917572,0.23739641904830933
they,0.43247655034065247,0.5580583214759827,0.1944514364004135,0.3395736813545227,0.37411078810691833,0.26386210322380066,0.3391372263431549,0.21323534846305847,0.30055537819862366,0.2753053903579712
conquered,0.1334296017885208,0.3389958441257477,0.22146037220954895,0.28188812732696533,0.14568547904491425,0.20423777401447296,0.2664005160331726,0.4539201557636261,0.4539634585380554,0.12499574571847916
",",0.22659391164779663,0.36755475401878357,0.18225997686386108,0.255770206451416,0.3120402991771698,0.17001980543136597,0.3680937886238098,0.2229510098695755,0.2557220757007599,0.31091248989105225
particularly,0.33471497893333435,0.29172655940055847,0.19315603375434875,0.18445751070976257,0.37769636511802673,0.3150240182876587,0.2482723891735077,0.06540533900260925,0.16977648437023163,0.2644225060939789
in,0.2601168751716614,0.3815755248069763,0.17286726832389832,0.2508719265460968,0.3090210556983948,0.20094230771064758,0.370934396982193,0.16958336532115936,0.23347583413124084,0.20430970191955566
employing,0.2604271173477173,0.24849674105644226,0.26684218645095825,0.259069561958313,0.3733663856983185,0.29208439588546753,0.25425076484680176,0.16509558260440826,0.18323300778865814,0.162472665309906
muslim,0.15612904727458954,0.21627043187618256,0.18690429627895355,0.218490332365036,0.12681247293949127,0.1520317792892456,0.18139012157917023,0.3543543815612793,0.26161500811576843,0.17456822097301483
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
chinese,0.21388240158557892,0.22925853729248047,0.10925967991352081,0.1919548064470291,0.2649657428264618,0.1713181436061859,0.17456965148448944,0.3877440094947815,0.19183601438999176,0.20843194425106049
siege,0.08000341802835464,0.21970319747924805,0.32831406593322754,0.35244545340538025,0.04137276113033295,0.25248709321022034,0.1746872216463089,0.341903954744339,0.444247305393219,0.07257505506277084
engines,0.1776673048734665,0.27072596549987793,0.19025056064128876,0.19150198996067047,0.2519303560256958,0.25045523047447205,0.18518580496311188,0.22080589830875397,0.18967995047569275,0.18940703570842743
and,0.33647966384887695,0.42175528407096863,0.23492933809757233,0.244662344455719,0.3150506615638733,0.19081652164459229,0.4289871156215668,0.21553155779838562,0.25451672077178955,0.20544172823429108
engineers,0.24742470681667328,0.3026007413864136,0.250841349363327,0.28070831298828125,0.2582535147666931,0.2069089412689209,0.24485242366790771,0.15127748250961304,0.26959386467933655,0.18139411509037018
to,0.44169697165489197,0.31913647055625916,0.24200193583965302,0.26021742820739746,0.40058770775794983,0.28971078991889954,0.33534231781959534,0.2125127911567688,0.23511818051338196,0.29463258385658264
aid,0.19852137565612793,0.16526101529598236,0.24260759353637695,0.3245627284049988,0.24808914959430695,0.19465790688991547,0.23209139704704285,0.14293073117733002,0.26316168904304504,0.08358026295900345
the,0.33890387415885925,0.3906462490558624,0.2552780210971832,0.2337981015443802,0.3718377649784088,0.3009285628795624,0.4408751428127289,0.2924198508262634,0.33505764603614807,0.22068053483963013
mongol,0.11711648851633072,0.21221880614757538,0.24240630865097046,0.12605738639831543,0.10013260692358017,0.22657330334186554,0.1995033621788025,1.0000001192092896,0.35058408975601196,0.12849251925945282
cavalry,0.12458402663469315,0.24652206897735596,0.40856027603149414,0.2560705840587616,0.13049980998039246,0.3333652913570404,0.20533494651317596,0.3149062693119049,0.5635529160499573,0.17862899601459503
in,0.2601168751716614,0.3815755248069763,0.17286726832389832,0.2508719265460968,0.3090210556983948,0.20094230771064758,0.370934396982193,0.16958336532115936,0.23347583413124084,0.20430970191955566
capturing,0.14121554791927338,0.19553908705711365,0.5092067122459412,0.41193512082099915,0.1884433925151825,0.37034332752227783,0.25803637504577637,0.29867592453956604,0.38346147537231445,0.1290988177061081
cities,0.10434838384389877,0.2273229956626892,0.08903004229068756,0.1954379379749298,0.1753334403038025,0.08503785729408264,0.14042139053344727,0.19590207934379578,0.2288758009672165,0.13339310884475708
.,0.3287222981452942,0.3378238379955292,0.1720624417066574,0.2378593385219574,0.33111312985420227,0.21909016370773315,0.3936232924461365,0.16751837730407715,0.22485259175300598,0.4130953550338745
