,when,are,recent,episodes,of,abc,shows,typically,made,available,on,vod,services,?
on,0.37706470489501953,0.268924742937088,0.26223310828208923,0.25720518827438354,0.3966929316520691,0.2862928807735443,0.361020565032959,0.22215910255908966,0.37619519233703613,0.3133032023906708,0.9999999403953552,0.13230766355991364,0.22515536844730377,0.2714994251728058
watch,0.2518085837364197,0.22821173071861267,0.2836776375770569,0.1996687799692154,0.19463703036308289,0.20378684997558594,0.22082939743995667,0.19825690984725952,0.24291643500328064,0.24725349247455597,0.26631927490234375,0.21001757681369781,0.20018570125102997,0.2568144202232361
abc,0.13294127583503723,0.06184951588511467,0.20540374517440796,0.4064764380455017,0.14607268571853638,1.0000001192092896,0.3304527997970581,0.14831073582172394,0.16169872879981995,0.17715942859649658,0.2862928807735443,0.15503093600273132,0.20619745552539825,0.19065172970294952
",",0.36674630641937256,0.4062570035457611,0.26883119344711304,0.2131132036447525,0.4946078956127167,0.2097204476594925,0.26986414194107056,0.18964512646198273,0.32507219910621643,0.2614012062549591,0.49057599902153015,0.283483624458313,0.24788528680801392,0.31091248989105225
hulu,0.12304632365703583,0.15714959800243378,0.22233322262763977,0.32052016258239746,0.20946349203586578,0.31298986077308655,0.2828313410282135,0.16837213933467865,0.1327572762966156,0.344168096780777,0.24615328013896942,0.28307679295539856,0.30509668588638306,0.2140095978975296
and,0.4716290831565857,0.48576638102531433,0.2640383541584015,0.246442511677742,0.5116966962814331,0.16453155875205994,0.34104886651039124,0.3137528598308563,0.34954607486724854,0.24201975762844086,0.4077630043029785,0.23157571256160736,0.30811867117881775,0.20544172823429108
abc,0.13294127583503723,0.06184951588511467,0.20540374517440796,0.4064764380455017,0.14607268571853638,1.0000001192092896,0.3304527997970581,0.14831073582172394,0.16169872879981995,0.17715942859649658,0.2862928807735443,0.15503093600273132,0.20619745552539825,0.19065172970294952
on,0.37706470489501953,0.268924742937088,0.26223310828208923,0.25720518827438354,0.3966929316520691,0.2862928807735443,0.361020565032959,0.22215910255908966,0.37619519233703613,0.3133032023906708,0.9999999403953552,0.13230766355991364,0.22515536844730377,0.2714994251728058
demand,0.2882395088672638,0.20284822583198547,0.2429007738828659,0.1690526157617569,0.2345065176486969,0.12548789381980896,0.25010818243026733,0.30412575602531433,0.23187126219272614,0.40382277965545654,0.2564358413219452,0.24699310958385468,0.3192580044269562,0.13359291851520538
the,0.5091903209686279,0.40399202704429626,0.31046223640441895,0.1889590173959732,0.733189046382904,0.2068762183189392,0.36348509788513184,0.33345210552215576,0.3885267674922943,0.26723232865333557,0.5107308030128479,0.2821354568004608,0.2381475418806076,0.22068053483963013
day,0.30730122327804565,0.19530735909938812,0.21704062819480896,0.18536321818828583,0.2934032380580902,0.12723639607429504,0.14505472779273987,0.1290440857410431,0.1838676482439041,0.14009660482406616,0.3332281708717346,0.1892956644296646,0.18359427154064178,0.2141837179660797
after,0.5331412553787231,0.19438853859901428,0.28977102041244507,0.20068928599357605,0.3867455720901489,0.20314010977745056,0.22265245020389557,0.16388562321662903,0.26259806752204895,0.08314509689807892,0.39330315589904785,0.16851529479026794,0.16717137396335602,0.16608688235282898
their,0.3682888448238373,0.46887820959091187,0.2775653600692749,0.17471782863140106,0.4329940676689148,0.17463743686676025,0.27607259154319763,0.32808592915534973,0.2909255027770996,0.25499746203422546,0.3598666191101074,0.20976600050926208,0.2087407410144806,0.1898253709077835
original,0.2014450877904892,0.19794520735740662,0.27895060181617737,0.22723747789859772,0.30228546261787415,0.19022640585899353,0.2567359209060669,0.1433686912059784,0.23067426681518555,0.2742748260498047,0.21149557828903198,0.22255247831344604,0.05846693366765976,0.17256900668144226
broadcast,0.2190258502960205,0.10163930803537369,0.13171009719371796,0.4185161590576172,0.20155203342437744,0.4876510202884674,0.32133233547210693,0.13209237158298492,0.20767565071582794,0.24488548934459686,0.2845228910446167,0.23037408292293549,0.27377739548683167,0.15760008990764618
.,0.475719153881073,0.3452940285205841,0.25904062390327454,0.22130145132541656,0.5352458953857422,0.2567209303379059,0.2639692425727844,0.25537845492362976,0.4032190144062042,0.3383464217185974,0.49257001280784607,0.29147812724113464,0.2179025262594223,0.4130953550338745
