,what,did,luther,'s,opponents,think,that,it,meant,about,god,'s,presence,?
bread,0.218822181224823,0.18966102600097656,0.16235698759555817,0.07157965749502182,0.1562124341726303,0.19139643013477325,0.23093019425868988,0.2315508872270584,0.19887606799602509,0.18749535083770752,0.2930058538913727,0.07157965749502182,0.22083155810832977,0.16616880893707275
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.21922188997268677,0.30740439891815186,0.4731321930885315,0.40957894921302795,0.3015248775482178,0.3875081241130829,0.23257656395435333,0.06895173341035843,0.284408837556839,0.20544172823429108
wine,0.17754630744457245,0.1488095074892044,0.18267135322093964,0.00201185280457139,0.1321794092655182,0.15261659026145935,0.21629106998443604,0.2756730020046234,0.1544819325208664,0.18679966032505035,0.23020268976688385,0.00201185280457139,0.17836906015872955,0.12747588753700256
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.18696630001068115,0.3095206320285797,0.4137537479400635,0.48329564929008484,0.2770281732082367,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.21457527577877045,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.03856118768453598,0.24498093128204346,0.3395437002182007,0.6894589066505432,0.616637647151947,0.40491315722465515,0.4059852957725525,0.2592761814594269,0.03856118768453598,0.4159404933452606,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.024063590914011,0.25366684794425964,0.26572662591934204,0.36068853735923767,0.36018872261047363,0.2589528560638428,0.2518255114555359,0.24452278017997742,0.024063590914011,0.17849542200565338,0.2089974731206894
called,0.3235960602760315,0.277748167514801,0.09754475206136703,-0.021773243322968483,0.17621172964572906,0.3050806522369385,0.41604554653167725,0.3402029573917389,0.36647409200668335,0.3000706732273102,0.22479480504989624,-0.021773243322968483,0.21570712327957153,0.18963319063186646
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.2483137845993042,0.3102172613143921,0.5473989248275757,0.6251175999641418,0.34852901101112366,0.37995871901512146,0.24689088761806488,-0.01540423184633255,0.34114351868629456,0.22068053483963013
sacramental,0.26630717515945435,0.22325678169727325,0.3835672438144684,-0.02543153613805771,0.194045752286911,0.292953222990036,0.2938189208507538,0.22359253466129303,0.28193655610084534,0.17880463600158691,0.3160339593887329,-0.02543153613805771,0.20351707935333252,0.18376803398132324
union,0.1396910548210144,0.185054212808609,0.10393895208835602,0.10892792046070099,0.15570896863937378,0.14616701006889343,0.17320044338703156,0.20087021589279175,0.20470823347568512,0.14764660596847534,0.1855272650718689,0.10892792046070099,0.11097964644432068,0.07797172665596008
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.18696630001068115,0.3095206320285797,0.4137537479400635,0.48329564929008484,0.2770281732082367,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.21457527577877045,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.16301193833351135,0.0011869525769725442,0.3041875660419464,0.37481528520584106,0.43523597717285156,0.3401351571083069,0.30252277851104736,0.3552052080631256,0.18179121613502502,0.0011869525769725442,0.26366424560546875,0.21076419949531555
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.047556519508361816,0.28894445300102234,0.24885986745357513,0.3173833191394806,0.2876833975315094,0.22926250100135803,0.24169853329658508,0.23519068956375122,0.047556519508361816,0.2368893325328827,0.18075084686279297
opponents,0.18805594742298126,0.26735401153564453,0.22608257830142975,0.07305271923542023,1.0,0.19859729707241058,0.2637568712234497,0.12439272552728653,0.2806261479854584,0.10843812674283981,0.16071395576000214,0.07305271923542023,0.17211854457855225,0.12975426018238068
believed,0.32626157999038696,0.3807709813117981,0.19700083136558533,0.059631526470184326,0.24427665770053864,0.4662465453147888,0.4644409120082855,0.30581751465797424,0.41092827916145325,0.32789143919944763,0.36235082149505615,0.059631526470184326,0.22662340104579926,0.17606885731220245
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.1100120022892952,0.16071395576000214,0.28584322333335876,0.30817699432373047,0.21604526042938232,0.27813491225242615,0.21474918723106384,1.0,0.1100120022892952,0.1852187216281891,0.23396754264831543
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.03782717138528824,0.25407272577285767,0.3748004138469696,0.5436353087425232,0.513711154460907,0.38652777671813965,0.391953706741333,0.2408517301082611,0.03782717138528824,0.3215413987636566,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.025217169895768166,0.22617454826831818,0.4904957115650177,0.6036020517349243,0.5203388929367065,0.39838457107543945,0.26362910866737366,0.21916557848453522,0.025217169895768166,0.2847478985786438,0.3324260413646698
only,0.41415658593177795,0.4039593040943146,0.10428047180175781,0.08984304964542389,0.2096957266330719,0.41617000102996826,0.6004067063331604,0.46795082092285156,0.40750759840011597,0.43077903985977173,0.2393946647644043,0.08984304964542389,0.2951711118221283,0.2767370045185089
spiritually,0.3063187599182129,0.25459131598472595,0.30625832080841064,0.024136146530508995,0.2550126016139984,0.31942200660705566,0.377889484167099,0.2553682327270508,0.26810601353645325,0.26646339893341064,0.4374209940433502,0.024136146530508995,0.19655835628509521,0.20542939007282257
or,0.33867141604423523,0.28211739659309387,0.14215725660324097,0.06871571391820908,0.2571523189544678,0.3291764259338379,0.4729836881160736,0.36389440298080444,0.4512083828449249,0.3335071802139282,0.21021820604801178,0.06871571391820908,0.2883066236972809,0.32389625906944275
symbolically,0.25148558616638184,0.13593679666519165,0.19218958914279938,-0.010610817931592464,0.32581058144569397,0.27785852551460266,0.3722195029258728,0.2928926646709442,0.3164416551589966,0.2052793949842453,0.354777455329895,-0.010610817931592464,0.30534204840660095,0.09040768444538116
present,0.30940163135528564,0.1261267513036728,0.10244696587324142,0.010861009359359741,0.06753076612949371,0.17143109440803528,0.25174012780189514,0.20883789658546448,0.08481726795434952,0.16049163043498993,0.06116963550448418,0.010861009359359741,0.4413970708847046,0.21759982407093048
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.1337004452943802,0.31119775772094727,0.4460422694683075,0.5593622326850891,0.26877450942993164,0.42038556933403015,0.2337683141231537,-0.003708066651597619,0.19082973897457123,0.4130953550338745
