,who,if,the,commissioner,of,the,nfl,?
an,0.2848317325115204,0.26347705721855164,0.4207492768764496,0.15447744727134705,0.32280945777893066,0.4207492768764496,0.05365698039531708,0.19793890416622162
important,0.23735733330249786,0.2322523444890976,0.39348116517066956,0.16514143347740173,0.43301743268966675,0.39348116517066956,0.061786238104104996,0.17812499403953552
game,0.2523840069770813,0.2613915503025055,0.285271555185318,0.18546190857887268,0.2298848181962967,0.285271555185318,0.3143478333950043,0.1829071193933487
for,0.37110671401023865,0.3609124422073364,0.4739971458911896,0.2248236984014511,0.4185989499092102,0.4739971458911896,0.23749186098575592,0.264628142118454
us,0.19343413412570953,0.2470884919166565,0.25727739930152893,0.12254858016967773,0.23568789660930634,0.25727739930152893,0.14648087322711945,0.2742428481578827
as,0.3923053741455078,0.3354816734790802,0.48381632566452026,0.25207218527793884,0.3886612355709076,0.48381632566452026,0.18464252352714539,0.27043893933296204
a,0.36608949303627014,0.41272827982902527,0.5829201340675354,0.1900102198123932,0.5052502155303955,0.5829201340675354,0.1210956797003746,0.23916715383529663
league,0.2161521464586258,0.1618887186050415,0.2724147439002991,0.32959142327308655,0.23588460683822632,0.2724147439002991,0.3908804953098297,0.15941482782363892
'',0.024401003494858742,-0.010894154198467731,0.041273195296525955,-0.006760009564459324,0.13035868108272552,0.041273195296525955,-0.027741191908717155,0.018684765323996544
.,0.3541337847709656,0.421799898147583,0.5934505462646484,0.21794068813323975,0.5352458953857422,0.5934505462646484,0.1964210718870163,0.4130953550338745
