,what,must,be,passed,using,democratic,means,by,the,entire,school,community,?
and,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2603820264339447,0.33157408237457275,0.20003819465637207,0.25371095538139343,0.4289871156215668,0.5171257257461548,0.3080313205718994,0.2752758264541626,0.2756517827510834,0.20544172823429108
a,0.3320399522781372,0.3016769587993622,0.39883795380592346,0.24766449630260468,0.32226553559303284,0.1920643150806427,0.34418490529060364,0.32094135880470276,0.5829201340675354,0.3950728178024292,0.2245093584060669,0.2694961726665497,0.23916715383529663
good,0.3916934132575989,0.30945849418640137,0.3490540385246277,0.17891056835651398,0.24197083711624146,0.17706966400146484,0.25727954506874084,0.18340454995632172,0.2735973596572876,0.14184559881687164,0.2328210175037384,0.22421643137931824,0.3187684714794159
judicial,0.23836617171764374,0.1825801432132721,0.15251581370830536,0.230755016207695,0.057244718074798584,0.31209784746170044,0.16806361079216003,0.14751248061656952,0.27282875776290894,0.2576655149459839,0.14808562397956848,0.33602386713027954,0.1770997941493988
system,0.23557309806346893,0.23213762044906616,0.24878063797950745,0.2631376087665558,0.31511810421943665,0.1738215833902359,0.2465360313653946,0.23017624020576477,0.3233085572719574,0.18540512025356293,0.17072676122188568,0.23562678694725037,0.15556083619594574
for,0.3017193675041199,0.31100544333457947,0.3801851272583008,0.23234809935092926,0.3806014060974121,0.22596287727355957,0.3294552266597748,0.3248702883720398,0.4739971458911896,0.30485764145851135,0.18618352711200714,0.24596118927001953,0.264628142118454
enforcing,0.33972662687301636,0.3169034421443939,0.25835534930229187,0.29247620701789856,0.28066718578338623,0.18460386991500854,0.22841838002204895,0.23629401624202728,0.2919531464576721,0.37121644616127014,0.1996370553970337,0.23929400742053986,0.24808692932128906
these,0.4164220690727234,0.32736992835998535,0.4507283866405487,0.23274089395999908,0.3853776454925537,0.1396004557609558,0.279727578163147,0.33332425355911255,0.49086877703666687,0.27776506543159485,0.18179039657115936,0.2345566600561142,0.2571668326854706
laws,0.29636016488075256,0.306985467672348,0.24180686473846436,0.4200894832611084,0.22100166976451874,0.2095777541399002,0.25917214155197144,0.2311946451663971,0.2587076723575592,0.18314394354820251,0.17404109239578247,0.20347146689891815,0.17911791801452637
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
is,0.28837618231773376,0.3093329071998596,0.4819129705429077,0.17212356626987457,0.26543745398521423,0.15758468210697174,0.4087343215942383,0.3899846076965332,0.5823672413825989,0.31832677125930786,0.19488026201725006,0.26023760437965393,0.22961433231830597
a,0.3320399522781372,0.3016769587993622,0.39883795380592346,0.24766449630260468,0.32226553559303284,0.1920643150806427,0.34418490529060364,0.32094135880470276,0.5829201340675354,0.3950728178024292,0.2245093584060669,0.2694961726665497,0.23916715383529663
school,0.18774057924747467,0.12960760295391083,0.16095811128616333,0.1639774739742279,0.13408270478248596,0.2522745430469513,0.14589378237724304,0.1477794349193573,0.22953221201896667,0.13910239934921265,1.0,0.20976486802101135,0.15091250836849213
in,0.30808621644973755,0.18276341259479523,0.3481820821762085,0.2297387272119522,0.2717311978340149,0.206755131483078,0.1979396492242813,0.370934396982193,0.6662389636039734,0.3347092568874359,0.26157811284065247,0.21838891506195068,0.20430970191955566
which,0.5261979103088379,0.3048936426639557,0.476310670375824,0.2655104398727417,0.43351176381111145,0.16306407749652863,0.4002026617527008,0.40543368458747864,0.6521818041801453,0.4753628671169281,0.19108018279075623,0.2314024716615677,0.25814583897590637
community,0.29032719135284424,0.15822182595729828,0.22295649349689484,0.16524356603622437,0.13085485994815826,0.23640355467796326,0.22021989524364471,0.15702028572559357,0.2601400911808014,0.2345285415649414,0.20976486802101135,0.9999998807907104,0.2380419820547104
discipline,0.2522185742855072,0.21209827065467834,0.20076337456703186,0.14147701859474182,0.16181117296218872,0.11256919056177139,0.1841108351945877,0.11979961395263672,0.1981438249349594,0.19395719468593597,0.23339909315109253,0.20001457631587982,0.06836310029029846
prevails,0.3168993294239044,0.2764723300933838,0.30047425627708435,0.28937089443206787,0.24798059463500977,0.18751411139965057,0.2694617807865143,0.21679668128490448,0.3330763280391693,0.25492972135543823,0.10380181670188904,0.16743765771389008,0.19273851811885834
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
and,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2603820264339447,0.33157408237457275,0.20003819465637207,0.25371095538139343,0.4289871156215668,0.5171257257461548,0.3080313205718994,0.2752758264541626,0.2756517827510834,0.20544172823429108
in,0.30808621644973755,0.18276341259479523,0.3481820821762085,0.2297387272119522,0.2717311978340149,0.206755131483078,0.1979396492242813,0.370934396982193,0.6662389636039734,0.3347092568874359,0.26157811284065247,0.21838891506195068,0.20430970191955566
which,0.5261979103088379,0.3048936426639557,0.476310670375824,0.2655104398727417,0.43351176381111145,0.16306407749652863,0.4002026617527008,0.40543368458747864,0.6521818041801453,0.4753628671169281,0.19108018279075623,0.2314024716615677,0.25814583897590637
an,0.2821882665157318,0.2022276371717453,0.33041056990623474,0.22781316936016083,0.2321343868970871,0.17970909178256989,0.256989985704422,0.2719563841819763,0.4207492768764496,0.2959873676300049,0.17441901564598083,0.24982967972755432,0.19793890416622162
increasingly,0.19974569976329803,0.18720772862434387,0.3333093822002411,0.191285640001297,0.2695576250553131,0.19663366675376892,0.2139594554901123,0.2621919810771942,0.3152945339679718,0.2577374577522278,0.12639380991458893,0.2571113407611847,0.059327382594347
sophisticated,0.27283841371536255,0.18166667222976685,0.31399890780448914,0.14457984268665314,0.3565327227115631,0.17832516133785248,0.2982625663280487,0.2497410625219345,0.2107514590024948,0.17889955639839172,0.1295168548822403,0.1790371537208557,0.22235803306102753
concept,0.28724339604377747,0.22843407094478607,0.3064061105251312,0.14109082520008087,0.2251097857952118,0.1313544660806656,0.31107383966445923,0.28219208121299744,0.2355310022830963,0.18513837456703186,0.07533548027276993,0.21590673923492432,0.17160645127296448
of,0.33290785551071167,0.24322323501110077,0.33904364705085754,0.2703755795955658,0.24298200011253357,0.2273487150669098,0.29942914843559265,0.3646814823150635,0.733189046382904,0.3766143023967743,0.2391800880432129,0.2367410808801651,0.1826142966747284
law,0.2145031988620758,0.25047755241394043,0.18454892933368683,0.3852098882198334,0.1576642245054245,0.251516729593277,0.20100674033164978,0.1977037936449051,0.24548950791358948,0.1330716758966446,0.30009910464286804,0.20568132400512695,0.1528988480567932
and,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2603820264339447,0.33157408237457275,0.20003819465637207,0.25371095538139343,0.4289871156215668,0.5171257257461548,0.3080313205718994,0.2752758264541626,0.2756517827510834,0.20544172823429108
order,0.16634008288383484,0.3490719795227051,0.23933173716068268,0.15499410033226013,0.22196760773658752,0.14195391535758972,0.27115827798843384,0.17732734978199005,0.3284194767475128,0.19821897149085999,0.10875319689512253,0.14758826792240143,0.13725648820400238
develops,0.18238042294979095,0.2518599331378937,0.20982135832309723,0.15941095352172852,0.21322448551654816,0.14952042698860168,0.21747754514217377,0.14654918015003204,0.2922736406326294,0.21608297526836395,0.19285234808921814,0.18707694113254547,0.10828211903572083
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
against,0.24561616778373718,0.1582689881324768,0.18640132248401642,0.20470723509788513,0.19664102792739868,0.2319934219121933,0.1679455190896988,0.24816733598709106,0.3090755045413971,0.19512397050857544,0.13120222091674805,0.16069290041923523,0.18095137178897858
other,0.341873437166214,0.33371371030807495,0.4629868268966675,0.20306432247161865,0.34451326727867126,0.0739041343331337,0.2498726099729538,0.3321913778781891,0.44152235984802246,0.2549552321434021,0.13396640121936798,0.24753764271736145,0.24682199954986572
schools,0.1820785105228424,0.17610707879066467,0.21943484246730804,0.19424062967300415,0.14544157683849335,0.23193933069705963,0.21177297830581665,0.1415957361459732,0.22905772924423218,0.16722406446933746,0.7602541446685791,0.29134321212768555,0.18349280953407288
today,0.3814660608768463,0.18891555070877075,0.2938213050365448,0.1604708731174469,0.27602580189704895,0.1797892302274704,0.233205646276474,0.16644306480884552,0.35740926861763,0.24884538352489471,0.18144775927066803,0.2138495147228241,0.17338968813419342
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
where,0.4457937180995941,0.34593677520751953,0.3651217818260193,0.18692858517169952,0.32120537757873535,0.11365075409412384,0.26917776465415955,0.2641284465789795,0.5003893971443176,0.29618456959724426,0.23611775040626526,0.19878703355789185,0.24793872237205505
rules,0.3341682255268097,0.3158891797065735,0.2569824457168579,0.2049844115972519,0.2668816149234772,0.09972256422042847,0.24507686495780945,0.1953977644443512,0.27022838592529297,0.17252443730831146,0.17587077617645264,0.21572348475456238,0.22111085057258606
are,0.29724663496017456,0.3923934996128082,0.5556803941726685,0.14285653829574585,0.3385874032974243,0.10624159872531891,0.36549869179725647,0.37842893600463867,0.40399202704429626,0.19934403896331787,0.17021894454956055,0.2440178245306015,0.24591213464736938
arbitrary,0.35268616676330566,0.347251296043396,0.35855013132095337,0.19172947108745575,0.28986218571662903,0.1715521365404129,0.13621900975704193,0.22162243723869324,0.20448781549930573,0.34590089321136475,0.09600372612476349,0.18723036348819733,0.3121265172958374
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
authority,0.23046736419200897,0.24763083457946777,0.2007540911436081,0.16778728365898132,0.15983684360980988,0.19787128269672394,0.17496925592422485,0.22356168925762177,0.2645063102245331,0.24588312208652496,0.19649715721607208,0.30959925055503845,0.18404170870780945
is,0.28837618231773376,0.3093329071998596,0.4819129705429077,0.17212356626987457,0.26543745398521423,0.15758468210697174,0.4087343215942383,0.3899846076965332,0.5823672413825989,0.31832677125930786,0.19488026201725006,0.26023760437965393,0.22961433231830597
absolute,0.3186502158641815,0.29087209701538086,0.3183782696723938,0.1819535493850708,0.23739516735076904,0.20816084742546082,0.3085411489009857,0.1531522125005722,0.26488861441612244,0.20812679827213287,0.05906150862574577,0.10202224552631378,0.22724391520023346
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
punishment,0.31300443410873413,0.22808021306991577,0.3186786472797394,0.21811889111995697,0.17405816912651062,0.18450452387332916,0.1914917528629303,0.20423543453216553,0.2503047287464142,0.1816246062517166,0.17317719757556915,0.11635767668485641,0.23842233419418335
is,0.28837618231773376,0.3093329071998596,0.4819129705429077,0.17212356626987457,0.26543745398521423,0.15758468210697174,0.4087343215942383,0.3899846076965332,0.5823672413825989,0.31832677125930786,0.19488026201725006,0.26023760437965393,0.22961433231830597
capricious,0.26140904426574707,0.2208668738603592,0.3153315782546997,0.09524998813867569,0.17817561328411102,0.22570276260375977,0.21622329950332642,0.18262708187103271,0.21826472878456116,0.20684005320072174,0.08384715765714645,0.1109045073390007,0.27723708748817444
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.23382075130939484,0.27050045132637024,0.23484410345554352,0.24041147530078888,0.3680937886238098,0.4933079481124878,0.25087404251098633,0.27141863107681274,0.2761111557483673,0.31091248989105225
and,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2603820264339447,0.33157408237457275,0.20003819465637207,0.25371095538139343,0.4289871156215668,0.5171257257461548,0.3080313205718994,0.2752758264541626,0.2756517827510834,0.20544172823429108
due,0.15204688906669617,0.1354600489139557,0.29785820841789246,0.23056674003601074,0.18340422213077545,0.14591076970100403,0.23124422132968903,0.22024279832839966,0.22577603161334991,0.19497253000736237,0.14914587140083313,0.12601415812969208,0.10954997688531876
process,0.3466717302799225,0.26807907223701477,0.34692826867103577,0.24373608827590942,0.3079608380794525,0.18693757057189941,0.2859896719455719,0.2115318775177002,0.264274537563324,0.24806895852088928,0.09206441044807434,0.21207794547080994,0.2460896074771881
of,0.33290785551071167,0.24322323501110077,0.33904364705085754,0.2703755795955658,0.24298200011253357,0.2273487150669098,0.29942914843559265,0.3646814823150635,0.733189046382904,0.3766143023967743,0.2391800880432129,0.2367410808801651,0.1826142966747284
law,0.2145031988620758,0.25047755241394043,0.18454892933368683,0.3852098882198334,0.1576642245054245,0.251516729593277,0.20100674033164978,0.1977037936449051,0.24548950791358948,0.1330716758966446,0.30009910464286804,0.20568132400512695,0.1528988480567932
is,0.28837618231773376,0.3093329071998596,0.4819129705429077,0.17212356626987457,0.26543745398521423,0.15758468210697174,0.4087343215942383,0.3899846076965332,0.5823672413825989,0.31832677125930786,0.19488026201725006,0.26023760437965393,0.22961433231830597
unknown,0.2441980093717575,0.22975528240203857,0.20627230405807495,0.11258725821971893,0.21167157590389252,0.1340702325105667,0.06519666314125061,0.20967496931552887,0.23777544498443604,0.18197505176067352,0.09579300880432129,0.027885615825653076,0.22083927690982819
.,0.3567904531955719,0.27722811698913574,0.4383580684661865,0.23110949993133545,0.3629456162452698,0.22955322265625,0.18089891970157623,0.3936232924461365,0.5934505462646484,0.31781989336013794,0.24214158952236176,0.2594514787197113,0.4130953550338745
