,in,what,month,and,year,was,the,revised,manual,of,regulations,for,private,schools,released,?
for,0.4322226941585541,0.3017193675041199,0.23262934386730194,0.5064792633056641,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.17281793057918549,0.2320803701877594,0.4185989499092102,0.29771095514297485,0.9999999403953552,0.22242696583271027,0.2320515662431717,0.2211005687713623,0.264628142118454
third,0.3309578001499176,0.2033906877040863,0.1508084088563919,0.26207348704338074,0.2643231749534607,0.3460187017917633,0.4229298532009125,0.13903479278087616,0.0977587103843689,0.30602210760116577,0.07243864238262177,0.2187870591878891,0.16912443935871124,0.15058447420597076,0.2836652994155884,0.15394791960716248
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.17458297312259674,0.2190054953098297,0.5116966962814331,0.29460906982421875,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.2706851661205292,0.20544172823429108
fourth,0.29149749875068665,0.137417271733284,0.15831869840621948,0.27958914637565613,0.2531149685382843,0.35251522064208984,0.40804702043533325,0.20074279606342316,0.11392349749803543,0.30335766077041626,0.07628941535949707,0.23288244009017944,0.13050365447998047,0.11938796937465668,0.30622661113739014,0.13791213929653168
years,0.33554986119270325,0.1981470286846161,0.2997092604637146,0.300204873085022,0.5195499062538147,0.35855233669281006,0.2912273406982422,0.19147944450378418,0.09792286157608032,0.2904134690761566,0.1705998182296753,0.2878222167491913,0.19353486597537994,0.23278145492076874,0.17769335210323334,0.1914375126361847
with,0.4080928862094879,0.2464839518070221,0.25077709555625916,0.5477725267410278,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.21975326538085938,0.1973944753408432,0.41827285289764404,0.24787288904190063,0.39140474796295166,0.20792533457279205,0.13740696012973785,0.2334105670452118,0.2433311939239502
english,0.19623121619224548,0.25060737133026123,0.16018374264240265,0.3409043252468109,0.19212706387043,0.23000946640968323,0.23982001841068268,0.190334290266037,0.17302833497524261,0.17198967933654785,0.12692242860794067,0.2594873905181885,0.17193938791751862,0.21713261306285858,0.11912298947572708,0.23251567780971527
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
mathematics,0.2075900435447693,0.23833249509334564,0.12271510809659958,0.2017074078321457,0.1537426859140396,0.17032746970653534,0.17393603920936584,0.20894840359687805,0.15499916672706604,0.24904926121234894,0.22025106847286224,0.2045057862997055,0.16640488803386688,0.2070075124502182,0.10493575036525726,0.1453448086977005
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.17458297312259674,0.2190054953098297,0.5116966962814331,0.29460906982421875,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.2706851661205292,0.20544172823429108
natural,0.32136213779449463,0.15666867792606354,0.10896218568086624,0.3004496097564697,0.10054826736450195,0.16573187708854675,0.2291368842124939,0.06359056383371353,0.09195731580257416,0.2963479459285736,0.19972775876522064,0.20802545547485352,0.12299282848834991,0.16958819329738617,0.11903469264507294,0.16155436635017395
science,0.269875705242157,0.2612018585205078,0.12511193752288818,0.2865735590457916,0.22018775343894958,0.22005605697631836,0.24037593603134155,0.09706013649702072,0.1750701367855072,0.2616958022117615,0.20717477798461914,0.23603716492652893,0.2201831042766571,0.25368887186050415,0.1198786050081253,0.17974960803985596
at,0.4374977946281433,0.2838611304759979,0.2865840494632721,0.3571503460407257,0.3146436810493469,0.36707764863967896,0.457212895154953,0.19740724563598633,0.16709348559379578,0.42558613419532776,0.191852405667305,0.34237727522850037,0.21611805260181427,0.21788150072097778,0.14515292644500732,0.21978627145290375
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.48711544275283813,1.0,0.2513941526412964,0.17641127109527588,0.733189046382904,0.31027951836586,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.24578391015529633,0.22068053483963013
option,0.1385895311832428,0.3053843677043915,0.23185771703720093,0.1499100774526596,0.18527856469154358,0.18679170310497284,0.24658416211605072,0.19831189513206482,0.31699544191360474,0.14944469928741455,0.26220494508743286,0.3183421790599823,0.15947704017162323,0.19965364038944244,0.12786997854709625,0.3510825037956238
of,0.5696388483047485,0.33290785551071167,0.23822399973869324,0.5116966962814331,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2270628809928894,0.15409725904464722,1.0,0.24404282867908478,0.4185989499092102,0.18706899881362915,0.265506386756897,0.17721395194530487,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.48711544275283813,1.0,0.2513941526412964,0.17641127109527588,0.733189046382904,0.31027951836586,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.24578391015529633,0.22068053483963013
school,0.26157811284065247,0.18774057924747467,0.15419061481952667,0.2752758264541626,0.2321801781654358,0.25740107893943787,0.22953221201896667,0.13454823195934296,0.15978965163230896,0.2391800880432129,0.18873782455921173,0.18618352711200714,0.3584248125553131,0.7602541446685791,0.12880150973796844,0.15091250836849213
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2112094908952713,0.22073061764240265,0.4946078956127167,0.24835379421710968,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.2775750756263733,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.17458297312259674,0.2190054953098297,0.5116966962814331,0.29460906982421875,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.2706851661205292,0.20544172823429108
by,0.370934396982193,0.2455483376979828,0.13876639306545258,0.4289871156215668,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.23103463649749756,0.14429354667663574,0.3646814823150635,0.23725494742393494,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.31595227122306824,0.17966607213020325
issuing,0.16455858945846558,0.23831802606582642,0.27917584776878357,0.18709920346736908,0.2800566852092743,0.1866617649793625,0.29153329133987427,0.1461639255285263,0.12570731341838837,0.2693599760532379,0.33800095319747925,0.26506444811820984,0.2841586172580719,0.18573662638664246,0.16988004744052887,0.19777479767799377
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.48711544275283813,1.0,0.2513941526412964,0.17641127109527588,0.733189046382904,0.31027951836586,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.24578391015529633,0.22068053483963013
revised,0.19535814225673676,0.15843524038791656,0.19166038930416107,0.17458297312259674,0.15637657046318054,0.25717079639434814,0.2513941526412964,0.9999999403953552,0.3201080560684204,0.2270628809928894,0.25161856412887573,0.17281793057918549,0.12198683619499207,0.14882390201091766,0.23425589501857758,0.1835426688194275
manual,0.1263403296470642,0.2664133608341217,0.0929202064871788,0.2190054953098297,0.04493243619799614,0.07942535728216171,0.17641127109527588,0.3201080560684204,1.0,0.15409725904464722,0.31444376707077026,0.2320803701877594,0.11994566023349762,0.23452520370483398,0.09441914409399033,0.2593449652194977
of,0.5696388483047485,0.33290785551071167,0.23822399973869324,0.5116966962814331,0.2578314542770386,0.4069072902202606,0.733189046382904,0.2270628809928894,0.15409725904464722,1.0,0.24404282867908478,0.4185989499092102,0.18706899881362915,0.265506386756897,0.17721395194530487,0.1826142966747284
regulations,0.24893879890441895,0.21871556341648102,0.11579694598913193,0.29460906982421875,0.18265260756015778,0.17856933176517487,0.31027951836586,0.25161856412887573,0.31444376707077026,0.24404282867908478,0.9999998807907104,0.29771095514297485,0.21023112535476685,0.32943618297576904,0.12715984880924225,0.17806588113307953
for,0.4322226941585541,0.3017193675041199,0.23262934386730194,0.5064792633056641,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.17281793057918549,0.2320803701877594,0.4185989499092102,0.29771095514297485,0.9999999403953552,0.22242696583271027,0.2320515662431717,0.2211005687713623,0.264628142118454
private,0.21135757863521576,0.16778090596199036,0.13226236402988434,0.2557651102542877,0.14490066468715668,0.18122155964374542,0.18291357159614563,0.12198683619499207,0.11994566023349762,0.18706899881362915,0.21023112535476685,0.22242696583271027,1.0,0.4158569872379303,0.09718001633882523,0.14389030635356903
schools,0.2632134258747101,0.1820785105228424,0.11794456094503403,0.29319998621940613,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.14882390201091766,0.23452520370483398,0.265506386756897,0.32943618297576904,0.2320515662431717,0.4158569872379303,1.0,0.12363333255052567,0.18349280953407288
in,1.0,0.30808621644973755,0.2385365217924118,0.4954058527946472,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.19535814225673676,0.1263403296470642,0.5696388483047485,0.24893879890441895,0.4322226941585541,0.21135757863521576,0.2632134258747101,0.2659924626350403,0.20430970191955566
august,0.24307909607887268,0.2305731326341629,0.3139227330684662,0.2596009075641632,0.29198065400123596,0.42620858550071716,0.22689028084278107,0.14098939299583435,0.1269693672657013,0.1712995171546936,0.06071564555168152,0.28123795986175537,0.13573870062828064,0.12107320129871368,0.23370873928070068,0.3006744682788849
1992,0.0684703141450882,0.12803657352924347,0.1238454058766365,0.049611207097768784,0.11173026263713837,0.14268599450588226,0.12138951569795609,0.009308429434895515,-0.10089599341154099,0.083686463534832,0.06880472600460052,0.0788465216755867,0.1368933916091919,0.23811785876750946,-0.044293079525232315,0.11522171646356583
.,0.5591574311256409,0.3567904531955719,0.25738951563835144,0.588965117931366,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.21657389402389526,0.23667235672473907,0.5352458953857422,0.2695655822753906,0.4726039469242096,0.2534593939781189,0.2752705216407776,0.298698753118515,0.4130953550338745
