,what,period,did,plates,reverse,directions,to,compress,the,tethys,floor,?
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
two,0.23363454639911652,0.2104448527097702,0.2755576968193054,0.2421713024377823,0.18579736351966858,0.3345099687576294,0.3343428373336792,0.20966315269470215,0.43858039379119873,0.2813292443752289,0.16321343183517456,0.19645625352859497
plates,0.18082769215106964,0.16568656265735626,0.1313653439283371,1.0000001192092896,0.1579321324825287,0.2954304814338684,0.1708442121744156,0.2697743773460388,0.2566349506378174,0.3165472745895386,0.2689415216445923,0.15258446335792542
reversed,0.23351088166236877,0.1815098375082016,0.2684357762336731,0.16175679862499237,0.7966004014015198,0.310302197933197,0.30425772070884705,0.2593621611595154,0.37755653262138367,0.20042169094085693,0.16150744259357452,0.17802467942237854
direction,0.25776705145835876,0.1752600222826004,0.2069222778081894,0.23614650964736938,0.24556991457939148,0.8964114785194397,0.32930055260658264,0.2548646926879883,0.28851455450057983,0.18165697157382965,0.20386026799678802,0.10739318281412125
and,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.2465437352657318,0.18877382576465607,0.3029508590698242,0.48971283435821533,0.17360703647136688,0.5171257257461548,0.23187123239040375,0.26355883479118347,0.20544172823429108
began,0.1665823757648468,0.2657441794872284,0.4415510594844818,0.14041759073734283,0.11717402935028076,0.20531561970710754,0.2731419503688812,0.07836581021547318,0.3059147596359253,0.11461377888917923,0.11902537196874619,0.1370266228914261
to,0.455847829580307,0.24346192181110382,0.4452643394470215,0.1708442121744156,0.24957582354545593,0.3757004141807556,1.0,0.24249021708965302,0.535392165184021,0.24740901589393616,0.2243882566690445,0.29463258385658264
compress,0.20532965660095215,0.0960204005241394,0.11868260055780411,0.2697743773460388,0.31763872504234314,0.2691492736339569,0.24249021708965302,1.0000001192092896,0.21794894337654114,0.18779616057872772,0.23733104765415192,0.2088751494884491
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
tethys,0.19102835655212402,0.26912954449653625,0.14168062806129456,0.3165472745895386,0.1756710261106491,0.2193995714187622,0.24740901589393616,0.18779616057872772,0.25273868441581726,0.9999999403953552,0.1821494847536087,0.13021260499954224
floor,0.1553560197353363,0.11179854720830917,0.0905529335141182,0.2689415216445923,0.11784554272890091,0.2081194370985031,0.2243882566690445,0.23733104765415192,0.25987908244132996,0.1821494847536087,1.0000001192092896,0.20457154512405396
",",0.3087472915649414,0.25030651688575745,0.3015086054801941,0.17598696053028107,0.160164475440979,0.2676805257797241,0.44245919585227966,0.19893641769886017,0.4933079481124878,0.22906635701656342,0.15303881466388702,0.31091248989105225
causing,0.24770919978618622,0.15951427817344666,0.2553318440914154,0.19795626401901245,0.2514703869819641,0.22742341458797455,0.32551613450050354,0.25513067841529846,0.2816545367240906,0.25500577688217163,0.13239127397537231,0.1852436512708664
it,0.45803478360176086,0.2586527168750763,0.2993364930152893,0.22150467336177826,0.18682493269443512,0.24873805046081543,0.513711154460907,0.2673390507698059,0.6251175999641418,0.24472548067569733,0.1903553009033203,0.25732165575027466
to,0.455847829580307,0.24346192181110382,0.4452643394470215,0.1708442121744156,0.24957582354545593,0.3757004141807556,1.0,0.24249021708965302,0.535392165184021,0.24740901589393616,0.2243882566690445,0.29463258385658264
be,0.3929833769798279,0.25402894616127014,0.22657383978366852,0.18594355881214142,0.2570653557777405,0.29887107014656067,0.4972836375236511,0.2977733314037323,0.4248143136501312,0.19957640767097473,0.19372665882110596,0.3324260413646698
subducted,0.20161965489387512,0.20019516348838806,0.2238232046365738,0.3889923691749573,0.17088039219379425,0.2873415946960449,0.23081350326538086,0.2526891231536865,0.34985387325286865,0.4420023262500763,0.3357904255390167,0.10409842431545258
under,0.20154598355293274,0.17153915762901306,0.20815621316432953,0.1991511732339859,0.21355673670768738,0.1946810632944107,0.27177539467811584,0.2040676325559616,0.3348022699356079,0.09785618633031845,0.2200261652469635,0.18233340978622437
eurasia,0.2240149825811386,0.19624055922031403,0.14190250635147095,0.28884458541870117,0.08866161108016968,0.15680532157421112,0.21269039809703827,0.19124463200569153,0.2830895781517029,0.44835689663887024,0.17623154819011688,0.18162722885608673
and,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.2465437352657318,0.18877382576465607,0.3029508590698242,0.48971283435821533,0.17360703647136688,0.5171257257461548,0.23187123239040375,0.26355883479118347,0.20544172823429108
pushing,0.37966427206993103,0.12901949882507324,0.208004429936409,0.26691973209381104,0.21360160410404205,0.3362736403942108,0.298397421836853,0.33392977714538574,0.30727913975715637,0.20119889080524445,0.16593562066555023,0.2176675945520401
up,0.28591108322143555,0.1757180541753769,0.21613863110542297,0.22408577799797058,0.24617831408977509,0.2624706029891968,0.40375280380249023,0.24763162434101105,0.38423117995262146,0.25159820914268494,0.2532657980918884,0.1819818764925003
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
edge,0.2064312994480133,0.1748904287815094,0.09296902269124985,0.2337007373571396,0.1705702543258667,0.3323751389980316,0.24138996005058289,0.23637379705905914,0.3453350365161896,0.266632616519928,0.2727951109409332,0.06842754781246185
of,0.33290785551071167,0.2698146104812622,0.2513895630836487,0.22298482060432434,0.24858421087265015,0.2176607847213745,0.41548454761505127,0.24080300331115723,0.733189046382904,0.2157105952501297,0.19539874792099,0.1826142966747284
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
latter,0.25606152415275574,0.1798546314239502,0.18721601366996765,0.06940729916095734,0.2679377496242523,0.1644521802663803,0.283441424369812,0.1406198889017105,0.37523433566093445,0.14996980130672455,0.157907173037529,0.12733961641788483
plate,0.16980557143688202,0.16436035931110382,0.11731577664613724,0.6540699601173401,0.20250223577022552,0.20107966661453247,0.20158171653747559,0.23118329048156738,0.2611875832080841,0.2647806406021118,0.2060331553220749,0.17674463987350464
in,0.30808621644973755,0.23051127791404724,0.2593238651752472,0.17680886387825012,0.17190614342689514,0.2085569202899933,0.45010748505592346,0.12843257188796997,0.6662389636039734,0.19767718017101288,0.21428263187408447,0.20430970191955566
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
alpine,0.08638320118188858,0.13381607830524445,0.08868767321109772,0.19292274117469788,0.17044860124588013,0.18335576355457306,0.19123923778533936,0.21437211334705353,0.25914666056632996,0.22598569095134735,0.14397603273391724,0.08546924591064453
orogeny,0.2368026077747345,0.38199201226234436,0.12052837014198303,0.3584270477294922,0.19896762073040009,0.27412793040275574,0.2156364768743515,0.26665836572647095,0.31707653403282166,0.4118417501449585,0.25419652462005615,0.09792150557041168
of,0.33290785551071167,0.2698146104812622,0.2513895630836487,0.22298482060432434,0.24858421087265015,0.2176607847213745,0.41548454761505127,0.24080300331115723,0.733189046382904,0.2157105952501297,0.19539874792099,0.1826142966747284
the,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2566349506378174,0.29930976033210754,0.310249000787735,0.535392165184021,0.21794894337654114,1.0,0.25273868441581726,0.25987908244132996,0.22068053483963013
oligocene,0.18987597525119781,0.4053249955177307,0.18183334171772003,0.2949139475822449,0.11965464800596237,0.11860058456659317,0.19295597076416016,0.1688566654920578,0.22206999361515045,0.5131813883781433,0.23425407707691193,0.17752304673194885
and,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.2465437352657318,0.18877382576465607,0.3029508590698242,0.48971283435821533,0.17360703647136688,0.5171257257461548,0.23187123239040375,0.26355883479118347,0.20544172823429108
miocene,0.21224449574947357,0.3496418595314026,0.18433159589767456,0.27776023745536804,0.13882416486740112,0.12073913216590881,0.18162402510643005,0.13620883226394653,0.18358224630355835,0.5014196634292603,0.22054582834243774,0.17454083263874054
periods,0.21756020188331604,0.7653395533561707,0.13953155279159546,0.23819804191589355,0.18240861594676971,0.2769378423690796,0.23085090517997742,0.17375501990318298,0.27702534198760986,0.3174179196357727,0.14657920598983765,0.167264923453331
.,0.3567904531955719,0.2575049102306366,0.35288307070732117,0.19715885818004608,0.24252520501613617,0.28556028008461,0.4645031690597534,0.24358735978603363,0.5934505462646484,0.2244880646467209,0.26091551780700684,0.4130953550338745
