,what,theory,was,arrived,at,in,1811,that,presented,the,assumption,of,diatomic,molecules,?
of,0.33290785551071167,0.23506702482700348,0.4069072902202606,0.2384427934885025,0.42558613419532776,0.5696388483047485,-0.051841046661138535,0.41498205065727234,0.30231305956840515,0.733189046382904,0.3007378578186035,1.0,0.3097217381000519,0.24428431689739227,0.1826142966747284
two,0.23363454639911652,0.22681225836277008,0.27166637778282166,0.24929769337177277,0.32178381085395813,0.36463531851768494,0.10038875788450241,0.3858162462711334,0.24947787821292877,0.43858039379119873,0.17506231367588043,0.37726253271102905,0.23630331456661224,0.26032379269599915,0.19645625352859497
volumes,0.1425984501838684,0.19231995940208435,0.15308699011802673,0.1667473316192627,0.12162071466445923,0.23068252205848694,0.09777626395225525,0.18365883827209473,0.218901127576828,0.21537050604820251,0.16380800306797028,0.2531711161136627,0.20464716851711273,0.3133488893508911,0.11960393190383911
of,0.33290785551071167,0.23506702482700348,0.4069072902202606,0.2384427934885025,0.42558613419532776,0.5696388483047485,-0.051841046661138535,0.41498205065727234,0.30231305956840515,0.733189046382904,0.3007378578186035,1.0,0.3097217381000519,0.24428431689739227,0.1826142966747284
hydrogen,0.19052310287952423,0.27281635999679565,0.1364523321390152,0.10221189260482788,0.17924417555332184,0.1982225924730301,0.0008953149081207812,0.270425409078598,0.08209322392940521,0.20406323671340942,0.1927228420972824,0.2024032324552536,0.5789707899093628,0.5881773233413696,0.14590126276016235
and,0.31309178471565247,0.1765792816877365,0.3740963041782379,0.20594286918640137,0.3571503460407257,0.4954058527946472,0.017277298495173454,0.4731321930885315,0.26139622926712036,0.5171257257461548,0.19467933475971222,0.5116966962814331,0.26794034242630005,0.24837805330753326,0.20544172823429108
one,0.376489520072937,0.27095937728881836,0.3752199709415436,0.1637304276227951,0.32580816745758057,0.4129433035850525,0.04708331450819969,0.5133185982704163,0.23795704543590546,0.5514441132545471,0.3181268572807312,0.4999135136604309,0.27051183581352234,0.25794124603271484,0.2673267424106598
volume,0.18066860735416412,0.14866016805171967,0.1553182154893875,0.13107120990753174,0.15104451775550842,0.19778774678707123,0.02790943719446659,0.20829114317893982,0.16167062520980835,0.2396446168422699,0.1857367604970932,0.27775493264198303,0.22861024737358093,0.2864086329936981,0.1651400327682495
of,0.33290785551071167,0.23506702482700348,0.4069072902202606,0.2384427934885025,0.42558613419532776,0.5696388483047485,-0.051841046661138535,0.41498205065727234,0.30231305956840515,0.733189046382904,0.3007378578186035,1.0,0.3097217381000519,0.24428431689739227,0.1826142966747284
oxygen,0.16781960427761078,0.15834374725818634,0.16070082783699036,0.13673768937587738,0.1428557187318802,0.1672476977109909,-0.0018740668892860413,0.2717767655849457,0.12098931521177292,0.20428593456745148,0.12127581238746643,0.16848602890968323,0.48179152607917786,0.5126039981842041,0.16786395013332367
;,0.10986888408660889,-0.03969723731279373,0.0754367932677269,0.04376465827226639,0.00622112350538373,0.092739537358284,-0.0035467222332954407,0.0633435994386673,0.04541102796792984,0.09152708947658539,0.07562604546546936,0.054534342139959335,0.013668128289282322,0.040901873260736465,0.10349778085947037
and,0.31309178471565247,0.1765792816877365,0.3740963041782379,0.20594286918640137,0.3571503460407257,0.4954058527946472,0.017277298495173454,0.4731321930885315,0.26139622926712036,0.5171257257461548,0.19467933475971222,0.5116966962814331,0.26794034242630005,0.24837805330753326,0.20544172823429108
by,0.2455483376979828,0.17579947412014008,0.4752357602119446,0.21151112020015717,0.2368064820766449,0.370934396982193,0.09304966777563095,0.37496164441108704,0.3042648136615753,0.4408751428127289,0.20189161598682404,0.3646814823150635,0.17302058637142181,0.22475433349609375,0.17966607213020325
1811,0.1021018922328949,0.05130978673696518,0.0692639946937561,0.0639415830373764,0.05186532065272331,-0.04404795169830322,1.0,0.038969337940216064,0.1303294599056244,-0.08871966600418091,0.0817038044333458,-0.051841046661138535,0.028689809143543243,0.08774150162935257,0.07587326318025589
amedeo,0.12249565124511719,0.08216972649097443,0.3202376365661621,0.24591898918151855,0.19222155213356018,0.1859297901391983,0.08143093436956406,0.16253311932086945,0.13448496162891388,0.22041423618793488,0.23356878757476807,0.30475711822509766,0.27137044072151184,0.16646699607372284,0.21442003548145294
avogadro,0.18116356432437897,0.30258792638778687,0.24021480977535248,0.11663208156824112,0.1947517991065979,0.25736621022224426,0.15651990473270416,0.22351273894309998,0.13499251008033752,0.26993507146835327,0.3441599905490875,0.35517075657844543,0.5029509663581848,0.40071314573287964,0.1829325407743454
had,0.23849567770957947,0.19201932847499847,0.5927209258079529,0.43329495191574097,0.3288320302963257,0.385026752948761,0.09456747770309448,0.4407361149787903,0.23668783903121948,0.3875846862792969,0.23067152500152588,0.37755560874938965,0.17893095314502716,0.14815807342529297,0.20728366076946259
arrived,0.25085949897766113,0.08229753375053406,0.363562673330307,1.0,0.32217898964881897,0.2573651373386383,0.0639415830373764,0.26205283403396606,0.2663486897945404,0.279670387506485,0.18326184153556824,0.2384427934885025,0.14212223887443542,0.09598269313573837,0.1681029200553894
at,0.2838611304759979,0.1279659867286682,0.36707764863967896,0.32217898964881897,1.0,0.4374977946281433,0.05186532065272331,0.3183255195617676,0.25958916544914246,0.457212895154953,0.21643242239952087,0.42558613419532776,0.19553017616271973,0.18083149194717407,0.21978627145290375
the,0.42745697498321533,0.2277156263589859,0.48711544275283813,0.279670387506485,0.457212895154953,0.6662389636039734,-0.08871966600418091,0.5473989248275757,0.3251480758190155,1.0,0.26466310024261475,0.733189046382904,0.2946808338165283,0.2374771386384964,0.22068053483963013
correct,0.43571773171424866,0.3304538130760193,0.178055077791214,0.08380221575498581,0.23780132830142975,0.22980515658855438,0.06237955763936043,0.4394359886646271,0.2156383991241455,0.3107529580593109,0.3406665027141571,0.22131142020225525,0.252074658870697,0.2672732174396515,0.36336278915405273
interpretation,0.37054285407066345,0.5049179792404175,0.21009790897369385,0.1275700330734253,0.15289394557476044,0.1910129338502884,0.06875976920127869,0.3879343569278717,0.27503570914268494,0.2766321003437042,0.44418272376060486,0.25918829441070557,0.2718459963798523,0.24560989439487457,0.2162649929523468
of,0.33290785551071167,0.23506702482700348,0.4069072902202606,0.2384427934885025,0.42558613419532776,0.5696388483047485,-0.051841046661138535,0.41498205065727234,0.30231305956840515,0.733189046382904,0.3007378578186035,1.0,0.3097217381000519,0.24428431689739227,0.1826142966747284
water,0.17456887662410736,0.14915134012699127,0.18750394880771637,0.2192646861076355,0.14569826424121857,0.23966141045093536,-0.09069038182497025,0.3326379060745239,0.1376763880252838,0.297396719455719,0.17845258116722107,0.2741255462169647,0.30003678798675537,0.3961057662963867,0.14731885492801666
's,0.02692362666130066,-0.0025054612196981907,0.008974763564765453,-0.0309759508818388,-0.08481216430664062,-0.037580832839012146,-0.019947391003370285,0.04397977516055107,0.016211573034524918,-0.01540423184633255,0.017019789665937424,-0.03817026689648628,-0.0335940383374691,-0.05182359367609024,-0.023395681753754616
composition,0.2385338991880417,0.33611446619033813,0.23116475343704224,0.08390577882528305,0.20157793164253235,0.22499391436576843,0.0821315199136734,0.22561553120613098,0.21754410862922668,0.2593342959880829,0.2584773004055023,0.3104008734226227,0.37734177708625793,0.3818330764770508,0.12543568015098572
",",0.3087472915649414,0.18095813691616058,0.45456063747406006,0.2745046317577362,0.38314947485923767,0.5201468467712402,0.10501284897327423,0.4137537479400635,0.28443270921707153,0.4933079481124878,0.2519069015979767,0.4946078956127167,0.28459563851356506,0.18639802932739258,0.31091248989105225
based,0.274813175201416,0.18977931141853333,0.2870393395423889,0.15351445972919464,0.17453226447105408,0.3070422410964966,0.13436643779277802,0.31403544545173645,0.2585859000682831,0.29860720038414,0.28254926204681396,0.3033197224140167,0.2070266306400299,0.17044872045516968,0.134929820895195
on,0.34226128458976746,0.16873858869075775,0.3909217119216919,0.23387931287288666,0.4806317389011383,0.46853652596473694,0.06170937791466713,0.42569106817245483,0.2615085244178772,0.5107308030128479,0.22753669321537018,0.3966929316520691,0.20237530767917633,0.16564491391181946,0.2714994251728058
what,0.9999998807907104,0.297923743724823,0.22111038863658905,0.25085949897766113,0.2838611304759979,0.30808621644973755,0.1021018922328949,0.6297725439071655,0.23381416499614716,0.42745697498321533,0.4053521156311035,0.33290785551071167,0.30110427737236023,0.2143162339925766,0.5051238536834717
is,0.28837618231773376,0.19279582798480988,0.5810302495956421,0.11152338981628418,0.25906258821487427,0.5394441485404968,-0.04106796905398369,0.3995479643344879,0.22408393025398254,0.5823672413825989,0.32664352655410767,0.4854315221309662,0.2860228419303894,0.20481984317302704,0.22961433231830597
now,0.4903225302696228,0.1655191332101822,0.35876134037971497,0.29246199131011963,0.33692896366119385,0.3619694113731384,0.03187066316604614,0.4135645031929016,0.1755269318819046,0.38266420364379883,0.24421699345111847,0.29182544350624084,0.2113236039876938,0.12324915826320648,0.29641881585121155
called,0.3235960602760315,0.2556686997413635,0.33927658200263977,0.23968687653541565,0.23534239828586578,0.40847352147102356,0.018297767266631126,0.41604554653167725,0.19165509939193726,0.489897221326828,0.19763809442520142,0.4222904443740845,0.3014284670352936,0.22180034220218658,0.18963319063186646
avogadro,0.18116356432437897,0.30258792638778687,0.24021480977535248,0.11663208156824112,0.1947517991065979,0.25736621022224426,0.15651990473270416,0.22351273894309998,0.13499251008033752,0.26993507146835327,0.3441599905490875,0.35517075657844543,0.5029509663581848,0.40071314573287964,0.1829325407743454
's,0.02692362666130066,-0.0025054612196981907,0.008974763564765453,-0.0309759508818388,-0.08481216430664062,-0.037580832839012146,-0.019947391003370285,0.04397977516055107,0.016211573034524918,-0.01540423184633255,0.017019789665937424,-0.03817026689648628,-0.0335940383374691,-0.05182359367609024,-0.023395681753754616
law,0.2145031988620758,0.20953647792339325,0.21553055942058563,0.15121851861476898,0.1870616227388382,0.24850773811340332,0.12253423780202866,0.23277728259563446,0.16681422293186188,0.24548950791358948,0.21362949907779694,0.2816956341266632,0.17163561284542084,0.1378866583108902,0.1528988480567932
and,0.31309178471565247,0.1765792816877365,0.3740963041782379,0.20594286918640137,0.3571503460407257,0.4954058527946472,0.017277298495173454,0.4731321930885315,0.26139622926712036,0.5171257257461548,0.19467933475971222,0.5116966962814331,0.26794034242630005,0.24837805330753326,0.20544172823429108
the,0.42745697498321533,0.2277156263589859,0.48711544275283813,0.279670387506485,0.457212895154953,0.6662389636039734,-0.08871966600418091,0.5473989248275757,0.3251480758190155,1.0,0.26466310024261475,0.733189046382904,0.2946808338165283,0.2374771386384964,0.22068053483963013
assumption,0.4053521156311035,0.36274516582489014,0.24384567141532898,0.18326184153556824,0.21643242239952087,0.20557239651679993,0.0817038044333458,0.4000380337238312,0.22148676216602325,0.26466310024261475,0.9999998807907104,0.3007378578186035,0.1791311800479889,0.18485113978385925,0.28394895792007446
of,0.33290785551071167,0.23506702482700348,0.4069072902202606,0.2384427934885025,0.42558613419532776,0.5696388483047485,-0.051841046661138535,0.41498205065727234,0.30231305956840515,0.733189046382904,0.3007378578186035,1.0,0.3097217381000519,0.24428431689739227,0.1826142966747284
diatomic,0.30110427737236023,0.3238246738910675,0.15712548792362213,0.14212223887443542,0.19553017616271973,0.26021671295166016,0.028689809143543243,0.3439471423625946,0.13650912046432495,0.2946808338165283,0.1791311800479889,0.3097217381000519,0.9999998807907104,0.5598090291023254,0.18782663345336914
elemental,0.21225760877132416,0.2990334630012512,0.18167805671691895,0.0659589022397995,0.2178093045949936,0.2091318815946579,-0.008664902299642563,0.2665785253047943,0.14767657220363617,0.20710735023021698,0.21159715950489044,0.26839062571525574,0.4390433132648468,0.35920095443725586,0.1721096783876419
molecules,0.2143162339925766,0.3556683361530304,0.13079391419887543,0.09598269313573837,0.18083149194717407,0.2197362184524536,0.08774150162935257,0.29100579023361206,0.1289520263671875,0.2374771386384964,0.18485113978385925,0.24428431689739227,0.5598090291023254,0.9999999403953552,0.17409995198249817
.,0.3567904531955719,0.18047811090946198,0.40146201848983765,0.23785090446472168,0.4549728035926819,0.5591574311256409,0.09685102105140686,0.4460422694683075,0.2494649887084961,0.5934505462646484,0.2328525334596634,0.5352458953857422,0.27935701608657837,0.25748172402381897,0.4130953550338745
