,in,what,year,was,the,lunar,module,(,lm,),dropped,because,it,was,n't,seen,as,useful,?
],-0.1088862195611,-0.03775298595428467,-0.09102598577737808,0.0001094614781322889,-0.04779602214694023,0.026837889105081558,0.04392530024051666,-0.03101896308362484,0.050423018634319305,-0.048183511942625046,-0.08995857834815979,0.03008894994854927,-0.07210399955511093,0.0001094614781322889,-0.019672831520438194,0.053344544023275375,-0.03319411352276802,0.016136888414621353,-0.0022520492784678936
...,0.17783419787883759,0.001098619308322668,0.020941754803061485,0.1733308732509613,0.04743409901857376,-0.08266126364469528,0.0477682501077652,0.05124823376536369,-0.03248639032244682,0.059280332177877426,-0.01766175776720047,-0.04192326217889786,0.008297068998217583,0.1733308732509613,0.19502785801887512,-0.026300540193915367,0.06266240030527115,-0.03926939144730568,-0.07163430005311966
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.17547959089279175,0.09592796117067337,0.2980341613292694,0.14216841757297516,0.3267642855644226,0.3094581663608551,0.3841400742530823,0.4577186405658722,1.0000001192092896,0.06924254447221756,0.2286430299282074,0.3677520453929901,0.1030915230512619,0.18412111699581146
finally,0.36356985569000244,0.33623361587524414,0.22676491737365723,0.3442646861076355,0.4516841769218445,0.17478810250759125,0.13981495797634125,0.18489311635494232,0.20864713191986084,0.1887175291776657,0.27404242753982544,0.3580819070339203,0.4219449758529663,0.3442646861076355,-0.13296614587306976,0.11143434047698975,0.28214770555496216,0.1999565064907074,0.16868984699249268
dropped,0.22307343780994415,0.1258322298526764,0.24959050118923187,0.3094581663608551,0.2875209450721741,0.15688028931617737,0.11361996829509735,0.13139848411083221,0.13720951974391937,0.1408943086862564,1.0,0.2772233188152313,0.20119741559028625,0.3094581663608551,-0.03795637562870979,0.22666428983211517,0.19994346797466278,0.16565793752670288,0.1272711455821991
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.6363511681556702,0.15934062004089355,0.63033527135849,0.23572582006454468,0.372031033039093,0.48329564929008484,0.45456063747406006,0.11016341298818588,0.28642043471336365,0.48816442489624023,0.29760420322418213,0.31091248989105225
because,0.37423941493034363,0.46729007363319397,0.23307009041309357,0.3841400742530823,0.44596394896507263,0.11302224546670914,0.18251346051692963,0.2131619155406952,0.1510758101940155,0.2400766909122467,0.2772233188152313,1.0,0.4849289059638977,0.3841400742530823,-0.1617082953453064,0.352536141872406,0.42073941230773926,0.39203310012817383,0.2528740465641022
no,0.24372287094593048,0.339326947927475,0.17495779693126678,0.19955526292324066,0.3461136817932129,0.08637601882219315,0.15047718584537506,0.28322693705558777,0.15482379496097565,0.28349557518959045,0.18522220849990845,0.32473182678222656,0.25005611777305603,0.19955526292324066,-0.023025933653116226,0.22186186909675598,0.28687340021133423,0.3186197280883789,0.32165053486824036
single,0.23017926514148712,0.24458327889442444,0.19529137015342712,0.22785933315753937,0.29338565468788147,0.12039642035961151,0.15366831421852112,0.17650093138217926,0.15531381964683533,0.19753961265087128,0.1031934916973114,0.20720994472503662,0.26235145330429077,0.22785933315753937,-0.06645780056715012,0.21707792580127716,0.21386434137821198,0.21083490550518036,0.2151121199131012
reasonable,0.22917132079601288,0.40443673729896545,0.22712288796901703,0.2106674462556839,0.24396859109401703,0.21419093012809753,0.21463268995285034,0.19583314657211304,0.2679486870765686,0.20202389359474182,0.1979823112487793,0.3813743591308594,0.3194795548915863,0.2106674462556839,0.022066062316298485,0.21280917525291443,0.25285959243774414,0.47275999188423157,0.3725526034832001
csm,0.15355633199214935,0.16508343815803528,0.1797383427619934,0.15221786499023438,0.15609420835971832,0.5040956735610962,0.4761714041233063,0.2919323444366455,0.4229579269886017,0.3227638304233551,0.18783928453922272,0.11688008159399033,0.11861354857683182,0.15221786499023438,0.18623219430446625,0.07804694771766663,0.1184525266289711,0.2097586691379547,0.19925744831562042
failure,0.2055809497833252,0.19130942225456238,0.14809446036815643,0.29373642802238464,0.24083465337753296,0.21353071928024292,0.17567414045333862,0.15449431538581848,0.1793397217988968,0.159898042678833,0.1835024654865265,0.21895308792591095,0.14395365118980408,0.29373642802238464,0.17924168705940247,0.18032138049602509,0.11834058165550232,0.16615228354930878,0.12142058461904526
could,0.29357993602752686,0.4188697934150696,0.17617186903953552,0.39896807074546814,0.35393214225769043,0.1776949018239975,0.2225901186466217,0.18447557091712952,0.23699620366096497,0.19699417054653168,0.3037096858024597,0.49009889364242554,0.329755574464798,0.39896807074546814,-0.15486787259578705,0.260471373796463,0.32771480083465576,0.40277084708213806,0.3411986827850342
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.42228707671165466,0.4248143136501312,0.167300745844841,0.2258499711751938,0.2349044382572174,0.23948977887630463,0.24578070640563965,0.1644648313522339,0.5052481293678284,0.5203388929367065,0.42228707671165466,-0.08962184190750122,0.37386253476142883,0.5230465531349182,0.47395509481430054,0.3324260413646698
identified,0.1841590851545334,0.16489295661449432,0.2024289220571518,0.22457899153232574,0.3162215054035187,0.22622798383235931,0.11030125617980957,0.21384991705417633,0.27591630816459656,0.19209477305412292,0.1517409235239029,0.2751464247703552,0.20495085418224335,0.22457899153232574,0.027805104851722717,0.3994216322898865,0.31918391585350037,0.22694890201091766,0.18080152571201324
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.24143245816230774,0.25704696774482727,0.2264307141304016,0.2737142741680145,0.23478686809539795,0.26290929317474365,0.6503599286079407,0.5921133160591125,0.33670201897621155,-0.130638986825943,0.3623615801334381,0.4735107421875,0.4190219044685364,0.32716336846351624
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.41663143038749695,0.4133751392364502,0.20055215060710907,0.2092796117067337,0.21630488336086273,0.20394809544086456,0.2093871831893921,0.3208276331424713,0.5055220723152161,0.36398744583129883,0.41663143038749695,-0.17245030403137207,0.3271655738353729,0.3824005722999573,0.3740020990371704,0.37178951501846313
prohibit,0.15546579658985138,0.2572866678237915,0.14992350339889526,0.09467539936304092,0.21677012741565704,0.14074867963790894,0.1330019235610962,0.1856914609670639,0.10252180695533752,0.18246331810951233,0.1403854489326477,0.2809419631958008,0.220038503408432,0.09467539936304092,-0.050130635499954224,0.12616688013076782,0.23513157665729523,0.27866843342781067,0.28371548652648926
use,0.2715643048286438,0.3453877568244934,0.14744296669960022,0.17744606733322144,0.34342584013938904,0.14170129597187042,0.2386648952960968,0.2174896001815796,0.23685790598392487,0.23662498593330383,0.24468794465065002,0.40689316391944885,0.34436097741127014,0.17744606733322144,-0.13048261404037476,0.2838034927845001,0.3453201949596405,0.5366128087043762,0.32795652747154236
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.204553484916687,0.057198818773031235,0.35032153129577637,0.15462981164455414,0.3680361211299896,0.21120592951774597,0.4075504541397095,0.38761502504348755,0.4069072902202606,-0.021397603675723076,0.28639769554138184,0.3886612355709076,0.2576141655445099,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.23309995234012604,0.15147453546524048,0.33289089798927307,0.25534775853157043,0.3456730246543884,0.2875209450721741,0.44596394896507263,0.6251175999641418,0.48711544275283813,-0.11449059844017029,0.3442007005214691,0.48381632566452026,0.24760913848876953,0.22068053483963013
sps,0.15754073858261108,0.0630502849817276,0.11726359277963638,0.10882608592510223,0.20786093175411224,0.13244812190532684,0.10896031558513641,0.16293694078922272,0.0925474762916565,0.15831869840621948,0.18178826570510864,0.1761009842157364,0.12885110080242157,0.10882608592510223,-0.1257546991109848,0.1560603231191635,0.16895180940628052,0.15915457904338837,0.06347409635782242
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.16741344332695007,0.1851804405450821,0.5072786808013916,0.22923575341701508,0.5363735556602478,0.2791602313518524,0.45765790343284607,0.5593622326850891,0.40146201848983765,0.01884327083826065,0.30320122838020325,0.515582263469696,0.2683940827846527,0.4130953550338745
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.05931802839040756,-0.0770312175154686,-0.022970275953412056,-0.05225958302617073,-0.028269650414586067,-0.07299201190471649,-0.0771673172712326,-0.016964951530098915,0.04456103965640068,0.017899289727211,0.059671591967344284,0.006628023460507393,0.02541411481797695,0.018684765323996544
