,what,was,considered,responsible,for,the,black,death,as,well,as,the,epidemic,in,southern,china,?
theory,0.297923743724823,0.18278326094150543,0.18576759099960327,0.20886042714118958,0.20500218868255615,0.2277156263589859,0.20110444724559784,0.0997479185461998,0.18675357103347778,0.2439124584197998,0.18675357103347778,0.2277156263589859,0.21228724718093872,0.16955126821994781,0.01902792602777481,0.163235142827034,0.1387292891740799
",",0.3087472915649414,0.45456063747406006,0.32932984828948975,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.48816442489624023,0.4331948161125183,0.48816442489624023,0.4933079481124878,0.2777330279350281,0.5201468467712402,0.2795628309249878,0.27650898694992065,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.32509535551071167,0.2860240638256073,0.44095608592033386,0.6521818041801453,0.22594642639160156,0.17868493497371674,0.41006597876548767,0.42522135376930237,0.41006597876548767,0.6521818041801453,0.23366132378578186,0.4840516746044159,0.2648681700229645,0.2780199646949768,0.25814583897590637
attributes,0.33090269565582275,0.1532660722732544,0.33870750665664673,0.28486934304237366,0.2405109852552414,0.2440909594297409,0.11332925409078598,0.20751753449440002,0.2634539306163788,0.21025609970092773,0.2634539306163788,0.2440909594297409,0.2217235416173935,0.15802253782749176,0.06464424729347229,0.17091692984104156,0.250948429107666
the,0.42745697498321533,0.48711544275283813,0.4028765559196472,0.3305104374885559,0.4739971458911896,1.0,0.28466513752937317,0.21438048779964447,0.48381632566452026,0.42630070447921753,0.48381632566452026,1.0,0.23666009306907654,0.6662389636039734,0.3282862603664398,0.3110525608062744,0.22068053483963013
outbreak,0.19845229387283325,0.27254146337509155,0.18397818505764008,0.17538730800151825,0.19200079143047333,0.28401845693588257,0.1455029845237732,0.24354016780853271,0.20172831416130066,0.1425068974494934,0.20172831416130066,0.28401845693588257,0.5563172698020935,0.27757999300956726,0.23211246728897095,0.2719564139842987,0.1898726373910904
to,0.455847829580307,0.3636345863342285,0.2954166829586029,0.19470079243183136,0.4451248347759247,0.535392165184021,0.23292754590511322,0.19568277895450592,0.42092081904411316,0.3422003388404846,0.42092081904411316,0.535392165184021,0.220205157995224,0.45010748505592346,0.18284058570861816,0.1938052773475647,0.29463258385658264
yersinia,0.2697097361087799,0.1922709196805954,0.1990526169538498,0.1410469263792038,0.14848415553569794,0.26242390275001526,0.26224657893180847,0.2143717110157013,0.1825794279575348,0.150019109249115,0.1825794279575348,0.26242390275001526,0.4266447126865387,0.2823023796081543,0.179264098405838,0.23630423843860626,0.22753337025642395
pestis,0.20065881311893463,0.19139879941940308,0.24971847236156464,0.17638231813907623,0.18700870871543884,0.23376873135566711,0.18916335701942444,0.2285131812095642,0.2258399873971939,0.2331191748380661,0.2258399873971939,0.23376873135566711,0.5149469375610352,0.16708125174045563,0.16847196221351624,0.2120860069990158,0.2471543848514557
",",0.3087472915649414,0.45456063747406006,0.32932984828948975,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.48816442489624023,0.4331948161125183,0.48816442489624023,0.4933079481124878,0.2777330279350281,0.5201468467712402,0.2795628309249878,0.27650898694992065,0.31091248989105225
also,0.42747777700424194,0.4032125174999237,0.3751697242259979,0.2941048741340637,0.5373267531394958,0.6021018624305725,0.2629944682121277,0.21520476043224335,0.5774298906326294,0.5816429853439331,0.5774298906326294,0.6021018624305725,0.24788346886634827,0.5073733329772949,0.28076234459877014,0.27718913555145264,0.21848613023757935
responsible,0.26869386434555054,0.2582622170448303,0.3153739869594574,1.0,0.35061514377593994,0.3305104374885559,0.10914730280637741,0.18564514815807343,0.25070908665657043,0.26740512251853943,0.25070908665657043,0.3305104374885559,0.1775081902742386,0.24309778213500977,0.09526949375867844,0.2157604694366455,0.11367333680391312
for,0.3017193675041199,0.3863949179649353,0.3214476406574249,0.35061514377593994,0.9999999403953552,0.4739971458911896,0.2090286761522293,0.19869662821292877,0.44774648547172546,0.46352139115333557,0.44774648547172546,0.4739971458911896,0.20840448141098022,0.4322226941585541,0.14496514201164246,0.15661011636257172,0.264628142118454
an,0.2821882665157318,0.3694365322589874,0.3028697371482849,0.20550402998924255,0.3236706852912903,0.4207492768764496,0.12098756432533264,0.16046245396137238,0.37218472361564636,0.2743435502052307,0.37218472361564636,0.4207492768764496,0.1811881959438324,0.2605783939361572,0.1620207577943802,0.11945262551307678,0.19793890416622162
epidemic,0.17818985879421234,0.2477717399597168,0.1805412322282791,0.1775081902742386,0.20840448141098022,0.23666009306907654,0.14684009552001953,0.2925157845020294,0.17135930061340332,0.12329991161823273,0.17135930061340332,0.23666009306907654,1.0000001192092896,0.28030508756637573,0.07202263176441193,0.20602746307849884,0.1562352478504181
that,0.6297725439071655,0.33670201897621155,0.37593913078308105,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.4735107421875,0.4277172386646271,0.4735107421875,0.5473989248275757,0.2521248161792755,0.435920387506485,0.22864879667758942,0.27188003063201904,0.32716336846351624
began,0.1665823757648468,0.4683617055416107,0.16927111148834229,0.2110176831483841,0.29047009348869324,0.3059147596359253,0.15697164833545685,0.16445913910865784,0.25156188011169434,0.303363174200058,0.25156188011169434,0.3059147596359253,0.1497134566307068,0.34154343605041504,0.17424459755420685,0.19992999732494354,0.1370266228914261
in,0.30808621644973755,0.45514053106307983,0.28591203689575195,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3887844979763031,0.36612698435783386,0.3887844979763031,0.6662389636039734,0.28030508756637573,1.0,0.3190481662750244,0.267821341753006,0.20430970191955566
southern,0.18679563701152802,0.23717372119426727,0.21078813076019287,0.09526949375867844,0.14496514201164246,0.3282862603664398,0.21673153340816498,0.17050045728683472,0.17950406670570374,0.16826173663139343,0.17950406670570374,0.3282862603664398,0.07202263176441193,0.3190481662750244,1.0,0.2866702973842621,0.11225555837154388
china,0.13832437992095947,0.20567192137241364,0.18771207332611084,0.2157604694366455,0.15661011636257172,0.3110525608062744,0.14070409536361694,0.11805373430252075,0.22077526152133942,0.2160753458738327,0.22077526152133942,0.3110525608062744,0.20602746307849884,0.267821341753006,0.2866702973842621,1.0000001192092896,0.18007943034172058
in,0.30808621644973755,0.45514053106307983,0.28591203689575195,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3887844979763031,0.36612698435783386,0.3887844979763031,0.6662389636039734,0.28030508756637573,1.0,0.3190481662750244,0.267821341753006,0.20430970191955566
1865,0.09885550290346146,0.22172267735004425,0.13656380772590637,0.05135839059948921,0.10159365087747574,0.13530854880809784,0.12781183421611786,0.12401922047138214,0.12973475456237793,0.105606310069561,0.12973475456237793,0.13530854880809784,0.08364687860012054,0.18914738297462463,0.19405998289585114,0.1255587488412857,0.09031988680362701
",",0.3087472915649414,0.45456063747406006,0.32932984828948975,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.48816442489624023,0.4331948161125183,0.48816442489624023,0.4933079481124878,0.2777330279350281,0.5201468467712402,0.2795628309249878,0.27650898694992065,0.31091248989105225
eventually,0.28470873832702637,0.35699570178985596,0.1731019914150238,0.2234814316034317,0.3156387209892273,0.42022404074668884,0.19584806263446808,0.2694227397441864,0.31215140223503113,0.3197344243526459,0.31215140223503113,0.42022404074668884,0.25472182035446167,0.3575967252254486,0.2293151617050171,0.22340118885040283,0.13642115890979767
spreading,0.29376479983329773,0.16064481437206268,0.25235819816589355,0.26490873098373413,0.24025823175907135,0.3464648723602295,0.21714948117733002,0.18952707946300507,0.22481825947761536,0.2876858711242676,0.22481825947761536,0.3464648723602295,0.4041826128959656,0.2809927463531494,0.1919165998697281,0.2562839984893799,0.18905867636203766
to,0.455847829580307,0.3636345863342285,0.2954166829586029,0.19470079243183136,0.4451248347759247,0.535392165184021,0.23292754590511322,0.19568277895450592,0.42092081904411316,0.3422003388404846,0.42092081904411316,0.535392165184021,0.220205157995224,0.45010748505592346,0.18284058570861816,0.1938052773475647,0.29463258385658264
india,0.23203566670417786,0.22117909789085388,0.22623437643051147,0.22484883666038513,0.19895431399345398,0.3108653426170349,0.10295157879590988,0.12089712172746658,0.21790818870067596,0.22815418243408203,0.21790818870067596,0.3108653426170349,0.21522468328475952,0.27070173621177673,0.25023356080055237,0.4863472580909729,0.10473668575286865
.,0.3567904531955719,0.40146201848983765,0.29356086254119873,0.2309054434299469,0.4726039469242096,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.515582263469696,0.42422395944595337,0.515582263469696,0.5934505462646484,0.259855180978775,0.5591574311256409,0.26629969477653503,0.2979343831539154,0.4130953550338745
