,approximately,how,many,british,drawings,are,included,in,the,v,&,a,collection,?
old,0.1678571105003357,0.1789429783821106,0.2612006664276123,0.12144297361373901,0.21005967259407043,0.17688636481761932,0.1618235558271408,0.2865324318408966,0.31849798560142517,0.07272037863731384,0.13134126365184784,0.2846200466156006,0.15432500839233398,0.20577076077461243
master,0.15213623642921448,0.21466802060604095,0.1621752381324768,0.17101694643497467,0.2171470820903778,0.12116571515798569,0.06856513023376465,0.17882928252220154,0.19769129157066345,0.09621870517730713,0.14030353724956512,0.2078990340232849,0.15440933406352997,0.11915034055709839
works,0.08490744978189468,0.28242939710617065,0.31669676303863525,0.12995171546936035,0.3757094442844391,0.2733730971813202,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.3417747914791107,0.19597402215003967
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
including,0.3290342688560486,0.20270724594593048,0.6119236350059509,0.24625439941883087,0.26133641600608826,0.45025435090065,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.32469215989112854,0.1633303165435791
works,0.08490744978189468,0.28242939710617065,0.31669676303863525,0.12995171546936035,0.3757094442844391,0.2733730971813202,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.3417747914791107,0.19597402215003967
by,0.2594222128391266,0.34370526671409607,0.3409687578678131,0.26707085967063904,0.24822719395160675,0.37842893600463867,0.2987801134586334,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.2678082287311554,0.17966607213020325
:,0.0014460362726822495,-0.11215605586767197,-0.10786184668540955,-0.04258955642580986,-0.08356654644012451,-0.1189703419804573,-0.025355264544487,0.020521078258752823,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.10115766525268555,-0.07156077772378922
dürer,0.1903381198644638,0.2078162282705307,0.2708766460418701,0.08767970651388168,0.45471665263175964,0.1653013527393341,0.20459403097629547,0.22514767944812775,0.2264566421508789,0.13259372115135193,0.10514942556619644,0.14280684292316437,0.27969586849212646,0.15266801416873932
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
giovanni,0.08841504901647568,0.12269777059555054,0.15054209530353546,0.11721150577068329,0.21443013846874237,0.09594394266605377,0.14732573926448822,0.15815386176109314,0.16284190118312836,0.14237019419670105,0.12406846880912781,0.17958615720272064,0.1363195925951004,0.13561689853668213
benedetto,0.10897019505500793,0.09235039353370667,0.1020718663930893,0.1346312314271927,0.24215717613697052,0.08946037292480469,0.14292007684707642,0.1845807135105133,0.19872620701789856,0.21728938817977905,0.11180485785007477,0.19269663095474243,0.16631589829921722,0.25279513001441956
castiglione,0.14267636835575104,0.11946909129619598,0.19855384528636932,0.2021474838256836,0.2603987753391266,0.13537147641181946,0.2184784710407257,0.3097412884235382,0.30627307295799255,0.16847734153270721,0.12521077692508698,0.2182239592075348,0.22581747174263,0.1528071165084839
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
bernardo,0.13949228823184967,0.12038504332304001,0.23110003769397736,0.1843898445367813,0.22464656829833984,0.12597280740737915,0.11667834967374802,0.238566592335701,0.23935143649578094,0.1387273371219635,0.14516235888004303,0.21217109262943268,0.0693463534116745,0.11246369034051895
buontalenti,0.1993045061826706,0.14353911578655243,0.2010815590620041,0.1903342753648758,0.2754124402999878,0.20394989848136902,0.18715603649616241,0.261213093996048,0.25555747747421265,0.20652057230472565,0.22456799447536469,0.2749694585800171,0.2617388367652893,0.23699690401554108
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
rembrandt,0.1039726510643959,0.22492097318172455,0.2264174222946167,0.12679286301136017,0.45066118240356445,0.1569886952638626,0.15582619607448578,0.19755259156227112,0.16912591457366943,0.0823482796549797,0.07446708530187607,0.2051539421081543,0.2952265441417694,0.22640541195869446
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
antonio,0.1582595258951187,0.12604764103889465,0.1994359940290451,0.15072613954544067,0.16866716742515564,0.10061372071504593,0.10818429291248322,0.16966992616653442,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.1160007119178772,0.09923860430717468
verrio,0.1496466100215912,0.18765820562839508,0.1098516583442688,0.17311522364616394,0.23059959709644318,0.09983636438846588,0.17793095111846924,0.1894386112689972,0.1978490650653839,0.24335505068302155,0.11119163781404495,0.24842163920402527,0.17969803512096405,0.2797500193119049
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
paul,0.11081190407276154,0.11558837443590164,0.133908212184906,0.16177184879779816,0.17512787878513336,0.156984344124794,0.18567226827144623,0.21331322193145752,0.19191958010196686,0.1338740587234497,0.17826934158802032,0.13667120039463043,0.1638609915971756,0.16611461341381073
sandby,0.20930911600589752,0.2277258038520813,0.2284366339445114,0.1938926875591278,0.2144666463136673,0.2415419965982437,0.1990104764699936,0.2848673164844513,0.24723881483078003,0.20707131922245026,0.11912203580141068,0.3144772946834564,0.1828925907611847,0.24216556549072266
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.14995338022708893,0.16882067918777466,0.12777787446975708,0.2667495906352997,0.12626059353351593,0.12806348502635956,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
russell,0.1511489599943161,0.20873931050300598,0.18527990579605103,0.22953711450099945,0.18649254739284515,0.17263387143611908,0.17819441854953766,0.22963611781597137,0.2413037121295929,0.1724885255098343,0.12409015744924545,0.18258225917816162,0.0948466807603836,0.11642709374427795
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
angelica,0.07176648825407028,0.07295213639736176,0.10281529277563095,0.046432558447122574,0.17629985511302948,0.16380338370800018,0.05775027722120285,0.11892448365688324,0.14534907042980194,0.13136997818946838,0.13079442083835602,0.1587238907814026,0.14559295773506165,0.19822736084461212
kauffman,0.15436528623104095,0.2090751975774765,0.22098496556282043,0.16010624170303345,0.2414986938238144,0.19525519013404846,0.10739855468273163,0.28209009766578674,0.2655191421508789,0.1326993703842163,0.21522293984889984,0.22006161510944366,0.19164332747459412,0.17178326845169067
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.14995338022708893,0.16882067918777466,0.12777787446975708,0.2667495906352997,0.12626059353351593,0.12806348502635956,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
flaxman,0.18802601099014282,0.21364447474479675,0.271871417760849,0.39014410972595215,0.30332043766975403,0.17895258963108063,0.19865168631076813,0.28192105889320374,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.2447238713502884,0.1984574794769287
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
hugh,0.05769716203212738,0.16513675451278687,0.1488628089427948,0.27608588337898254,0.1698141098022461,0.061911582946777344,0.13687601685523987,0.18993298709392548,0.24369864165782928,0.19455187022686005,0.17555378377437592,0.1478407233953476,0.0481608584523201,0.12381613999605179
douglas,0.10981205850839615,0.09134955704212189,0.20366577804088593,0.27641761302948,0.18172085285186768,0.15669691562652588,0.14258375763893127,0.17743754386901855,0.18504364788532257,0.09603535383939743,0.16055870056152344,0.15485304594039917,0.12040972709655762,0.1281188279390335
hamilton,0.128195658326149,0.17142799496650696,0.17369677126407623,0.2786419987678528,0.10915408283472061,0.1360357701778412,0.18014048039913177,0.2069321870803833,0.24943995475769043,0.19062469899654388,0.12696991860866547,0.2237759679555893,0.15871797502040863,0.16491469740867615
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.0509202741086483,0.16050536930561066,0.1573767364025116,0.20829561352729797,0.18178868293762207,0.08338611572980881,0.1706911027431488,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
rowlandson,0.15786238014698029,0.1728655993938446,0.20713548362255096,0.3244461417198181,0.21179212629795074,0.16405974328517914,0.23032721877098083,0.25160765647888184,0.22991494834423065,0.19104446470737457,0.20554731786251068,0.2431790977716446,0.14915351569652557,0.18764621019363403
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
william,0.11712439358234406,0.1955212652683258,0.13709884881973267,0.21299338340759277,0.21193835139274597,0.09992735832929611,0.13499651849269867,0.21605195105075836,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.1617477536201477,0.14462219178676605
kilburn,0.16722603142261505,0.17579424381256104,0.127349853515625,0.3260706961154938,0.16882333159446716,0.09614498168230057,0.1430092751979828,0.24660691618919373,0.21308137476444244,0.2645983397960663,0.21421748399734497,0.23915046453475952,0.10632961988449097,0.19079868495464325
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.0509202741086483,0.16050536930561066,0.1573767364025116,0.20829561352729797,0.18178868293762207,0.08338611572980881,0.1706911027431488,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
girtin,0.17255575954914093,0.19428651034832,0.26244738698005676,0.2466088831424713,0.32221361994743347,0.23867717385292053,0.18276727199554443,0.283529669046402,0.31849709153175354,0.09213287383317947,0.2177601009607315,0.3325401842594147,0.2317536175251007,0.13964176177978516
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
jean,0.04630197212100029,0.13237422704696655,0.19045351445674896,0.18448498845100403,0.22356320917606354,0.11007310450077057,0.05162942036986351,0.19998259842395782,0.2186683863401413,0.06389088928699493,0.05770741030573845,0.19298788905143738,0.24194449186325073,0.1531364470720291
auguste,0.1196017935872078,0.1427910476922989,0.19394639134407043,0.2433614432811737,0.36511677503585815,0.09866826981306076,0.15616965293884277,0.2284879982471466,0.18969763815402985,0.12022212892770767,0.092386394739151,0.22253604233264923,0.2737104892730713,0.17689163982868195
dominique,0.08529257774353027,0.13658258318901062,0.1048424020409584,0.25086185336112976,0.16421525180339813,0.02786177024245262,0.14583134651184082,0.14559809863567352,0.12689374387264252,0.12587504088878632,0.20650556683540344,0.19313062727451324,0.1706787496805191,0.18719474971294403
ingres,0.035454507917165756,0.1612902581691742,0.19063878059387207,0.12010638415813446,0.3891015350818634,0.15598157048225403,0.1659487634897232,0.20508749783039093,0.19489136338233948,0.11505771428346634,0.17144040763378143,0.20255963504314423,0.27812889218330383,0.21079476177692413
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
david,0.11179058998823166,0.14805477857589722,0.1505916863679886,0.24916653335094452,0.1756264716386795,0.10836230963468552,0.16238267719745636,0.17107756435871124,0.2237231284379959,0.1434764564037323,0.14487789571285248,0.19156141579151154,0.17162975668907166,0.04158485680818558
wilkie,0.12254556268453598,0.17416727542877197,0.1627701073884964,0.3055562973022461,0.2882160544395447,0.09664937853813171,0.18763601779937744,0.2423786073923111,0.2626578211784363,0.15775929391384125,0.288770467042923,0.23975518345832825,0.16974714398384094,0.12453664839267731
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.14995338022708893,0.16882067918777466,0.12777787446975708,0.2667495906352997,0.12626059353351593,0.12806348502635956,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
martin,0.10362570732831955,0.08468687534332275,0.19689232110977173,0.21671652793884277,0.20743045210838318,0.1093902736902237,0.1568216234445572,0.22752496600151062,0.22029393911361694,0.0985867902636528,0.1907685548067093,0.2163310945034027,0.10485804080963135,0.060103293508291245
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
samuel,0.09536705911159515,0.14504848420619965,0.15491709113121033,0.16603708267211914,0.10266450047492981,0.0670538917183876,0.1625259816646576,0.20420196652412415,0.15008985996246338,0.16941829025745392,0.13068073987960815,0.19971542060375214,0.18018369376659393,0.09954892843961716
palmer,0.13690054416656494,0.1098015159368515,0.23354999721050262,0.28064823150634766,0.16363312304019928,0.14474672079086304,0.17135801911354065,0.24593520164489746,0.22820298373699188,0.17672628164291382,0.15313544869422913,0.21307571232318878,0.1220477744936943,0.17918962240219116
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.03436173126101494,0.1664465218782425,0.1828220784664154,0.41750556230545044,0.13647843897342682,0.15262740850448608,0.16749492287635803,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
edwin,0.12691673636436462,0.15627354383468628,0.11038649082183838,0.2021697461605072,0.17634046077728271,0.10485603660345078,0.041964802891016006,0.1589140146970749,0.19826023280620575,0.10939733684062958,0.11553803086280823,0.16274982690811157,0.12794066965579987,0.1910800039768219
henry,0.0760326161980629,0.1289038211107254,0.1650906354188919,0.2834501266479492,0.16041259467601776,0.07912015169858932,0.19275547564029694,0.21735817193984985,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.230765700340271,0.16836383938789368
landseer,0.23552606999874115,0.1375536024570465,0.1572073996067047,0.18843771517276764,0.24381119012832642,0.14680512249469757,0.17171511054039001,0.29278597235679626,0.3042328953742981,0.14143866300582886,0.12408410757780075,0.2875571846961975,0.1601874977350235,0.14386266469955444
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
lord,0.13365469872951508,0.17180049419403076,0.1546841263771057,0.2668116092681885,0.1440519094467163,0.13319167494773865,0.10118340700864792,0.18930333852767944,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.10136507451534271,0.09544310718774796
frederic,0.08784826099872589,0.1002478078007698,0.12658585608005524,0.24977605044841766,0.25684797763824463,0.06418037414550781,0.19742505252361298,0.22266332805156708,0.20718425512313843,0.18278957903385162,0.15453018248081207,0.20821769535541534,0.22178559005260468,0.17339737713336945
leighton,0.07600387930870056,0.17022599279880524,0.13034313917160034,0.2664602994918823,0.14439019560813904,0.1188221275806427,0.19719716906547546,0.2492104470729828,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.20380839705467224,0.1328769028186798
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.2235531359910965,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.03436173126101494,0.1664465218782425,0.1828220784664154,0.41750556230545044,0.13647843897342682,0.15262740850448608,0.16749492287635803,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
samuel,0.09536705911159515,0.14504848420619965,0.15491709113121033,0.16603708267211914,0.10266450047492981,0.0670538917183876,0.1625259816646576,0.20420196652412415,0.15008985996246338,0.16941829025745392,0.13068073987960815,0.19971542060375214,0.18018369376659393,0.09954892843961716
luke,0.14106661081314087,0.19651171565055847,0.15164652466773987,0.2129458785057068,0.13659816980361938,0.14265009760856628,0.07374603301286697,0.15941882133483887,0.22767658531665802,0.023383617401123047,0.1549336314201355,0.16508035361766815,0.0727841854095459,0.07725545018911362
fildes,0.20726950466632843,0.2558455467224121,0.23460784554481506,0.11789116263389587,0.3067183792591095,0.3161748945713043,0.1883193999528885,0.2780035138130188,0.3590722680091858,0.18705527484416962,0.1270792931318283,0.31435149908065796,0.21975375711917877,0.3187989890575409
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.325880765914917,0.26347166299819946,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
aubrey,0.08452874422073364,0.22018012404441833,0.17446061968803406,0.18626593053340912,0.299088716506958,0.10050249844789505,0.16831299662590027,0.24788512289524078,0.25933611392974854,0.09916000068187714,0.18864913284778595,0.23241885006427765,0.18424737453460693,0.23509591817855835
beardsley,0.11425493657588959,0.1793633997440338,0.2522623836994171,0.19430182874202728,0.40729689598083496,0.2194138914346695,0.1684676706790924,0.19607867300510406,0.18750111758708954,0.1650446355342865,0.16976086795330048,0.2667388319969177,0.22690579295158386,0.24698640406131744
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23159366846084595,0.27177804708480835,0.3452940285205841,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
