,who,is,the,founder,of,modern,community,organizing,?
attorney,0.2212972193956375,0.19138145446777344,0.21909913420677185,0.2788907587528229,0.2063351422548294,0.12409640103578568,0.1997768133878708,0.18575535714626312,0.14764122664928436
general,0.2461782991886139,0.20144300162792206,0.28634732961654663,0.22027017176151276,0.28352999687194824,0.10259630531072617,0.1851346790790558,0.2525888681411743,0.1972234547138214
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.3277876079082489,0.2756517827510834,0.2579902708530426,0.20544172823429108
federal,0.20259030163288116,0.158868670463562,0.27537089586257935,0.09731888025999069,0.264590859413147,0.10730741173028946,0.20873653888702393,0.25794902443885803,0.1812247931957245
judge,0.3118523359298706,0.25163978338241577,0.21985375881195068,0.13637962937355042,0.18874549865722656,0.07753639668226242,0.238131582736969,0.0974162369966507,0.1870231032371521
robert,0.2748492956161499,0.16191203892230988,0.2257954627275467,0.24469149112701416,0.2398476004600525,0.16730011999607086,0.15529295802116394,0.12414295971393585,0.11293095350265503
bork,0.32589974999427795,0.19098380208015442,0.22521577775478363,0.1513075977563858,0.1855132281780243,0.11248890310525894,0.2073679268360138,0.16299331188201904,0.2713235914707184
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
attorney,0.2212972193956375,0.19138145446777344,0.21909913420677185,0.2788907587528229,0.2063351422548294,0.12409640103578568,0.1997768133878708,0.18575535714626312,0.14764122664928436
general,0.2461782991886139,0.20144300162792206,0.28634732961654663,0.22027017176151276,0.28352999687194824,0.10259630531072617,0.1851346790790558,0.2525888681411743,0.1972234547138214
ramsey,0.25949451327323914,0.2546170949935913,0.2543048560619354,0.14842529594898224,0.27714264392852783,0.12348764389753342,0.14461860060691833,0.124363973736763,0.16547457873821259
clark,0.22911235690116882,0.15056291222572327,0.2364250123500824,0.2206459790468216,0.172318235039711,0.1549251675605774,0.1724112182855606,0.14730551838874817,0.10959257185459137
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
prohibition,0.170432448387146,0.15546254813671112,0.2334464192390442,0.17502515017986298,0.22685714066028595,0.17396894097328186,0.31091248989105225,0.31428608298301697,0.2088877558708191
agent,0.22582080960273743,0.21179664134979248,0.1308915615081787,0.11412154883146286,0.10356795787811279,0.035539671778678894,0.03979421406984329,0.22087408602237701,0.13699154555797577
eliot,0.26932746171951294,0.15624020993709564,0.15140269696712494,0.20679697394371033,0.16987493634223938,0.13762713968753815,0.09117922186851501,0.022089369595050812,0.2153647243976593
ness,0.16977542638778687,0.23508717119693756,0.2199755758047104,0.15700678527355194,0.21705566346645355,0.08346551656723022,0.22238381206989288,0.04814988374710083,0.13972893357276917
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
supreme,0.2059590369462967,0.18667450547218323,0.2583438754081726,0.1953258216381073,0.2847438156604767,0.08193660527467728,0.2000391036272049,0.13775309920310974,0.20777292549610138
court,0.24532970786094666,0.20797641575336456,0.2812081575393677,0.11253346502780914,0.28835242986679077,0.13051675260066986,0.21848849952220917,0.1706763058900833,0.17100423574447632
justice,0.2339407354593277,0.18458157777786255,0.23470892012119293,0.2316511571407318,0.2658293545246124,0.06973621249198914,0.17732995748519897,0.17292428016662598,0.19269752502441406
john,0.30388808250427246,0.16449548304080963,0.2230520099401474,0.19505660235881805,0.2407056987285614,0.11538884043693542,0.12440162897109985,0.10832448303699493,0.13162356615066528
paul,0.2292756587266922,0.18022699654102325,0.19191958010196686,0.20579104125499725,0.14511796832084656,0.12231682986021042,0.11016051471233368,0.10426437109708786,0.16611461341381073
stevens,0.22248466312885284,0.13902032375335693,0.2338823676109314,0.1933896690607071,0.23136362433433533,0.1468907743692398,0.2475547343492508,0.19030912220478058,0.12149069458246231
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
prime,0.16031751036643982,0.16680827736854553,0.19960100948810577,0.16733543574810028,0.23935265839099884,0.11019326746463776,0.09387457370758057,0.08381067961454391,0.11276303976774216
minister,0.18775032460689545,0.15245889127254486,0.19297581911087036,0.2314538210630417,0.23343199491500854,0.11697719246149063,0.15277820825576782,0.13985590636730194,0.10825661569833755
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.25088685750961304,1.0,0.3482828736305237,0.2367410808801651,0.33243584632873535,0.1826142966747284
canada,0.1054597720503807,0.20416449010372162,0.2934837341308594,0.10547640174627304,0.24765145778656006,0.15717282891273499,0.2178657054901123,0.08758188039064407,0.15722735226154327
william,0.32068803906440735,0.13717274367809296,0.21537061035633087,0.21602483093738556,0.20272590219974518,0.12956149876117706,0.11733328551054001,0.1451076865196228,0.14462219178676605
lyon,0.23420670628547668,0.14286446571350098,0.1953364908695221,0.07512930780649185,0.15772823989391327,0.0867084413766861,0.17136432230472565,0.12333536893129349,0.1611335575580597
mackenzie,0.21357598900794983,0.12601619958877563,0.24465717375278473,0.17884744703769684,0.2273310422897339,0.1397067904472351,0.11899465322494507,0.0965467244386673,0.08290573209524155
king,0.24555552005767822,0.193196102976799,0.25887003540992737,0.2343926727771759,0.2938710153102875,0.19108493626117706,0.17240479588508606,0.14978095889091492,0.19130074977874756
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
11th,0.15602406859397888,0.1454886794090271,0.20795033872127533,0.09406184405088425,0.14593756198883057,0.09280432015657425,-0.0028826247435063124,0.09574470669031143,0.014542436227202415
prime,0.16031751036643982,0.16680827736854553,0.19960100948810577,0.16733543574810028,0.23935265839099884,0.11019326746463776,0.09387457370758057,0.08381067961454391,0.11276303976774216
minister,0.18775032460689545,0.15245889127254486,0.19297581911087036,0.2314538210630417,0.23343199491500854,0.11697719246149063,0.15277820825576782,0.13985590636730194,0.10825661569833755
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.25088685750961304,1.0,0.3482828736305237,0.2367410808801651,0.33243584632873535,0.1826142966747284
poland,0.16356982290744781,0.13666775822639465,0.24871079623699188,0.04017074033617973,0.26632049679756165,0.12741734087467194,0.12559367716312408,0.15998658537864685,0.14259830117225647
marek,0.230166956782341,0.10585097968578339,0.1876683086156845,0.21471919119358063,0.12706555426120758,0.04270433261990547,0.056176960468292236,0.08633164316415787,0.17564117908477783
belka,0.25430262088775635,0.26703736186027527,0.3130466639995575,0.22736358642578125,0.2732771039009094,0.16413217782974243,0.24364037811756134,0.10775423794984818,0.20584531128406525
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
governor,0.20484673976898193,0.11671670526266098,0.19955585896968842,0.21005438268184662,0.19877229630947113,0.11225973814725876,0.17089605331420898,0.1621311455965042,0.135940283536911
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.25088685750961304,1.0,0.3482828736305237,0.2367410808801651,0.33243584632873535,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.24715600907802582,0.733189046382904,0.3283970355987549,0.2601400911808014,0.31940990686416626,0.22068053483963013
bank,0.19363291561603546,0.21801011264324188,0.3216422498226166,0.14877314865589142,0.2346848100423813,0.189349964261055,0.16438493132591248,0.18069513142108917,0.09656643867492676
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.25088685750961304,1.0,0.3482828736305237,0.2367410808801651,0.33243584632873535,0.1826142966747284
japan,0.14482426643371582,0.1727645993232727,0.22735914587974548,0.15429407358169556,0.2358245700597763,0.1430971473455429,0.06576897203922272,0.15871335566043854,0.1312343180179596
masaaki,0.27068033814430237,0.21681782603263855,0.1783008724451065,0.20986320078372955,0.20171663165092468,0.15623202919960022,0.09790734201669693,0.13476495444774628,0.1539539247751236
shirakawa,0.24075788259506226,0.14766374230384827,0.25537458062171936,0.16154059767723083,0.22292016446590424,0.16475966572761536,0.12259221076965332,0.20009629428386688,0.17535240948200226
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.24715600907802582,0.733189046382904,0.3283970355987549,0.2601400911808014,0.31940990686416626,0.22068053483963013
first,0.39065709710121155,0.30889374017715454,0.49448907375335693,0.22192266583442688,0.3536086082458496,0.33161288499832153,0.15024319291114807,0.2137487828731537,0.18701928853988647
female,0.3403880000114441,0.19344212114810944,0.2673940658569336,0.14081324636936188,0.26416701078414917,0.1544186919927597,0.06570887565612793,0.17614828050136566,0.17839525640010834
african-american,0.27425217628479004,0.21530787646770477,0.3077481985092163,0.221986323595047,0.2843579947948456,0.23996524512767792,0.18563346564769745,0.20796337723731995,0.21985267102718353
senator,0.20700949430465698,0.15797050297260284,0.2008991688489914,0.21292079985141754,0.18903903663158417,0.11418604105710983,0.17026880383491516,0.15712270140647888,0.1479560136795044
carol,0.183789923787117,0.1272042840719223,0.1561352163553238,0.11147209256887436,0.146186962723732,0.11654679477214813,0.16441330313682556,0.15781375765800476,0.15451480448246002
moseley,0.18366648256778717,0.14102217555046082,0.21642321348190308,0.226067453622818,0.19036637246608734,0.13217046856880188,0.12219087034463882,0.06796981394290924,0.13250361382961273
braun,0.25198039412498474,0.09948650002479553,0.18706366419792175,0.1669912338256836,0.16651400923728943,0.13510428369045258,0.1430278867483139,0.16823269426822662,0.2169470489025116
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
united,0.21193812787532806,0.22408509254455566,0.34367692470550537,0.16086642444133759,0.3187655806541443,0.16201943159103394,0.2618454694747925,0.21443621814250946,0.17266890406608582
states,0.21313154697418213,0.21939043700695038,0.3463578522205353,0.1617877185344696,0.30884552001953125,0.16220173239707947,0.27721264958381653,0.21262459456920624,0.16272737085819244
senator,0.20700949430465698,0.15797050297260284,0.2008991688489914,0.21292079985141754,0.18903903663158417,0.11418604105710983,0.17026880383491516,0.15712270140647888,0.1479560136795044
from,0.27839982509613037,0.27355384826660156,0.40150508284568787,0.15171527862548828,0.4249346852302551,0.20089907944202423,0.17429347336292267,0.20045092701911926,0.19969791173934937
vermont,0.14028356969356537,0.15706485509872437,0.23738040030002594,0.24142472445964813,0.25202786922454834,0.15521572530269623,0.19892573356628418,0.16956529021263123,0.13195045292377472
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.3277876079082489,0.2756517827510834,0.2579902708530426,0.20544172823429108
2016,0.040347352623939514,0.04464074596762657,0.11571308970451355,-0.06734354048967361,0.1386374831199646,0.1320245862007141,0.049889326095581055,0.1082206517457962,-0.12147852033376694
democratic,0.1775825470685959,0.15758468210697174,0.21570740640163422,0.2234579175710678,0.2273487150669098,0.1895725280046463,0.23640355467796326,0.24446037411689758,0.1668088138103485
presidential,0.18391481041908264,0.1744401901960373,0.2443588525056839,0.19063492119312286,0.226227268576622,0.13856352865695953,0.1764959692955017,0.20447775721549988,0.1823401004076004
candidate,0.3043932318687439,0.2018425613641739,0.20382727682590485,0.15941675007343292,0.20604495704174042,0.04081999510526657,0.2974885106086731,0.2267553061246872,0.2826109528541565
bernie,0.20297043025493622,0.16249801218509674,0.22509382665157318,0.19612976908683777,0.1334836781024933,0.08948127925395966,0.15686318278312683,0.21404998004436493,0.18570417165756226
sanders,0.2963277995586395,0.16217412054538727,0.2733713686466217,0.24321173131465912,0.20887012779712677,0.22768139839172363,0.18308956921100616,0.20179124176502228,0.20881439745426178
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.2557750344276428,0.2761111557483673,0.19626973569393158,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.3277876079082489,0.2756517827510834,0.2579902708530426,0.20544172823429108
former,0.25351381301879883,0.2175939530134201,0.2251449078321457,0.2734270393848419,0.30415382981300354,0.14760024845600128,0.10083997994661331,0.17865784466266632,0.10570605844259262
world,0.25158336758613586,0.24458536505699158,0.33604270219802856,0.22200047969818115,0.2828933000564575,0.2036588191986084,0.1718323975801468,0.30129554867744446,0.17579582333564758
bank,0.19363291561603546,0.21801011264324188,0.3216422498226166,0.14877314865589142,0.2346848100423813,0.189349964261055,0.16438493132591248,0.18069513142108917,0.09656643867492676
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.28440654277801514,0.21610750257968903,0.11030188947916031,0.12184327095746994,0.20134663581848145,0.14148259162902832
paul,0.2292756587266922,0.18022699654102325,0.19191958010196686,0.20579104125499725,0.14511796832084656,0.12231682986021042,0.11016051471233368,0.10426437109708786,0.16611461341381073
wolfowitz,0.32920894026756287,0.23915494978427887,0.2810051143169403,0.2033991664648056,0.26361727714538574,0.20363368093967438,0.1412646472454071,0.1896502822637558,0.22993943095207214
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.18850034475326538,0.5352458953857422,0.22790057957172394,0.2594514787197113,0.24428150057792664,0.4130953550338745
