,turing,machines,are,commonly,employed,to,define,what,?
deterministic,0.4115058183670044,0.3066544234752655,0.32042157649993896,0.26597365736961365,0.25527265667915344,0.32933658361434937,0.509140133857727,0.41523241996765137,0.26914435625076294
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
",",0.2807261645793915,0.25857728719711304,0.4062570035457611,0.27548834681510925,0.24196110665798187,0.44245919585227966,0.18871451914310455,0.3087472915649414,0.31091248989105225
probabilistic,0.32914790511131287,0.2866758108139038,0.2588419020175934,0.24644096195697784,0.17124439775943756,0.24655629694461823,0.3513367474079132,0.36312082409858704,0.2061566412448883
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
",",0.2807261645793915,0.25857728719711304,0.4062570035457611,0.27548834681510925,0.24196110665798187,0.44245919585227966,0.18871451914310455,0.3087472915649414,0.31091248989105225
non-deterministic,0.41113001108169556,0.30472615361213684,0.33971190452575684,0.28931260108947754,0.24277286231517792,0.3208942711353302,0.5100904703140259,0.4249761998653412,0.284718781709671
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
",",0.2807261645793915,0.25857728719711304,0.4062570035457611,0.27548834681510925,0.24196110665798187,0.44245919585227966,0.18871451914310455,0.3087472915649414,0.31091248989105225
quantum,0.37597617506980896,0.3026863634586334,0.2200530767440796,0.2503238320350647,0.18905259668827057,0.2208167314529419,0.2852127254009247,0.3095471262931824,0.20770002901554108
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
",",0.2807261645793915,0.25857728719711304,0.4062570035457611,0.27548834681510925,0.24196110665798187,0.44245919585227966,0.18871451914310455,0.3087472915649414,0.31091248989105225
symmetric,0.2275347113609314,0.24570390582084656,0.29951900243759155,0.30669134855270386,0.12377119064331055,0.199369415640831,0.3187275528907776,0.23639118671417236,0.16586486995220184
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
and,0.22459711134433746,0.2919604778289795,0.48576638102531433,0.2290310114622116,0.27885523438453674,0.48971283435821533,0.2597722113132477,0.31309178471565247,0.20544172823429108
alternating,0.14836624264717102,0.22377516329288483,0.31814420223236084,0.22014233469963074,0.15378156304359436,0.23102223873138428,0.2459906041622162,0.10095972567796707,0.13878576457500458
turing,1.0000001192092896,0.4426501989364624,0.17666763067245483,0.2264614999294281,0.2044999599456787,0.22095461189746857,0.2342454195022583,0.2806522250175476,0.1460462063550949
machines,0.4426501989364624,1.0,0.3025093972682953,0.22942689061164856,0.312368243932724,0.2695792019367218,0.18068814277648926,0.25512105226516724,0.17646311223506927
.,0.19254323840141296,0.22565115988254547,0.3452940285205841,0.2135825902223587,0.22713787853717804,0.4645031690597534,0.19754591584205627,0.3567904531955719,0.4130953550338745
