,what,player,did,the,field,problem,at,levi,'s,stadium,affect,for,a,field,goal,in,week,six,of,the,regular,season,?
was,0.22111038863658905,0.1967325210571289,0.41399896144866943,0.48711544275283813,0.15975919365882874,0.17229199409484863,0.36707764863967896,0.22001278400421143,0.008974763564765453,0.20318599045276642,0.12406815588474274,0.3863949179649353,0.4508470594882965,0.15975919365882874,0.18331198394298553,0.45514053106307983,0.24251437187194824,0.3042767345905304,0.4069072902202606,0.48711544275283813,0.15137939155101776,0.24797968566417694,0.18412111699581146
of,0.33290785551071167,0.1627044975757599,0.2513895630836487,0.733189046382904,0.20410659909248352,0.20464475452899933,0.42558613419532776,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.3070525825023651,0.4185989499092102,0.5052502155303955,0.20410659909248352,0.1838325709104538,0.5696388483047485,0.17998629808425903,0.3317931592464447,1.0,0.733189046382904,0.22916868329048157,0.1598338931798935,0.1826142966747284
a,0.3320399522781372,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2030690312385559,0.2605542540550232,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.20271271467208862,0.44038116931915283,1.0,0.2030690312385559,0.20853768289089203,0.539380669593811,0.20796456933021545,0.26189830899238586,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
high,0.20466077327728271,0.12976038455963135,0.15957149863243103,0.28034812211990356,0.15615272521972656,0.10747075080871582,0.2874184250831604,0.08605117350816727,-0.04658069461584091,0.15461035072803497,0.1788695752620697,0.1925620585680008,0.22865821421146393,0.15615272521972656,0.11715123057365417,0.2652597725391388,0.1627466231584549,0.10736063867807388,0.2803038954734802,0.28034812211990356,0.23131950199604034,0.16179358959197998,0.11137914657592773
enough,0.3944990336894989,0.14637361466884613,0.3866412043571472,0.304282009601593,0.1857391744852066,0.4088417887687683,0.214862659573555,0.1443893313407898,-0.07335468381643295,0.09274795651435852,0.30343911051750183,0.35648372769355774,0.36969423294067383,0.1857391744852066,0.19500628113746643,0.24705477058887482,0.2999168038368225,0.21397864818572998,0.21740707755088806,0.304282009601593,0.3221501111984253,0.20474873483181,0.3526461720466614
quality,0.28952741622924805,0.15413112938404083,0.21685834228992462,0.21949779987335205,0.1965181827545166,0.3128971457481384,0.18080009520053864,0.12847104668617249,0.03701535984873772,0.14504903554916382,0.2948991656303406,0.3288601338863373,0.1999066025018692,0.1965181827545166,0.24537824094295502,0.18835508823394775,0.23948191106319427,0.07227623462677002,0.24742498993873596,0.21949779987335205,0.23099477589130402,0.1642981767654419,0.23524069786071777
to,0.455847829580307,0.17719191312789917,0.4452643394470215,0.535392165184021,0.2647967040538788,0.2502208352088928,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.2910311818122864,0.4451248347759247,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.45010748505592346,0.27498435974121094,0.2762264311313629,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
host,0.12779991328716278,0.23437511920928955,0.08573058992624283,0.26909032464027405,0.14034751057624817,0.1761569082736969,0.15717428922653198,0.12580302357673645,-0.04823359102010727,0.24011856317520142,0.1962084025144577,0.2458597868680954,0.1733594834804535,0.14034751057624817,0.0842033252120018,0.21661671996116638,0.20362098515033722,0.08293123543262482,0.1709926575422287,0.26909032464027405,0.23863588273525238,0.19389194250106812,0.1021634042263031
a,0.3320399522781372,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2030690312385559,0.2605542540550232,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.20271271467208862,0.44038116931915283,1.0,0.2030690312385559,0.20853768289089203,0.539380669593811,0.20796456933021545,0.26189830899238586,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
super,0.13651713728904724,0.19942335784435272,0.16038043797016144,0.21959073841571808,0.1592533439397812,0.049717605113983154,0.11449114978313446,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.19475392997264862,0.22938419878482819,0.26005712151527405,0.1592533439397812,0.08206433802843094,0.18576006591320038,0.18053525686264038,0.18434253334999084,0.14718765020370483,0.21959073841571808,0.21446830034255981,0.2755677402019501,0.166326642036438
bowl,0.15942467749118805,0.1651131808757782,0.18569406867027283,0.21576224267482758,0.15438513457775116,0.06319867074489594,0.2709662914276123,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.16338850557804108,0.24430087208747864,0.19533146917819977,0.15438513457775116,0.08366335183382034,0.17236235737800598,0.2576042413711548,0.22396348416805267,0.2243070751428604,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.21118052303791046
;,0.10986888408660889,0.008247075602412224,0.10727239400148392,0.09152708947658539,-0.016989825293421745,0.03648188337683678,0.00622112350538373,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.08882243186235428,0.0293948445469141,-0.02122584730386734,-0.016989825293421745,0.0810844898223877,0.092739537358284,-0.0553596168756485,0.14942988753318787,0.054534342139959335,0.09152708947658539,0.08280528336763382,0.05342886224389076,0.10349778085947037
during,0.24137552082538605,0.15464608371257782,0.30679523944854736,0.4838213622570038,0.10801912844181061,0.17683815956115723,0.372769296169281,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.2576022446155548,0.3448435664176941,0.30341604351997375,0.10801912844181061,0.1779095083475113,0.4627237319946289,0.3375038504600525,0.30874213576316833,0.3869180977344513,0.4838213622570038,0.25847193598747253,0.30325618386268616,0.1325719803571701
the,0.42745697498321533,0.19900773465633392,0.34736719727516174,1.0,0.2105809599161148,0.24928659200668335,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.314972460269928,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.6662389636039734,0.28402599692344666,0.3614266812801361,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
inaugural,0.09634827822446823,0.22917723655700684,0.17149940133094788,0.2678447663784027,0.04625199735164642,0.10691125690937042,0.23691895604133606,0.16849297285079956,-0.019868766888976097,0.2559598386287689,0.13139811158180237,0.27195608615875244,0.15900948643684387,0.04625199735164642,0.22857795655727386,0.19557854533195496,0.26050707697868347,0.16382157802581787,0.2616688311100006,0.2678447663784027,0.15195097029209137,0.27581191062927246,0.16871942579746246
season,0.12117787450551987,0.2349400818347931,0.19368280470371246,0.2507155239582062,0.16996100544929504,0.10157979279756546,0.18120098114013672,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.14634813368320465,0.24490800499916077,0.1855505406856537,0.16996100544929504,0.23933489620685577,0.2184021919965744,0.3706488311290741,0.2219657301902771,0.1598338931798935,0.2507155239582062,0.4002528786659241,1.0,0.16793298721313477
",",0.3087472915649414,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.27645614743232727,0.23938199877738953,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.24902932345867157,0.4464869201183319,0.427140474319458,0.27645614743232727,0.2145523726940155,0.5201468467712402,0.3187089264392853,0.2737274467945099,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
the,0.42745697498321533,0.19900773465633392,0.34736719727516174,1.0,0.2105809599161148,0.24928659200668335,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.314972460269928,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.6662389636039734,0.28402599692344666,0.3614266812801361,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
field,0.1825202852487564,0.1546873152256012,0.16789361834526062,0.2105809599161148,1.0,0.15637436509132385,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.18322373926639557,0.24342265725135803,0.2030690312385559,1.0,0.26796361804008484,0.20553018152713776,0.14238427579402924,0.12181156128644943,0.20410659909248352,0.2105809599161148,0.13018520176410675,0.16996100544929504,0.11279727518558502
had,0.23849567770957947,0.12922927737236023,0.540525496006012,0.3875846862792969,0.14218349754810333,0.24057772755622864,0.3288320302963257,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.19675801694393158,0.3270139992237091,0.34897568821907043,0.14218349754810333,0.17518562078475952,0.385026752948761,0.2735011875629425,0.3450642228126526,0.37755560874938965,0.3875846862792969,0.2647917866706848,0.1978970468044281,0.20728366076946259
to,0.455847829580307,0.17719191312789917,0.4452643394470215,0.535392165184021,0.2647967040538788,0.2502208352088928,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.2910311818122864,0.4451248347759247,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.45010748505592346,0.27498435974121094,0.2762264311313629,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
be,0.3929833769798279,0.16268029808998108,0.22657383978366852,0.4248143136501312,0.21388062834739685,0.347878634929657,0.30379733443260193,0.12446195632219315,0.025217169895768166,0.1513574868440628,0.34538543224334717,0.3801851272583008,0.39883795380592346,0.21388062834739685,0.19475089013576508,0.3481820821762085,0.2755018472671509,0.22617748379707336,0.33904364705085754,0.4248143136501312,0.27991604804992676,0.181123748421669,0.3324260413646698
re-sodded,0.24762454628944397,0.16075535118579865,0.298442006111145,0.32192739844322205,0.15449942648410797,0.2819693684577942,0.20068974792957306,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.24474290013313293,0.2840079665184021,0.2414533495903015,0.15449942648410797,0.1597302109003067,0.2551881670951843,0.3198177218437195,0.2489977926015854,0.23041507601737976,0.32192739844322205,0.3176780641078949,0.28893327713012695,0.2500745952129364
multiple,0.19839626550674438,0.15430130064487457,0.13390448689460754,0.20022359490394592,0.15362884104251862,0.22422945499420166,0.1886529177427292,0.04573646932840347,-0.002423811238259077,0.03324197232723236,0.21404580771923065,0.25015708804130554,0.23904410004615784,0.15362884104251862,0.05005767568945885,0.18657618761062622,0.22937512397766113,0.28073227405548096,0.20745883882045746,0.20022359490394592,0.23903270065784454,0.11361122131347656,0.1591399908065796
times,0.21414996683597565,0.17755413055419922,0.23068773746490479,0.29093852639198303,0.09539315104484558,0.2093532681465149,0.26909148693084717,0.11801004409790039,-0.048017483204603195,0.12687304615974426,0.16368116438388824,0.2999500632286072,0.2745400369167328,0.09539315104484558,0.13551335036754608,0.2427823841571808,0.29019415378570557,0.30399569869041443,0.24352745711803436,0.29093852639198303,0.27690958976745605,0.1839992105960846,0.18880689144134521
due,0.15204688906669617,0.0581938736140728,0.15152592957019806,0.22577603161334991,0.17275941371917725,0.25848475098609924,0.19990050792694092,0.12446139007806778,0.03925589844584465,0.16195087134838104,0.37581005692481995,0.2363993525505066,0.2190696746110916,0.17275941371917725,0.09593474864959717,0.2516716718673706,0.21707338094711304,0.12857261300086975,0.2533245384693146,0.22577603161334991,0.13054616749286652,0.1704137921333313,0.10954997688531876
to,0.455847829580307,0.17719191312789917,0.4452643394470215,0.535392165184021,0.2647967040538788,0.2502208352088928,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.2910311818122864,0.4451248347759247,0.45503583550453186,0.2647967040538788,0.37094977498054504,0.45010748505592346,0.27498435974121094,0.2762264311313629,0.41548454761505127,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
various,0.26045072078704834,0.050944194197654724,0.19538888335227966,0.3235042691230774,0.1974964290857315,0.197112038731575,0.17125456035137177,0.09583251923322678,0.0089445561170578,0.0882943794131279,0.22677914798259735,0.3578505516052246,0.17124241590499878,0.1974964290857315,0.07371356338262558,0.266343355178833,0.14554141461849213,0.27386999130249023,0.3196488320827484,0.3235042691230774,0.2861097753047943,0.1328590363264084,0.12823495268821716
issues,0.33279702067375183,0.07696370780467987,0.22840259969234467,0.2638932764530182,0.17684774100780487,0.5474743843078613,0.21672987937927246,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.34918686747550964,0.27617812156677246,0.24391965568065643,0.17684774100780487,0.1370590776205063,0.17748555541038513,0.2869211435317993,0.13010580837726593,0.2288406491279602,0.2638932764530182,0.2018585503101349,0.09879474341869354,0.320565789937973
",",0.3087472915649414,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.27645614743232727,0.23938199877738953,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.24902932345867157,0.4464869201183319,0.427140474319458,0.27645614743232727,0.2145523726940155,0.5201468467712402,0.3187089264392853,0.2737274467945099,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
and,0.31309178471565247,0.22685286402702332,0.34479495882987976,0.5171257257461548,0.26487240195274353,0.24328261613845825,0.3571503460407257,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.3258028030395508,0.5064792633056641,0.3739250600337982,0.26487240195274353,0.20885969698429108,0.4954058527946472,0.23252390325069427,0.3044111728668213,0.5116966962814331,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.20544172823429108
during,0.24137552082538605,0.15464608371257782,0.30679523944854736,0.4838213622570038,0.10801912844181061,0.17683815956115723,0.372769296169281,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.2576022446155548,0.3448435664176941,0.30341604351997375,0.10801912844181061,0.1779095083475113,0.4627237319946289,0.3375038504600525,0.30874213576316833,0.3869180977344513,0.4838213622570038,0.25847193598747253,0.30325618386268616,0.1325719803571701
a,0.3320399522781372,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2030690312385559,0.2605542540550232,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.20271271467208862,0.44038116931915283,1.0,0.2030690312385559,0.20853768289089203,0.539380669593811,0.20796456933021545,0.26189830899238586,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
week,0.2483774870634079,0.1633760780096054,0.2459598332643509,0.28402599692344666,0.14238427579402924,0.2603815197944641,0.3329743444919586,0.13201266527175903,-0.04274718090891838,0.17579275369644165,0.16685834527015686,0.3263654112815857,0.20796456933021545,0.14238427579402924,0.20475023984909058,0.2674444317817688,0.9999998807907104,0.2543018162250519,0.17998629808425903,0.28402599692344666,0.30205249786376953,0.3706488311290741,0.25105318427085876
6,0.05088282376527786,-0.007175673730671406,-0.0043754540383815765,0.041227471083402634,0.004532482009381056,0.15750055015087128,0.04754280671477318,0.0590386725962162,0.06298240274190903,0.0643739253282547,0.11334943771362305,0.03396032005548477,0.023897485807538033,0.004532482009381056,-0.012943267822265625,-0.0005521549028344452,0.012546395882964134,-0.017125969752669334,0.055943556129932404,0.041227471083402634,-0.00424200389534235,-0.08658227324485779,0.045001473277807236
game,0.2246788740158081,0.46623334288597107,0.19789010286331177,0.285271555185318,0.24591608345508575,0.17496132850646973,0.18453927338123322,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.15096786618232727,0.2608485519886017,0.23211604356765747,0.24591608345508575,0.34820306301116943,0.23986028134822845,0.29780805110931396,0.21967187523841858,0.2298848181962967,0.285271555185318,0.24102358520030975,0.3434298038482666,0.1829071193933487
earlier,0.22624605894088745,0.1111413985490799,0.24518106877803802,0.26843780279159546,0.12083770334720612,0.17681072652339935,0.3020859658718109,0.14750060439109802,0.04531743377447128,0.14518886804580688,0.12730632722377777,0.20985780656337738,0.19610044360160828,0.12083770334720612,0.09265413880348206,0.24141792953014374,0.1885192096233368,0.23762080073356628,0.27635854482650757,0.26843780279159546,0.18975183367729187,0.13947473466396332,0.13306351006031036
in,0.30808621644973755,0.1851271539926529,0.2593238651752472,0.6662389636039734,0.20553018152713776,0.16969570517539978,0.4374977946281433,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.31448644399642944,0.4322226941585541,0.539380669593811,0.20553018152713776,0.2241991013288498,1.0,0.2674444317817688,0.3013422191143036,0.5696388483047485,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.20430970191955566
the,0.42745697498321533,0.19900773465633392,0.34736719727516174,1.0,0.2105809599161148,0.24928659200668335,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.314972460269928,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.6662389636039734,0.28402599692344666,0.3614266812801361,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
2015,-0.07269049435853958,-0.08832229673862457,0.02002497762441635,0.1466771513223648,0.015691040083765984,-0.09545058757066727,0.12469656765460968,0.11664821952581406,0.023902352899312973,0.08520212769508362,-0.12858501076698303,-0.08512632548809052,-0.008371892385184765,0.015691040083765984,0.014682105742394924,0.0891268327832222,-0.011166386306285858,0.042553916573524475,0.21138253808021545,0.1466771513223648,-0.06340658664703369,-0.03830436244606972,-0.029954981058835983
season,0.12117787450551987,0.2349400818347931,0.19368280470371246,0.2507155239582062,0.16996100544929504,0.10157979279756546,0.18120098114013672,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.14634813368320465,0.24490800499916077,0.1855505406856537,0.16996100544929504,0.23933489620685577,0.2184021919965744,0.3706488311290741,0.2219657301902771,0.1598338931798935,0.2507155239582062,0.4002528786659241,1.0,0.16793298721313477
",",0.3087472915649414,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.27645614743232727,0.23938199877738953,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.24902932345867157,0.4464869201183319,0.427140474319458,0.27645614743232727,0.2145523726940155,0.5201468467712402,0.3187089264392853,0.2737274467945099,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
a,0.3320399522781372,0.2591003477573395,0.2552328109741211,0.5829201340675354,0.2030690312385559,0.2605542540550232,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.20271271467208862,0.44038116931915283,1.0,0.2030690312385559,0.20853768289089203,0.539380669593811,0.20796456933021545,0.26189830899238586,0.5052502155303955,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
portion,0.287394255399704,0.0242366474121809,0.21140550076961517,0.42017096281051636,0.15324991941452026,0.17732775211334229,0.1814720630645752,0.14559979736804962,-0.014645480550825596,0.13463465869426727,0.28851109743118286,0.14566263556480408,0.3207106590270996,0.15324991941452026,0.15882191061973572,0.2811550498008728,0.19858485460281372,0.15707927942276,0.31845465302467346,0.42017096281051636,0.19308844208717346,0.07296457141637802,0.11719609797000885
of,0.33290785551071167,0.1627044975757599,0.2513895630836487,0.733189046382904,0.20410659909248352,0.20464475452899933,0.42558613419532776,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.3070525825023651,0.4185989499092102,0.5052502155303955,0.20410659909248352,0.1838325709104538,0.5696388483047485,0.17998629808425903,0.3317931592464447,1.0,0.733189046382904,0.22916868329048157,0.1598338931798935,0.1826142966747284
the,0.42745697498321533,0.19900773465633392,0.34736719727516174,1.0,0.2105809599161148,0.24928659200668335,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.314972460269928,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.6662389636039734,0.28402599692344666,0.3614266812801361,0.733189046382904,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
turf,0.16994749009609222,0.20633158087730408,0.10967846214771271,0.18297892808914185,0.22418086230754852,0.16848576068878174,0.14422428607940674,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.0877503752708435,0.20793719589710236,0.2702938914299011,0.22418086230754852,0.24689757823944092,0.1566915065050125,0.16488902270793915,0.0285310298204422,0.2042369246482849,0.18297892808914185,0.1886005401611328,0.2273017019033432,0.11744038760662079
collapsed,0.21314547955989838,0.13210786879062653,0.25112998485565186,0.27221426367759705,0.13196887075901031,0.24365754425525665,0.17283278703689575,0.07512390613555908,0.04584195092320442,0.18463100492954254,0.2280118316411972,0.16004310548305511,0.1930953413248062,0.13196887075901031,0.08394119143486023,0.2266564816236496,0.17853987216949463,0.045507870614528656,0.21470306813716888,0.27221426367759705,0.10195991396903992,0.12656815350055695,0.12967832386493683
under,0.20154598355293274,0.10890445113182068,0.20815621316432953,0.3348022699356079,0.1685141921043396,0.11674057692289352,0.2700437307357788,0.11446783691644669,-0.03376881033182144,0.12728263437747955,0.1950659304857254,0.2930702269077301,0.18317826092243195,0.1685141921043396,0.14676684141159058,0.2535393238067627,0.09027282148599625,0.17584316432476044,0.32766106724739075,0.3348022699356079,0.14375413954257965,0.059347424656152725,0.18233340978622437
baltimore,0.13383716344833374,0.17847342789173126,0.1808740198612213,0.24688681960105896,0.2132454365491867,0.11264248192310333,0.24143925309181213,0.22614836692810059,-0.09558355063199997,0.23798617720603943,0.12279731780290604,0.22601279616355896,0.23398126661777496,0.2132454365491867,0.15814068913459778,0.25970259308815,0.20858979225158691,0.15522515773773193,0.17222699522972107,0.24688681960105896,0.18824706971645355,0.22761838138103485,0.13640713691711426
ravens,0.168565571308136,0.21794140338897705,0.19025254249572754,0.23830419778823853,0.2033974528312683,0.15799325704574585,0.27164071798324585,0.21804921329021454,0.0613437183201313,0.260965496301651,0.09456658363342285,0.2449597716331482,0.2072288990020752,0.2033974528312683,0.16272002458572388,0.17661747336387634,0.20339033007621765,0.21379029750823975,0.1951429396867752,0.23830419778823853,0.24186395108699799,0.33340024948120117,0.13021303713321686
kicker,0.17991788685321808,0.42254623770713806,0.12325023859739304,0.21651580929756165,0.24471083283424377,0.08742712438106537,0.1842685043811798,0.148453950881958,0.03639395907521248,0.2695585787296295,0.002468070015311241,0.25026997923851013,0.29131606221199036,0.24471083283424377,0.39293649792671204,0.17224794626235962,0.20840448141098022,0.14693312346935272,0.17422713339328766,0.21651580929756165,0.2016274333000183,0.30054160952568054,0.2049250453710556
justin,0.14793814718723297,0.20871533453464508,0.1406216323375702,0.17751482129096985,0.07971037924289703,0.0947263315320015,0.15325449407100677,0.19211864471435547,-0.012240738607943058,0.07341364771127701,0.049073051661252975,0.17554327845573425,0.21040329337120056,0.07971037924289703,0.09634276479482651,0.16384002566337585,0.23849661648273468,0.19762052595615387,0.14437353610992432,0.17751482129096985,0.16113907098770142,0.19525930285453796,0.17168305814266205
tucker,0.22673556208610535,0.23166927695274353,0.16738790273666382,0.18514882028102875,0.15287409722805023,0.11464466154575348,0.09946887940168381,0.23404647409915924,-0.0074017723090946674,0.06501549482345581,0.1100761815905571,0.2101678103208542,0.18715037405490875,0.15287409722805023,0.1025167778134346,0.16661880910396576,0.16417929530143738,0.10306891053915024,0.11840829998254776,0.18514882028102875,0.18717698752880096,0.2641618549823761,0.1057906299829483
",",0.3087472915649414,0.25826331973075867,0.3015086054801941,0.4933079481124878,0.27645614743232727,0.23938199877738953,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.24902932345867157,0.4464869201183319,0.427140474319458,0.27645614743232727,0.2145523726940155,0.5201468467712402,0.3187089264392853,0.2737274467945099,0.4946078956127167,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
causing,0.24770919978618622,0.1423313319683075,0.2553318440914154,0.2816545367240906,0.1107848733663559,0.36677390336990356,0.23024390637874603,0.05667898431420326,-0.13326315581798553,0.10512444376945496,0.45964059233665466,0.17406979203224182,0.23259559273719788,0.1107848733663559,0.14977054297924042,0.25844457745552063,0.15591469407081604,0.10036454349756241,0.2885251045227051,0.2816545367240906,0.17027567327022552,0.1595979481935501,0.1852436512708664
