,what,did,luther,state,he,would,not,exchange,for,his,life,with,his,wife,?
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.2627358138561249,0.36230841279029846,0.33626067638397217,0.3776007890701294,0.19539384543895721,0.43268078565597534,0.24372583627700806,0.2110576033592224,0.3250955045223236,0.24372583627700806,0.14306695759296417,0.22961433231830597
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.33316072821617126,0.41690486669540405,0.30461156368255615,0.3403114080429077,0.21970009803771973,0.4322226941585541,0.3598145842552185,0.27054134011268616,0.4080928862094879,0.3598145842552185,0.19467613101005554,0.20430970191955566
all,0.41981086134910583,0.33943864703178406,0.1917443871498108,0.2085113525390625,0.31727755069732666,0.41205164790153503,0.4974499046802521,0.1818532794713974,0.41144001483917236,0.30359330773353577,0.30487263202667236,0.3876307010650635,0.30359330773353577,0.1249651238322258,0.29575422406196594
things,0.5577362775802612,0.362071692943573,0.21549278497695923,0.165876567363739,0.2924984097480774,0.40523865818977356,0.4771648943424225,0.19433292746543884,0.35164210200309753,0.2554795444011688,0.28950852155685425,0.27400049567222595,0.2554795444011688,0.15246263146400452,0.36181706190109253
so,0.539469838142395,0.43696269392967224,0.16361072659492493,0.19929605722427368,0.3163851797580719,0.5908153653144836,0.6635211706161499,0.19797834753990173,0.41512128710746765,0.31364893913269043,0.2582765817642212,0.4189452826976776,0.31364893913269043,0.19318734109401703,0.43163934350013733
obliging,0.33879968523979187,0.3542439639568329,0.15855827927589417,0.1621139943599701,0.1757398098707199,0.4461621344089508,0.45655950903892517,0.23155523836612701,0.3467015027999878,0.2620830535888672,0.2566576302051544,0.2856740951538086,0.2620830535888672,0.14486345648765564,0.255031555891037
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2653750479221344,0.45427167415618896,0.34921059012413025,0.39099299907684326,0.23130671679973602,0.5064792633056641,0.4234102666378021,0.26095253229141235,0.5477725267410278,0.4234102666378021,0.284628689289093,0.20544172823429108
pleasing,0.3333456814289093,0.2662869095802307,0.13446906208992004,0.1305980086326599,0.23896904289722443,0.35121962428092957,0.4017661213874817,0.21726737916469574,0.2763150930404663,0.3219793438911438,0.20307043194770813,0.3255358636379242,0.3219793438911438,0.1112634539604187,0.25975847244262695
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.25557461380958557,0.385390967130661,0.5965728163719177,0.5149973034858704,0.20507046580314636,0.4451248347759247,0.3715193271636963,0.24560359120368958,0.4239959120750427,0.3715193271636963,0.20460014045238495,0.29463258385658264
me,0.3969229757785797,0.2908337116241455,0.22058320045471191,0.15979379415512085,0.24698899686336517,0.37603914737701416,0.314316987991333,0.114014632999897,0.22387953102588654,0.2580544352531433,0.16893413662910461,0.2501756548881531,0.2580544352531433,0.18654921650886536,0.4646095037460327
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.24252457916736603,0.36068853735923767,0.5895259380340576,0.6600887179374695,0.18288086354732513,0.4137635827064514,0.3173833191394806,0.2885509729385376,0.4154358208179474,0.3173833191394806,0.17771610617637634,0.32716336846351624
i,0.4411132335662842,0.32301032543182373,0.232476145029068,0.17508479952812195,0.2982874810695648,0.4595685601234436,0.4217516779899597,0.12743283808231354,0.257647842168808,0.2764712870121002,0.17648029327392578,0.2640714943408966,0.2764712870121002,0.20039142668247223,0.4695145785808563
would,0.45766422152519226,0.6268245577812195,0.14161886274814606,0.17657263576984406,0.27278512716293335,1.0000001192092896,0.5854519605636597,0.1902352273464203,0.39877474308013916,0.292866975069046,0.23940740525722504,0.38372042775154114,0.292866975069046,0.18075142800807953,0.37178951501846313
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.23725773394107819,0.29440581798553467,0.5854519605636597,0.9999999403953552,0.11331363767385483,0.39280617237091064,0.2710725963115692,0.2449619174003601,0.3409014642238617,0.2710725963115692,0.15422077476978302,0.41942933201789856
exchange,0.11323627829551697,0.07428870350122452,0.09265404939651489,0.1370256096124649,0.1000426709651947,0.1902352273464203,0.11331363767385483,1.0000001192092896,0.22285395860671997,0.11702585965394974,0.08144600689411163,0.25147977471351624,0.11702585965394974,0.09213945269584656,0.048212938010692596
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.1291699856519699,0.25311392545700073,0.357064813375473,0.302336722612381,0.12272964417934418,0.26856884360313416,0.467661589384079,0.24229495227336884,0.2272084504365921,0.467661589384079,0.20224320888519287,0.4195883572101593
poverty,0.20925714075565338,0.146656334400177,0.24818728864192963,0.1876094490289688,0.1814247965812683,0.21623477339744568,0.1860901564359665,0.1990412473678589,0.16349393129348755,0.23254677653312683,0.30819961428642273,0.20893360674381256,0.23254677653312683,0.13075470924377441,0.16537553071975708
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.19460363686084747,0.4540175199508667,0.39877474308013916,0.39280617237091064,0.22285395860671997,0.9999999403953552,0.39312878251075745,0.244698166847229,0.39140474796295166,0.39312878251075745,0.1919161081314087,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3097178041934967,0.4571082592010498,0.4133751392364502,0.4310511648654938,0.2543705105781555,0.4739971458911896,0.4394008219242096,0.23528170585632324,0.4223487675189972,0.4394008219242096,0.18555577099323273,0.22068053483963013
riches,0.13422201573848724,0.1656128466129303,0.09144189208745956,0.06507281959056854,0.22228334844112396,0.25419700145721436,0.1336079090833664,0.20373906195163727,0.14237681031227112,0.22733832895755768,0.2039858102798462,0.19206421077251434,0.22733832895755768,0.23552758991718292,0.13566744327545166
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.34253445267677307,0.38706058263778687,0.3353942930698395,0.3307090103626251,0.23548997938632965,0.4185989499092102,0.38364991545677185,0.2788603901863098,0.41827285289764404,0.38364991545677185,0.2074100226163864,0.1826142966747284
croesus,0.28079888224601746,0.19139795005321503,0.22801882028579712,0.12697750329971313,0.24406954646110535,0.22683435678482056,0.24595531821250916,0.13450740277767181,0.2044583261013031,0.24022820591926575,0.24220027029514313,0.16473236680030823,0.24022820591926575,0.22094182670116425,0.2200596034526825
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31380724906921387,0.38061028718948364,0.35067233443260193,0.4824007451534271,0.14290252327919006,0.4726039469242096,0.3119256794452667,0.3029138445854187,0.4446153938770294,0.3119256794452667,0.24426577985286713,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,-0.007484397850930691,0.039060186594724655,0.02574172429740429,0.04262445494532585,-0.07817614823579788,-0.04479556903243065,0.016508836299180984,-0.05567263066768646,0.07907696813344955,0.016508836299180984,-0.053916607052087784,0.018684765323996544
