,what,agreement,was,made,for,trade,with,natives,and,british,?
and,0.31309178471565247,0.22375741600990295,0.3740963041782379,0.34954607486724854,0.5064792633056641,0.2510223686695099,0.5477725267410278,0.23238559067249298,1.0,0.325880765914917,0.20544172823429108
an,0.2821882665157318,0.18085570633411407,0.3694365322589874,0.2376096546649933,0.3236706852912903,0.1803218424320221,0.2730048894882202,0.16569720208644867,0.2838519215583801,0.21499769389629364,0.19793890416622162
iroquois,0.20081253349781036,0.26877620816230774,0.1695740669965744,0.09678688645362854,0.15815728902816772,0.3042987287044525,0.19425556063652039,0.34010928869247437,0.16835255920886993,0.2279016226530075,0.0784907415509224
representative,0.19021190702915192,0.22761571407318115,0.2563413679599762,0.17376403510570526,0.2257537543773651,0.22802695631980896,0.13171054422855377,0.2215901017189026,0.19891779124736786,0.1530301719903946,0.13044437766075134
",",0.3087472915649414,0.23435252904891968,0.45456063747406006,0.32507219910621643,0.4464869201183319,0.1945054978132248,0.4120737314224243,0.24557791650295258,0.6633074283599854,0.25734075903892517,0.31091248989105225
agreed,0.3416297733783722,0.6330705285072327,0.2848299443721771,0.24975064396858215,0.23074856400489807,0.17290069162845612,0.2837837338447571,0.19698603451251984,0.2597125470638275,0.18892551958560944,0.21258382499217987
to,0.455847829580307,0.2757699489593506,0.3636345863342285,0.3377571105957031,0.4451248347759247,0.2781698405742645,0.4239959120750427,0.2994573712348938,0.48971283435821533,0.22690963745117188,0.29463258385658264
terms,0.23885610699653625,0.3546818494796753,0.22082383930683136,0.17188765108585358,0.28996193408966064,0.2037784904241562,0.2213757187128067,0.1716749370098114,0.26477551460266113,0.12736670672893524,0.23466452956199646
that,0.6297725439071655,0.3057451844215393,0.33670201897621155,0.3437977731227875,0.4137635827064514,0.20906251668930054,0.4154358208179474,0.21576261520385742,0.4731321930885315,0.19530552625656128,0.32716336846351624
included,0.2288810908794403,0.12264401465654373,0.3148443400859833,0.3254290521144867,0.3889397978782654,0.11574333906173706,0.329644113779068,0.25666680932044983,0.3643590211868286,0.22127242386341095,0.14385655522346497
permission,0.29350385069847107,0.3664917051792145,0.21083104610443115,0.2270023375749588,0.27796608209609985,0.20545512437820435,0.18035592138767242,0.18484105169773102,0.23462046682834625,0.14029039442539215,0.2520243525505066
to,0.455847829580307,0.2757699489593506,0.3636345863342285,0.3377571105957031,0.4451248347759247,0.2781698405742645,0.4239959120750427,0.2994573712348938,0.48971283435821533,0.22690963745117188,0.29463258385658264
build,0.27055490016937256,0.24619129300117493,0.20898228883743286,0.275702565908432,0.24264922738075256,0.13709323108196259,0.25872841477394104,0.16121286153793335,0.27539998292922974,0.14362351596355438,0.1704305112361908
a,0.3320399522781372,0.203191339969635,0.4508470594882965,0.3180864453315735,0.44038116931915283,0.2032492309808731,0.3783375024795532,0.11010970175266266,0.3739250600337982,0.1984395682811737,0.23916715383529663
``,0.008517155423760414,0.1097528263926506,-0.012679691426455975,-0.0342245027422905,0.01270448137074709,-0.018402187153697014,0.08974023163318634,0.08698620647192001,0.036644238978624344,0.01002498995512724,0.0685480609536171
strong,0.19839218258857727,0.21224531531333923,0.21312883496284485,0.2247065007686615,0.21840542554855347,0.2445528507232666,0.3258751928806305,0.17089194059371948,0.3578340411186218,0.1276329904794693,0.11990999430418015
house,0.200801283121109,0.10465572774410248,0.28759756684303284,0.15325483679771423,0.20432360470294952,0.13881497085094452,0.16397541761398315,0.388806015253067,0.2552875876426697,0.21850289404392242,0.13736455142498016
'',0.08143015950918198,0.05314817652106285,0.04456103965640068,0.014119047671556473,-0.04479556903243065,0.009646755643188953,0.07907696813344955,-0.0670504942536354,0.021612688899040222,0.042234957218170166,0.018684765323996544
at,0.2838611304759979,0.16210845112800598,0.36707764863967896,0.20185844600200653,0.34237727522850037,0.08190863579511642,0.29126521944999695,0.18586120009422302,0.3571503460407257,0.21751968562602997,0.21978627145290375
the,0.42745697498321533,0.2490699142217636,0.48711544275283813,0.3885267674922943,0.4739971458911896,0.2681608200073242,0.4223487675189972,0.2204582393169403,0.5171257257461548,0.28973397612571716,0.22068053483963013
mouth,0.18337541818618774,0.10216505825519562,0.15302841365337372,0.12195553630590439,0.11837758868932724,0.1666226089000702,0.19102531671524048,0.21018916368484497,0.2073371261358261,0.10516854375600815,0.21761061251163483
of,0.33290785551071167,0.21259461343288422,0.4069072902202606,0.33167365193367004,0.4185989499092102,0.2310105711221695,0.41827285289764404,0.17872627079486847,0.5116966962814331,0.23701532185077667,0.1826142966747284
the,0.42745697498321533,0.2490699142217636,0.48711544275283813,0.3885267674922943,0.4739971458911896,0.2681608200073242,0.4223487675189972,0.2204582393169403,0.5171257257461548,0.28973397612571716,0.22068053483963013
monongahela,0.1579432338476181,0.24005262553691864,0.3059898018836975,0.19352103769779205,0.14560773968696594,0.22166895866394043,0.20922161638736725,0.3430599570274353,0.28315454721450806,0.2644035518169403,0.12590807676315308
river,0.13815869390964508,0.15360181033611298,0.15785206854343414,0.11546281725168228,0.12789757549762726,0.18738465011119843,0.1749907284975052,0.18410421907901764,0.19898422062397003,0.1332394778728485,0.15390869975090027
(,0.2411840260028839,0.18767637014389038,0.2980341613292694,0.20796485245227814,0.3357032239437103,0.12433971464633942,0.29503780603408813,0.10769481211900711,0.4862271547317505,0.18040098249912262,0.40561532974243164
the,0.42745697498321533,0.2490699142217636,0.48711544275283813,0.3885267674922943,0.4739971458911896,0.2681608200073242,0.4223487675189972,0.2204582393169403,0.5171257257461548,0.28973397612571716,0.22068053483963013
site,0.21561308205127716,0.13353249430656433,0.24460934102535248,0.17017316818237305,0.26506415009498596,0.19983331859111786,0.10583268851041794,0.18684953451156616,0.19108152389526367,0.12511931359767914,0.2014765441417694
of,0.33290785551071167,0.21259461343288422,0.4069072902202606,0.33167365193367004,0.4185989499092102,0.2310105711221695,0.41827285289764404,0.17872627079486847,0.5116966962814331,0.23701532185077667,0.1826142966747284
present-day,0.3194306194782257,0.16876652836799622,0.2928279638290405,0.20711499452590942,0.3807838261127472,0.13769054412841797,0.2727690041065216,0.16948898136615753,0.3305446207523346,0.2749471962451935,0.24972984194755554
pittsburgh,0.16984835267066956,0.12083619832992554,0.24069096148014069,0.11403827369213104,0.18945613503456116,0.1366022378206253,0.18008297681808472,0.12122587859630585,0.17732641100883484,0.18365339934825897,0.17622371017932892
",",0.3087472915649414,0.23435252904891968,0.45456063747406006,0.32507219910621643,0.4464869201183319,0.1945054978132248,0.4120737314224243,0.24557791650295258,0.6633074283599854,0.25734075903892517,0.31091248989105225
pennsylvania,0.1857142448425293,0.07501448690891266,0.24771486222743988,0.10633015632629395,0.1730058342218399,0.13694435358047485,0.12085622549057007,0.15793481469154358,0.24723541736602783,0.22916100919246674,0.14032292366027832
),0.26259949803352356,0.19151224195957184,0.3267642855644226,0.22539687156677246,0.3639558255672455,0.13517791032791138,0.3069596290588379,0.11036114394664764,0.4961937665939331,0.19181592762470245,0.42300865054130554
.,0.3567904531955719,0.20123955607414246,0.40146201848983765,0.4032190144062042,0.4726039469242096,0.20157761871814728,0.4446153938770294,0.22202226519584656,0.588965117931366,0.23159366846084595,0.4130953550338745
