,what,forces,should,serve,as,a,brake,on,wealth,concentration,?
market,0.12116116285324097,0.15098325908184052,0.17798537015914917,0.16290588676929474,0.17538416385650635,0.2680419683456421,0.18902860581874847,0.24459631741046906,0.348649263381958,0.20735105872154236,0.12805593013763428
forces,0.2112482488155365,1.0,0.12829628586769104,0.15172627568244934,0.1724308878183365,0.17848460376262665,0.2415778785943985,0.220676988363266,0.21563923358917236,0.2599335312843323,0.16984491050243378
should,0.43830034136772156,0.12829628586769104,0.9999999403953552,0.26474589109420776,0.414644330739975,0.2715131938457489,0.19073481857776642,0.35256603360176086,0.2105938345193863,0.20965835452079773,0.4442402422428131
serve,0.23061832785606384,0.15172627568244934,0.26474589109420776,0.9999998807907104,0.3768509030342102,0.22927480936050415,0.11857528239488602,0.19575612246990204,0.13688524067401886,0.21294721961021423,0.19925682246685028
as,0.31749409437179565,0.1724308878183365,0.414644330739975,0.3768509030342102,1.0,0.39550232887268066,0.16721925139427185,0.36047765612602234,0.2313503623008728,0.24078747630119324,0.27043893933296204
a,0.3320399522781372,0.17848460376262665,0.2715131938457489,0.22927480936050415,0.39550232887268066,1.0,0.25422921776771545,0.3848365545272827,0.20101723074913025,0.2177848368883133,0.23916715383529663
brake,0.19163110852241516,0.2415778785943985,0.19073481857776642,0.11857528239488602,0.16721925139427185,0.25422921776771545,0.9999999403953552,0.21949976682662964,0.09610532224178314,0.21097861230373383,0.13242483139038086
on,0.34226128458976746,0.220676988363266,0.35256603360176086,0.19575612246990204,0.36047765612602234,0.3848365545272827,0.21949976682662964,0.9999999403953552,0.1212598904967308,0.1985596865415573,0.2714994251728058
such,0.23989605903625488,0.11777441203594208,0.4382869005203247,0.23726138472557068,0.6207084655761719,0.2706976532936096,0.19571976363658905,0.3181164264678955,0.20769751071929932,0.2253412902355194,0.17851735651493073
concentration,0.2389112114906311,0.2599335312843323,0.20965835452079773,0.21294721961021423,0.24078747630119324,0.2177848368883133,0.21097861230373383,0.1985596865415573,0.19168125092983246,0.9999999403953552,0.1292840540409088
",",0.3087472915649414,0.2544684410095215,0.2706286907196045,0.2385157197713852,0.48816442489624023,0.427140474319458,0.13499361276626587,0.49057599902153015,0.22482609748840332,0.2576465308666229,0.31091248989105225
which,0.5261979103088379,0.2267666757106781,0.31937870383262634,0.23360483348369598,0.41006597876548767,0.56894451379776,0.23556914925575256,0.4245251417160034,0.24423860013484955,0.255012184381485,0.25814583897590637
may,0.25739946961402893,0.198151096701622,0.3535434603691101,0.17943406105041504,0.32133710384368896,0.29255667328834534,0.13724297285079956,0.3428080081939697,0.16329464316368103,0.16015535593032837,0.2768254578113556
better,0.3551420271396637,0.09181834757328033,0.3515773117542267,0.23365861177444458,0.35478752851486206,0.2532222270965576,0.2151918113231659,0.24900631606578827,0.18476495146751404,0.1715276837348938,0.32159438729286194
be,0.3929833769798279,0.17733727395534515,0.6527681946754456,0.343167245388031,0.5230465531349182,0.39883795380592346,0.1953544169664383,0.37900757789611816,0.2205534279346466,0.24057647585868835,0.3324260413646698
explained,0.4148936867713928,0.16914330422878265,0.34871697425842285,0.2772703170776367,0.2956673204898834,0.24080877006053925,0.12493515014648438,0.2240118384361267,0.18119119107723236,0.1356808990240097,0.31240519881248474
by,0.2455483376979828,0.294624388217926,0.2928081750869751,0.1410149484872818,0.3815547823905945,0.32094135880470276,0.18390588462352753,0.33887791633605957,0.1584445983171463,0.21087169647216797,0.17966607213020325
the,0.42745697498321533,0.3134811818599701,0.32399165630340576,0.2749462425708771,0.48381632566452026,0.5829201340675354,0.21427591145038605,0.5107308030128479,0.24999672174453735,0.2617439329624176,0.22068053483963013
non-market,0.18510375916957855,0.1411573886871338,0.26748350262641907,0.19809894263744354,0.22880923748016357,0.3013104200363159,0.23037047684192657,0.272041916847229,0.30593955516815186,0.21700622141361237,0.2244819849729538
force,0.16915984451770782,0.6498695015907288,0.1315487176179886,0.1916457712650299,0.19216643273830414,0.2451154738664627,0.31007614731788635,0.1764998733997345,0.18202006816864014,0.22009842097759247,0.1650998443365097
known,0.20381177961826324,0.1327875256538391,0.12441454827785492,0.15222063660621643,0.4815765619277954,0.30882248282432556,0.07812143862247467,0.19541868567466736,0.17007966339588165,0.16804642975330353,0.18314571678638458
as,0.31749409437179565,0.1724308878183365,0.414644330739975,0.3768509030342102,1.0,0.39550232887268066,0.16721925139427185,0.36047765612602234,0.2313503623008728,0.24078747630119324,0.27043893933296204
``,0.008517155423760414,0.10580282658338547,0.14615385234355927,0.07466641813516617,0.03910288214683533,0.07272057235240936,-0.01162305474281311,-0.03274054825305939,0.03245234861969948,0.11313146352767944,0.0685480609536171
rent-seeking,0.2263883501291275,0.21265965700149536,0.3297903835773468,0.3314756453037262,0.3086627423763275,0.3259243369102478,0.30820637941360474,0.22098323702812195,0.3803246319293976,0.20344874262809753,0.257251113653183
'',0.08143015950918198,-0.10743251442909241,0.09159162640571594,0.02223539538681507,0.006628023460507393,0.04890415817499161,0.006580498069524765,0.04238596186041832,0.0916694775223732,-0.020761864259839058,0.018684765323996544
.,0.3567904531955719,0.21802116930484772,0.3516756594181061,0.26939791440963745,0.515582263469696,0.50484299659729,0.13659250736236572,0.49257001280784607,0.1815606653690338,0.2379244863986969,0.4130953550338745
