,what,major,event,u.s.,occurred,that,made,the,bbc,delay,the,broadcast,?
episode,0.1919318586587906,0.10287825018167496,0.27421537041664124,0.09450571984052658,0.19189469516277313,0.27973806858062744,0.1798514574766159,0.25342556834220886,0.3176216185092926,0.24347448348999023,0.25342556834220886,0.3553028106689453,0.23978739976882935
was,0.22111038863658905,0.20676274597644806,0.28341150283813477,0.06837434321641922,0.2760649025440216,0.33670201897621155,0.3433256447315216,0.48711544275283813,0.19087861478328705,0.22715745866298676,0.48711544275283813,0.24068336188793182,0.18412111699581146
delayed,0.20313408970832825,0.21687044203281403,0.257423996925354,-0.01609862968325615,0.3666754961013794,0.33150696754455566,0.19085632264614105,0.32091420888900757,0.17224499583244324,0.7504567503929138,0.32091420888900757,0.28230974078178406,0.12875154614448547
by,0.2455483376979828,0.19764594733715057,0.2186535894870758,0.018699808046221733,0.13885536789894104,0.37496164441108704,0.34175434708595276,0.4408751428127289,0.20133090019226074,0.24634143710136414,0.4408751428127289,0.22584840655326843,0.17966607213020325
ten,0.1616830825805664,0.17183145880699158,0.21150165796279907,0.09642009437084198,0.10947681963443756,0.25370344519615173,0.1910066157579422,0.3256247341632843,0.15831133723258972,0.20578980445861816,0.3256247341632843,0.2124667763710022,0.14471080899238586
minutes,0.20975765585899353,0.1741584986448288,0.20802174508571625,0.07964606583118439,0.1584092080593109,0.2572941780090332,0.16037066280841827,0.20313966274261475,0.23464608192443848,0.36974552273750305,0.20313966274261475,0.3106328845024109,0.14419560134410858
due,0.15204688906669617,0.18893355131149292,0.21263866126537323,-0.08624318242073059,0.3221481442451477,0.2827286720275879,0.1721457988023758,0.22577603161334991,0.13488031923770905,0.33404210209846497,0.22577603161334991,0.14409776031970978,0.10954997688531876
to,0.455847829580307,0.19240309298038483,0.2585321366786957,0.09732837975025177,0.16706319153308868,0.5436353087425232,0.3377571105957031,0.535392165184021,0.19421324133872986,0.3099154531955719,0.535392165184021,0.2326623648405075,0.29463258385658264
extended,0.20863614976406097,0.16305853426456451,0.14221955835819244,-0.018182946369051933,0.22541481256484985,0.31359121203422546,0.20351025462150574,0.3160722553730011,0.15459755063056946,0.3187551498413086,0.3160722553730011,0.1487886756658554,0.17568568885326385
news,0.2584491968154907,0.11917801201343536,0.2599388062953949,0.022686732932925224,0.1608920693397522,0.27487510442733765,0.11142083257436752,0.2294066995382309,0.5118628144264221,0.2198268473148346,0.2294066995382309,0.4630478620529175,0.1899169683456421
coverage,0.2971228361129761,0.2526918947696686,0.34551456570625305,0.028837900608778,0.21521013975143433,0.35029110312461853,0.09111461043357849,0.2704935073852539,0.2959735095500946,0.27627649903297424,0.2704935073852539,0.3938756287097931,0.2543165385723114
of,0.33290785551071167,0.2641255557537079,0.19878064095973969,0.011562774889171124,0.31296631693840027,0.41498205065727234,0.33167365193367004,0.733189046382904,0.1797877550125122,0.19660267233848572,0.733189046382904,0.20155203342437744,0.1826142966747284
the,0.42745697498321533,0.31775903701782227,0.2960145175457001,0.06592652946710587,0.3372073173522949,0.5473989248275757,0.3885267674922943,1.0,0.2735401690006256,0.2607918381690979,1.0,0.2713715434074402,0.22068053483963013
assassination,0.20876023173332214,0.18443845212459564,0.23686033487319946,0.05722090229392052,0.2642396092414856,0.17732904851436615,0.1772206872701645,0.2033206969499588,0.19281789660453796,0.2190731316804886,0.2033206969499588,0.21952444314956665,0.21308238804340363
of,0.33290785551071167,0.2641255557537079,0.19878064095973969,0.011562774889171124,0.31296631693840027,0.41498205065727234,0.33167365193367004,0.733189046382904,0.1797877550125122,0.19660267233848572,0.733189046382904,0.20155203342437744,0.1826142966747284
us,0.32081687450408936,0.12100633233785629,0.20328903198242188,0.03950560837984085,0.1676192432641983,0.282404363155365,0.16286946833133698,0.25727739930152893,0.14759892225265503,0.20114144682884216,0.25727739930152893,0.159767746925354,0.2742428481578827
president,0.1870913952589035,0.1350226253271103,0.13467466831207275,-0.031179295852780342,0.16315411031246185,0.19873183965682983,0.18822956085205078,0.24330610036849976,0.19873382151126862,0.18896891176700592,0.24330610036849976,0.23064760863780975,0.14148259162902832
john,0.18237407505512238,0.17107746005058289,0.14246417582035065,0.05222142115235329,0.12823152542114258,0.17830057442188263,0.1695454865694046,0.2230520099401474,0.1938457190990448,0.16521815955638885,0.2230520099401474,0.16860350966453552,0.13162356615066528
f.,0.18076683580875397,0.12414325773715973,0.08016877621412277,-0.012104465626180172,0.041401173919439316,0.12489675730466843,0.004287744406610727,0.18440215289592743,0.12541815638542175,0.0899379774928093,0.18440215289592743,0.10351623594760895,0.11007396876811981
kennedy,0.2125646471977234,0.18781283497810364,0.142704039812088,0.016662035137414932,0.15465308725833893,0.26946479082107544,0.16344395279884338,0.20303435623645782,0.16333213448524475,0.2222902923822403,0.20303435623645782,0.2249230444431305,0.21965277194976807
the,0.42745697498321533,0.31775903701782227,0.2960145175457001,0.06592652946710587,0.3372073173522949,0.5473989248275757,0.3885267674922943,1.0,0.2735401690006256,0.2607918381690979,1.0,0.2713715434074402,0.22068053483963013
previous,0.2743692696094513,0.1973038911819458,0.2386774718761444,0.1055568978190422,0.31672361493110657,0.29416754841804504,0.2359631210565567,0.34706559777259827,0.13470250368118286,0.28968122601509094,0.34706559777259827,0.12883314490318298,0.16724538803100586
day,0.2990210950374603,0.15069670975208282,0.3271280825138092,0.046075720340013504,0.28574568033218384,0.28239622712135315,0.1838676482439041,0.3062323033809662,0.2143530696630478,0.1767793893814087,0.3062323033809662,0.2131737768650055,0.2141837179660797
;,0.10986888408660889,0.05951778590679169,0.010941234417259693,-0.007114826701581478,0.02405369095504284,0.0633435994386673,0.06876794993877411,0.09152708947658539,-0.07056888192892075,-0.08827228844165802,0.09152708947658539,0.009912485256791115,0.10349778085947037
whereas,0.32338035106658936,0.10925023257732391,0.21341179311275482,-0.008974172174930573,0.2234279066324234,0.3639386296272278,0.13532859086990356,0.3696324825286865,0.19362317025661469,0.20319437980651855,0.3696324825286865,0.16191470623016357,0.1950923502445221
in,0.30808621644973755,0.3249945342540741,0.27304479479789734,-0.003064807504415512,0.3479720652103424,0.435920387506485,0.25271502137184143,0.6662389636039734,0.22430340945720673,0.17042721807956696,0.6662389636039734,0.26723843812942505,0.20430970191955566
fact,0.4454877972602844,0.1906096339225769,0.257689505815506,-0.025564344599843025,0.2631494402885437,0.5729296803474426,0.2093992829322815,0.32878658175468445,0.18260079622268677,0.259280264377594,0.32878658175468445,0.1610681116580963,0.2798655927181244
it,0.45803478360176086,0.22329258918762207,0.3087007403373718,0.011612125672399998,0.20880642533302307,0.5921133160591125,0.3944323658943176,0.6251175999641418,0.18502579629421234,0.2143334448337555,0.6251175999641418,0.24714356660842896,0.25732165575027466
went,0.20164033770561218,0.166384756565094,0.16105584800243378,0.13310888409614563,0.24697698652744293,0.1990986317396164,0.25632938742637634,0.3345835506916046,0.1635635793209076,0.14318615198135376,0.3345835506916046,0.2010679692029953,0.12109432369470596
out,0.3633197546005249,0.13802337646484375,0.1958429217338562,0.12170593440532684,0.15175782144069672,0.43996092677116394,0.27462413907051086,0.39404502511024475,0.12957914173603058,0.25187936425209045,0.39404502511024475,0.17068032920360565,0.22020699083805084
after,0.21973377466201782,0.21618323028087616,0.2552187740802765,0.11192241311073303,0.31322455406188965,0.373811811208725,0.26259806752204895,0.4565047025680542,0.167979434132576,0.2779812514781952,0.4565047025680542,0.18175733089447021,0.16608688235282898
a,0.3320399522781372,0.22990699112415314,0.2635729908943176,0.0347411222755909,0.25916820764541626,0.47537946701049805,0.3180864453315735,0.5829201340675354,0.199848011136055,0.2138662338256836,0.5829201340675354,0.2046348601579666,0.23916715383529663
delay,0.22784891724586487,0.14603552222251892,0.2380378544330597,0.04640088975429535,0.20141202211380005,0.34386560320854187,0.09919410198926926,0.2607918381690979,0.1509672850370407,1.0000001192092896,0.2607918381690979,0.26629742980003357,0.15084078907966614
of,0.33290785551071167,0.2641255557537079,0.19878064095973969,0.011562774889171124,0.31296631693840027,0.41498205065727234,0.33167365193367004,0.733189046382904,0.1797877550125122,0.19660267233848572,0.733189046382904,0.20155203342437744,0.1826142966747284
eighty,0.19695232808589935,0.1733471006155014,0.15229730308055878,0.01677810773253441,0.20517869293689728,0.16908392310142517,0.21498368680477142,0.3045130968093872,0.18047381937503815,0.18005505204200745,0.3045130968093872,0.20597681403160095,0.10121089965105057
seconds,0.18972116708755493,0.10007016360759735,0.2574194371700287,0.09693912416696548,0.17094463109970093,0.24123969674110413,0.12074881792068481,0.1997634470462799,0.19195334613323212,0.31517186760902405,0.1997634470462799,0.24458639323711395,0.20335537195205688
.,0.3567904531955719,0.3054012954235077,0.2068977802991867,0.09558769315481186,0.2029680609703064,0.4460422694683075,0.4032190144062042,0.5934505462646484,0.20265105366706848,0.1950424760580063,0.5934505462646484,0.2280997633934021,0.4130953550338745
