,what,was,the,name,of,the,battle,that,marked,the,first,confederate,win,in,florida,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820790410041809,0.5473989248275757,0.36085957288742065,1.0,0.49448907375335693,0.24595312774181366,0.28308698534965515,0.6662389636039734,0.24091358482837677,0.22068053483963013
brick,0.19906455278396606,0.24581456184387207,0.2380465269088745,0.12465455383062363,0.25685781240463257,0.2380465269088745,0.14112840592861176,0.22193554043769836,0.28627529740333557,0.2380465269088745,0.14279107749462128,0.12505269050598145,0.12882325053215027,0.2567489445209503,0.16959117352962494,0.12426483631134033
church,0.1944202184677124,0.24960921704769135,0.23846197128295898,0.1162993386387825,0.3079429268836975,0.23846197128295898,0.15635235607624054,0.18300943076610565,0.08280757814645767,0.23846197128295898,0.11462637037038803,0.21179820597171783,0.13219942152500153,0.2493300437927246,0.1298666149377823,0.18081501126289368
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24353940784931183,0.435920387506485,0.3058924674987793,0.6662389636039734,0.4127444326877594,0.21407538652420044,0.2503834664821625,1.0,0.2330404818058014,0.20430970191955566
1862,0.069773368537426,0.09021888673305511,0.043515436351299286,0.06292005628347397,0.07822123169898987,0.043515436351299286,0.00807619746774435,0.042605359107255936,0.10393175482749939,0.043515436351299286,0.021668851375579834,-0.007492003962397575,0.009660784155130386,0.07496397942304611,0.06211734190583229,0.06664664298295975
just,0.5854880809783936,0.29934245347976685,0.40061673521995544,0.20323963463306427,0.35124439001083374,0.40061673521995544,0.15647806227207184,0.6540043354034424,0.3280807435512543,0.40061673521995544,0.24058574438095093,0.2441292405128479,0.17281481623649597,0.3910168707370758,0.20964592695236206,0.4144178032875061
outside,0.3224688768386841,0.21273015439510345,0.3879719078540802,0.15096399188041687,0.2973117530345917,0.3879719078540802,0.0891791582107544,0.351840078830719,0.2156093269586563,0.3879719078540802,0.25827133655548096,0.1248772144317627,0.1531073898077011,0.4191201329231262,0.16647197306156158,0.14839068055152893
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.17926530539989471,0.20063675940036774,0.1837526261806488,0.2176690250635147,0.2168712168931961,0.36438611149787903,0.1850157082080841,0.22147351503372192,0.568950355052948,0.1359667330980301
proper,0.3295817971229553,0.13788238167762756,0.3680674135684967,0.24818341434001923,0.3278234004974365,0.3680674135684967,0.05155154690146446,0.32993730902671814,0.246917724609375,0.3680674135684967,0.2584863007068634,0.18049678206443787,0.10746721923351288,0.23365779221057892,0.05557573214173317,0.2291053831577301
resulted,0.14803820848464966,0.3113420605659485,0.2975946068763733,0.04664960131049156,0.3479447662830353,0.2975946068763733,0.21158388257026672,0.22833308577537537,0.2899661958217621,0.2975946068763733,0.19287101924419403,0.23242829740047455,0.14637643098831177,0.3197503983974457,0.22284892201423645,0.1391388475894928
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24353940784931183,0.435920387506485,0.3058924674987793,0.6662389636039734,0.4127444326877594,0.21407538652420044,0.2503834664821625,1.0,0.2330404818058014,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2820790410041809,0.5473989248275757,0.36085957288742065,1.0,0.49448907375335693,0.24595312774181366,0.28308698534965515,0.6662389636039734,0.24091358482837677,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,0.19536755979061127,0.3482176661491394,0.1945195496082306,0.49448907375335693,1.0,0.21467605233192444,0.3235439956188202,0.4127444326877594,0.17244821786880493,0.18701928853988647
confederate,0.1444343775510788,0.2674351930618286,0.24595312774181366,0.11525216698646545,0.22236056625843048,0.24595312774181366,0.4085182547569275,0.20217256247997284,0.22923031449317932,0.24595312774181366,0.21467605233192444,1.0,0.23576946556568146,0.21407538652420044,0.20572833716869354,0.15273870527744293
victory,0.12667348980903625,0.28069007396698,0.2795662581920624,0.18280024826526642,0.21037539839744568,0.2795662581920624,0.4560186564922333,0.19827833771705627,0.21272744238376617,0.2795662581920624,0.3191130459308624,0.31628847122192383,0.5132298469543457,0.21562302112579346,0.15880919992923737,0.15412560105323792
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.24353940784931183,0.435920387506485,0.3058924674987793,0.6662389636039734,0.4127444326877594,0.21407538652420044,0.2503834664821625,1.0,0.2330404818058014,0.20430970191955566
florida,0.14450381696224213,0.23693005740642548,0.24091358482837677,0.1335849165916443,0.2330869883298874,0.24091358482837677,0.1240691989660263,0.17380806803703308,0.10135382413864136,0.24091358482837677,0.17244821786880493,0.20572833716869354,0.16747839748859406,0.2330404818058014,1.0,0.13469882309436798
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.1661834716796875,0.4460422694683075,0.21013976633548737,0.5934505462646484,0.4345304071903229,0.26885682344436646,0.25577837228775024,0.5591574311256409,0.23988212645053864,0.4130953550338745
