,what,alumni,member,also,write,the,bestseller,before,i,fall,?
i,0.4411132335662842,0.13315653800964355,0.12468444555997849,0.31744837760925293,0.30950117111206055,0.26687872409820557,0.18021494150161743,0.3053337037563324,0.9999999403953552,0.2099405825138092,0.4695145785808563
fall,0.26931828260421753,0.14744551479816437,0.1367403268814087,0.19808855652809143,0.15545588731765747,0.3639753758907318,0.20170098543167114,0.26193201541900635,0.2099405825138092,1.0,0.1656162142753601
lauren,0.16656063497066498,0.14184479415416718,0.14992648363113403,0.18247120082378387,0.1232660710811615,0.16052700579166412,0.33632558584213257,0.11505626142024994,0.1231054812669754,0.10007132589817047,0.12120736390352249
oliver,0.18301159143447876,0.1249762773513794,0.13592684268951416,0.19326582551002502,0.14774875342845917,0.24067138135433197,0.28092026710510254,0.12750421464443207,0.13852234184741974,0.15984781086444855,0.20260699093341827
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
pulitzer,0.1705467849969864,0.2789357006549835,0.11841534078121185,0.228372260928154,0.2810816466808319,0.23183070123195648,0.4863508641719818,0.13351128995418549,0.144514799118042,0.14100854098796844,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.2029264271259308,0.17009899020195007,0.23727285861968994,0.18969248235225677,0.3006022870540619,0.12140949070453644,0.11709923297166824,0.12288852781057358,0.14158497750759125
winning,0.10492657124996185,0.2483058124780655,0.2521633803844452,0.23652184009552002,0.21345463395118713,0.30045071244239807,0.364371120929718,0.15338392555713654,0.18322467803955078,0.12908241152763367,0.1251823455095291
novelist,0.16365541517734528,0.1692826747894287,0.19118086993694305,0.17871983349323273,0.29257574677467346,0.15419939160346985,0.44332510232925415,0.15103715658187866,0.13846740126609802,0.18894369900226593,0.16636928915977478
philip,0.11288820952177048,0.18704469501972198,0.15515685081481934,0.20277266204357147,0.22354325652122498,0.21499985456466675,0.25648149847984314,0.14582479000091553,0.1982668936252594,0.10639888793230057,0.11887923628091812
roth,0.2043270319700241,0.1688149869441986,0.2665690779685974,0.19093075394630432,0.1412763148546219,0.20418059825897217,0.3278946280479431,0.16033275425434113,0.18421600759029388,0.17051470279693604,0.20758041739463806
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
canadian-born,0.21962563693523407,0.1899724304676056,0.25871625542640686,0.2854786217212677,0.1575956791639328,0.33037427067756653,0.28044393658638,0.19888339936733246,0.15764228999614716,0.19142381846904755,0.17969055473804474
pulitzer,0.1705467849969864,0.2789357006549835,0.11841534078121185,0.228372260928154,0.2810816466808319,0.23183070123195648,0.4863508641719818,0.13351128995418549,0.144514799118042,0.14100854098796844,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.2029264271259308,0.17009899020195007,0.23727285861968994,0.18969248235225677,0.3006022870540619,0.12140949070453644,0.11709923297166824,0.12288852781057358,0.14158497750759125
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
nobel,0.20388969779014587,0.27874937653541565,0.18105469644069672,0.18067531287670135,0.2366916984319687,0.1909446120262146,0.26556599140167236,0.14439934492111206,0.13710452616214752,0.1136823296546936,0.15008176863193512
prize,0.1654435694217682,0.2634023427963257,0.2029264271259308,0.17009899020195007,0.23727285861968994,0.18969248235225677,0.3006022870540619,0.12140949070453644,0.11709923297166824,0.12288852781057358,0.14158497750759125
for,0.3017193675041199,0.21824529767036438,0.2718653976917267,0.5373267531394958,0.3243878483772278,0.4739971458911896,0.2453252226114273,0.44347289204597473,0.257647842168808,0.12688584625720978,0.264628142118454
literature,0.22505109012126923,0.2678532302379608,0.12257016450166702,0.21301308274269104,0.38052240014076233,0.2611817419528961,0.36206966638565063,0.15505295991897583,0.1928267627954483,0.23968715965747833,0.2043706774711609
winning,0.10492657124996185,0.2483058124780655,0.2521633803844452,0.23652184009552002,0.21345463395118713,0.30045071244239807,0.364371120929718,0.15338392555713654,0.18322467803955078,0.12908241152763367,0.1251823455095291
writer,0.16903695464134216,0.17393293976783752,0.21195396780967712,0.2242792397737503,0.4540952742099762,0.1583879292011261,0.3988518714904785,0.15848323702812195,0.19326986372470856,0.16760699450969696,0.1860569268465042
saul,0.2770378589630127,0.18812140822410583,0.14991749823093414,0.23571406304836273,0.174825519323349,0.2076161801815033,0.22631940245628357,0.16656354069709778,0.20359842479228973,0.12440528720617294,0.19444164633750916
bellow,0.1405242383480072,0.10910601168870926,0.17017732560634613,0.1954340785741806,0.18107563257217407,0.1750066578388214,0.17326588928699493,0.10135049372911453,0.14280743896961212,0.13913944363594055,0.15036533772945404
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
political,0.21846716105937958,0.15611149370670319,0.21373574435710907,0.2067996710538864,0.2322247326374054,0.20477235317230225,0.23427169024944305,0.19349509477615356,0.20002461969852448,0.13861240446567535,0.17130474746227264
philosopher,0.22530826926231384,0.15640124678611755,0.20500607788562775,0.190744087100029,0.2772805988788605,0.14052307605743408,0.28602561354637146,0.15609541535377502,0.1978788524866104,0.1094580739736557,0.1893014907836914
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
literary,0.154927596449852,0.24295832216739655,0.1352905035018921,0.19107380509376526,0.3504616320133209,0.20471718907356262,0.4104945659637451,0.15900731086730957,0.193243145942688,0.21106931567192078,0.14493726193904877
critic,0.19849249720573425,0.21467170119285583,0.15512238442897797,0.2259913980960846,0.29724884033203125,0.16926419734954834,0.43488597869873047,0.12843379378318787,0.15461458265781403,0.17096401751041412,0.1728995442390442
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
author,0.18480391800403595,0.158415287733078,0.17877647280693054,0.2134505808353424,0.3686300218105316,0.199458509683609,0.4509630799293518,0.19011589884757996,0.17632757127285004,0.16719447076320648,0.14162757992744446
of,0.33290785551071167,0.27771928906440735,0.2701796889305115,0.4924938678741455,0.2147456258535385,0.733189046382904,0.20081837475299835,0.3282964527606964,0.25849398970603943,0.2854328155517578,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.2806392312049866,0.6021018624305725,0.23380951583385468,1.0,0.2600448429584503,0.45900648832321167,0.26687872409820557,0.3639753758907318,0.22068053483963013
new,0.2130378633737564,0.22630517184734344,0.16893768310546875,0.30404865741729736,0.20642755925655365,0.3845241069793701,0.3006903827190399,0.3233793377876282,0.21394464373588562,0.21322742104530334,0.14782847464084625
york,0.15652963519096375,0.2654082179069519,0.13525967299938202,0.23120084404945374,0.16953237354755402,0.3034006953239441,0.37507879734039307,0.24354316294193268,0.15059059858322144,0.18688690662384033,0.15262620151042938
times,0.21414996683597565,0.20367132127285004,0.13399934768676758,0.36468109488487244,0.21372856199741364,0.29093852639198303,0.34431740641593933,0.3115774989128113,0.18352754414081573,0.11815802752971649,0.18880689144134521
bestseller,0.19411920011043549,0.2192545086145401,0.1523539274930954,0.21861454844474792,0.2868651747703552,0.2600448429584503,0.9999998807907104,0.18796101212501526,0.18021494150161743,0.20170098543167114,0.18862217664718628
``,0.008517155423760414,-0.010103246197104454,0.0971653014421463,0.000636551936622709,0.12880288064479828,0.029072100296616554,-0.07138332724571228,0.0842912346124649,0.050574399530887604,-0.03271329775452614,0.0685480609536171
the,0.42745697498321533,0.22524002194404602,0.2806392312049866,0.6021018624305725,0.23380951583385468,1.0,0.2600448429584503,0.45900648832321167,0.26687872409820557,0.3639753758907318,0.22068053483963013
closing,0.30367225408554077,0.1453033685684204,0.09159819036722183,0.21482305228710175,0.23954392969608307,0.29856032133102417,0.18038828670978546,0.33171871304512024,0.35369572043418884,0.16775614023208618,0.20759470760822296
of,0.33290785551071167,0.27771928906440735,0.2701796889305115,0.4924938678741455,0.2147456258535385,0.733189046382904,0.20081837475299835,0.3282964527606964,0.25849398970603943,0.2854328155517578,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.2806392312049866,0.6021018624305725,0.23380951583385468,1.0,0.2600448429584503,0.45900648832321167,0.26687872409820557,0.3639753758907318,0.22068053483963013
american,0.1909721940755844,0.2632140517234802,0.2580675184726715,0.2794059216976166,0.16880305111408234,0.24562937021255493,0.2571118474006653,0.14222770929336548,0.12244469672441483,0.14366751909255981,0.18877598643302917
mind,0.305233895778656,0.14962062239646912,0.05600295588374138,0.24376483261585236,0.18318256735801697,0.16300682723522186,0.1961085945367813,0.20929859578609467,0.26203325390815735,0.17436127364635468,0.22109316289424896
'',0.08143015950918198,-0.00038028141716495156,0.012968800030648708,0.05102188512682915,0.05656430125236511,0.041273195296525955,-0.0017859510844573379,-0.07730459421873093,0.06827187538146973,-0.002057781210169196,0.018684765323996544
allan,0.08690010011196136,0.14145515859127045,0.1537599414587021,0.13566426932811737,0.12288126349449158,0.22833269834518433,0.2459409236907959,0.13401144742965698,0.07570678740739822,0.14807133376598358,0.054300665855407715
bloom,0.166596457362175,0.12415726482868195,0.10996270179748535,0.23654760420322418,0.1205281987786293,0.2099047750234604,0.24336107075214386,0.1263934224843979,0.0985989198088646,0.20125876367092133,0.12630479037761688
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
``,0.008517155423760414,-0.010103246197104454,0.0971653014421463,0.000636551936622709,0.12880288064479828,0.029072100296616554,-0.07138332724571228,0.0842912346124649,0.050574399530887604,-0.03271329775452614,0.0685480609536171
the,0.42745697498321533,0.22524002194404602,0.2806392312049866,0.6021018624305725,0.23380951583385468,1.0,0.2600448429584503,0.45900648832321167,0.26687872409820557,0.3639753758907318,0.22068053483963013
good,0.3916934132575989,0.14433445036411285,0.1304256170988083,0.3693075478076935,0.25799065828323364,0.2735973596572876,0.22827084362506866,0.22095181047916412,0.3714962899684906,0.14140304923057556,0.3187684714794159
war,0.22516006231307983,0.17950859665870667,0.13819606602191925,0.29626187682151794,0.27396541833877563,0.366199791431427,0.2599293887615204,0.2554761469364166,0.261459082365036,0.21017496287822723,0.15510529279708862
'',0.08143015950918198,-0.00038028141716495156,0.012968800030648708,0.05102188512682915,0.05656430125236511,0.041273195296525955,-0.0017859510844573379,-0.07730459421873093,0.06827187538146973,-0.002057781210169196,0.018684765323996544
author,0.18480391800403595,0.158415287733078,0.17877647280693054,0.2134505808353424,0.3686300218105316,0.199458509683609,0.4509630799293518,0.19011589884757996,0.17632757127285004,0.16719447076320648,0.14162757992744446
studs,0.1295233517885208,0.3083384931087494,0.08682066947221756,0.21448373794555664,0.1692180037498474,0.18215125799179077,0.23720009624958038,0.1400877982378006,0.14468441903591156,0.19578388333320618,0.18173183500766754
terkel,0.17294569313526154,0.18474209308624268,0.09799067676067352,0.21865573525428772,0.15453359484672546,0.19936566054821014,0.3326777517795563,0.12088748067617416,0.19775404036045074,0.12404011189937592,0.17067144811153412
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
american,0.1909721940755844,0.2632140517234802,0.2580675184726715,0.2794059216976166,0.16880305111408234,0.24562937021255493,0.2571118474006653,0.14222770929336548,0.12244469672441483,0.14366751909255981,0.18877598643302917
writer,0.16903695464134216,0.17393293976783752,0.21195396780967712,0.2242792397737503,0.4540952742099762,0.1583879292011261,0.3988518714904785,0.15848323702812195,0.19326986372470856,0.16760699450969696,0.1860569268465042
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
essayist,0.17193470895290375,0.24414700269699097,0.24373334646224976,0.20607033371925354,0.33850738406181335,0.1664307862520218,0.4081798791885376,0.15570177137851715,0.1538006067276001,0.18310217559337616,0.17977407574653625
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
filmmaker,0.15228241682052612,0.15953360497951508,0.21716566383838654,0.22460918128490448,0.18019583821296692,0.17393429577350616,0.3364775776863098,0.17874865233898163,0.12740458548069,0.09228608757257462,0.11027596145868301
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
teacher,0.20492632687091827,0.22724589705467224,0.21995455026626587,0.23410376906394958,0.34870049357414246,0.17760860919952393,0.2912515699863434,0.21876901388168335,0.18230417370796204,0.10272957384586334,0.1797819435596466
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
political,0.21846716105937958,0.15611149370670319,0.21373574435710907,0.2067996710538864,0.2322247326374054,0.20477235317230225,0.23427169024944305,0.19349509477615356,0.20002461969852448,0.13861240446567535,0.17130474746227264
activist,0.14008654654026031,0.13004234433174133,0.28601938486099243,0.2500723898410797,0.1911718249320984,0.1853674352169037,0.24508436024188995,0.19410577416419983,0.10160648077726364,0.07404083013534546,0.14108677208423615
susan,0.17920079827308655,0.1740315705537796,0.10355865955352783,0.12239549309015274,0.1657995730638504,0.13988924026489258,0.24379001557826996,0.19174827635288239,0.14490079879760742,0.13455867767333984,0.12975265085697174
sontag,0.19257141649723053,0.22450146079063416,0.28537359833717346,0.29062214493751526,0.27945476770401,0.19506609439849854,0.415601521730423,0.19183067977428436,0.2419745922088623,0.1644076108932495,0.21960818767547607
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
analytic,0.3292197585105896,0.2075277417898178,0.09369681775569916,0.2608248293399811,0.2780959904193878,0.2206745594739914,0.2413311004638672,0.17109574377536774,0.22197706997394562,0.06253402680158615,0.23579798638820648
philosopher,0.22530826926231384,0.15640124678611755,0.20500607788562775,0.190744087100029,0.2772805988788605,0.14052307605743408,0.28602561354637146,0.15609541535377502,0.1978788524866104,0.1094580739736557,0.1893014907836914
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
stanford,0.20460334420204163,0.3414803147315979,0.20858648419380188,0.24816879630088806,0.21732886135578156,0.2224142998456955,0.20989029109477997,0.20219145715236664,0.18819254636764526,0.14013171195983887,0.14956782758235931
university,0.20256435871124268,0.5021953582763672,0.20716828107833862,0.2568899393081665,0.19471772015094757,0.263973206281662,0.23733100295066833,0.18800675868988037,0.1655474156141281,0.14549283683300018,0.11887256056070328
professor,0.16376154124736786,0.29846006631851196,0.27150586247444153,0.2231796383857727,0.255900502204895,0.19516055285930634,0.309809148311615,0.13251864910125732,0.139038547873497,0.10483617335557938,0.09837866574525833
of,0.33290785551071167,0.27771928906440735,0.2701796889305115,0.4924938678741455,0.2147456258535385,0.733189046382904,0.20081837475299835,0.3282964527606964,0.25849398970603943,0.2854328155517578,0.1826142966747284
comparative,0.2721925973892212,0.3050375282764435,0.15483014285564423,0.25435709953308105,0.2287791222333908,0.2733505070209503,0.23088876903057098,0.12266257405281067,0.09626378864049911,0.13561104238033295,0.13785050809383392
literature,0.22505109012126923,0.2678532302379608,0.12257016450166702,0.21301308274269104,0.38052240014076233,0.2611817419528961,0.36206966638565063,0.15505295991897583,0.1928267627954483,0.23968715965747833,0.2043706774711609
richard,0.19329693913459778,0.16398552060127258,0.1483718752861023,0.11280373483896255,0.22450773417949677,0.2087954580783844,0.27598249912261963,0.15478934347629547,0.1330709457397461,0.11241400986909866,0.15003317594528198
rorty,0.2009391486644745,0.17833161354064941,0.26044291257858276,0.21701669692993164,0.17082010209560394,0.20999492704868317,0.3626920282840729,0.19767609238624573,0.14400869607925415,0.130976602435112,0.19832539558410645
",",0.3087472915649414,0.2394251972436905,0.25757819414138794,0.4717654287815094,0.24658997356891632,0.4933079481124878,0.3041984736919403,0.3156566619873047,0.3467482030391693,0.31587862968444824,0.31091248989105225
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
american,0.1909721940755844,0.2632140517234802,0.2580675184726715,0.2794059216976166,0.16880305111408234,0.24562937021255493,0.2571118474006653,0.14222770929336548,0.12244469672441483,0.14366751909255981,0.18877598643302917
writer,0.16903695464134216,0.17393293976783752,0.21195396780967712,0.2242792397737503,0.4540952742099762,0.1583879292011261,0.3988518714904785,0.15848323702812195,0.19326986372470856,0.16760699450969696,0.1860569268465042
and,0.31309178471565247,0.19591780006885529,0.28606608510017395,0.5755972862243652,0.2489921897649765,0.5171257257461548,0.24529409408569336,0.3518902659416199,0.31928038597106934,0.25737735629081726,0.20544172823429108
satirist,0.18590421974658966,0.15734118223190308,0.2309006005525589,0.22290877997875214,0.31351935863494873,0.1841963529586792,0.41398388147354126,0.16583113372325897,0.1890590488910675,0.20441210269927979,0.15970928966999054
kurt,0.18228678405284882,0.16395962238311768,0.16565869748592377,0.17965853214263916,0.1651695817708969,0.18562473356723785,0.23318609595298767,0.23763151466846466,0.14557373523712158,0.21660953760147095,0.12989398837089539
vonnegut,0.24060240387916565,0.19138860702514648,0.18569524586200714,0.24522556364536285,0.24098247289657593,0.3090161979198456,0.37505918741226196,0.28419774770736694,0.16232557594776154,0.24032755196094513,0.11675059795379639
are,0.29724663496017456,0.18962770700454712,0.16299262642860413,0.4565894305706024,0.2052805870771408,0.40399202704429626,0.10334157198667526,0.21243946254253387,0.21339178085327148,0.14641925692558289,0.24591213464736938
notable,0.31026893854141235,0.3171335458755493,0.19803045690059662,0.2548656165599823,0.18408071994781494,0.20948168635368347,0.2605647146701813,0.19447210431098938,0.2613258957862854,0.1771668642759323,0.31928157806396484
alumni,0.11965817958116531,1.0,0.31549185514450073,0.22353194653987885,0.12700527906417847,0.22524002194404602,0.2192545086145401,0.1191863939166069,0.13315653800964355,0.14744551479816437,0.130934476852417
.,0.3567904531955719,0.2471552938222885,0.19907453656196594,0.49166762828826904,0.2647448778152466,0.5934505462646484,0.22995354235172272,0.36693984270095825,0.33645379543304443,0.2718521058559418,0.4130953550338745
