,from,what,mission,and,onward,were,the,dsms,awarded,?
discipline,0.0690649151802063,0.2522185742855072,0.1863093376159668,0.22925299406051636,0.1226477399468422,0.1640084981918335,0.1981438249349594,0.2536669373512268,0.23465369641780853,0.06836310029029846
problems,0.21618343889713287,0.3306994140148163,0.1880517452955246,0.285793662071228,0.19069303572177887,0.2077484428882599,0.2659202516078949,0.45500463247299194,0.12920783460140228,0.2638136148452759
with,0.26272761821746826,0.2464839518070221,0.13122236728668213,0.5477725267410278,0.21861115097999573,0.3179011940956116,0.4223487675189972,0.25736096501350403,0.24412788450717926,0.2433311939239502
the,0.40150508284568787,0.42745697498321533,0.22673439979553223,0.5171257257461548,0.3490128517150879,0.3906462490558624,1.0,0.23437172174453735,0.24971646070480347,0.22068053483963013
flight,0.1899552047252655,0.17794598639011383,0.3072848320007324,0.1828005611896515,0.1267084926366806,0.1577250212430954,0.2498224973678589,0.10420222580432892,0.1221553385257721,0.20568472146987915
director,0.16744063794612885,0.12868234515190125,0.1315430998802185,0.28465452790260315,0.10347617417573929,0.09996706992387772,0.19949141144752502,0.06919211894273758,0.1845557987689972,0.09360282123088837
's,-0.01936490088701248,0.02692362666130066,-0.010545115917921066,0.06895173341035843,-0.03530373424291611,0.007088581565767527,-0.01540423184633255,-0.04647423326969147,-0.07524323463439941,-0.023395681753754616
orders,0.197062686085701,0.1898462176322937,0.21099521219730377,0.23332609236240387,0.1624782383441925,0.2564113438129425,0.26927345991134644,0.21504488587379456,0.28748348355293274,0.18005457520484924
during,0.3186885714530945,0.24137552082538605,0.22419573366641998,0.36462149024009705,0.3582056164741516,0.4064035415649414,0.4838213622570038,0.19163456559181213,0.26264747977256775,0.1325719803571701
their,0.3038119673728943,0.35142919421195984,0.15849071741104126,0.45114588737487793,0.2095535695552826,0.43277356028556824,0.516537070274353,0.24369414150714874,0.1778663992881775,0.1898253709077835
flight,0.1899552047252655,0.17794598639011383,0.3072848320007324,0.1828005611896515,0.1267084926366806,0.1577250212430954,0.2498224973678589,0.10420222580432892,0.1221553385257721,0.20568472146987915
.,0.41536515951156616,0.3567904531955719,0.2227463275194168,0.588965117931366,0.2669897675514221,0.3378238379955292,0.5934505462646484,0.29158204793930054,0.25280869007110596,0.4130953550338745
