,how,accurate,did,guo,make,the,reformed,lunisolar,calendar,?
the,0.33890387415885925,0.22281034290790558,0.34736719727516174,0.24603934586048126,0.3146495521068573,1.0,0.24013365805149078,0.3370939791202545,0.21427585184574127,0.22068053483963013
yuan,0.19823622703552246,0.10387854278087616,0.1467057168483734,0.5720318555831909,0.2076132893562317,0.2548272907733917,0.20222312211990356,0.3679197430610657,0.252644419670105,0.12871281802654266
reform,0.18640485405921936,0.16781438887119293,0.2208065688610077,0.236698180437088,0.23751312494277954,0.28116169571876526,0.7267637848854065,0.265520304441452,0.25261175632476807,0.14216484129428864
the,0.33890387415885925,0.22281034290790558,0.34736719727516174,0.24603934586048126,0.3146495521068573,1.0,0.24013365805149078,0.3370939791202545,0.21427585184574127,0.22068053483963013
lunisolar,0.18686865270137787,0.2454359233379364,0.2072066217660904,0.393495112657547,0.1853601485490799,0.3370939791202545,0.27808380126953125,1.0,0.5859391093254089,0.17871008813381195
calendar,0.15091396868228912,0.22768551111221313,0.1636282205581665,0.19921933114528656,0.1627475470304489,0.21427585184574127,0.23252514004707336,0.5859391093254089,1.0,0.16766934096813202
to,0.44169697165489197,0.31596043705940247,0.4452643394470215,0.19290319085121155,0.497876912355423,0.535392165184021,0.20161932706832886,0.20992088317871094,0.14788945019245148,0.29463258385658264
provide,0.3199661672115326,0.34973999857902527,0.2528877258300781,0.14563621580600739,0.45101290941238403,0.26373472809791565,0.11609674245119095,0.17503684759140015,0.13587453961372375,0.22704634070396423
an,0.2520636022090912,0.2678823471069336,0.22598257660865784,0.1526315063238144,0.17815372347831726,0.4207492768764496,0.15603190660476685,0.21931502223014832,0.12866605818271637,0.19793890416622162
accuracy,0.3051900267601013,0.7412666082382202,0.21861286461353302,0.11470392346382141,0.24751250445842743,0.22482456266880035,0.06736663728952408,0.16121864318847656,0.18503494560718536,0.2192702442407608
of,0.2480744868516922,0.21377940475940704,0.2513895630836487,0.2414080798625946,0.2912110388278961,0.733189046382904,0.2473689615726471,0.2788257896900177,0.15737932920455933,0.1826142966747284
365.2425,0.12648312747478485,0.15388000011444092,0.09415231645107269,0.0029115118086338043,0.11292915046215057,0.16959767043590546,0.020461706444621086,0.10710804164409637,0.092315174639225,0.17049874365329742
days,0.23509229719638824,0.20352014899253845,0.2182302623987198,0.1410318911075592,0.21670366823673248,0.2574930489063263,0.15195982158184052,0.31248950958251953,0.3494303524494171,0.2198754847049713
of,0.2480744868516922,0.21377940475940704,0.2513895630836487,0.2414080798625946,0.2912110388278961,0.733189046382904,0.2473689615726471,0.2788257896900177,0.15737932920455933,0.1826142966747284
the,0.33890387415885925,0.22281034290790558,0.34736719727516174,0.24603934586048126,0.3146495521068573,1.0,0.24013365805149078,0.3370939791202545,0.21427585184574127,0.22068053483963013
year,0.19631797075271606,0.1667783260345459,0.21422851085662842,0.17694686353206635,0.12837903201580048,0.3609684407711029,0.10122712701559067,0.32389146089553833,0.4119606614112854,0.18315006792545319
",",0.22659391164779663,0.20940734446048737,0.3015086054801941,0.3273165822029114,0.324553906917572,0.4933079481124878,0.2146388739347458,0.27664706110954285,0.14375944435596466,0.31091248989105225
which,0.4852597713470459,0.33406680822372437,0.2750149369239807,0.17528699338436127,0.4280063211917877,0.6521818041801453,0.25668177008628845,0.28079912066459656,0.17481116950511932,0.25814583897590637
was,0.16678167879581451,0.20578055083751678,0.41399896144866943,0.2598698139190674,0.20205417275428772,0.48711544275283813,0.32850387692451477,0.28991660475730896,0.15307849645614624,0.18412111699581146
only,0.36590442061424255,0.281534880399704,0.4039593040943146,0.17425405979156494,0.4266534447669983,0.5497692227363586,0.18547411262989044,0.2863829433917999,0.20105484127998352,0.2767370045185089
26,0.02506413869559765,-0.04773211106657982,0.06409474462270737,0.24529050290584564,0.05467981472611427,0.11227777600288391,0.16535647213459015,0.17635199427604675,0.06516259908676147,-0.05200668424367905
seconds,0.20343491435050964,0.2538953125476837,0.1697860062122345,0.12159936130046844,0.22151117026805878,0.1997634470462799,0.11193137615919113,0.21097548305988312,0.1753348410129547,0.20335537195205688
off,0.22701384127140045,0.13513152301311493,0.17696987092494965,0.029900740832090378,0.2321808934211731,0.2773582935333252,0.11234283447265625,0.08774521201848984,0.0757061019539833,0.12937544286251068
the,0.33890387415885925,0.22281034290790558,0.34736719727516174,0.24603934586048126,0.3146495521068573,1.0,0.24013365805149078,0.3370939791202545,0.21427585184574127,0.22068053483963013
modern,0.15316444635391235,0.23402902483940125,0.21376098692417145,0.18820878863334656,0.178118035197258,0.3283970355987549,0.20230938494205475,0.2661588788032532,0.18436060845851898,0.12475407868623734
gregorian,0.171101376414299,0.22155235707759857,0.13638536632061005,0.25087857246398926,0.2077891081571579,0.2562224268913269,0.28702637553215027,0.5401638150215149,0.720005214214325,0.2399570196866989
calendar,0.15091396868228912,0.22768551111221313,0.1636282205581665,0.19921933114528656,0.1627475470304489,0.21427585184574127,0.23252514004707336,0.5859391093254089,1.0,0.16766934096813202
's,-0.026164190843701363,0.029743660241365433,0.05069678649306297,-0.03817693889141083,0.09622383862733841,-0.01540423184633255,0.052462395280599594,0.0009003764134831727,0.04485815763473511,-0.023395681753754616
measurement,0.3766496777534485,0.4540945291519165,0.16852512955665588,0.21638990938663483,0.2308378964662552,0.2747146487236023,0.09113362431526184,0.329258531332016,0.2723674178123474,0.18654219806194305
.,0.3287222981452942,0.19467955827713013,0.35288307070732117,0.27196362614631653,0.3547073304653168,0.5934505462646484,0.28055551648139954,0.2760169804096222,0.16474001109600067,0.4130953550338745
