,what,is,the,average,discharge,of,the,moselle,to,the,rhine,?
neckar,0.15843458473682404,0.21973341703414917,0.23835383355617523,0.18476395308971405,0.21342329680919647,0.2244020700454712,0.23835383355617523,0.5476696491241455,0.14052650332450867,0.23835383355617523,0.5317907929420471,0.18175753951072693
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.1608646810054779,0.4946078956127167,0.4933079481124878,0.273513525724411,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2714732885360718,0.733189046382904,1.0,0.3138047158718109,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.18120092153549194,0.1588529348373413,0.3177044689655304,0.38631999492645264,0.2621283531188965,0.26116618514060974,0.38631999492645264,0.23040270805358887,0.1665669083595276
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2138829380273819,0.23449279367923737,0.5116966962814331,0.5171257257461548,0.24887068569660187,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.20544172823429108
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.1608646810054779,0.4946078956127167,0.4933079481124878,0.273513525724411,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
later,0.2517229914665222,0.21527644991874695,0.4060266613960266,0.11668389290571213,0.13160470128059387,0.3458743393421173,0.4060266613960266,0.18932825326919556,0.393297016620636,0.4060266613960266,0.21003103256225586,0.1417175978422165
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.1608646810054779,0.4946078956127167,0.4933079481124878,0.273513525724411,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.27058175206184387,0.2714732885360718,0.733189046382904,1.0,0.3138047158718109,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
moselle,0.21351899206638336,0.24190545082092285,0.3138047158718109,0.21480579674243927,0.24376344680786133,0.2758548855781555,0.3138047158718109,1.0000001192092896,0.19878040254116058,0.3138047158718109,0.5697820782661438,0.14201313257217407
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23098047077655792,0.1608646810054779,0.4946078956127167,0.4933079481124878,0.273513525724411,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2536912262439728,0.26588186621665955,0.5011631846427917,0.6521818041801453,0.25610801577568054,0.5345056653022766,0.6521818041801453,0.18744276463985443,0.25814583897590637
contributes,0.3393528163433075,0.28037264943122864,0.2711111307144165,0.2119918167591095,0.17737722396850586,0.3243604004383087,0.2711111307144165,0.14495965838432312,0.3252312242984772,0.2711111307144165,0.11502009630203247,0.26828473806381226
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.27438971400260925,0.18126574158668518,0.32280945777893066,0.4207492768764496,0.154374897480011,0.3138085603713989,0.4207492768764496,0.07200640439987183,0.19793890416622162
average,0.24068789184093475,0.2669461667537689,0.27058175206184387,1.0,0.3206624984741211,0.23717734217643738,0.27058175206184387,0.21480579674243927,0.2572915256023407,0.27058175206184387,0.13968418538570404,0.21764592826366425
discharge,0.19507750868797302,0.17916791141033173,0.2714732885360718,0.3206624984741211,1.0,0.24374468624591827,0.2714732885360718,0.24376344680786133,0.22832615673542023,0.2714732885360718,0.22111549973487854,0.13592740893363953
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23717734217643738,0.24374468624591827,1.0,0.733189046382904,0.2758548855781555,0.41548454761505127,0.733189046382904,0.2548927664756775,0.1826142966747284
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.28232842683792114,0.1590767800807953,0.30478984117507935,0.39758381247520447,0.1418178230524063,0.47084665298461914,0.39758381247520447,0.14227862656116486,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.35461297631263733,0.1537874937057495,0.33036211133003235,0.3227543234825134,0.11300091445446014,0.3192550539970398,0.3227543234825134,0.15938840806484222,0.24917294085025787
300,-0.018814310431480408,-0.0613233856856823,-0.07017405331134796,-0.07137837260961533,0.018552253022789955,-0.04760007932782173,-0.07017405331134796,0.010593684390187263,-0.074339859187603,-0.07017405331134796,-0.03584139794111252,-0.06213558092713356
m3/s,0.21050168573856354,0.14450658857822418,0.21639159321784973,0.2121969610452652,0.30525290966033936,0.2116190493106842,0.21639159321784973,0.10967186838388443,0.21751950681209564,0.21639159321784973,0.1787276417016983,0.11470148712396622
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20423224568367004,0.15082648396492004,0.35032153129577637,0.33289089798927307,0.2193099707365036,0.30882009863853455,0.33289089798927307,0.12381801009178162,0.40561532974243164
"11,000",-0.08169955015182495,0.07337489724159241,0.050433449447155,-0.008662552572786808,0.13664931058883667,0.02769123949110508,0.050433449447155,0.08071518689393997,0.07904074341058731,0.050433449447155,0.1375206559896469,-0.0801546722650528
cu,0.29675185680389404,0.16364990174770355,0.1260254830121994,0.15857580304145813,0.2884971499443054,0.11184985190629959,0.1260254830121994,0.19114041328430176,0.245481938123703,0.1260254830121994,0.08786342293024063,0.3576068878173828
ft/s,0.29451486468315125,0.2292538583278656,0.22741563618183136,0.401815265417099,0.3827020227909088,0.17706529796123505,0.22741563618183136,0.32582536339759827,0.2394029200077057,0.22741563618183136,0.23744693398475647,0.27464672923088074
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20956556499004364,0.14683400094509125,0.3680361211299896,0.3456730246543884,0.22026997804641724,0.31236231327056885,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2717139422893524,0.18806886672973633,0.5352458953857422,0.5934505462646484,0.23018965125083923,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4130953550338745
