,when,did,the,steven,spielberg,movie,duel,first,debut,?
filmmakers,0.1844295710325241,0.23216988146305084,0.220591738820076,0.30856218934059143,0.4001408815383911,0.5816031694412231,0.10368400812149048,0.17224326729774475,0.25107333064079285,0.1430472582578659
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.20890261232852936,0.2210162878036499,0.2502664625644684,0.16628718376159668,0.33842000365257263,0.17299707233905792,0.27043893933296204
aaron,0.14219430088996887,0.2287089228630066,0.201257586479187,0.3010512590408325,0.28688955307006836,0.18435026705265045,0.25803202390670776,0.2038474977016449,0.11653191596269608,0.13720838725566864
spelling,0.20992189645767212,0.18469350039958954,0.23768942058086395,0.12348435074090958,0.13337290287017822,0.13212282955646515,0.09205742925405502,0.15886053442955017,0.15616458654403687,0.23016591370105743
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2545687258243561,0.2594927251338959,0.2886425256729126,0.1931009143590927,0.34503069519996643,0.2218245416879654,0.31091248989105225
david,0.14047366380691528,0.15711668133735657,0.2237231284379959,0.4365098476409912,0.26821500062942505,0.20605851709842682,0.16234642267227173,0.2270563840866089,0.16253246366977692,0.04158485680818558
wolper,0.2602244019508362,0.20976540446281433,0.30829790234565735,0.31525281071662903,0.3116546869277954,0.31325986981391907,0.27557897567749023,0.2997249364852905,0.1646348536014557,0.2258235514163971
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.24233636260032654,0.2582131326198578,0.27676329016685486,0.20695708692073822,0.3167642652988434,0.1683131754398346,0.20544172823429108
steven,0.12042109668254852,0.13406112790107727,0.21446210145950317,1.0000001192092896,0.5911546349525452,0.415337473154068,0.1478651911020279,0.21530845761299133,0.17714041471481323,0.10277901589870453
spielberg,0.16160249710083008,0.1883210688829422,0.27378904819488525,0.5911546349525452,1.0,0.5566684603691101,0.2153840959072113,0.2383173555135727,0.22491636872291565,0.14748825132846832
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.22209595143795013,0.21470046043395996,0.25030237436294556,0.09135761111974716,0.2450505793094635,0.19442118704319,0.40561532974243164
the,0.5091903209686279,0.34736719727516174,1.0,0.21446210145950317,0.27378904819488525,0.2636405825614929,0.20376726984977722,0.49448907375335693,0.2226441204547882,0.22068053483963013
latter,0.2620970904827118,0.18721601366996765,0.37523433566093445,0.15912535786628723,0.19850102066993713,0.21833454072475433,0.14588886499404907,0.25898680090904236,0.11442900449037552,0.12733961641788483
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.20107577741146088,0.21589519083499908,0.2027330845594406,0.1622297614812851,0.3536086082458496,0.12960465252399445,0.1826142966747284
whom,0.34392476081848145,0.3024649918079376,0.23752936720848083,0.19082185626029968,0.21015699207782745,0.20296356081962585,0.2941593825817108,0.2704542577266693,0.08732116967439651,0.222135990858078
gained,0.2222561240196228,0.2939504086971283,0.29543522000312805,0.20858131349086761,0.19397905468940735,0.24838480353355408,0.08114912360906601,0.22033816576004028,0.22063714265823364,0.11261032521724701
early,0.32107013463974,0.32047218084335327,0.34442198276519775,0.19833014905452728,0.15233230590820312,0.19282150268554688,0.06900018453598022,0.4007106125354767,0.14079487323760986,0.15272949635982513
success,0.2036270797252655,0.33578285574913025,0.2764457166194916,0.16790297627449036,0.23813094198703766,0.26087549328804016,0.14073815941810608,0.3858335614204407,0.4184994399547577,0.1216118186712265
through,0.34666842222213745,0.14190755784511566,0.44071322679519653,0.15908782184123993,0.11176563799381256,0.19407270848751068,0.10850057005882263,0.25530800223350525,0.13993240892887115,0.16913433372974396
the,0.5091903209686279,0.34736719727516174,1.0,0.21446210145950317,0.27378904819488525,0.2636405825614929,0.20376726984977722,0.49448907375335693,0.2226441204547882,0.22068053483963013
showcase,0.15634268522262573,0.19737519323825836,0.2434663325548172,0.13070616126060486,0.22869645059108734,0.2869773507118225,0.21832993626594543,0.2973721921443939,0.2841980755329132,0.2651786506175995
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.203480064868927,0.21702688932418823,0.22823558747768402,0.18714240193367004,0.3800288736820221,0.2246619164943695,0.264628142118454
his,0.37120407819747925,0.3546801507472992,0.4394008219242096,0.22614212334156036,0.24591173231601715,0.2292414754629135,0.29269903898239136,0.3241460621356964,0.30514979362487793,0.18075084686279297
1971,0.2807418704032898,0.17965981364250183,0.21928679943084717,0.127576544880867,0.2172134965658188,0.18457935750484467,0.186197891831398,0.22432932257652283,0.20770862698554993,0.29388657212257385
film,0.1969265341758728,0.17830699682235718,0.2824619710445404,0.3019294738769531,0.4920558035373688,0.7101938724517822,0.12714678049087524,0.1921287626028061,0.24334976077079773,0.16369038820266724
duel,0.20330095291137695,0.17569182813167572,0.20376726984977722,0.1478651911020279,0.2153840959072113,0.23283149302005768,1.0,0.2071714848279953,0.06508812308311462,0.13510504364967346
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.2321980595588684,0.21196003258228302,0.27831876277923584,0.13048526644706726,0.27228695154190063,0.22301031649112701,0.42300865054130554
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.19773003458976746,0.22636179625988007,0.21549339592456818,0.25931376218795776,0.3482176661491394,0.15335598587989807,0.32716336846351624
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.1636740267276764,0.18055416643619537,0.17317065596580505,0.18857863545417786,0.3285558819770813,0.1488611400127411,0.17890112102031708
produced,0.194610595703125,0.16971632838249207,0.22045251727104187,0.2536574602127075,0.3697955310344696,0.33569201827049255,0.15682531893253326,0.2504335343837738,0.25750330090522766,0.1623450517654419
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.20901304483413696,0.2327238768339157,0.2304898053407669,0.18006911873817444,0.3120559751987457,0.26024293899536133,0.2714994251728058
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.164280965924263,0.18452581763267517,0.2028036266565323,0.05140136182308197,0.29757723212242126,0.19863177835941315,0.19793890416622162
average,0.20477648079395294,0.13524195551872253,0.27058175206184387,0.11780758202075958,0.15936167538166046,0.17340704798698425,-0.008355091325938702,0.21976087987422943,0.17606651782989502,0.21764592826366425
budget,0.1428947150707245,0.2349563091993332,0.22188150882720947,0.20883247256278992,0.35342225432395935,0.35341307520866394,0.11182288825511932,0.210977241396904,0.22103415429592133,0.14098747074604034
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.20107577741146088,0.21589519083499908,0.2027330845594406,0.1622297614812851,0.3536086082458496,0.12960465252399445,0.1826142966747284
$,0.17828483879566193,0.23203131556510925,0.23367542028427124,0.16534550487995148,0.23874372243881226,0.2859753966331482,0.18329207599163055,0.22852157056331635,0.20749792456626892,0.2786129117012024
"400,000–",0.18557235598564148,0.06018361076712608,0.18860651552677155,0.004413055256009102,0.10893599689006805,0.16596868634223938,0.15149545669555664,0.12489759176969528,0.1411966234445572,-0.04110512137413025
$,0.17828483879566193,0.23203131556510925,0.23367542028427124,0.16534550487995148,0.23874372243881226,0.2859753966331482,0.18329207599163055,0.22852157056331635,0.20749792456626892,0.2786129117012024
"450,000",0.0754900574684143,-0.007533010561019182,0.07216360419988632,-0.0997830256819725,-0.032424286007881165,-0.06098882481455803,-0.02451540343463421,-0.07340911030769348,0.027129843831062317,0.0544295534491539
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2283397614955902,0.2816316485404968,0.25674229860305786,0.1814851313829422,0.4345304071903229,0.20454879105091095,0.4130953550338745
