,what,does,the,urban,education,institute,help,run,?
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.17206937074661255,0.27265021204948425,0.23579588532447815,0.33200904726982117,0.27206581830978394,0.264628142118454
those,0.44466671347618103,0.3144809603691101,0.42861196398735046,0.1324768215417862,0.21833743155002594,0.14687052369117737,0.33186107873916626,0.2450924515724182,0.3328189253807068
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.10393380373716354,0.11138669401407242,0.11803092807531357,0.32894450426101685,0.16277898848056793,0.2433311939239502
behavioral,0.35550743341445923,0.18362148106098175,0.21287773549556732,0.14935393631458282,0.38404303789138794,0.32086995244026184,0.32591313123703003,0.12483159452676773,0.2257440835237503
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.25797802209854126,0.308173805475235,0.24076776206493378,0.34926167130470276,0.2711782455444336,0.20544172823429108
emotional,0.31405574083328247,0.21731802821159363,0.19851237535476685,0.1563497632741928,0.24985307455062866,0.12884394824504852,0.2254200428724289,0.09566237777471542,0.192344069480896
problems,0.3306994140148163,0.24798686802387238,0.2659202516078949,0.1898588240146637,0.20707212388515472,0.2174655795097351,0.40679866075515747,0.22044169902801514,0.2638136148452759
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.17458201944828033,0.19257274270057678,0.18211983144283295,0.24308834969997406,0.1813306212425232,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.21443712711334229,0.2718683183193207,0.25896888971328735,0.2855570912361145,0.2309936285018921,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.25797802209854126,0.308173805475235,0.24076776206493378,0.34926167130470276,0.2711782455444336,0.20544172823429108
four,0.18057085573673248,0.14431285858154297,0.40344667434692383,0.16147589683532715,0.17069323360919952,0.12371955066919327,0.12669813632965088,0.15621820092201233,0.14532537758350372
public,0.1729622185230255,0.18710975348949432,0.22857438027858734,0.2847801148891449,0.3925832509994507,0.253785640001297,0.1314593404531479,0.22418135404586792,0.19872993230819702
charter,0.13714581727981567,0.18460236489772797,0.26436546444892883,0.16099558770656586,0.3280610144138336,0.25121602416038513,0.1368263214826584,0.1613650619983673,0.14220231771469116
schools,0.1820785105228424,0.19430282711982727,0.22905772924423218,0.19893118739128113,0.6035618185997009,0.2961669862270355,0.2060146927833557,0.20951882004737854,0.18349280953407288
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.17859409749507904,0.2338395118713379,0.20468078553676605,0.24844828248023987,0.2348233312368393,0.2714994251728058
the,0.42745697498321533,0.35928019881248474,1.0,0.1482323557138443,0.23982903361320496,0.24399729073047638,0.30064165592193604,0.27883726358413696,0.22068053483963013
south,0.15388517081737518,0.11284814029932022,0.3129390776157379,0.24244774878025055,0.22104622423648834,0.17473043501377106,0.10500817000865936,0.15732906758785248,0.12336621433496475
side,0.2532914876937866,0.2402036339044571,0.37146830558776855,0.14239643514156342,0.14375558495521545,0.039726924151182175,0.22307315468788147,0.168891042470932,0.07831130921840668
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26017457246780396,0.3015166223049164,0.2977932393550873,0.22745388746261597,0.2272813767194748,0.1826142966747284
chicago,0.1521448791027069,0.17240707576274872,0.27360326051712036,0.17414137721061707,0.17451082170009613,0.2349669337272644,0.1282460242509842,0.16510172188282013,0.16446958482265472
administered,0.22505685687065125,0.17924080789089203,0.32922205328941345,0.20731164515018463,0.2979029715061188,0.23277856409549713,0.21756158769130707,0.187262624502182,0.11263694614171982
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.15369156002998352,0.18719787895679474,0.16189752519130707,0.2285822480916977,0.1807866394519806,0.17966607213020325
the,0.42745697498321533,0.35928019881248474,1.0,0.1482323557138443,0.23982903361320496,0.24399729073047638,0.30064165592193604,0.27883726358413696,0.22068053483963013
university,0.20256435871124268,0.09909145534038544,0.263973206281662,0.168852299451828,0.503289520740509,0.5763126611709595,0.11970726400613785,0.1579725593328476,0.11887256056070328
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,0.04065892472863197,0.0036171283572912216,-0.05064508691430092,0.01472728792577982,0.017889494076371193,-0.023395681753754616
urban,0.11040108650922775,0.11276297271251678,0.1482323557138443,1.0000001192092896,0.27717089653015137,0.19270013272762299,0.08249975740909576,0.07027219980955124,0.13119809329509735
education,0.19940856099128723,0.1943693906068802,0.23982903361320496,0.27717089653015137,1.0,0.41543081402778625,0.244387686252594,0.18134281039237976,0.18067774176597595
institute,0.17608846724033356,0.12312955409288406,0.24399729073047638,0.19270013272762299,0.41543081402778625,1.0,0.16750358045101166,0.14153261482715607,0.115291528403759
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.1697636991739273,0.27047446370124817,0.21288537979125977,0.32205137610435486,0.2739698588848114,0.4130953550338745
