,how,many,total,touchdowns,did,cam,newton,score,?
throwing,0.24389290809631348,0.2297176569700241,0.1173962876200676,0.4151746332645416,0.2288447916507721,0.1537315845489502,0.1744842380285263,0.24184373021125793,0.15241092443466187
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.2948407232761383,0.318512886762619,0.22685806453227997,0.18168501555919647,0.19645971059799194,0.264628142118454
"3,837",-0.04463791474699974,-0.03211802616715431,0.06827513128519058,-0.03826041519641876,-0.0767732635140419,-0.01648758351802826,0.021701980382204056,-0.04340621829032898,-0.03566814586520195
yards,0.1345205456018448,0.13134367763996124,0.26723575592041016,0.7052563428878784,0.11230118572711945,0.18628010153770447,0.29241275787353516,0.2295611947774887,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2520328164100647,0.2571038007736206,0.34479495882987976,0.18925651907920837,0.22255054116249084,0.16766662895679474,0.20544172823429108
rushing,0.2803467810153961,0.21215204894542694,0.25141438841819763,0.5714829564094543,0.21943612396717072,0.16275349259376526,0.304086834192276,0.2782784700393677,0.14363552629947662
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.2948407232761383,0.318512886762619,0.22685806453227997,0.18168501555919647,0.19645971059799194,0.264628142118454
636,-0.007202938664704561,0.07316522300243378,0.10692774504423141,0.060100194066762924,0.011679795570671558,0.134308859705925,0.14664290845394135,-0.046542905271053314,-0.036500390619039536
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.23933975398540497,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.16025088727474213,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.18519343435764313,0.20673201978206635,0.3330625295639038,0.16950686275959015,0.1801067441701889,0.10791178792715073,0.21076419949531555
recording,0.19648906588554382,0.20405806601047516,0.11447940766811371,0.24641837179660797,0.20224055647850037,0.16101670265197754,0.22601540386676788,0.22143322229385376,0.18037092685699463
a,0.29312583804130554,0.2872205972671509,0.20922091603279114,0.2318989634513855,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.19997252523899078,0.23916715383529663
career-high,0.2514631748199463,0.33343032002449036,0.22386330366134644,0.4695356786251068,0.3148426413536072,0.22989864647388458,0.19111330807209015,0.300699383020401,0.18277767300605774
and,0.33647966384887695,0.5296266674995422,0.2520328164100647,0.2571038007736206,0.34479495882987976,0.18925651907920837,0.22255054116249084,0.16766662895679474,0.20544172823429108
league-leading,0.2028302550315857,0.2940694987773895,0.2613794505596161,0.46918925642967224,0.29858919978141785,0.18126541376113892,0.21760407090187073,0.33700627088546753,0.2778867185115814
45,-0.032615967094898224,0.02003762125968933,0.08099187165498734,0.01909680664539337,-0.0017516070511192083,-0.032620999962091446,0.026041382923722267,-0.033690329641103745,-0.01282194908708334
total,0.22199897468090057,0.2912171483039856,0.9999999403953552,0.27890458703041077,0.14788632094860077,0.14158141613006592,0.1840561330318451,0.1652042418718338,0.14396025240421295
touchdowns,0.15057362616062164,0.1144808754324913,0.27890458703041077,1.0000001192092896,0.20483340322971344,0.2751055061817169,0.31141117215156555,0.39366599917411804,0.1509619653224945
(,0.1676948219537735,0.1455259770154953,0.2282908409833908,0.18674080073833466,0.18979617953300476,0.20606055855751038,0.17499087750911713,0.16359393298625946,0.40561532974243164
35,-0.11944353580474854,-0.07066774368286133,0.016166821122169495,-0.07583171874284744,-0.03584199398756027,-0.10767394304275513,-0.08320112526416779,0.0038998224772512913,-0.044106997549533844
passing,0.24499450623989105,0.15060079097747803,0.2451907843351364,0.47026413679122925,0.16936171054840088,0.20097744464874268,0.23282510042190552,0.17059163749217987,0.10353918373584747
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.23933975398540497,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.16025088727474213,0.31091248989105225
10,0.09177426248788834,0.3056783974170685,0.08354569226503372,-0.00992126390337944,0.1914099007844925,0.03086147829890251,0.03830950707197189,0.03439537435770035,0.022911956533789635
rushing,0.2803467810153961,0.21215204894542694,0.25141438841819763,0.5714829564094543,0.21943612396717072,0.16275349259376526,0.304086834192276,0.2782784700393677,0.14363552629947662
),0.17939934134483337,0.16602720320224762,0.2389112114906311,0.19843259453773499,0.18584993481636047,0.2089960277080536,0.17433513700962067,0.1630166471004486,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.23933975398540497,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.16025088727474213,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.20922091603279114,0.2318989634513855,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.19997252523899078,0.23916715383529663
career-low,0.2479514181613922,0.2875238358974457,0.18483062088489532,0.4120676517486572,0.31910577416419983,0.2250259816646576,0.22043463587760925,0.3096734583377838,0.15329208970069885
10,0.09177426248788834,0.3056783974170685,0.08354569226503372,-0.00992126390337944,0.1914099007844925,0.03086147829890251,0.03830950707197189,0.03439537435770035,0.022911956533789635
interceptions,0.2084771692752838,0.21864065527915955,0.20163008570671082,0.7320449352264404,0.21840861439704895,0.2500961720943451,0.30017799139022827,0.2816830277442932,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.23933975398540497,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.16025088727474213,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2520328164100647,0.2571038007736206,0.34479495882987976,0.18925651907920837,0.22255054116249084,0.16766662895679474,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.20922091603279114,0.2318989634513855,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.19997252523899078,0.23916715383529663
career-best,0.22005383670330048,0.30896151065826416,0.24450279772281647,0.42702388763427734,0.3254493474960327,0.17777119576931,0.18897037208080292,0.3209322392940521,0.2002197951078415
quarterback,0.10935026407241821,0.09331715106964111,0.14724460244178772,0.6703263521194458,0.13718701899051666,0.25592461228370667,0.29465755820274353,0.2516149878501892,0.13221268355846405
rating,0.20311082899570465,0.1606440395116806,0.23518256843090057,0.39720848202705383,0.17871320247650146,0.08527947217226028,0.20168572664260864,0.3666224479675293,0.18754872679710388
of,0.2480744868516922,0.37253960967063904,0.29045331478118896,0.18799830973148346,0.2513895630836487,0.18242581188678741,0.18479612469673157,0.1790168732404709,0.1826142966747284
99.4,0.07374688237905502,0.09562889486551285,0.13386322557926178,0.13131600618362427,0.1511625200510025,0.10567997395992279,0.07128863781690598,0.10439823567867279,0.1159149557352066
.,0.3287222981452942,0.3974229395389557,0.2295650690793991,0.208820641040802,0.35288307070732117,0.15243393182754517,0.20699870586395264,0.17928162217140198,0.4130953550338745
