,what,is,the,best,qb,ranking,that,cam,newton,holds,?
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.30328524112701416,0.16265970468521118,0.2464282363653183,0.4731321930885315,0.18925651907920837,0.22255054116249084,0.2242596447467804,0.20544172823429108
rushing,0.2485717386007309,0.13805745542049408,0.2992783486843109,0.2529824376106262,0.4818311035633087,0.2516126036643982,0.2867400348186493,0.16275349259376526,0.304086834192276,0.20639237761497498,0.14363552629947662
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.45128104090690613,0.2542049288749695,0.22423076629638672,0.4137635827064514,0.22685806453227997,0.18168501555919647,0.28103771805763245,0.264628142118454
636,0.0643048882484436,0.16576312482357025,0.0817032977938652,0.024490870535373688,0.011197453364729881,0.07796692103147507,0.06479183584451675,0.134308859705925,0.14664290845394135,0.005469991825520992,-0.036500390619039536
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3461092710494995,0.27485910058021545,0.2863360047340393,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.2214498221874237,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.154826357960701,0.1938370168209076,0.19809503853321075,0.43523597717285156,0.16950686275959015,0.1801067441701889,0.24559910595417023,0.21076419949531555
recording,0.19233113527297974,0.2168344259262085,0.2685704827308655,0.3185701370239258,0.2953956127166748,0.15036803483963013,0.22315432131290436,0.16101670265197754,0.22601540386676788,0.23203319311141968,0.18037092685699463
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2547774314880371,0.162367045879364,0.20513515174388885,0.47537946701049805,0.18400311470031738,0.1884482353925705,0.2758602797985077,0.23916715383529663
career-high,0.19118095934391022,0.17044192552566528,0.26239198446273804,0.29325222969055176,0.3216823637485504,0.3207932114601135,0.22641369700431824,0.22989864647388458,0.19111330807209015,0.22853721678256989,0.18277767300605774
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.30328524112701416,0.16265970468521118,0.2464282363653183,0.4731321930885315,0.18925651907920837,0.22255054116249084,0.2242596447467804,0.20544172823429108
league-leading,0.3197444975376129,0.24579744040966034,0.41902515292167664,0.32437846064567566,0.37641409039497375,0.40687188506126404,0.33195388317108154,0.18126541376113892,0.21760407090187073,0.2322498857975006,0.2778867185115814
45,-0.030887525528669357,0.050226982682943344,-0.020405476912856102,0.035046856850385666,-0.01455611176788807,0.04418428614735603,-0.016126487404108047,-0.032620999962091446,0.026041382923722267,-0.04959343746304512,-0.01282194908708334
total,0.19850242137908936,0.18159881234169006,0.27068960666656494,0.18864211440086365,0.18210667371749878,0.2881527841091156,0.25605857372283936,0.14158141613006592,0.1840561330318451,0.15024444460868835,0.14396025240421295
touchdowns,0.15067923069000244,0.15060579776763916,0.20508192479610443,0.2284936010837555,0.6218676567077637,0.26818281412124634,0.20178177952766418,0.2751055061817169,0.31141117215156555,0.25479862093925476,0.1509619653224945
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.31621530652046204,0.27869248390197754,0.20264364778995514,0.2264307141304016,0.20606055855751038,0.17499087750911713,0.1429566591978073,0.40561532974243164
35,-0.016979239881038666,-0.033989109098911285,-0.04927394539117813,-0.0245993509888649,-0.05733514204621315,0.04147978872060776,-0.05084999278187752,-0.10767394304275513,-0.08320112526416779,-0.05245435982942581,-0.044106997549533844
passing,0.2581939399242401,0.20053766667842865,0.3088957965373993,0.1498676985502243,0.2797194719314575,0.2350659966468811,0.25892993807792664,0.20097744464874268,0.23282510042190552,0.2336847484111786,0.10353918373584747
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3461092710494995,0.27485910058021545,0.2863360047340393,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.2214498221874237,0.31091248989105225
10,0.11840458959341049,0.1865890771150589,0.2880653440952301,0.07862673699855804,-0.013559014536440372,0.18224823474884033,0.15201891958713531,0.03086147829890251,0.03830950707197189,0.0964679941534996,0.022911956533789635
rushing,0.2485717386007309,0.13805745542049408,0.2992783486843109,0.2529824376106262,0.4818311035633087,0.2516126036643982,0.2867400348186493,0.16275349259376526,0.304086834192276,0.20639237761497498,0.14363552629947662
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.32877472043037415,0.28118932247161865,0.22844401001930237,0.23478686809539795,0.2089960277080536,0.17433513700962067,0.16005297005176544,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3461092710494995,0.27485910058021545,0.2863360047340393,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.2214498221874237,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2547774314880371,0.162367045879364,0.20513515174388885,0.47537946701049805,0.18400311470031738,0.1884482353925705,0.2758602797985077,0.23916715383529663
career-low,0.1360963135957718,0.1352536380290985,0.21368016302585602,0.2924160361289978,0.3288286328315735,0.2860672175884247,0.19857338070869446,0.2250259816646576,0.22043463587760925,0.19579757750034332,0.15329208970069885
10,0.11840458959341049,0.1865890771150589,0.2880653440952301,0.07862673699855804,-0.013559014536440372,0.18224823474884033,0.15201891958713531,0.03086147829890251,0.03830950707197189,0.0964679941534996,0.022911956533789635
interceptions,0.1888427734375,0.11484040319919586,0.22331646084785461,0.20026566088199615,0.49587610363960266,0.1562930792570114,0.2675718665122986,0.2500961720943451,0.30017799139022827,0.211263045668602,0.10945115238428116
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3461092710494995,0.27485910058021545,0.2863360047340393,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.2214498221874237,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.30328524112701416,0.16265970468521118,0.2464282363653183,0.4731321930885315,0.18925651907920837,0.22255054116249084,0.2242596447467804,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2547774314880371,0.162367045879364,0.20513515174388885,0.47537946701049805,0.18400311470031738,0.1884482353925705,0.2758602797985077,0.23916715383529663
career-best,0.16897855699062347,0.21616901457309723,0.29364049434661865,0.5022331476211548,0.30060452222824097,0.3789377808570862,0.18948894739151,0.17777119576931,0.18897037208080292,0.2249089479446411,0.2002197951078415
quarterback,0.15767325460910797,0.19901543855667114,0.23757418990135193,0.23861365020275116,0.6065801978111267,0.18681688606739044,0.17249047756195068,0.25592461228370667,0.29465755820274353,0.14085519313812256,0.13221268355846405
rating,0.20312486588954926,0.16900229454040527,0.24654440581798553,0.22740329802036285,0.4579041302204132,0.45423728227615356,0.2557750344276428,0.08527947217226028,0.20168572664260864,0.2974463403224945,0.18754872679710388
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23660683631896973,0.11856603622436523,0.2959146499633789,0.41498205065727234,0.18242581188678741,0.18479612469673157,0.2644946873188019,0.1826142966747284
99.4,0.08699527382850647,0.06552278995513916,0.07925555855035782,0.03255630284547806,0.13788457214832306,0.10426400601863861,0.04188435524702072,0.10567997395992279,0.07128863781690598,-0.0034199904184788465,0.1159149557352066
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.31068575382232666,0.24049998819828033,0.2531220316886902,0.4460422694683075,0.15243393182754517,0.20699870586395264,0.21555174887180328,0.4130953550338745
